,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:57zQSScHq19ztrMnjWCPBI,Niack,Na Raba Toma Tapão,Niack / Ritmo dos Fluxos,1,1,24,710313,57zQSScHq19ztrMnjWCPBI,-0.8126,0.032,0.957,0.011
1,2,spotify:track:3Ghyp3X5Ua9ypHnBIgOObI,Henrique & Juliano,Liberdade Provisória - Live - Ibirapuera / 2019,Virgin Music Label And Artist Services (S&D),1,2,185,480925,3Ghyp3X5Ua9ypHnBIgOObI,-0.6808,0.023,0.977,0.0
2,3,spotify:track:3tv697PZNnaQN0Mn2zGhS5,Gusttavo Lima,A Gente Fez Amor - Ao Vivo,Sony Music Entertainment,1,3,185,455325,3tv697PZNnaQN0Mn2zGhS5,0.9946,0.029,0.823,0.148
3,4,spotify:track:7o9LwQmTuIDm4LyyHFIWul,Henrique & Juliano,Volta Por Baixo - Ao Vivo,Virgin Music Label And Artist Services (S&D),4,4,150,444710,7o9LwQmTuIDm4LyyHFIWul,0.9798,0.0,0.907,0.093
4,5,spotify:track:2WlZuBDgLfT7Kc0admhFdg,Luísa Sonza,BRABA,Universal Music Ltda.,1,5,82,425885,2WlZuBDgLfT7Kc0admhFdg,-0.5267,0.017,0.983,0.0
5,6,spotify:track:4DngRKOpRPrkbzImUB0zgh,Matheus & Kauan,Litrão - Ao Vivo Em Recife / 2020,Universal Music Ltda.,3,6,129,423836,4DngRKOpRPrkbzImUB0zgh,-0.7989,0.029,0.971,0.0
6,7,spotify:track:3tc8Z4lGzOIwmIVftsxO6o,Marília Mendonça,Graveto - Ao Vivo,Som Livre,3,7,150,420192,3tc8Z4lGzOIwmIVftsxO6o,0.34,0.015,0.968,0.017
7,8,spotify:track:60wF0XnX7A0jVpDNA5v8vi,"Vytinho NG, Bianca",Tudo no Sigilo,Vytinho Ng,4,8,82,415605,60wF0XnX7A0jVpDNA5v8vi,-0.8642,0.03,0.97,0.0
8,9,spotify:track:0RaIjuKU5hudMteEXwr4RS,Jorge & Mateus,Ranking,Som Livre,5,9,94,400750,0RaIjuKU5hudMteEXwr4RS,-0.89,0.045,0.955,0.0
9,10,spotify:track:3J5Pu25BODMex4Jpy4l6FL,"Luíza & Maurílio, Zé Neto & Cristiano",S de Saudade,Som Livre,6,10,220,396624,3J5Pu25BODMex4Jpy4l6FL,0.0,0.0,1.0,0.0
10,11,spotify:track:3WjSkl7VDWY1prwJw7dSG0,Zé Neto & Cristiano,Barzinho Aleatório - Ao Vivo,Som Livre,11,12,185,392662,3WjSkl7VDWY1prwJw7dSG0,-0.5267,0.021,0.979,0.0
11,12,spotify:track:67mqU3FeErlvWwsxnMfvQo,"MC Du Black, Delacruz",Tudo Aconteceu,Universal Music Ltda.,5,11,74,384510,67mqU3FeErlvWwsxnMfvQo,-0.9413,0.05,0.95,0.0
12,13,spotify:track:7Ac3BmqTQoLdAt7HtZyfgN,"DENNIS, Mc Don Juan",Te Prometo,Sony Music Entertainment,8,13,121,380071,7Ac3BmqTQoLdAt7HtZyfgN,-0.9874,0.021,0.965,0.013
13,14,spotify:track:6NM06xgqxQ0HU5lxbt2JHi,Gusttavo Lima,Saudade Sua,Sony Music Entertainment,2,14,24,342416,6NM06xgqxQ0HU5lxbt2JHi,-0.4871,0.012,0.988,0.0
14,15,spotify:track:5LpLYzpV0HWKI2DlPmNywg,"Wesley Safadão, Zé Neto & Cristiano",Despedida - Ao Vivo,Som Livre,15,15,66,321780,5LpLYzpV0HWKI2DlPmNywg,-0.9388,0.049,0.951,0.0
15,16,spotify:track:0SJtvFn4vqgJPscSbEPaql,"Maiara & Maraisa, Dilsinho",Libera Ela - Ao Vivo,Som Livre,16,17,52,307337,0SJtvFn4vqgJPscSbEPaql,0.958,0.0,0.939,0.061
16,17,spotify:track:146Vb458Y5RbqEa0fYFPzm,Felipe Araújo,Mentira - Ao Vivo,Universal Music Ltda.,11,18,188,304932,146Vb458Y5RbqEa0fYFPzm,0.0,0.0,1.0,0.0
17,18,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Don't Start Now,Warner Records,1,16,220,302860,3PfIrDoz19wz7qK7tYeu62,-0.9873,0.129,0.839,0.032
18,19,spotify:track:2PWjKmjyTZeDpmOUa3a5da,Jorge & Mateus,Cheirosa - Ao Vivo,Som Livre,3,19,241,296451,2PWjKmjyTZeDpmOUa3a5da,-0.5267,0.02,0.98,0.0
19,20,spotify:track:23zmMwD99ROi9yhxqMxWil,"João Bosco & Vinicius, Matheus",Segunda Taça - Ao Vivo,João Bosco & Vinicius,20,20,108,287405,23zmMwD99ROi9yhxqMxWil,0.0,0.0,1.0,0.0
20,21,spotify:track:1uryupl9hqVZYurJwH4G9k,Guilherme & Benuto,3 Batidas - Ao Vivo,Sony Music Entertainment,8,23,288,280171,1uryupl9hqVZYurJwH4G9k,0.0,0.083,0.856,0.061
21,22,spotify:track:4j2bK4fnc2s6GyVmhJsJhk,Henrique & Juliano,Briga Feia - Ao Vivo,Virgin Music Label And Artist Services (S&D),22,24,178,269702,4j2bK4fnc2s6GyVmhJsJhk,-0.5267,0.018,0.982,0.0
22,23,spotify:track:5L8ZEyIdZ2KE4Wf51SsuOF,Gustavo Mioto,Com Ou Sem Mim - Ao Vivo,Universal Music Ltda.,5,26,199,269227,5L8ZEyIdZ2KE4Wf51SsuOF,0.8541,0.0,0.963,0.037
23,24,spotify:track:24Yi9hE78yPEbZ4kxyoXAI,"SAINt JHN, Imanbek",Roses - Imanbek Remix,Columbia/B1 Recordings,8,21,101,268023,24Yi9hE78yPEbZ4kxyoXAI,-0.9724,0.11,0.825,0.065
24,25,spotify:track:3GmJxfnUDrIs1iCfKUELFz,Marília Mendonça,Supera - Ao Vivo,Som Livre,1,28,297,267768,3GmJxfnUDrIs1iCfKUELFz,0.8402,0.0,0.964,0.036
25,26,spotify:track:2Ou6UYuUbNyqwXxRDSeFRf,Maiara & Maraisa,Aí Eu Bebo - Ao Vivo,Som Livre,13,27,234,262312,2Ou6UYuUbNyqwXxRDSeFRf,0.0,0.0,1.0,0.0
