,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:57zQSScHq19ztrMnjWCPBI,Niack,Na Raba Toma Tapão,Niack / Ritmo dos Fluxos,1,1,30,769215,57zQSScHq19ztrMnjWCPBI,-0.8126,0.032,0.957,0.011
1,2,spotify:track:3Ghyp3X5Ua9ypHnBIgOObI,Henrique & Juliano,Liberdade Provisória - Live - Ibirapuera / 2019,Virgin Music Label And Artist Services (S&D),1,3,191,581260,3Ghyp3X5Ua9ypHnBIgOObI,-0.6808,0.023,0.977,0.0
2,3,spotify:track:4DngRKOpRPrkbzImUB0zgh,Matheus & Kauan,Litrão - Ao Vivo Em Recife / 2020,Universal Music Ltda.,2,2,135,580570,4DngRKOpRPrkbzImUB0zgh,-0.7989,0.029,0.971,0.0
3,4,spotify:track:7o9LwQmTuIDm4LyyHFIWul,Henrique & Juliano,Volta Por Baixo - Ao Vivo,Virgin Music Label And Artist Services (S&D),3,4,156,568291,7o9LwQmTuIDm4LyyHFIWul,0.9798,0.0,0.907,0.093
4,5,spotify:track:3tv697PZNnaQN0Mn2zGhS5,Gusttavo Lima,A Gente Fez Amor - Ao Vivo,Sony Music Entertainment,1,7,191,546531,3tv697PZNnaQN0Mn2zGhS5,0.9946,0.029,0.823,0.148
5,6,spotify:track:3tc8Z4lGzOIwmIVftsxO6o,Marília Mendonça,Graveto - Ao Vivo,Som Livre,3,9,156,515625,3tc8Z4lGzOIwmIVftsxO6o,0.34,0.015,0.968,0.017
6,7,spotify:track:0RaIjuKU5hudMteEXwr4RS,Jorge & Mateus,Ranking,Som Livre,5,8,100,511174,0RaIjuKU5hudMteEXwr4RS,-0.89,0.045,0.955,0.0
7,8,spotify:track:3WjSkl7VDWY1prwJw7dSG0,Zé Neto & Cristiano,Barzinho Aleatório - Ao Vivo,Som Livre,8,14,191,492904,3WjSkl7VDWY1prwJw7dSG0,-0.5267,0.021,0.979,0.0
8,9,spotify:track:2WlZuBDgLfT7Kc0admhFdg,Luísa Sonza,BRABA,Universal Music Ltda.,1,5,88,491771,2WlZuBDgLfT7Kc0admhFdg,-0.5267,0.017,0.983,0.0
9,10,spotify:track:3J5Pu25BODMex4Jpy4l6FL,"Luíza & Maurílio, Zé Neto & Cristiano",S de Saudade,Som Livre,6,12,226,489502,3J5Pu25BODMex4Jpy4l6FL,0.0,0.0,1.0,0.0
10,11,spotify:track:6NM06xgqxQ0HU5lxbt2JHi,Gusttavo Lima,Saudade Sua,Sony Music Entertainment,2,6,30,469243,6NM06xgqxQ0HU5lxbt2JHi,-0.4871,0.012,0.988,0.0
11,12,spotify:track:60wF0XnX7A0jVpDNA5v8vi,"Vytinho NG, Bianca",Tudo no Sigilo,Vytinho Ng,3,11,88,466469,60wF0XnX7A0jVpDNA5v8vi,-0.8642,0.03,0.97,0.0
12,13,spotify:track:67mqU3FeErlvWwsxnMfvQo,"MC Du Black, Delacruz",Tudo Aconteceu,Universal Music Ltda.,3,10,80,455405,67mqU3FeErlvWwsxnMfvQo,-0.9413,0.05,0.95,0.0
13,14,spotify:track:7Ac3BmqTQoLdAt7HtZyfgN,"DENNIS, Mc Don Juan",Te Prometo,Sony Music Entertainment,8,13,127,448469,7Ac3BmqTQoLdAt7HtZyfgN,-0.9874,0.021,0.965,0.013
14,15,spotify:track:5LpLYzpV0HWKI2DlPmNywg,"Wesley Safadão, Zé Neto & Cristiano",Despedida - Ao Vivo,Som Livre,15,16,72,416296,5LpLYzpV0HWKI2DlPmNywg,-0.9388,0.049,0.951,0.0
15,16,spotify:track:146Vb458Y5RbqEa0fYFPzm,Felipe Araújo,Mentira - Ao Vivo,Universal Music Ltda.,11,17,194,398062,146Vb458Y5RbqEa0fYFPzm,0.0,0.0,1.0,0.0
16,17,spotify:track:0SJtvFn4vqgJPscSbEPaql,"Maiara & Maraisa, Dilsinho",Libera Ela - Ao Vivo,Som Livre,16,18,58,386431,0SJtvFn4vqgJPscSbEPaql,0.958,0.0,0.939,0.061
17,18,spotify:track:2PWjKmjyTZeDpmOUa3a5da,Jorge & Mateus,Cheirosa - Ao Vivo,Som Livre,3,22,247,361482,2PWjKmjyTZeDpmOUa3a5da,-0.5267,0.02,0.98,0.0
18,19,spotify:track:1uryupl9hqVZYurJwH4G9k,Guilherme & Benuto,3 Batidas - Ao Vivo,Sony Music Entertainment,8,23,294,353942,1uryupl9hqVZYurJwH4G9k,0.0,0.083,0.856,0.061
19,20,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Don't Start Now,Warner Records,1,15,226,350853,3PfIrDoz19wz7qK7tYeu62,-0.9873,0.129,0.839,0.032
20,21,spotify:track:5L8ZEyIdZ2KE4Wf51SsuOF,Gustavo Mioto,Com Ou Sem Mim - Ao Vivo,Universal Music Ltda.,5,24,205,343986,5L8ZEyIdZ2KE4Wf51SsuOF,0.8541,0.0,0.963,0.037
21,22,spotify:track:4j2bK4fnc2s6GyVmhJsJhk,Henrique & Juliano,Briga Feia - Ao Vivo,Virgin Music Label And Artist Services (S&D),22,27,184,340592,4j2bK4fnc2s6GyVmhJsJhk,-0.5267,0.018,0.982,0.0
22,23,spotify:track:25gD4PQjxCLnwIY2n23aEl,"Vitão, Luísa Sonza",Flores,Universal Music Ltda.,20,20,2,338722,25gD4PQjxCLnwIY2n23aEl,-0.5267,0.013,0.987,0.0
23,24,spotify:track:2Ou6UYuUbNyqwXxRDSeFRf,Maiara & Maraisa,Aí Eu Bebo - Ao Vivo,Som Livre,13,31,240,329817,2Ou6UYuUbNyqwXxRDSeFRf,0.0,0.0,1.0,0.0
24,25,spotify:track:2PqPSf3gtTED79rWGwVtYg,Diego & Victor Hugo,Áudio - Ao Vivo em Brasília,Sony Music Entertainment,23,30,337,327484,2PqPSf3gtTED79rWGwVtYg,0.0,0.0,1.0,0.0
25,26,spotify:track:23zmMwD99ROi9yhxqMxWil,"João Bosco & Vinicius, Matheus",Segunda Taça - Ao Vivo,João Bosco & Vinicius,19,26,114,322234,23zmMwD99ROi9yhxqMxWil,0.0,0.0,1.0,0.0
26,27,spotify:track:3GmJxfnUDrIs1iCfKUELFz,Marília Mendonça,Supera - Ao Vivo,Som Livre,1,32,303,321006,3GmJxfnUDrIs1iCfKUELFz,0.8402,0.0,0.964,0.036
27,28,spotify:track:24Yi9hE78yPEbZ4kxyoXAI,"SAINt JHN, Imanbek",Roses - Imanbek Remix,Columbia/B1 Recordings,8,19,107,315393,24Yi9hE78yPEbZ4kxyoXAI,-0.9724,0.11,0.825,0.065
28,29,spotify:track:6nI98wtHOJAYSASq22TCYu,Luan Santana,água com açúcar - ao vivo,Som Livre,3,21,90,313087,6nI98wtHOJAYSASq22TCYu,0.9809,0.018,0.859,0.123
29,30,spotify:track:2Q9TaUXNM4mNSCgJjbmsJe,Zé Neto & Cristiano,Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,Som Livre,4,37,198,303624,2Q9TaUXNM4mNSCgJjbmsJe,0.0,0.0,1.0,0.0
30,31,spotify:track:0GrEqRHf5FioT1hOB8PBxZ,Marília Mendonça,Vira Homem,Som Livre,22,34,44,289109,0GrEqRHf5FioT1hOB8PBxZ,0.6808,0.009,0.954,0.037
31,32,spotify:track:5n8Y78Pl5q8lqS7sJP61qw,Diego & Arnaldo,Relógio Parado (Ao Vivo),Sony Music Entertainment,32,41,241,286721,5n8Y78Pl5q8lqS7sJP61qw,0.0,0.0,1.0,0.0
32,33,spotify:track:4lKuzrdZrJuCAedbIslF3A,"PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro",SENTADÃO,WM Brazil,2,35,205,282965,4lKuzrdZrJuCAedbIslF3A,0.5696,0.06,0.867,0.073
33,34,spotify:track:5yaXBGNko8lmFSOvKWo99j,Matheus & Kauan,Então Toma - Ao Vivo,Universal Music Ltda.,34,43,65,282953,5yaXBGNko8lmFSOvKWo99j,0.0,0.0,1.0,0.0
34,35,spotify:track:5PNvgiKSwMdjBsDsgFCFLX,"Maverick Sabre, Jorja Smith, Vintage Culture, Slow Motion",Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix,Spinnin' Deep,12,25,72,265415,5PNvgiKSwMdjBsDsgFCFLX,0.863,0.054,0.872,0.074
35,36,spotify:track:4p8pEdPYOQLzJUKYrLOacy,"WC no Beat, PEDRO SAMPAIO, FP do Trem Bala",BALANÇA (feat. Pedro Sampaio),Sony Music Entertainment,8,39,135,265060,4p8pEdPYOQLzJUKYrLOacy,-0.5803,0.018,0.982,0.0
36,37,spotify:track:7eJMfftS33KTjuF7lTsMCx,"Powfu, beabadoobee",death bed (coffee for your head),Columbia,13,28,97,264852,7eJMfftS33KTjuF7lTsMCx,0.9925,0.033,0.859,0.108
37,38,spotify:track:7ju97lgwC2rKQ6wwsf9no9,"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),Interscope,1,29,23,261871,7ju97lgwC2rKQ6wwsf9no9,0.9986,0.037,0.867,0.095
