,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:4xWzZmX4K1yyrdtRfbUvjt,Niack,Oh Juliana,Niack,1,1,52,1084149,4xWzZmX4K1yyrdtRfbUvjt,0.9811,0.01,0.945,0.046
1,2,spotify:track:15k1TDabqSEmyXOwMq9RM7,Jonas Esticado,Investe Em Mim,Som Livre,2,2,64,869470,15k1TDabqSEmyXOwMq9RM7,0.0,0.0,1.0,0.0
2,3,spotify:track:4zGtfOglDBfVUypabBwIjQ,"Mc Zaac, Anitta, Tyga",Desce Pro Play (PA PA PA),Universal Music Ltda.,1,3,65,685197,4zGtfOglDBfVUypabBwIjQ,-0.918,0.049,0.935,0.016
3,4,spotify:track:7o9LwQmTuIDm4LyyHFIWul,Henrique & Juliano,Volta Por Baixo - Ao Vivo,Virgin Music Label And Artist Services (S&D),2,9,233,609154,7o9LwQmTuIDm4LyyHFIWul,0.9798,0.0,0.907,0.093
4,5,spotify:track:0AGS6ZRgzobrazmCi6pYMe,Niack,Na Raba Toma Tapão,Niack / Ritmo dos Fluxos,1,6,107,594999,0AGS6ZRgzobrazmCi6pYMe,-0.8126,0.032,0.957,0.011
5,6,spotify:track:4zsiMjB0794HztyqUkD3Zi,"Dilsinho, Henrique & Juliano",Sogra - Ao Vivo,Sony Music Entertainment,6,10,83,594901,4zsiMjB0794HztyqUkD3Zi,0.0,0.0,1.0,0.0
6,7,spotify:track:51uXmhqGR76tT2UeKZyeN6,"Marília Mendonça, Maiara & Maraisa",Quero Você do Jeito Que Quiser,Som Livre,5,5,51,586943,51uXmhqGR76tT2UeKZyeN6,0.9186,0.0,0.96,0.04
7,8,spotify:track:3WjSkl7VDWY1prwJw7dSG0,Zé Neto & Cristiano,Barzinho Aleatório - Ao Vivo,Som Livre,7,14,268,556507,3WjSkl7VDWY1prwJw7dSG0,-0.5267,0.021,0.979,0.0
8,9,spotify:track:0RaIjuKU5hudMteEXwr4RS,Jorge & Mateus,Ranking,Som Livre,4,13,177,549695,0RaIjuKU5hudMteEXwr4RS,-0.89,0.045,0.955,0.0
9,10,spotify:track:12v6LfkX9YIR3uLefIAAYZ,Mc Jacaré,Comprei um Lança,Mc Jacare / Los Pantchos,9,12,68,545009,12v6LfkX9YIR3uLefIAAYZ,-0.8807,0.041,0.959,0.0
10,11,spotify:track:5GAdMAL3tRJkVN1HtwohK2,"Mc Don Juan, Maiara & Maraisa",Vai Ter Que Aguentar,GR6 Music,6,8,90,543353,5GAdMAL3tRJkVN1HtwohK2,-0.9355,0.051,0.949,0.0
11,12,spotify:track:3dPvQLKl42dMYWV4LWRTLK,Os Barões Da Pisadinha,Tá Rocheda,Sony Music Entertainment,12,23,186,510062,3dPvQLKl42dMYWV4LWRTLK,-0.7959,0.036,0.964,0.0
12,13,spotify:track:6Q9NH5cNBY58nJkp5Jbs9j,"Manu Gavassi, Gloria Groove",Deve ser horrível dormir sem mim,Universal Music Ltda.,2,4,9,495062,6Q9NH5cNBY58nJkp5Jbs9j,0.8534,0.011,0.956,0.033
13,14,spotify:track:6jcGoHrqfRW6fI2I6xtwBQ,MC Marks,Deus é por nós,WM Brazil,13,16,76,485457,6jcGoHrqfRW6fI2I6xtwBQ,-0.5267,0.01,0.99,0.0
14,15,spotify:track:67mqU3FeErlvWwsxnMfvQo,"MC Du Black, Delacruz",Tudo Aconteceu,Universal Music Ltda.,3,15,157,482639,67mqU3FeErlvWwsxnMfvQo,-0.9413,0.05,0.95,0.0
15,16,spotify:track:260n4ECk9j4IEvTAVBYojl,Matheus & Kauan,Nem Doeu - Ao Vivo,Universal Music Ltda.,15,20,93,480400,260n4ECk9j4IEvTAVBYojl,-0.5267,0.015,0.985,0.0
16,17,spotify:track:71FrGl0XcpL3VId65tB5mg,Os Barões Da Pisadinha,Recairei - Ao Vivo,Sony Music Entertainment,17,27,108,478939,71FrGl0XcpL3VId65tB5mg,0.8555,0.0,0.898,0.102
17,18,spotify:track:4DngRKOpRPrkbzImUB0zgh,Matheus & Kauan,Litrão - Ao Vivo Em Recife / 2020,Universal Music Ltda.,2,22,212,477447,4DngRKOpRPrkbzImUB0zgh,-0.7989,0.029,0.971,0.0
18,19,spotify:track:3J5Pu25BODMex4Jpy4l6FL,"Luíza & Maurílio, Zé Neto & Cristiano",S de Saudade,Som Livre,6,24,303,470303,3J5Pu25BODMex4Jpy4l6FL,0.0,0.0,1.0,0.0
19,20,spotify:track:2fmeSswdyVq4wcqhY41UHk,"Pineapple StormTv, L7NNON, Chris MC, Xamã, Lourena, Cesar Mc, Djonga, Filipe Ret, Salve Malak, Hunter",Poesia Acústica #9: Melhor Forma,Pineapple StormTV,2,7,50,460532,2fmeSswdyVq4wcqhY41UHk,0.0,0.0,1.0,0.0
20,21,spotify:track:3tv697PZNnaQN0Mn2zGhS5,Gusttavo Lima,A Gente Fez Amor - Ao Vivo,Sony Music Entertainment,1,35,268,455064,3tv697PZNnaQN0Mn2zGhS5,0.9946,0.029,0.823,0.148
21,22,spotify:track:3tc8Z4lGzOIwmIVftsxO6o,Marília Mendonça,Graveto - Ao Vivo,Som Livre,3,28,233,451711,3tc8Z4lGzOIwmIVftsxO6o,0.34,0.015,0.968,0.017
22,23,spotify:track:3Ghyp3X5Ua9ypHnBIgOObI,Henrique & Juliano,Liberdade Provisória - Live - Ibirapuera / 2019,Virgin Music Label And Artist Services (S&D),1,30,268,448760,3Ghyp3X5Ua9ypHnBIgOObI,-0.6808,0.023,0.977,0.0
23,24,spotify:track:3056x1XkmICnQmji68rrft,"Murilo Huff, Henrique & Juliano",Desejando Eu (Ao Vivo),Artinvox,21,31,100,441543,3056x1XkmICnQmji68rrft,0.0,0.0,1.0,0.0
24,25,spotify:track:7pDcS0EVMJR0YwjXmHcCRg,"Luísa Sonza, Mc Zaac",TOMA,Universal Music Ltda.,9,18,30,437589,7pDcS0EVMJR0YwjXmHcCRg,-0.9081,0.044,0.956,0.0
25,26,spotify:track:08Sd5vVcIH3uKeAiaJdoYj,Lauana Prado,Viva Voz - Ao Vivo Em São Paulo / 2019,Universal Music Ltda.,15,36,177,422749,08Sd5vVcIH3uKeAiaJdoYj,0.8625,0.038,0.858,0.104
26,27,spotify:track:25gD4PQjxCLnwIY2n23aEl,"Vitão, Luísa Sonza",Flores,Universal Music Ltda.,2,17,79,421252,25gD4PQjxCLnwIY2n23aEl,-0.5267,0.013,0.987,0.0
27,28,spotify:track:7Ac3BmqTQoLdAt7HtZyfgN,"DENNIS, Mc Don Juan",Te Prometo,Sony Music Entertainment,8,29,204,420719,7Ac3BmqTQoLdAt7HtZyfgN,-0.9874,0.021,0.965,0.013
28,29,spotify:track:60wF0XnX7A0jVpDNA5v8vi,"Vytinho NG, Bianca",Tudo no Sigilo,Vytinho Ng,3,32,165,415485,60wF0XnX7A0jVpDNA5v8vi,-0.8642,0.03,0.97,0.0
29,30,spotify:track:187Pge0WmJNoS73kaIORSE,"Douglas & Vinicius, MC Bruninho",Figurinha - Ao Vivo,Virgin Music Label And Artist Services (S&D),30,37,44,413393,187Pge0WmJNoS73kaIORSE,-0.5267,0.038,0.962,0.0
30,31,spotify:track:2WlZuBDgLfT7Kc0admhFdg,Luísa Sonza,BRABA,Universal Music Ltda.,1,25,165,409708,2WlZuBDgLfT7Kc0admhFdg,-0.5267,0.017,0.983,0.0
31,32,spotify:track:0hDphSo7vI7gCjEPpD6gu0,GIULIA BE,se essa vida fosse um filme,WM Brazil,12,19,48,395080,0hDphSo7vI7gCjEPpD6gu0,-0.296,0.008,0.992,0.0
