,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:4zGtfOglDBfVUypabBwIjQ,"Mc Zaac, Anitta, Tyga",Desce Pro Play (PA PA PA),Universal Music Ltda.,1,1,9,887869,4zGtfOglDBfVUypabBwIjQ,-0.918,0.049,0.935,0.016
1,2,spotify:track:0AGS6ZRgzobrazmCi6pYMe,Niack,Na Raba Toma Tapão,Niack / Ritmo dos Fluxos,1,2,51,672772,0AGS6ZRgzobrazmCi6pYMe,-0.8126,0.032,0.957,0.011
2,3,spotify:track:7o9LwQmTuIDm4LyyHFIWul,Henrique & Juliano,Volta Por Baixo - Ao Vivo,Virgin Music Label And Artist Services (S&D),2,3,177,566137,7o9LwQmTuIDm4LyyHFIWul,0.9798,0.0,0.907,0.093
3,4,spotify:track:3Ghyp3X5Ua9ypHnBIgOObI,Henrique & Juliano,Liberdade Provisória - Live - Ibirapuera / 2019,Virgin Music Label And Artist Services (S&D),1,6,212,548775,3Ghyp3X5Ua9ypHnBIgOObI,-0.6808,0.023,0.977,0.0
4,5,spotify:track:4DngRKOpRPrkbzImUB0zgh,Matheus & Kauan,Litrão - Ao Vivo Em Recife / 2020,Universal Music Ltda.,2,5,156,542568,4DngRKOpRPrkbzImUB0zgh,-0.7989,0.029,0.971,0.0
5,6,spotify:track:3tc8Z4lGzOIwmIVftsxO6o,Marília Mendonça,Graveto - Ao Vivo,Som Livre,3,10,177,530921,3tc8Z4lGzOIwmIVftsxO6o,0.34,0.015,0.968,0.017
6,7,spotify:track:0RaIjuKU5hudMteEXwr4RS,Jorge & Mateus,Ranking,Som Livre,5,8,121,520462,0RaIjuKU5hudMteEXwr4RS,-0.89,0.045,0.955,0.0
7,8,spotify:track:3tv697PZNnaQN0Mn2zGhS5,Gusttavo Lima,A Gente Fez Amor - Ao Vivo,Sony Music Entertainment,1,12,212,510113,3tv697PZNnaQN0Mn2zGhS5,0.9946,0.029,0.823,0.148
8,9,spotify:track:3WjSkl7VDWY1prwJw7dSG0,Zé Neto & Cristiano,Barzinho Aleatório - Ao Vivo,Som Livre,8,13,212,488667,3WjSkl7VDWY1prwJw7dSG0,-0.5267,0.021,0.979,0.0
9,10,spotify:track:6NM06xgqxQ0HU5lxbt2JHi,Gusttavo Lima,Saudade Sua,Sony Music Entertainment,2,7,51,481074,6NM06xgqxQ0HU5lxbt2JHi,-0.4871,0.012,0.988,0.0
10,11,spotify:track:67mqU3FeErlvWwsxnMfvQo,"MC Du Black, Delacruz",Tudo Aconteceu,Universal Music Ltda.,3,9,101,469084,67mqU3FeErlvWwsxnMfvQo,-0.9413,0.05,0.95,0.0
11,12,spotify:track:60wF0XnX7A0jVpDNA5v8vi,"Vytinho NG, Bianca",Tudo no Sigilo,Vytinho Ng,3,11,109,463704,60wF0XnX7A0jVpDNA5v8vi,-0.8642,0.03,0.97,0.0
12,13,spotify:track:25gD4PQjxCLnwIY2n23aEl,"Vitão, Luísa Sonza",Flores,Universal Music Ltda.,2,4,23,442088,25gD4PQjxCLnwIY2n23aEl,-0.5267,0.013,0.987,0.0
13,14,spotify:track:7Ac3BmqTQoLdAt7HtZyfgN,"DENNIS, Mc Don Juan",Te Prometo,Sony Music Entertainment,8,15,148,424617,7Ac3BmqTQoLdAt7HtZyfgN,-0.9874,0.021,0.965,0.013
14,15,spotify:track:3J5Pu25BODMex4Jpy4l6FL,"Luíza & Maurílio, Zé Neto & Cristiano",S de Saudade,Som Livre,6,16,247,418535,3J5Pu25BODMex4Jpy4l6FL,0.0,0.0,1.0,0.0
15,16,spotify:track:2WlZuBDgLfT7Kc0admhFdg,Luísa Sonza,BRABA,Universal Music Ltda.,1,14,109,406858,2WlZuBDgLfT7Kc0admhFdg,-0.5267,0.017,0.983,0.0
16,17,spotify:track:08Sd5vVcIH3uKeAiaJdoYj,Lauana Prado,Viva Voz - Ao Vivo Em São Paulo / 2019,Universal Music Ltda.,17,22,121,387865,08Sd5vVcIH3uKeAiaJdoYj,0.8625,0.038,0.858,0.104
17,18,spotify:track:5LpLYzpV0HWKI2DlPmNywg,"Wesley Safadão, Zé Neto & Cristiano",Despedida - Ao Vivo,Som Livre,15,19,93,377647,5LpLYzpV0HWKI2DlPmNywg,-0.9388,0.049,0.951,0.0
18,19,spotify:track:0SJtvFn4vqgJPscSbEPaql,"Maiara & Maraisa, Dilsinho",Libera Ela - Ao Vivo,Som Livre,16,23,79,368837,0SJtvFn4vqgJPscSbEPaql,0.958,0.0,0.939,0.061
19,20,spotify:track:146Vb458Y5RbqEa0fYFPzm,Felipe Araújo,Mentira - Ao Vivo,Universal Music Ltda.,11,20,215,367530,146Vb458Y5RbqEa0fYFPzm,0.0,0.0,1.0,0.0
20,21,spotify:track:2PWjKmjyTZeDpmOUa3a5da,Jorge & Mateus,Cheirosa - Ao Vivo,Som Livre,3,27,268,339098,2PWjKmjyTZeDpmOUa3a5da,-0.5267,0.02,0.98,0.0
21,22,spotify:track:23zmMwD99ROi9yhxqMxWil,"João Bosco & Vinicius, Matheus",Segunda Taça - Ao Vivo,João Bosco & Vinicius,19,28,135,333827,23zmMwD99ROi9yhxqMxWil,0.0,0.0,1.0,0.0
22,23,spotify:track:4j2bK4fnc2s6GyVmhJsJhk,Henrique & Juliano,Briga Feia - Ao Vivo,Virgin Music Label And Artist Services (S&D),21,30,205,327254,4j2bK4fnc2s6GyVmhJsJhk,-0.5267,0.018,0.982,0.0
