,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:4xWzZmX4K1yyrdtRfbUvjt,Niack,Oh Juliana,Niack,1,1,50,760458,4xWzZmX4K1yyrdtRfbUvjt,0.9811,0.01,0.945,0.046
1,2,spotify:track:15k1TDabqSEmyXOwMq9RM7,Jonas Esticado,Investe Em Mim,Som Livre,2,2,62,560015,15k1TDabqSEmyXOwMq9RM7,0.0,0.0,1.0,0.0
2,3,spotify:track:4zGtfOglDBfVUypabBwIjQ,"Mc Zaac, Anitta, Tyga",Desce Pro Play (PA PA PA),Universal Music Ltda.,1,4,63,501477,4zGtfOglDBfVUypabBwIjQ,-0.918,0.049,0.935,0.016
3,4,spotify:track:6Q9NH5cNBY58nJkp5Jbs9j,"Manu Gavassi, Gloria Groove",Deve ser horrível dormir sem mim,Universal Music Ltda.,2,3,7,466806,6Q9NH5cNBY58nJkp5Jbs9j,0.8534,0.011,0.956,0.033
4,5,spotify:track:2fmeSswdyVq4wcqhY41UHk,"Pineapple StormTv, L7NNON, Chris MC, Xamã, Lourena, Cesar Mc, Djonga, Filipe Ret, Salve Malak, Hunter",Poesia Acústica #9: Melhor Forma,Pineapple StormTV,2,5,48,451730,2fmeSswdyVq4wcqhY41UHk,0.0,0.0,1.0,0.0
5,6,spotify:track:51uXmhqGR76tT2UeKZyeN6,"Marília Mendonça, Maiara & Maraisa",Quero Você do Jeito Que Quiser,Som Livre,6,7,49,419297,51uXmhqGR76tT2UeKZyeN6,0.9186,0.0,0.96,0.04
6,7,spotify:track:0AGS6ZRgzobrazmCi6pYMe,Niack,Na Raba Toma Tapão,Niack / Ritmo dos Fluxos,1,6,105,408885,0AGS6ZRgzobrazmCi6pYMe,-0.8126,0.032,0.957,0.011
7,8,spotify:track:5GAdMAL3tRJkVN1HtwohK2,"Mc Don Juan, Maiara & Maraisa",Vai Ter Que Aguentar,GR6 Music,6,8,88,402203,5GAdMAL3tRJkVN1HtwohK2,-0.9355,0.051,0.949,0.0
8,9,spotify:track:7o9LwQmTuIDm4LyyHFIWul,Henrique & Juliano,Volta Por Baixo - Ao Vivo,Virgin Music Label And Artist Services (S&D),2,9,231,388468,7o9LwQmTuIDm4LyyHFIWul,0.9798,0.0,0.907,0.093
9,10,spotify:track:0RaIjuKU5hudMteEXwr4RS,Jorge & Mateus,Ranking,Som Livre,4,11,175,386218,0RaIjuKU5hudMteEXwr4RS,-0.89,0.045,0.955,0.0
10,11,spotify:track:12v6LfkX9YIR3uLefIAAYZ,Mc Jacaré,Comprei um Lança,Mc Jacare / Los Pantchos,9,10,66,372243,12v6LfkX9YIR3uLefIAAYZ,-0.8807,0.041,0.959,0.0
11,12,spotify:track:0hDphSo7vI7gCjEPpD6gu0,GIULIA BE,se essa vida fosse um filme,WM Brazil,12,17,46,366804,0hDphSo7vI7gCjEPpD6gu0,-0.296,0.008,0.992,0.0
