,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:57zQSScHq19ztrMnjWCPBI,Niack,Na Raba Toma Tapão,Niack / Ritmo dos Fluxos,1,1,21,632890,57zQSScHq19ztrMnjWCPBI,-0.8126,0.032,0.957,0.011
1,2,spotify:track:3Ghyp3X5Ua9ypHnBIgOObI,Henrique & Juliano,Liberdade Provisória - Live - Ibirapuera / 2019,Virgin Music Label And Artist Services (S&D),1,3,182,401104,3Ghyp3X5Ua9ypHnBIgOObI,-0.6808,0.023,0.977,0.0
2,3,spotify:track:2WlZuBDgLfT7Kc0admhFdg,Luísa Sonza,BRABA,Universal Music Ltda.,1,2,79,400659,2WlZuBDgLfT7Kc0admhFdg,-0.5267,0.017,0.983,0.0
3,4,spotify:track:60wF0XnX7A0jVpDNA5v8vi,"Vytinho NG, Bianca",Tudo no Sigilo,Vytinho Ng,4,4,79,381788,60wF0XnX7A0jVpDNA5v8vi,-0.8642,0.03,0.97,0.0
4,5,spotify:track:3tv697PZNnaQN0Mn2zGhS5,Gusttavo Lima,A Gente Fez Amor - Ao Vivo,Sony Music Entertainment,1,6,182,363387,3tv697PZNnaQN0Mn2zGhS5,0.9946,0.029,0.823,0.148
5,6,spotify:track:67mqU3FeErlvWwsxnMfvQo,"MC Du Black, Delacruz",Tudo Aconteceu,Universal Music Ltda.,5,5,71,357332,67mqU3FeErlvWwsxnMfvQo,-0.9413,0.05,0.95,0.0
6,7,spotify:track:4DngRKOpRPrkbzImUB0zgh,Matheus & Kauan,Litrão - Ao Vivo Em Recife / 2020,Universal Music Ltda.,3,7,126,356244,4DngRKOpRPrkbzImUB0zgh,-0.7989,0.029,0.971,0.0
7,8,spotify:track:0RaIjuKU5hudMteEXwr4RS,Jorge & Mateus,Ranking,Som Livre,5,9,91,348482,0RaIjuKU5hudMteEXwr4RS,-0.89,0.045,0.955,0.0
8,9,spotify:track:3tc8Z4lGzOIwmIVftsxO6o,Marília Mendonça,Graveto - Ao Vivo,Som Livre,3,11,147,334413,3tc8Z4lGzOIwmIVftsxO6o,0.34,0.015,0.968,0.017
9,10,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Don't Start Now,Warner Records,1,10,217,334123,3PfIrDoz19wz7qK7tYeu62,-0.9873,0.129,0.839,0.032
10,11,spotify:track:7ju97lgwC2rKQ6wwsf9no9,"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),Interscope,1,8,14,323217,7ju97lgwC2rKQ6wwsf9no9,0.9986,0.037,0.867,0.095
11,12,spotify:track:5PNvgiKSwMdjBsDsgFCFLX,"Maverick Sabre, Jorja Smith, Vintage Culture, Slow Motion",Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix,Spinnin' Deep,12,15,63,320494,5PNvgiKSwMdjBsDsgFCFLX,0.863,0.054,0.872,0.074
12,13,spotify:track:7Ac3BmqTQoLdAt7HtZyfgN,"DENNIS, Mc Don Juan",Te Prometo,Sony Music Entertainment,8,12,118,317059,7Ac3BmqTQoLdAt7HtZyfgN,-0.9874,0.021,0.965,0.013
13,14,spotify:track:6nI98wtHOJAYSASq22TCYu,Luan Santana,água com açúcar - ao vivo,Som Livre,3,18,81,312061,6nI98wtHOJAYSASq22TCYu,0.9809,0.018,0.859,0.123
14,15,spotify:track:7o9LwQmTuIDm4LyyHFIWul,Henrique & Juliano,Volta Por Baixo - Ao Vivo,Virgin Music Label And Artist Services (S&D),8,14,147,304911,7o9LwQmTuIDm4LyyHFIWul,0.9798,0.0,0.907,0.093
15,16,spotify:track:24Yi9hE78yPEbZ4kxyoXAI,"SAINt JHN, Imanbek",Roses - Imanbek Remix,Columbia/B1 Recordings,8,13,98,298809,24Yi9hE78yPEbZ4kxyoXAI,-0.9724,0.11,0.825,0.065
16,17,spotify:track:3J5Pu25BODMex4Jpy4l6FL,"Luíza & Maurílio, Zé Neto & Cristiano",S de Saudade,Som Livre,6,16,217,297580,3J5Pu25BODMex4Jpy4l6FL,0.0,0.0,1.0,0.0
17,18,spotify:track:6NM06xgqxQ0HU5lxbt2JHi,Gusttavo Lima,Saudade Sua,Sony Music Entertainment,2,17,21,293449,6NM06xgqxQ0HU5lxbt2JHi,-0.4871,0.012,0.988,0.0
18,19,spotify:track:5LpLYzpV0HWKI2DlPmNywg,"Wesley Safadão, Zé Neto & Cristiano",Despedida - Ao Vivo,Som Livre,17,20,63,270979,5LpLYzpV0HWKI2DlPmNywg,-0.9388,0.049,0.951,0.0
19,20,spotify:track:7eJMfftS33KTjuF7lTsMCx,"Powfu, beabadoobee",death bed (coffee for your head),Columbia,13,19,88,265983,7eJMfftS33KTjuF7lTsMCx,0.9925,0.033,0.859,0.108
20,21,spotify:track:3WjSkl7VDWY1prwJw7dSG0,Zé Neto & Cristiano,Barzinho Aleatório - Ao Vivo,Som Livre,12,21,182,261590,3WjSkl7VDWY1prwJw7dSG0,-0.5267,0.021,0.979,0.0
21,22,spotify:track:146Vb458Y5RbqEa0fYFPzm,Felipe Araújo,Mentira - Ao Vivo,Universal Music Ltda.,11,24,185,244631,146Vb458Y5RbqEa0fYFPzm,0.0,0.0,1.0,0.0
22,23,spotify:track:4lKuzrdZrJuCAedbIslF3A,"PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro",SENTADÃO,WM Brazil,2,25,196,242615,4lKuzrdZrJuCAedbIslF3A,0.5696,0.06,0.867,0.073
23,24,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,17,23,160,240563,0VjIjW4GlUZAMYd2vXMi3b,0.0,0.0,1.0,0.0
24,25,spotify:track:5L8ZEyIdZ2KE4Wf51SsuOF,Gustavo Mioto,Com Ou Sem Mim - Ao Vivo,Universal Music Ltda.,5,27,196,234263,5L8ZEyIdZ2KE4Wf51SsuOF,0.8541,0.0,0.963,0.037
25,26,spotify:track:79BHjj4YkvbpOlMvG6wf3n,Luan Santana,boa memória - ao vivo,Som Livre,26,38,54,229853,79BHjj4YkvbpOlMvG6wf3n,0.6808,0.019,0.946,0.035
26,27,spotify:track:466cKvZn1j45IpxDdYZqdA,Drake,Toosie Slide,OVO,23,26,63,229110,466cKvZn1j45IpxDdYZqdA,-0.4516,0.115,0.764,0.121
27,28,spotify:track:1IWNylpZ477gIVUDpJL66u,"Lady Gaga, BLACKPINK",Sour Candy (with BLACKPINK),Interscope,1,22,8,227986,1IWNylpZ477gIVUDpJL66u,0.7576,0.071,0.849,0.08
28,29,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),5,28,256,226863,1rgnBhdG2JDFTbYkYRZAku,0.0387,0.023,0.946,0.03
29,30,spotify:track:0SJtvFn4vqgJPscSbEPaql,"Maiara & Maraisa, Dilsinho",Libera Ela - Ao Vivo,Som Livre,29,29,49,224791,0SJtvFn4vqgJPscSbEPaql,0.958,0.0,0.939,0.061
30,31,spotify:track:2PWjKmjyTZeDpmOUa3a5da,Jorge & Mateus,Cheirosa - Ao Vivo,Som Livre,3,31,238,224236,2PWjKmjyTZeDpmOUa3a5da,-0.5267,0.02,0.98,0.0
31,32,spotify:track:2MOq63fxuFLYQM3CsDcFs1,GIULIA BE,menina solta,WM Brazil,10,30,241,220871,2MOq63fxuFLYQM3CsDcFs1,0.2244,0.015,0.973,0.013
32,33,spotify:track:2Ou6UYuUbNyqwXxRDSeFRf,Maiara & Maraisa,Aí Eu Bebo - Ao Vivo,Som Livre,13,33,231,216946,2Ou6UYuUbNyqwXxRDSeFRf,0.0,0.0,1.0,0.0
33,34,spotify:track:0GrEqRHf5FioT1hOB8PBxZ,Marília Mendonça,Vira Homem,Som Livre,22,34,35,213885,0GrEqRHf5FioT1hOB8PBxZ,0.6808,0.009,0.954,0.037
34,35,spotify:track:4j2bK4fnc2s6GyVmhJsJhk,Henrique & Juliano,Briga Feia - Ao Vivo,Virgin Music Label And Artist Services (S&D),23,39,175,207911,4j2bK4fnc2s6GyVmhJsJhk,-0.5267,0.018,0.982,0.0
35,36,spotify:track:2Q9TaUXNM4mNSCgJjbmsJe,Zé Neto & Cristiano,Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,Som Livre,4,40,189,206813,2Q9TaUXNM4mNSCgJjbmsJe,0.0,0.0,1.0,0.0
36,37,spotify:track:3GmJxfnUDrIs1iCfKUELFz,Marília Mendonça,Supera - Ao Vivo,Som Livre,1,37,294,206589,3GmJxfnUDrIs1iCfKUELFz,0.8402,0.0,0.964,0.036
37,38,spotify:track:4p8pEdPYOQLzJUKYrLOacy,"WC no Beat, PEDRO SAMPAIO, FP do Trem Bala",BALANÇA (feat. Pedro Sampaio),Sony Music Entertainment,8,36,126,206358,4p8pEdPYOQLzJUKYrLOacy,-0.5803,0.018,0.982,0.0
38,39,spotify:track:017PF4Q3l4DBUiWoXk4OWT,Dua Lipa,Break My Heart,Warner Records,8,32,71,204880,017PF4Q3l4DBUiWoXk4OWT,0.9992,0.065,0.698,0.236
39,40,spotify:track:1Nmcs8zk7LfcvHRgLtTM5J,"Orochi, Papatinho",Amor de Fim de Noite,Mainstreet Records,26,35,201,202818,1Nmcs8zk7LfcvHRgLtTM5J,0.9948,0.004,0.908,0.088
40,41,spotify:track:1uryupl9hqVZYurJwH4G9k,Guilherme & Benuto,3 Batidas - Ao Vivo,Sony Music Entertainment,8,41,285,201691,1uryupl9hqVZYurJwH4G9k,0.0,0.083,0.856,0.061
41,42,spotify:track:2PqPSf3gtTED79rWGwVtYg,Diego & Victor Hugo,Áudio - Ao Vivo em Brasília,Sony Music Entertainment,23,42,328,196800,2PqPSf3gtTED79rWGwVtYg,0.0,0.0,1.0,0.0
42,43,spotify:track:28atBekPVlTdnU4M9Z7udd,"Dilsinho, Luísa Sonza, Malibu",Não Vai Embora,Malibu Studios,36,43,28,185534,28atBekPVlTdnU4M9Z7udd,-0.8105,0.02,0.98,0.0
43,44,spotify:track:23zmMwD99ROi9yhxqMxWil,"João Bosco & Vinicius, Matheus",Segunda Taça - Ao Vivo,João Bosco & Vinicius,38,45,105,184677,23zmMwD99ROi9yhxqMxWil,0.0,0.0,1.0,0.0
44,45,spotify:track:5yaXBGNko8lmFSOvKWo99j,Matheus & Kauan,Então Toma - Ao Vivo,Universal Music Ltda.,36,44,56,182624,5yaXBGNko8lmFSOvKWo99j,0.0,0.0,1.0,0.0
45,46,spotify:track:63SHcJzckFykS8faA5zojY,"MC Ingryd, DJ Henrique da VK",Vem Me Satisfazer,MC Ingryd,4,46,184,177965,63SHcJzckFykS8faA5zojY,-0.9718,0.066,0.934,0.0
46,47,spotify:track:08Sd5vVcIH3uKeAiaJdoYj,Lauana Prado,Viva Voz - Ao Vivo Em São Paulo / 2019,Universal Music Ltda.,33,48,91,170688,08Sd5vVcIH3uKeAiaJdoYj,0.8625,0.038,0.858,0.104
47,48,spotify:track:3oqC4Ta40ft6NnTJwcUTdi,"Rashid, Lukinhas, Emicida",Pipa Voada (feat. Emicida),Sony Music Entertainment,39,47,89,168748,3oqC4Ta40ft6NnTJwcUTdi,0.0,0.0,1.0,0.0
48,49,spotify:track:4cjowWOdLUKomiRwhWpRXJ,Tierry,Hb20,Tierry,49,59,5,163101,4cjowWOdLUKomiRwhWpRXJ,-0.5267,0.046,0.954,0.0
49,50,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,Roddy Ricch,The Box,Atlantic Records,26,52,146,155581,0nbXyq5TXYPCO7pr3N8S4I,-0.9883,0.118,0.814,0.068
50,51,spotify:track:5n8Y78Pl5q8lqS7sJP61qw,Diego & Arnaldo,Relógio Parado (Ao Vivo),Sony Music Entertainment,32,53,232,154059,5n8Y78Pl5q8lqS7sJP61qw,0.0,0.0,1.0,0.0
51,52,spotify:track:1AfNdxHdE4OLcnQUyC6j3i,"MC JottaPê, MC Kekel, MC Kevinho",Eterna Sacanagem,KondZilla Records,19,51,231,153932,1AfNdxHdE4OLcnQUyC6j3i,0.9832,0.008,0.919,0.073
52,53,spotify:track:4Fynkf8EN05VOGjH21VKu1,Daniel Caon,Aprendeu a Se Amar,Daniel Caon,53,66,5,145274,4Fynkf8EN05VOGjH21VKu1,-0.7292,0.021,0.966,0.014
53,54,spotify:track:6QwFUcPc5nhsqZuhXUYtV7,Jorge & Mateus,Tijolão - Ao Vivo,Som Livre,1,57,378,144838,6QwFUcPc5nhsqZuhXUYtV7,0.0,0.0,1.0,0.0
54,55,spotify:track:4HUZBG98TYbxSR9V1V2DWS,"Thiaguinho MT, Mila, JS o Mão de Ouro",Tudo Ok,Sony Music Entertainment,1,56,158,142070,4HUZBG98TYbxSR9V1V2DWS,-0.889,0.063,0.906,0.032
55,56,spotify:track:260n4ECk9j4IEvTAVBYojl,Matheus & Kauan,Nem Doeu - Ao Vivo,Universal Music Ltda.,56,58,7,135593,260n4ECk9j4IEvTAVBYojl,-0.5267,0.015,0.985,0.0
