rank	uri	artist_names	track_name	source	peak_rank	previous_rank	days_on_chart	streams	ID
1	spotify:track:4xWzZmX4K1yyrdtRfbUvjt	Niack	Oh Juliana	Niack	1	1	21	670874	4xWzZmX4K1yyrdtRfbUvjt
2	spotify:track:4zGtfOglDBfVUypabBwIjQ	Mc Zaac, Anitta, Tyga	Desce Pro Play (PA PA PA)	Universal Music Ltda.	1	2	34	555668	4zGtfOglDBfVUypabBwIjQ
3	spotify:track:2fmeSswdyVq4wcqhY41UHk	Pineapple StormTv, L7NNON, Chris MC, Xamã, Lourena, Cesar Mc, Djonga, Filipe Ret, Salve Malak, Hunter	Poesia Acústica #9: Melhor Forma	Pineapple StormTV	2	4	19	451438	2fmeSswdyVq4wcqhY41UHk
4	spotify:track:0AGS6ZRgzobrazmCi6pYMe	Niack	Na Raba Toma Tapão	Niack / Ritmo dos Fluxos	1	3	76	448031	0AGS6ZRgzobrazmCi6pYMe
5	spotify:track:15k1TDabqSEmyXOwMq9RM7	Jonas Esticado	Investe Em Mim	Som Livre	4	5	33	401616	15k1TDabqSEmyXOwMq9RM7
6	spotify:track:5GAdMAL3tRJkVN1HtwohK2	Mc Don Juan, Maiara & Maraisa	Vai Ter Que Aguentar	GR6 Music	6	6	59	363633	5GAdMAL3tRJkVN1HtwohK2
7	spotify:track:67mqU3FeErlvWwsxnMfvQo	MC Du Black, Delacruz	Tudo Aconteceu	Universal Music Ltda.	3	7	126	350141	67mqU3FeErlvWwsxnMfvQo
8	spotify:track:0RaIjuKU5hudMteEXwr4RS	Jorge & Mateus	Ranking	Som Livre	4	8	146	345647	0RaIjuKU5hudMteEXwr4RS
9	spotify:track:7o9LwQmTuIDm4LyyHFIWul	Henrique & Juliano	Volta Por Baixo - Ao Vivo	Virgin Music Label And Artist Services (S&D)	2	10	202	336035	7o9LwQmTuIDm4LyyHFIWul
10	spotify:track:25gD4PQjxCLnwIY2n23aEl	Vitão, Luísa Sonza	Flores	Universal Music Ltda.	2	9	48	335925	25gD4PQjxCLnwIY2n23aEl
11	spotify:track:3tc8Z4lGzOIwmIVftsxO6o	Marília Mendonça	Graveto - Ao Vivo	Som Livre	3	11	202	331359	3tc8Z4lGzOIwmIVftsxO6o
12	spotify:track:51uXmhqGR76tT2UeKZyeN6	Marília Mendonça, Maiara & Maraisa	Quero Você do Jeito Que Quiser	Som Livre	12	14	20	320062	51uXmhqGR76tT2UeKZyeN6
13	spotify:track:12v6LfkX9YIR3uLefIAAYZ	Mc Jacaré	Comprei um Lança	Mc Jacare / Los Pantchos	12	12	37	319921	12v6LfkX9YIR3uLefIAAYZ
14	spotify:track:60wF0XnX7A0jVpDNA5v8vi	Vytinho NG, Bianca	Tudo no Sigilo	Vytinho Ng	3	13	134	311941	60wF0XnX7A0jVpDNA5v8vi
15	spotify:track:3WjSkl7VDWY1prwJw7dSG0	Zé Neto & Cristiano	Barzinho Aleatório - Ao Vivo	Som Livre	7	15	237	308183	3WjSkl7VDWY1prwJw7dSG0
16	spotify:track:6jcGoHrqfRW6fI2I6xtwBQ	MC Marks	Deus é por nós	WM Brazil	16	17	45	306011	6jcGoHrqfRW6fI2I6xtwBQ
17	spotify:track:7Ac3BmqTQoLdAt7HtZyfgN	DENNIS, Mc Don Juan	Te Prometo	Sony Music Entertainment	8	16	173	302694	7Ac3BmqTQoLdAt7HtZyfgN
18	spotify:track:3Ghyp3X5Ua9ypHnBIgOObI	Henrique & Juliano	Liberdade Provisória - Live - Ibirapuera / 2019	Virgin Music Label And Artist Services (S&D)	1	18	237	298424	3Ghyp3X5Ua9ypHnBIgOObI
19	spotify:track:4DngRKOpRPrkbzImUB0zgh	Matheus & Kauan	Litrão - Ao Vivo Em Recife / 2020	Universal Music Ltda.	2	20	181	287015	4DngRKOpRPrkbzImUB0zgh
20	spotify:track:2WlZuBDgLfT7Kc0admhFdg	Luísa Sonza	BRABA	Universal Music Ltda.	1	19	134	283903	2WlZuBDgLfT7Kc0admhFdg
21	spotify:track:4x8XaoLvpo6kd51PZD16RK	Dilsinho, Henrique & Juliano	Sogra - Ao Vivo	Sony Music Entertainment	17	21	52	270411	4x8XaoLvpo6kd51PZD16RK
22	spotify:track:3tv697PZNnaQN0Mn2zGhS5	Gusttavo Lima	A Gente Fez Amor - Ao Vivo	Sony Music Entertainment	1	22	237	260404	3tv697PZNnaQN0Mn2zGhS5
23	spotify:track:6UelLqGlWMcVH1E5c4H7lY	Harry Styles	Watermelon Sugar	Columbia	23	25	169	253735	6UelLqGlWMcVH1E5c4H7lY
24	spotify:track:28atBekPVlTdnU4M9Z7udd	Dilsinho, Luísa Sonza, Malibu	Não Vai Embora	Malibu Studios	23	23	83	251514	28atBekPVlTdnU4M9Z7udd
25	spotify:track:260n4ECk9j4IEvTAVBYojl	Matheus & Kauan	Nem Doeu - Ao Vivo	Universal Music Ltda.	21	26	62	249359	260n4ECk9j4IEvTAVBYojl
26	spotify:track:24Yi9hE78yPEbZ4kxyoXAI	SAINt JHN, Imanbek	Roses - Imanbek Remix	Columbia/B1 Recordings	8	24	153	248278	24Yi9hE78yPEbZ4kxyoXAI
