,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:4zGtfOglDBfVUypabBwIjQ,"Mc Zaac, Anitta, Tyga",Desce Pro Play (PA PA PA),Universal Music Ltda.,1,-1,1,799473,4zGtfOglDBfVUypabBwIjQ,-0.918,0.049,0.935,0.016
1,2,spotify:track:0AGS6ZRgzobrazmCi6pYMe,Niack,Na Raba Toma Tapão,Niack / Ritmo dos Fluxos,1,1,43,591807,0AGS6ZRgzobrazmCi6pYMe,-0.8126,0.032,0.957,0.011
2,3,spotify:track:25gD4PQjxCLnwIY2n23aEl,"Vitão, Luísa Sonza",Flores,Universal Music Ltda.,2,2,15,466043,25gD4PQjxCLnwIY2n23aEl,-0.5267,0.013,0.987,0.0
3,4,spotify:track:6y6k14YN6MbKpGIv1Rk00Q,BLACKPINK,How You Like That,YG Entertainment/Interscope Records,4,-1,1,443011,6y6k14YN6MbKpGIv1Rk00Q,0.9938,0.016,0.85,0.134
4,5,spotify:track:3Ghyp3X5Ua9ypHnBIgOObI,Henrique & Juliano,Liberdade Provisória - Live - Ibirapuera / 2019,Virgin Music Label And Artist Services (S&D),1,5,204,423667,3Ghyp3X5Ua9ypHnBIgOObI,-0.6808,0.023,0.977,0.0
5,6,spotify:track:7o9LwQmTuIDm4LyyHFIWul,Henrique & Juliano,Volta Por Baixo - Ao Vivo,Virgin Music Label And Artist Services (S&D),2,9,169,418453,7o9LwQmTuIDm4LyyHFIWul,0.9798,0.0,0.907,0.093
6,7,spotify:track:67mqU3FeErlvWwsxnMfvQo,"MC Du Black, Delacruz",Tudo Aconteceu,Universal Music Ltda.,3,3,93,417956,67mqU3FeErlvWwsxnMfvQo,-0.9413,0.05,0.95,0.0
7,8,spotify:track:4DngRKOpRPrkbzImUB0zgh,Matheus & Kauan,Litrão - Ao Vivo Em Recife / 2020,Universal Music Ltda.,2,8,148,416998,4DngRKOpRPrkbzImUB0zgh,-0.7989,0.029,0.971,0.0
8,9,spotify:track:6NM06xgqxQ0HU5lxbt2JHi,Gusttavo Lima,Saudade Sua,Sony Music Entertainment,2,7,43,410182,6NM06xgqxQ0HU5lxbt2JHi,-0.4871,0.012,0.988,0.0
9,10,spotify:track:60wF0XnX7A0jVpDNA5v8vi,"Vytinho NG, Bianca",Tudo no Sigilo,Vytinho Ng,3,4,101,401111,60wF0XnX7A0jVpDNA5v8vi,-0.8642,0.03,0.97,0.0
