,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:4zGtfOglDBfVUypabBwIjQ,"Mc Zaac, Anitta, Tyga",Desce Pro Play (PA PA PA),Universal Music Ltda.,1,1,8,832480,4zGtfOglDBfVUypabBwIjQ,-0.918,0.049,0.935,0.016
1,2,spotify:track:0AGS6ZRgzobrazmCi6pYMe,Niack,Na Raba Toma Tapão,Niack / Ritmo dos Fluxos,1,2,50,571599,0AGS6ZRgzobrazmCi6pYMe,-0.8126,0.032,0.957,0.011
2,3,spotify:track:7o9LwQmTuIDm4LyyHFIWul,Henrique & Juliano,Volta Por Baixo - Ao Vivo,Virgin Music Label And Artist Services (S&D),2,5,176,439471,7o9LwQmTuIDm4LyyHFIWul,0.9798,0.0,0.907,0.093
3,4,spotify:track:25gD4PQjxCLnwIY2n23aEl,"Vitão, Luísa Sonza",Flores,Universal Music Ltda.,2,3,22,427245,25gD4PQjxCLnwIY2n23aEl,-0.5267,0.013,0.987,0.0
4,5,spotify:track:4DngRKOpRPrkbzImUB0zgh,Matheus & Kauan,Litrão - Ao Vivo Em Recife / 2020,Universal Music Ltda.,2,7,155,426018,4DngRKOpRPrkbzImUB0zgh,-0.7989,0.029,0.971,0.0
5,6,spotify:track:3Ghyp3X5Ua9ypHnBIgOObI,Henrique & Juliano,Liberdade Provisória - Live - Ibirapuera / 2019,Virgin Music Label And Artist Services (S&D),1,8,211,421385,3Ghyp3X5Ua9ypHnBIgOObI,-0.6808,0.023,0.977,0.0
6,7,spotify:track:6NM06xgqxQ0HU5lxbt2JHi,Gusttavo Lima,Saudade Sua,Sony Music Entertainment,2,4,50,420373,6NM06xgqxQ0HU5lxbt2JHi,-0.4871,0.012,0.988,0.0
7,8,spotify:track:0RaIjuKU5hudMteEXwr4RS,Jorge & Mateus,Ranking,Som Livre,5,10,120,417006,0RaIjuKU5hudMteEXwr4RS,-0.89,0.045,0.955,0.0
8,9,spotify:track:67mqU3FeErlvWwsxnMfvQo,"MC Du Black, Delacruz",Tudo Aconteceu,Universal Music Ltda.,3,6,100,416376,67mqU3FeErlvWwsxnMfvQo,-0.9413,0.05,0.95,0.0
9,10,spotify:track:3tc8Z4lGzOIwmIVftsxO6o,Marília Mendonça,Graveto - Ao Vivo,Som Livre,3,11,176,412320,3tc8Z4lGzOIwmIVftsxO6o,0.34,0.015,0.968,0.017
10,11,spotify:track:60wF0XnX7A0jVpDNA5v8vi,"Vytinho NG, Bianca",Tudo no Sigilo,Vytinho Ng,3,9,108,395604,60wF0XnX7A0jVpDNA5v8vi,-0.8642,0.03,0.97,0.0
11,12,spotify:track:3tv697PZNnaQN0Mn2zGhS5,Gusttavo Lima,A Gente Fez Amor - Ao Vivo,Sony Music Entertainment,1,14,211,381016,3tv697PZNnaQN0Mn2zGhS5,0.9946,0.029,0.823,0.148
12,13,spotify:track:3WjSkl7VDWY1prwJw7dSG0,Zé Neto & Cristiano,Barzinho Aleatório - Ao Vivo,Som Livre,8,15,211,375910,3WjSkl7VDWY1prwJw7dSG0,-0.5267,0.021,0.979,0.0
13,14,spotify:track:2WlZuBDgLfT7Kc0admhFdg,Luísa Sonza,BRABA,Universal Music Ltda.,1,12,108,361333,2WlZuBDgLfT7Kc0admhFdg,-0.5267,0.017,0.983,0.0
14,15,spotify:track:7Ac3BmqTQoLdAt7HtZyfgN,"DENNIS, Mc Don Juan",Te Prometo,Sony Music Entertainment,8,13,147,359220,7Ac3BmqTQoLdAt7HtZyfgN,-0.9874,0.021,0.965,0.013
15,16,spotify:track:3J5Pu25BODMex4Jpy4l6FL,"Luíza & Maurílio, Zé Neto & Cristiano",S de Saudade,Som Livre,6,16,246,333558,3J5Pu25BODMex4Jpy4l6FL,0.0,0.0,1.0,0.0
16,17,spotify:track:0j1tGcJJfq1nIs4i5GoHXv,Luan Santana,ASAS,LS Music,15,17,20,306974,0j1tGcJJfq1nIs4i5GoHXv,0.9584,0.0,0.935,0.065
17,18,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Don't Start Now,Warner Records,1,18,246,297260,3PfIrDoz19wz7qK7tYeu62,-0.9873,0.129,0.839,0.032
18,19,spotify:track:5LpLYzpV0HWKI2DlPmNywg,"Wesley Safadão, Zé Neto & Cristiano",Despedida - Ao Vivo,Som Livre,15,22,92,294560,5LpLYzpV0HWKI2DlPmNywg,-0.9388,0.049,0.951,0.0
19,20,spotify:track:146Vb458Y5RbqEa0fYFPzm,Felipe Araújo,Mentira - Ao Vivo,Universal Music Ltda.,11,23,214,290770,146Vb458Y5RbqEa0fYFPzm,0.0,0.0,1.0,0.0
20,21,spotify:track:24Yi9hE78yPEbZ4kxyoXAI,"SAINt JHN, Imanbek",Roses - Imanbek Remix,Columbia/B1 Recordings,8,20,127,289194,24Yi9hE78yPEbZ4kxyoXAI,-0.9724,0.11,0.825,0.065
21,22,spotify:track:08Sd5vVcIH3uKeAiaJdoYj,Lauana Prado,Viva Voz - Ao Vivo Em São Paulo / 2019,Universal Music Ltda.,22,46,120,289057,08Sd5vVcIH3uKeAiaJdoYj,0.8625,0.038,0.858,0.104
22,23,spotify:track:0SJtvFn4vqgJPscSbEPaql,"Maiara & Maraisa, Dilsinho",Libera Ela - Ao Vivo,Som Livre,16,24,78,288787,0SJtvFn4vqgJPscSbEPaql,0.958,0.0,0.939,0.061
23,24,spotify:track:5GAdMAL3tRJkVN1HtwohK2,"Mc Don Juan, Maiara & Maraisa",Vai Ter Que Aguentar,GR6 Music,18,21,33,283383,5GAdMAL3tRJkVN1HtwohK2,-0.9355,0.051,0.949,0.0
24,25,spotify:track:3vAn0qZzdyuHamcrpkfiX3,BLACKPINK,How You Like That,YG Entertainment/Interscope Records,4,19,8,269893,3vAn0qZzdyuHamcrpkfiX3,0.9938,0.016,0.85,0.134
25,26,spotify:track:5PNvgiKSwMdjBsDsgFCFLX,"Maverick Sabre, Jorja Smith, Vintage Culture, Slow Motion",Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix,Spinnin' Deep,12,25,92,269470,5PNvgiKSwMdjBsDsgFCFLX,0.863,0.054,0.872,0.074
26,27,spotify:track:2PWjKmjyTZeDpmOUa3a5da,Jorge & Mateus,Cheirosa - Ao Vivo,Som Livre,3,30,267,260763,2PWjKmjyTZeDpmOUa3a5da,-0.5267,0.02,0.98,0.0
27,28,spotify:track:23zmMwD99ROi9yhxqMxWil,"João Bosco & Vinicius, Matheus",Segunda Taça - Ao Vivo,João Bosco & Vinicius,19,33,134,260153,23zmMwD99ROi9yhxqMxWil,0.0,0.0,1.0,0.0
28,29,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,17,26,189,259534,0VjIjW4GlUZAMYd2vXMi3b,0.0,0.0,1.0,0.0
29,30,spotify:track:4j2bK4fnc2s6GyVmhJsJhk,Henrique & Juliano,Briga Feia - Ao Vivo,Virgin Music Label And Artist Services (S&D),21,32,204,256291,4j2bK4fnc2s6GyVmhJsJhk,-0.5267,0.018,0.982,0.0
30,31,spotify:track:6nI98wtHOJAYSASq22TCYu,Luan Santana,água com açúcar - ao vivo,Som Livre,3,27,110,256040,6nI98wtHOJAYSASq22TCYu,0.9809,0.018,0.859,0.123
31,32,spotify:track:5L8ZEyIdZ2KE4Wf51SsuOF,Gustavo Mioto,Com Ou Sem Mim - Ao Vivo,Universal Music Ltda.,5,31,225,255620,5L8ZEyIdZ2KE4Wf51SsuOF,0.8541,0.0,0.963,0.037
32,33,spotify:track:28atBekPVlTdnU4M9Z7udd,"Dilsinho, Luísa Sonza, Malibu",Não Vai Embora,Malibu Studios,25,29,57,248646,28atBekPVlTdnU4M9Z7udd,-0.8105,0.02,0.98,0.0
33,34,spotify:track:1uryupl9hqVZYurJwH4G9k,Guilherme & Benuto,3 Batidas - Ao Vivo,Sony Music Entertainment,8,36,314,246447,1uryupl9hqVZYurJwH4G9k,0.0,0.083,0.856,0.061
34,35,spotify:track:0GrEqRHf5FioT1hOB8PBxZ,Marília Mendonça,Vira Homem,Som Livre,22,34,64,244274,0GrEqRHf5FioT1hOB8PBxZ,0.6808,0.009,0.954,0.037
35,36,spotify:track:7eJMfftS33KTjuF7lTsMCx,"Powfu, beabadoobee",death bed (coffee for your head),Columbia,13,28,117,243296,7eJMfftS33KTjuF7lTsMCx,0.9925,0.033,0.859,0.108
36,37,spotify:track:15kdyHRNcHSCTRjvHvmqrs,"LUDMILLA, DJ Will22",Cobra Venenosa (feat. DJ Will22),WM Brazil,37,-1,1,226350,15kdyHRNcHSCTRjvHvmqrs,-0.784,0.063,0.914,0.023
37,38,spotify:track:3GmJxfnUDrIs1iCfKUELFz,Marília Mendonça,Supera - Ao Vivo,Som Livre,1,42,323,225767,3GmJxfnUDrIs1iCfKUELFz,0.8402,0.0,0.964,0.036
38,39,spotify:track:2Ou6UYuUbNyqwXxRDSeFRf,Maiara & Maraisa,Aí Eu Bebo - Ao Vivo,Som Livre,13,37,260,225725,2Ou6UYuUbNyqwXxRDSeFRf,0.0,0.0,1.0,0.0
39,40,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),5,35,285,225464,1rgnBhdG2JDFTbYkYRZAku,0.0387,0.023,0.946,0.03
40,41,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,Columbia,38,38,143,223293,6UelLqGlWMcVH1E5c4H7lY,0.9584,0.0,0.912,0.088
41,42,spotify:track:2Q9TaUXNM4mNSCgJjbmsJe,Zé Neto & Cristiano,Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,Som Livre,4,47,218,216536,2Q9TaUXNM4mNSCgJjbmsJe,0.0,0.0,1.0,0.0
42,43,spotify:track:2PqPSf3gtTED79rWGwVtYg,Diego & Victor Hugo,Áudio - Ao Vivo em Brasília,Sony Music Entertainment,23,39,357,209298,2PqPSf3gtTED79rWGwVtYg,0.0,0.0,1.0,0.0
43,44,spotify:track:466cKvZn1j45IpxDdYZqdA,Drake,Toosie Slide,OVO,23,41,92,208857,466cKvZn1j45IpxDdYZqdA,-0.4516,0.115,0.764,0.121
44,45,spotify:track:2MOq63fxuFLYQM3CsDcFs1,GIULIA BE,menina solta,WM Brazil,10,43,270,207863,2MOq63fxuFLYQM3CsDcFs1,0.2244,0.015,0.973,0.013
45,46,spotify:track:4p8pEdPYOQLzJUKYrLOacy,"WC no Beat, PEDRO SAMPAIO, FP do Trem Bala",BALANÇA (feat. Pedro Sampaio),Sony Music Entertainment,8,48,155,207575,4p8pEdPYOQLzJUKYrLOacy,-0.5803,0.018,0.982,0.0
46,47,spotify:track:1Nmcs8zk7LfcvHRgLtTM5J,"Orochi, Papatinho",Amor de Fim de Noite,Mainstreet Records,26,40,230,206839,1Nmcs8zk7LfcvHRgLtTM5J,0.9948,0.004,0.908,0.088
47,48,spotify:track:7ju97lgwC2rKQ6wwsf9no9,"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),Interscope,1,44,43,204919,7ju97lgwC2rKQ6wwsf9no9,0.9986,0.037,0.867,0.095
48,49,spotify:track:2ptHQBO7TQhEkXOeK9ST59,"Grupo Menos É Mais, Di Propósito, Vou Zuar",Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo,Som Livre,49,51,31,202473,2ptHQBO7TQhEkXOeK9ST59,0.0,0.0,1.0,0.0
49,50,spotify:track:4x8XaoLvpo6kd51PZD16RK,"Dilsinho, Henrique & Juliano",Sogra - Ao Vivo,Sony Music Entertainment,50,72,26,201262,4x8XaoLvpo6kd51PZD16RK,0.0,0.0,1.0,0.0
50,51,spotify:track:4lKuzrdZrJuCAedbIslF3A,"PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro",SENTADÃO,WM Brazil,2,50,225,201002,4lKuzrdZrJuCAedbIslF3A,0.5696,0.06,0.867,0.073
51,52,spotify:track:3oqC4Ta40ft6NnTJwcUTdi,"Rashid, Lukinhas, Emicida",Pipa Voada (feat. Emicida),Sony Music Entertainment,39,45,118,199585,3oqC4Ta40ft6NnTJwcUTdi,0.0,0.0,1.0,0.0
52,53,spotify:track:5yaXBGNko8lmFSOvKWo99j,Matheus & Kauan,Então Toma - Ao Vivo,Universal Music Ltda.,34,49,85,198647,5yaXBGNko8lmFSOvKWo99j,0.0,0.0,1.0,0.0
53,54,spotify:track:260n4ECk9j4IEvTAVBYojl,Matheus & Kauan,Nem Doeu - Ao Vivo,Universal Music Ltda.,54,62,36,195216,260n4ECk9j4IEvTAVBYojl,-0.5267,0.015,0.985,0.0
54,55,spotify:track:3056x1XkmICnQmji68rrft,"Murilo Huff, Henrique & Juliano",Desejando Eu (Ao Vivo),Artinvox,54,68,43,189008,3056x1XkmICnQmji68rrft,0.0,0.0,1.0,0.0
55,56,spotify:track:0DWUfq7vSAArkz82XHnuGm,"WC no Beat, LUDMILLA, Vitão",SEM LIMITES,Sony Music Entertainment,50,56,29,188107,0DWUfq7vSAArkz82XHnuGm,-0.6472,0.03,0.955,0.015
56,57,spotify:track:1GWUiFYLYEapxYHnASyOud,Wesley Safadão,Não Valeu,Som Livre,36,55,50,182561,1GWUiFYLYEapxYHnASyOud,-0.9905,0.126,0.874,0.0
57,58,spotify:track:017PF4Q3l4DBUiWoXk4OWT,Dua Lipa,Break My Heart,Warner Records,8,52,100,175754,017PF4Q3l4DBUiWoXk4OWT,0.9992,0.065,0.698,0.236
58,59,spotify:track:15k1TDabqSEmyXOwMq9RM7,Jonas Esticado,Investe Em Mim,Som Livre,59,71,7,170716,15k1TDabqSEmyXOwMq9RM7,0.0,0.0,1.0,0.0
59,60,spotify:track:48CAeajgzcGJaVUSsXd7h0,"Guilherme & Benuto, Israel & Rodolffo",Declaração pro Bar - Ao Vivo,Sony Music Entertainment,53,76,139,165416,48CAeajgzcGJaVUSsXd7h0,0.6124,0.0,0.977,0.023
60,61,spotify:track:5n8Y78Pl5q8lqS7sJP61qw,Diego & Arnaldo,Relógio Parado (Ao Vivo),Sony Music Entertainment,32,53,261,165161,5n8Y78Pl5q8lqS7sJP61qw,0.0,0.0,1.0,0.0
61,62,spotify:track:25usEf5iGk9HL0LM9VTxue,"Jovem Dionisio, Vintage Culture, Future Class",Pontos de Exclamação - Vintage Culture & Future Class Remix,Sony Music Entertainment,55,60,20,164236,25usEf5iGk9HL0LM9VTxue,0.7717,0.0,0.955,0.045
62,63,spotify:track:6jcGoHrqfRW6fI2I6xtwBQ,MC Marks,Deus é por nós,WM Brazil,63,81,19,164003,6jcGoHrqfRW6fI2I6xtwBQ,-0.5267,0.01,0.99,0.0
63,64,spotify:track:7ytR5pFWmSjzHJIeQkgog4,"DaBaby, Roddy Ricch",ROCKSTAR (feat. Roddy Ricch),South Coast Music Group/Interscope Records,55,58,56,158926,7ytR5pFWmSjzHJIeQkgog4,-0.7983,0.088,0.861,0.051
64,65,spotify:track:5fY9bVl1Wj4PIM3wnduWop,Marília Mendonça,Serenata - Ao Vivo,Som Livre,14,61,414,156943,5fY9bVl1Wj4PIM3wnduWop,0.0,0.0,1.0,0.0
65,66,spotify:track:63SHcJzckFykS8faA5zojY,"MC Ingryd, DJ Henrique da VK",Vem Me Satisfazer,MC Ingryd,4,54,213,156278,63SHcJzckFykS8faA5zojY,-0.9718,0.066,0.934,0.0
66,67,spotify:track:3ZROq16fQ1o2dWEGkHPHkJ,"Yasmin Santos, Wesley Safadão",Saudade em Gotas (feat. Wesley Safadão) - Ao Vivo,Sony Music Entertainment,30,66,291,153384,3ZROq16fQ1o2dWEGkHPHkJ,0.0,0.0,1.0,0.0
67,68,spotify:track:0h5iRD8nlDtcn4rwbZzNgg,MC Kevinho,Te gusta,WM Brazil,60,63,28,153370,0h5iRD8nlDtcn4rwbZzNgg,0.0,0.0,1.0,0.0
68,69,spotify:track:79BHjj4YkvbpOlMvG6wf3n,Luan Santana,boa memória - ao vivo,Som Livre,26,57,83,152981,79BHjj4YkvbpOlMvG6wf3n,0.6808,0.019,0.946,0.035
69,70,spotify:track:3dPvQLKl42dMYWV4LWRTLK,Os Barões Da Pisadinha,Tá Rocheda,Sony Music Entertainment,52,70,129,152565,3dPvQLKl42dMYWV4LWRTLK,-0.7959,0.036,0.964,0.0
70,71,spotify:track:2uhBCMHwS3SATOHIgM2KPF,Zé Neto & Cristiano,Textão - Ao Vivo,Som Livre,44,69,127,150359,2uhBCMHwS3SATOHIgM2KPF,0.0,0.0,1.0,0.0
71,72,spotify:track:17Ryox5vWKp92IDW87C5PI,Gusttavo Lima,Quem Traiu Levou - Ao Vivo,Sony Music Entertainment,14,73,296,147701,17Ryox5vWKp92IDW87C5PI,-0.1531,0.025,0.96,0.015
72,73,spotify:track:12v6LfkX9YIR3uLefIAAYZ,Mc Jacaré,Comprei um Lança,Mc Jacare / Los Pantchos,62,65,11,141614,12v6LfkX9YIR3uLefIAAYZ,-0.8807,0.041,0.959,0.0
73,74,spotify:track:59CnMc5PR9GdDFEVOpHSg9,"Dj W-Beatz, Ventura, Mc Rennan, MC Bruna Alves, MC BN, MC Rick","Rave do Papa - Deluxe (feat. Mc Rennan, MC Bruna Alves, MC BN & MC Rick) - Remix",Tratto Entretenimentos,74,-1,22,138594,59CnMc5PR9GdDFEVOpHSg9,0.0,0.0,1.0,0.0
74,75,spotify:track:7DmZMqXYgQ1oI3z3bGUEbi,GIULIA BE,(não) era amor,WM Brazil,40,64,88,136577,7DmZMqXYgQ1oI3z3bGUEbi,0.9964,0.0,0.848,0.152
75,76,spotify:track:7ArNH109yIfwIquJ535fsi,"Marcos & Belutti, Gaab",Certo e Duvidoso (feat. Gaab) - Ao Vivo,Sony Music Entertainment,55,77,157,135919,7ArNH109yIfwIquJ535fsi,0.9776,0.0,0.936,0.064
76,77,spotify:track:7qEHsqek33rTcFNT9PFqLf,Lewis Capaldi,Someone You Loved,Vertigo Berlin,54,67,310,135791,7qEHsqek33rTcFNT9PFqLf,0.0,0.0,1.0,0.0
77,78,spotify:track:3HXLUh9lzSrSLvrvLk2LjC,Henrique & Juliano,Se Eu Fosse Você - Ao Vivo,Virgin Music Label And Artist Services (S&D),61,79,153,134474,3HXLUh9lzSrSLvrvLk2LjC,0.0,0.0,1.0,0.0
78,79,spotify:track:1xQ6trAsedVPCdbtDAmk0c,"Jawsh 685, Jason Derulo",Savage Love (Laxed - Siren Beat),Columbia,73,74,12,132924,1xQ6trAsedVPCdbtDAmk0c,0.9954,0.165,0.583,0.252
79,80,spotify:track:2TR917wkDeRvwTE5cSfZFf,"Humberto & Ronaldo, Matheus & Kauan",Tchau Brigado - Ao Vivo,Humberto e Ronaldo,46,83,184,132069,2TR917wkDeRvwTE5cSfZFf,0.0,0.0,1.0,0.0
80,81,spotify:track:7qpXCkcr3Zj4LDvdiWryns,Diego & Victor Hugo,Erro Antigo - Ao Vivo,Sony Music Entertainment,53,86,162,127856,7qpXCkcr3Zj4LDvdiWryns,0.0,0.0,1.0,0.0
81,82,spotify:track:2rRA0VNb8RcaUMAmgWFoCL,"Yasmin Santos, Marília Mendonça",Para Pensa e Volta (feat. Marília Mendonça) - Ao Vivo,Sony Music Entertainment,19,85,372,126762,2rRA0VNb8RcaUMAmgWFoCL,0.0,0.0,1.0,0.0
82,83,spotify:track:1AfNdxHdE4OLcnQUyC6j3i,"MC JottaPê, MC Kekel, MC Kevinho",Eterna Sacanagem,KondZilla Records,19,78,260,125970,1AfNdxHdE4OLcnQUyC6j3i,0.9832,0.008,0.919,0.073
83,84,spotify:track:5OzvtpasMB3aPWpfVr0PsA,Luíza & Maurílio,Pode Sumir,Som Livre,83,92,36,123920,5OzvtpasMB3aPWpfVr0PsA,-0.9999,0.021,0.974,0.005
84,85,spotify:track:62aP9fBQKYKxi7PDXwcUAS,"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),Astralwerks,65,75,54,123146,62aP9fBQKYKxi7PDXwcUAS,0.9784,0.079,0.78,0.141
85,86,spotify:track:5MArTXEVyKBwoodjdy04fk,"Zé Felipe, Gusttavo Lima",Tiro Certo - Ao Vivo,Som Livre,14,89,386,121810,5MArTXEVyKBwoodjdy04fk,0.9081,0.0,0.954,0.046
86,87,spotify:track:6QwFUcPc5nhsqZuhXUYtV7,Jorge & Mateus,Tijolão - Ao Vivo,Som Livre,1,59,407,121145,6QwFUcPc5nhsqZuhXUYtV7,0.0,0.0,1.0,0.0
87,88,spotify:track:6THoM5F4gvHguHHyLfxGjU,"Solange Almeida, Márcia Fellipe",JBL,TSE,88,121,7,119459,6THoM5F4gvHguHHyLfxGjU,0.0,0.0,1.0,0.0
88,89,spotify:track:71FrGl0XcpL3VId65tB5mg,Os Barões Da Pisadinha,Recairei - Ao Vivo,Sony Music Entertainment,76,114,51,118830,71FrGl0XcpL3VId65tB5mg,0.8555,0.0,0.898,0.102
89,90,spotify:track:4jGzR5Vri06Y5T9SxM7m5P,"Xand Avião, Gusttavo Lima",Algo Mais (Amante) - Ao Vivo,Som Livre,10,93,416,117217,4jGzR5Vri06Y5T9SxM7m5P,-0.9688,0.018,0.981,0.001
90,91,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,Roddy Ricch,The Box,Atlantic Records,26,82,175,116381,0nbXyq5TXYPCO7pr3N8S4I,-0.9883,0.118,0.814,0.068
91,92,spotify:track:1MmS7UIy3J1BTxfGCRvVqN,Gusttavo Lima,Carreira Solo - Ao Vivo,Sony Music Entertainment,21,113,246,115494,1MmS7UIy3J1BTxfGCRvVqN,0.0,0.0,1.0,0.0
92,93,spotify:track:5JKaHAt4atuNoLqpyDgbyK,"Pineapple StormTv, Froid, Xamã, Dk 47, Chris MC, Cynthia Luz, Luccas Carlos, Hunter",Poesia Acústica - Paris,Pineapple StormTV,68,80,106,115215,5JKaHAt4atuNoLqpyDgbyK,0.9917,0.006,0.947,0.047
93,94,spotify:track:3VQF7gLCASQQ3lQkOnFBhz,"Mila, MC JottaPê",O Amor Que Tu Perdeu,KondZilla,61,99,70,115191,3VQF7gLCASQQ3lQkOnFBhz,0.5042,0.019,0.961,0.02
94,95,spotify:track:4nsXVD1xw3BRMFUWx5gQRe,Di Propósito,Manda Áudio,Sony Music Entertainment,95,162,12,114697,4nsXVD1xw3BRMFUWx5gQRe,0.7564,0.02,0.943,0.037
95,96,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,"Shawn Mendes, Camila Cabello",Señorita,Island Records,2,87,379,114336,6v3KW9xbzN5yKLt9YKDYA2,0.9988,0.033,0.724,0.244
96,97,spotify:track:0HFkCSXRTUHCYJ148PdD0v,"Fred De Palma, Anitta",Paloma (feat. Anitta),WM Italy,97,-1,1,114149,0HFkCSXRTUHCYJ148PdD0v,0.0,0.0,0.0,0.0
97,98,spotify:track:5STHFaWYO1KeyITjvB4hR8,Marília Mendonça,Tentativas,Som Livre,20,100,141,113696,5STHFaWYO1KeyITjvB4hR8,0.9581,0.018,0.901,0.081
98,99,spotify:track:13Rf6RaZT13TW4xLQR3MQr,"Pineapple StormTv, MC Cabelinho, Bob do Contra, Azzy, Filipe Ret, Dudu, Xamã, Orochi, Maquiny, Salve Malak, Hunter",Poesia Acústica #6: Era uma Vez,Pineapple StormTV,14,88,556,113341,13Rf6RaZT13TW4xLQR3MQr,-0.9606,0.033,0.948,0.018
99,100,spotify:track:7McCAKExE8KsI2q4Y8wx4U,"Murilo Huff, Marília Mendonça",Dois Enganados,Artinvox,41,101,400,113097,7McCAKExE8KsI2q4Y8wx4U,0.8225,0.017,0.937,0.046
100,101,spotify:track:4UUtssVRs2aQTLQCAAtZg1,Jorge & Mateus,"Mil Anos - Recorded At Mosh Studios, São Paulo",Som Livre,29,108,207,112745,4UUtssVRs2aQTLQCAAtZg1,0.8402,0.0,0.953,0.047
