,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:4xWzZmX4K1yyrdtRfbUvjt,Niack,Oh Juliana,Niack,1,1,45,937154,4xWzZmX4K1yyrdtRfbUvjt,0.9811,0.01,0.945,0.046
1,2,spotify:track:15k1TDabqSEmyXOwMq9RM7,Jonas Esticado,Investe Em Mim,Som Livre,2,3,57,673293,15k1TDabqSEmyXOwMq9RM7,0.0,0.0,1.0,0.0
2,3,spotify:track:6Q9NH5cNBY58nJkp5Jbs9j,"Manu Gavassi, Gloria Groove",Deve ser horrível dormir sem mim,Universal Music Ltda.,2,2,2,662688,6Q9NH5cNBY58nJkp5Jbs9j,0.8534,0.011,0.956,0.033
3,4,spotify:track:4zGtfOglDBfVUypabBwIjQ,"Mc Zaac, Anitta, Tyga",Desce Pro Play (PA PA PA),Universal Music Ltda.,1,4,58,574449,4zGtfOglDBfVUypabBwIjQ,-0.918,0.049,0.935,0.016
4,5,spotify:track:7o9LwQmTuIDm4LyyHFIWul,Henrique & Juliano,Volta Por Baixo - Ao Vivo,Virgin Music Label And Artist Services (S&D),2,9,226,500558,7o9LwQmTuIDm4LyyHFIWul,0.9798,0.0,0.907,0.093
5,6,spotify:track:51uXmhqGR76tT2UeKZyeN6,"Marília Mendonça, Maiara & Maraisa",Quero Você do Jeito Que Quiser,Som Livre,6,7,44,499591,51uXmhqGR76tT2UeKZyeN6,0.9186,0.0,0.96,0.04
6,7,spotify:track:0AGS6ZRgzobrazmCi6pYMe,Niack,Na Raba Toma Tapão,Niack / Ritmo dos Fluxos,1,8,100,487980,0AGS6ZRgzobrazmCi6pYMe,-0.8126,0.032,0.957,0.011
7,8,spotify:track:4zsiMjB0794HztyqUkD3Zi,"Dilsinho, Henrique & Juliano",Sogra - Ao Vivo,Sony Music Entertainment,8,11,76,469511,4zsiMjB0794HztyqUkD3Zi,0.0,0.0,1.0,0.0
8,9,spotify:track:0RaIjuKU5hudMteEXwr4RS,Jorge & Mateus,Ranking,Som Livre,4,12,170,457206,0RaIjuKU5hudMteEXwr4RS,-0.89,0.045,0.955,0.0
9,10,spotify:track:3WjSkl7VDWY1prwJw7dSG0,Zé Neto & Cristiano,Barzinho Aleatório - Ao Vivo,Som Livre,7,14,261,453670,3WjSkl7VDWY1prwJw7dSG0,-0.5267,0.021,0.979,0.0
10,11,spotify:track:5GAdMAL3tRJkVN1HtwohK2,"Mc Don Juan, Maiara & Maraisa",Vai Ter Que Aguentar,GR6 Music,6,10,83,446311,5GAdMAL3tRJkVN1HtwohK2,-0.9355,0.051,0.949,0.0
11,12,spotify:track:12v6LfkX9YIR3uLefIAAYZ,Mc Jacaré,Comprei um Lança,Mc Jacare / Los Pantchos,10,13,61,431060,12v6LfkX9YIR3uLefIAAYZ,-0.8807,0.041,0.959,0.0
12,13,spotify:track:2fmeSswdyVq4wcqhY41UHk,"Pineapple StormTv, L7NNON, Chris MC, Xamã, Lourena, Cesar Mc, Djonga, Filipe Ret, Salve Malak, Hunter",Poesia Acústica #9: Melhor Forma,Pineapple StormTV,2,6,43,430805,2fmeSswdyVq4wcqhY41UHk,0.0,0.0,1.0,0.0
13,14,spotify:track:4DngRKOpRPrkbzImUB0zgh,Matheus & Kauan,Litrão - Ao Vivo Em Recife / 2020,Universal Music Ltda.,2,19,205,406553,4DngRKOpRPrkbzImUB0zgh,-0.7989,0.029,0.971,0.0
14,15,spotify:track:0v1x6rN6JHRapa03JElljE,BTS,Dynamite,BIGHIT MUSIC,5,5,2,402549,0v1x6rN6JHRapa03JElljE,0.9955,0.029,0.815,0.156
15,16,spotify:track:260n4ECk9j4IEvTAVBYojl,Matheus & Kauan,Nem Doeu - Ao Vivo,Universal Music Ltda.,15,20,86,401223,260n4ECk9j4IEvTAVBYojl,-0.5267,0.015,0.985,0.0
16,17,spotify:track:67mqU3FeErlvWwsxnMfvQo,"MC Du Black, Delacruz",Tudo Aconteceu,Universal Music Ltda.,3,16,150,400223,67mqU3FeErlvWwsxnMfvQo,-0.9413,0.05,0.95,0.0
17,18,spotify:track:6jcGoHrqfRW6fI2I6xtwBQ,MC Marks,Deus é por nós,WM Brazil,14,17,69,392789,6jcGoHrqfRW6fI2I6xtwBQ,-0.5267,0.01,0.99,0.0
18,19,spotify:track:7pDcS0EVMJR0YwjXmHcCRg,"Luísa Sonza, Mc Zaac",TOMA,Universal Music Ltda.,14,15,23,389639,7pDcS0EVMJR0YwjXmHcCRg,-0.9081,0.044,0.956,0.0
19,20,spotify:track:3tc8Z4lGzOIwmIVftsxO6o,Marília Mendonça,Graveto - Ao Vivo,Som Livre,3,21,226,382915,3tc8Z4lGzOIwmIVftsxO6o,0.34,0.015,0.968,0.017
20,21,spotify:track:3Ghyp3X5Ua9ypHnBIgOObI,Henrique & Juliano,Liberdade Provisória - Live - Ibirapuera / 2019,Virgin Music Label And Artist Services (S&D),1,24,261,379463,3Ghyp3X5Ua9ypHnBIgOObI,-0.6808,0.023,0.977,0.0
21,22,spotify:track:3tv697PZNnaQN0Mn2zGhS5,Gusttavo Lima,A Gente Fez Amor - Ao Vivo,Sony Music Entertainment,1,30,261,379336,3tv697PZNnaQN0Mn2zGhS5,0.9946,0.029,0.823,0.148
22,23,spotify:track:3056x1XkmICnQmji68rrft,"Murilo Huff, Henrique & Juliano",Desejando Eu (Ao Vivo),Artinvox,21,26,93,368792,3056x1XkmICnQmji68rrft,0.0,0.0,1.0,0.0
23,24,spotify:track:3J5Pu25BODMex4Jpy4l6FL,"Luíza & Maurílio, Zé Neto & Cristiano",S de Saudade,Som Livre,6,28,296,362963,3J5Pu25BODMex4Jpy4l6FL,0.0,0.0,1.0,0.0
24,25,spotify:track:3dPvQLKl42dMYWV4LWRTLK,Os Barões Da Pisadinha,Tá Rocheda,Sony Music Entertainment,22,34,179,358436,3dPvQLKl42dMYWV4LWRTLK,-0.7959,0.036,0.964,0.0
25,26,spotify:track:60wF0XnX7A0jVpDNA5v8vi,"Vytinho NG, Bianca",Tudo no Sigilo,Vytinho Ng,3,23,158,358195,60wF0XnX7A0jVpDNA5v8vi,-0.8642,0.03,0.97,0.0
26,27,spotify:track:25gD4PQjxCLnwIY2n23aEl,"Vitão, Luísa Sonza",Flores,Universal Music Ltda.,2,18,72,355912,25gD4PQjxCLnwIY2n23aEl,-0.5267,0.013,0.987,0.0
27,28,spotify:track:71FrGl0XcpL3VId65tB5mg,Os Barões Da Pisadinha,Recairei - Ao Vivo,Sony Music Entertainment,28,35,101,355380,71FrGl0XcpL3VId65tB5mg,0.8555,0.0,0.898,0.102
28,29,spotify:track:7Ac3BmqTQoLdAt7HtZyfgN,"DENNIS, Mc Don Juan",Te Prometo,Sony Music Entertainment,8,25,197,350230,7Ac3BmqTQoLdAt7HtZyfgN,-0.9874,0.021,0.965,0.013
29,30,spotify:track:08Sd5vVcIH3uKeAiaJdoYj,Lauana Prado,Viva Voz - Ao Vivo Em São Paulo / 2019,Universal Music Ltda.,15,31,170,348664,08Sd5vVcIH3uKeAiaJdoYj,0.8625,0.038,0.858,0.104
30,31,spotify:track:0hDphSo7vI7gCjEPpD6gu0,GIULIA BE,se essa vida fosse um filme,WM Brazil,22,22,41,328333,0hDphSo7vI7gCjEPpD6gu0,-0.296,0.008,0.992,0.0
31,32,spotify:track:2WlZuBDgLfT7Kc0admhFdg,Luísa Sonza,BRABA,Universal Music Ltda.,1,29,158,322672,2WlZuBDgLfT7Kc0admhFdg,-0.5267,0.017,0.983,0.0
32,33,spotify:track:5LpLYzpV0HWKI2DlPmNywg,"Wesley Safadão, Zé Neto & Cristiano",Despedida - Ao Vivo,Som Livre,15,36,142,316390,5LpLYzpV0HWKI2DlPmNywg,-0.9388,0.049,0.951,0.0
33,34,spotify:track:01mKvmXQLhr3MEoiAEAcP2,"Rennan da Penha, MC 2jhow",Talarica,Sony Music Entertainment,27,33,30,315783,01mKvmXQLhr3MEoiAEAcP2,-0.8807,0.04,0.96,0.0
34,35,spotify:track:4j2bK4fnc2s6GyVmhJsJhk,Henrique & Juliano,Briga Feia - Ao Vivo,Virgin Music Label And Artist Services (S&D),21,38,254,306489,4j2bK4fnc2s6GyVmhJsJhk,-0.5267,0.018,0.982,0.0
35,36,spotify:track:28atBekPVlTdnU4M9Z7udd,"Dilsinho, Luísa Sonza, Malibu",Não Vai Embora,Malibu Studios,23,32,107,303206,28atBekPVlTdnU4M9Z7udd,-0.8105,0.02,0.98,0.0
36,37,spotify:track:1GWUiFYLYEapxYHnASyOud,Wesley Safadão,Não Valeu,Som Livre,33,40,100,297467,1GWUiFYLYEapxYHnASyOud,-0.9905,0.126,0.874,0.0
37,38,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,Columbia,16,27,193,296683,6UelLqGlWMcVH1E5c4H7lY,0.9584,0.0,0.912,0.088
38,39,spotify:track:2ptHQBO7TQhEkXOeK9ST59,"Grupo Menos É Mais, Di Propósito, Vou Zuar",Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo,Som Livre,29,37,81,295694,2ptHQBO7TQhEkXOeK9ST59,0.0,0.0,1.0,0.0
39,40,spotify:track:187Pge0WmJNoS73kaIORSE,"Douglas & Vinicius, MC Bruninho",Figurinha - Ao Vivo,Virgin Music Label And Artist Services (S&D),40,50,37,294217,187Pge0WmJNoS73kaIORSE,-0.5267,0.038,0.962,0.0
40,41,spotify:track:0SJtvFn4vqgJPscSbEPaql,"Maiara & Maraisa, Dilsinho",Libera Ela - Ao Vivo,Som Livre,16,42,128,291642,0SJtvFn4vqgJPscSbEPaql,0.958,0.0,0.939,0.061
41,42,spotify:track:2PWjKmjyTZeDpmOUa3a5da,Jorge & Mateus,Cheirosa - Ao Vivo,Som Livre,3,48,317,284368,2PWjKmjyTZeDpmOUa3a5da,-0.5267,0.02,0.98,0.0
42,43,spotify:track:59CnMc5PR9GdDFEVOpHSg9,"Dj W-Beatz, Ventura, Mc Rennan, MC Bruna Alves, MC BN, MC Rick","Rave do Papa - Deluxe (feat. Mc Rennan, MC Bruna Alves, MC BN & MC Rick) - Remix",Tratto Entretenimentos,32,41,72,277814,59CnMc5PR9GdDFEVOpHSg9,0.0,0.0,1.0,0.0
43,44,spotify:track:6NM06xgqxQ0HU5lxbt2JHi,Gusttavo Lima,Saudade Sua,Sony Music Entertainment,2,45,100,277477,6NM06xgqxQ0HU5lxbt2JHi,-0.4871,0.012,0.988,0.0
44,45,spotify:track:3oe0vGmQxem3DcarYMuzu1,Felipe Araújo,Mentira - Ao Vivo,Universal Music Ltda.,11,47,264,273572,3oe0vGmQxem3DcarYMuzu1,0.0,0.0,1.0,0.0
45,46,spotify:track:3AV1KI22k1jGMz792lDrj1,"Os Barões Da Pisadinha, Xand Avião",Basta Você Me Ligar - Ao Vivo,Sony Music Entertainment,46,53,65,255831,3AV1KI22k1jGMz792lDrj1,0.0,0.0,1.0,0.0
46,47,spotify:track:23zmMwD99ROi9yhxqMxWil,"João Bosco & Vinicius, Matheus",Segunda Taça - Ao Vivo,João Bosco & Vinicius,19,51,184,238139,23zmMwD99ROi9yhxqMxWil,0.0,0.0,1.0,0.0
47,48,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,17,39,239,236617,0VjIjW4GlUZAMYd2vXMi3b,0.0,0.0,1.0,0.0
48,49,spotify:track:2Wo6QQD1KMDWeFkkjLqwx5,"SAINt JHN, Imanbek",Roses - Imanbek Remix,Columbia/B1 Recordings,8,43,177,232774,2Wo6QQD1KMDWeFkkjLqwx5,-0.9724,0.11,0.825,0.065
49,50,spotify:track:48CAeajgzcGJaVUSsXd7h0,"Guilherme & Benuto, Israel & Rodolffo",Declaração pro Bar - Ao Vivo,Sony Music Entertainment,43,57,189,230804,48CAeajgzcGJaVUSsXd7h0,0.6124,0.0,0.977,0.023
50,51,spotify:track:2MOq63fxuFLYQM3CsDcFs1,GIULIA BE,menina solta,WM Brazil,10,49,320,226413,2MOq63fxuFLYQM3CsDcFs1,0.2244,0.015,0.973,0.013
51,52,spotify:track:4Oun2ylbjFKMPTiaSbbCih,"Cardi B, Megan Thee Stallion",WAP (feat. Megan Thee Stallion),Atlantic/KSR,36,44,16,226161,4Oun2ylbjFKMPTiaSbbCih,0.6808,0.05,0.875,0.075
52,53,spotify:track:3oqC4Ta40ft6NnTJwcUTdi,"Rashid, Lukinhas, Emicida",Pipa Voada (feat. Emicida),Sony Music Entertainment,33,46,168,224312,3oqC4Ta40ft6NnTJwcUTdi,0.0,0.0,1.0,0.0
53,54,spotify:track:0GrEqRHf5FioT1hOB8PBxZ,Marília Mendonça,Vira Homem,Som Livre,22,55,114,219843,0GrEqRHf5FioT1hOB8PBxZ,0.6808,0.009,0.954,0.037
54,55,spotify:track:5L8ZEyIdZ2KE4Wf51SsuOF,Gustavo Mioto,Com Ou Sem Mim - Ao Vivo,Universal Music Ltda.,5,58,275,211070,5L8ZEyIdZ2KE4Wf51SsuOF,0.8541,0.0,0.963,0.037
55,56,spotify:track:3GmJxfnUDrIs1iCfKUELFz,Marília Mendonça,Supera - Ao Vivo,Som Livre,1,59,373,207556,3GmJxfnUDrIs1iCfKUELFz,0.8402,0.0,0.964,0.036
56,57,spotify:track:2Ou6UYuUbNyqwXxRDSeFRf,Maiara & Maraisa,Aí Eu Bebo - Ao Vivo,Som Livre,13,60,310,207098,2Ou6UYuUbNyqwXxRDSeFRf,0.0,0.0,1.0,0.0
57,58,spotify:track:1uryupl9hqVZYurJwH4G9k,Guilherme & Benuto,3 Batidas - Ao Vivo,Sony Music Entertainment,8,64,364,199333,1uryupl9hqVZYurJwH4G9k,0.0,0.083,0.856,0.061
58,59,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Don't Start Now,Warner Records,1,52,296,196032,3PfIrDoz19wz7qK7tYeu62,-0.9873,0.129,0.839,0.032
59,60,spotify:track:2Q9TaUXNM4mNSCgJjbmsJe,Zé Neto & Cristiano,Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,Som Livre,4,67,268,195320,2Q9TaUXNM4mNSCgJjbmsJe,0.0,0.0,1.0,0.0
60,61,spotify:track:2CBpRE0A922XhWLSI8AT9O,"Bárbara Labres, MC WM",Hoje É Rave,Bárbara Labres Music,61,61,10,186555,2CBpRE0A922XhWLSI8AT9O,0.0,0.0,1.0,0.0
61,62,spotify:track:1neg4NArvpVL7AOWIBja6q,"WC no Beat, PEDRO SAMPAIO, FP do Trem Bala",BALANÇA,Sony Music Entertainment,8,56,205,184665,1neg4NArvpVL7AOWIBja6q,-0.5803,0.018,0.982,0.0
62,63,spotify:track:3csAhPJlNeCDnvuTdT8RQw,"Shevchenko e Elloco, MC Mari, MC 10G",Xereca de Mel,Tropa Produtora 81,57,68,54,177371,3csAhPJlNeCDnvuTdT8RQw,-0.6844,0.012,0.988,0.0
63,64,spotify:track:5yaXBGNko8lmFSOvKWo99j,Matheus & Kauan,Então Toma - Ao Vivo,Universal Music Ltda.,34,71,135,174622,5yaXBGNko8lmFSOvKWo99j,0.0,0.0,1.0,0.0
64,65,spotify:track:4lKuzrdZrJuCAedbIslF3A,"PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro",SENTADÃO,WM Brazil,2,69,275,170190,4lKuzrdZrJuCAedbIslF3A,0.5696,0.06,0.867,0.073
65,66,spotify:track:5OzvtpasMB3aPWpfVr0PsA,Luíza & Maurílio,Pode Sumir,Som Livre,66,76,86,167574,5OzvtpasMB3aPWpfVr0PsA,-0.9999,0.021,0.974,0.005
66,67,spotify:track:59kRq8rb5uJCrSYYbGCk7o,MC Rogerinho,Só Você,MC Rogerinho,65,65,13,164246,59kRq8rb5uJCrSYYbGCk7o,0.0,0.0,1.0,0.0
67,68,spotify:track:1Nmcs8zk7LfcvHRgLtTM5J,"Orochi, Papatinho",Amor de Fim de Noite,Mainstreet Records,26,54,280,164226,1Nmcs8zk7LfcvHRgLtTM5J,0.9948,0.004,0.908,0.088
68,69,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),5,62,335,163243,1rgnBhdG2JDFTbYkYRZAku,0.0387,0.023,0.946,0.03
69,70,spotify:track:0in6Rc29qdyOkhKyYw4A84,Di Propósito,Manda Áudio,Sony Music Entertainment,63,74,62,161443,0in6Rc29qdyOkhKyYw4A84,0.7564,0.02,0.943,0.037
70,71,spotify:track:5n8Y78Pl5q8lqS7sJP61qw,Diego & Arnaldo,Relógio Parado (Ao Vivo),Sony Music Entertainment,32,87,311,160072,5n8Y78Pl5q8lqS7sJP61qw,0.0,0.0,1.0,0.0
71,72,spotify:track:17Ryox5vWKp92IDW87C5PI,Gusttavo Lima,Quem Traiu Levou - Ao Vivo,Sony Music Entertainment,14,90,346,159036,17Ryox5vWKp92IDW87C5PI,-0.1531,0.025,0.96,0.015
72,73,spotify:track:2uhBCMHwS3SATOHIgM2KPF,Zé Neto & Cristiano,Textão - Ao Vivo,Som Livre,44,82,177,155099,2uhBCMHwS3SATOHIgM2KPF,0.0,0.0,1.0,0.0
73,74,spotify:track:2PqPSf3gtTED79rWGwVtYg,Diego & Victor Hugo,Áudio - Ao Vivo em Brasília,Sony Music Entertainment,23,86,407,154848,2PqPSf3gtTED79rWGwVtYg,0.0,0.0,1.0,0.0
74,75,spotify:track:3tu0GkIZwwkmILoD4HemBq,Raí Saia Rodada,Bebe e Vem Me Procurar,Som Livre,36,107,435,151814,3tu0GkIZwwkmILoD4HemBq,0.8807,0.04,0.887,0.073
75,76,spotify:track:4koUrXFuoId1b6wrMF3laS,Mc Dricka,E Nós Tem um Charme Que É da Hora,Novo Império,74,80,37,150698,4koUrXFuoId1b6wrMF3laS,-0.5267,0.013,0.987,0.0
76,77,spotify:track:5fY9bVl1Wj4PIM3wnduWop,Marília Mendonça,Serenata - Ao Vivo,Som Livre,14,85,464,149668,5fY9bVl1Wj4PIM3wnduWop,0.0,0.0,1.0,0.0
77,78,spotify:track:3JZwQT1rIxU3wdtF7eneee,"WC no Beat, LUDMILLA, Vitão",SEM LIMITES,Sony Music Entertainment,47,66,79,148242,3JZwQT1rIxU3wdtF7eneee,-0.6472,0.03,0.955,0.015
78,79,spotify:track:7J3QMuDCSv56jRSiD9jFBF,"Eric Land, Xand Avião",Cidade Inteira,Eric Land,79,95,49,147095,7J3QMuDCSv56jRSiD9jFBF,0.9943,0.0,0.84,0.16
