rank	uri	artist_names	track_name	source	peak_rank	previous_rank	days_on_chart	streams	ID
1	spotify:track:0YqTL3nSL36OFdHwHoqCag	Luísa Sonza, Pabllo Vittar, Anitta	MODO TURBO	Universal Music Ltda.	1	3	14	717103	0YqTL3nSL36OFdHwHoqCag
2	spotify:track:6sPBi0qLI6KM3yXX56NxsA	Tarcísio do Acordeon	Meia Noite (Você tem meu Whatsapp)	Sua Música	2	2	32	625372	6sPBi0qLI6KM3yXX56NxsA
3	spotify:track:2JTir3y1VuJQmexiTCMcTP	Os Barões Da Pisadinha	Recairei - Ao Vivo	Sony Music Entertainment	1	1	236	551876	2JTir3y1VuJQmexiTCMcTP
4	spotify:track:7qmnP8Woc47dLSrMD5MxL1	Petter Ferraz, Menor Nico	Amor ou o Litrão	k+ produçoes	1	4	48	526598	7qmnP8Woc47dLSrMD5MxL1
5	spotify:track:7GLWWrk1YlkPYqJK3ynIA0	Jorge & Mateus	Lance Individual	Som Livre	3	7	53	492660	7GLWWrk1YlkPYqJK3ynIA0
6	spotify:track:3rRin3LyLY92kpEbkCgwf4	Os Barões Da Pisadinha, Xand Avião	Basta Você Me Ligar - Ao Vivo	Sony Music Entertainment	2	5	200	458803	3rRin3LyLY92kpEbkCgwf4
7	spotify:track:4yD8WmB9NJVz1qYLD98iS1	DJ Lucas Beat	ALÔ AMBEV - funk remix	iMusics	7	11	27	452407	4yD8WmB9NJVz1qYLD98iS1
8	spotify:track:15k1TDabqSEmyXOwMq9RM7	Jonas Esticado	Investe Em Mim	Som Livre	1	6	192	451228	15k1TDabqSEmyXOwMq9RM7
9	spotify:track:5m5aY6S9ttfIG157xli2Rs	Zé Neto & Cristiano	Alô Ambev (Segue Sua Vida) - Ao Vivo	Som Livre	3	8	130	439957	5m5aY6S9ttfIG157xli2Rs
10	spotify:track:1X0MaGErD8rcspqQs9s2m0	Zé Felipe	Só Tem Eu	Som Livre	3	13	86	398563	1X0MaGErD8rcspqQs9s2m0
11	spotify:track:187Pge0WmJNoS73kaIORSE	Douglas & Vinicius, MC Bruninho	Figurinha - Ao Vivo	Virgin Music Label And Artist Services (S&D)	3	12	172	392398	187Pge0WmJNoS73kaIORSE
12	spotify:track:3vu864xi5Xis9VfOsJpmXu	LUDMILLA	Rainha da Favela	WM Brazil	7	21	54	390973	3vu864xi5Xis9VfOsJpmXu
13	spotify:track:7EWXP47VlXKO3r7mNxuWHw	Wesley Safadão, Os Barões Da Pisadinha	Ele É Ele, Eu Sou Eu	Som Livre	10	10	53	385203	7EWXP47VlXKO3r7mNxuWHw
14	spotify:track:7lJoRyuNJtuiqTcKtuMuIR	MC Hariel	Maçã Verde	GR6 Music	14	24	61	372657	7lJoRyuNJtuiqTcKtuMuIR
15	spotify:track:0WlmiIK5qFQ4dAB4mCA4sI	Os Barões Da Pisadinha, Fernando & Sorocaba	Amor da Despedida	Sony Music Entertainment	9	9	60	370785	0WlmiIK5qFQ4dAB4mCA4sI
16	spotify:track:6WXglvTFRmjlHHhgjYMNif	MC Hariel, Alok, MC Ryan SP, Mc Davi, Salvador Da Rima	Ilusão (Cracolândia)	GR6 Music	1	30	53	369256	6WXglvTFRmjlHHhgjYMNif
17	spotify:track:1uA7fD01YlQr1Rm0oyNB4H	Guilherme & Benuto	Pulei na Piscina - Ao Vivo	Sony Music Entertainment	13	15	137	347284	1uA7fD01YlQr1Rm0oyNB4H
18	spotify:track:2R1OgezGfBMeiAcMpJ1EkH	Zé Vaqueiro	Letícia	Sony Music Entertainment	12	16	69	346771	2R1OgezGfBMeiAcMpJ1EkH
19	spotify:track:1nDCZBI8MaHXI2f36dnQyG	Tierry	Rita	Tierry	4	14	109	338374	1nDCZBI8MaHXI2f36dnQyG
20	spotify:track:1ere9b9vDw2N3m9d4uiXxa	Diego & Victor Hugo, Bruno & Marrone	Facas - Ao Vivo	Sony Music Entertainment	19	19	81	331465	1ere9b9vDw2N3m9d4uiXxa
21	spotify:track:42P3wMiPfXQM93TYZotuPQ	Gusttavo Lima	De Menina pra Mulher - Ao Vivo	Sony Music Entertainment	3	17	109	325488	42P3wMiPfXQM93TYZotuPQ
22	spotify:track:7J3QMuDCSv56jRSiD9jFBF	Eric Land, Xand Avião	Cidade Inteira	Eric Land	5	20	184	308275	7J3QMuDCSv56jRSiD9jFBF
23	spotify:track:4zsiMjB0794HztyqUkD3Zi	Dilsinho, Henrique & Juliano	Sogra - Ao Vivo	Sony Music Entertainment	5	22	211	303332	4zsiMjB0794HztyqUkD3Zi
24	spotify:track:0eoMMLrWtXbLk64baeESkc	Marcos & Belutti, Jorge & Mateus	Tudo Indica (feat. Jorge & Mateus) - Ao Vivo	Sony Music Entertainment	24	25	116	299275	0eoMMLrWtXbLk64baeESkc
25	spotify:track:4xWzZmX4K1yyrdtRfbUvjt	Niack	Oh Juliana	Niack	1	26	180	299134	4xWzZmX4K1yyrdtRfbUvjt
26	spotify:track:2QCwoYDn4DRfjs4NhW2KpO	João Bosco e Gabriel, Humberto & Ronaldo	Alô Ex-Amor - Ao Vivo	João Bosco e Gabriel	10	23	132	299063	2QCwoYDn4DRfjs4NhW2KpO
27	spotify:track:3dPvQLKl42dMYWV4LWRTLK	Os Barões Da Pisadinha	Tá Rocheda	Sony Music Entertainment	4	18	314	297674	3dPvQLKl42dMYWV4LWRTLK
28	spotify:track:5ra6CI0pEzqjxPEZeBz0d7	Hungria Hip Hop	Amor e Fé - Acústico	Hungria Hip Hop	17	38	134	294558	5ra6CI0pEzqjxPEZeBz0d7
29	spotify:track:64I6t2tuUGnIlaDIzHJ6YI	Marília Mendonça, Maiara & Maraisa	Quero Você do Jeito Que Quiser	Som Livre	4	27	179	291064	64I6t2tuUGnIlaDIzHJ6YI
30	spotify:track:59kRq8rb5uJCrSYYbGCk7o	MC Rogerinho	Só Você	MC Rogerinho	3	32	148	287962	59kRq8rb5uJCrSYYbGCk7o
31	spotify:track:260n4ECk9j4IEvTAVBYojl	Matheus & Kauan	Nem Doeu - Ao Vivo	Universal Music Ltda.	12	28	221	286448	260n4ECk9j4IEvTAVBYojl
32	spotify:track:6juD9PQwAPvuXYIAE2gjhO	Henrique & Juliano	Volta Por Baixo - Ao Vivo	Virgin Music Label And Artist Services (S&D)	2	29	361	270271	6juD9PQwAPvuXYIAE2gjhO
33	spotify:track:3KfyRuNdcCGsZb15sqrXDA	Mc Talibã, MC 3L	Um Sabadão Desse Uma Lua Dessa	FW MUSIC	27	37	84	267720	3KfyRuNdcCGsZb15sqrXDA
34	spotify:track:0QglpM23kl9ldvVdoYNZwF	Kawe, Mc Lele JP	Mds	OQProduções	34	62	9	266476	0QglpM23kl9ldvVdoYNZwF
35	spotify:track:3S2iI46NmKyZsoxs2NByIP	Tarcísio do Acordeon, Vitor Fernandes	Nêga	Sua Música	26	35	82	265341	3S2iI46NmKyZsoxs2NByIP
36	spotify:track:5r9CZJMoMmxio2AnJdxuDS	Grupo Menos É Mais, Di Propósito, Vou Zuar	Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo	Som Livre	19	33	216	258795	5r9CZJMoMmxio2AnJdxuDS
37	spotify:track:12v6LfkX9YIR3uLefIAAYZ	Mc Jacaré	Comprei um Lança	Mc Jacare / Los Pantchos	5	40	196	250139	12v6LfkX9YIR3uLefIAAYZ
38	spotify:track:4KLvGldnzUZU4xdELyWBom	Zé Neto & Cristiano	Barzinho Aleatório - Ao Vivo	Som Livre	7	34	396	248126	4KLvGldnzUZU4xdELyWBom
39	spotify:track:0VjIjW4GlUZAMYd2vXMi3b	The Weeknd	Blinding Lights	Republic Records	17	56	374	247953	0VjIjW4GlUZAMYd2vXMi3b
40	spotify:track:1UF3sCkxXH4OE7ja83GRzj	Gusttavo Lima	Espetinho - Ao Vivo	Sony Music Entertainment	24	31	46	247367	1UF3sCkxXH4OE7ja83GRzj
41	spotify:track:3056x1XkmICnQmji68rrft	Murilo Huff, Henrique & Juliano	Desejando Eu (Ao Vivo)	Artinvox	21	36	228	242916	3056x1XkmICnQmji68rrft
42	spotify:track:7e1VoRlNumuEkXlITMHKLE	Anitta, Myke Towers, Cardi B	Me Gusta (with Cardi B & Myke Towers)	Warner Records	1	50	109	241478	7e1VoRlNumuEkXlITMHKLE
43	spotify:track:3tkEf7vw4zDBFAQxY1vdcv	Anderson & Vei da Pisadinha	Elas Gostam de Gasolina - Ao Vivo	CmdShft	37	43	41	241189	3tkEf7vw4zDBFAQxY1vdcv
44	spotify:track:2nZj5YymF54qhAu7RneVP6	Hugo & Guilherme	Coração Na Cama - Ao Vivo	Som Livre	39	39	39	239048	2nZj5YymF54qhAu7RneVP6
45	spotify:track:6F7tttrdq7aUdxXVeo0nKp	Simone & Simaria	Foi Pá Pum	Universal Music Ltda.	41	44	39	230948	6F7tttrdq7aUdxXVeo0nKp
47	spotify:track:5gTgQBtNP08fUijxpEgmzF	Matheus & Kauan	É Problema	Universal Music Ltda.	40	42	53	228343	5gTgQBtNP08fUijxpEgmzF
48	spotify:track:35mvY5S1H3J2QZyna3TFe0	Ariana Grande	positions	Republic Records	6	76	74	221523	35mvY5S1H3J2QZyna3TFe0
49	spotify:track:1GWUiFYLYEapxYHnASyOud	Wesley Safadão	Não Valeu	Som Livre	23	41	235	220562	1GWUiFYLYEapxYHnASyOud
50	spotify:track:1JHvLQWHUoYuapwQikeDuD	Jonas Esticado, Gusttavo Lima	Ele Não Tem	Som Livre	39	45	63	215704	1JHvLQWHUoYuapwQikeDuD
51	spotify:track:5GAdMAL3tRJkVN1HtwohK2	Mc Don Juan, Maiara & Maraisa	Vai Ter Que Aguentar	GR6 Music	6	48	218	214863	5GAdMAL3tRJkVN1HtwohK2
