rank	uri	artist_names	track_name	source	peak_rank	previous_rank	days_on_chart	streams	ID
1	spotify:track:3Ghyp3X5Ua9ypHnBIgOObI	Henrique & Juliano	Liberdade Provisória - Live - Ibirapuera / 2019	Virgin Music Label And Artist Services (S&D)	1	1	85	705122	3Ghyp3X5Ua9ypHnBIgOObI
2	spotify:track:4lKuzrdZrJuCAedbIslF3A	PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro	SENTADÃO	WM Brazil	2	3	99	515615	4lKuzrdZrJuCAedbIslF3A
3	spotify:track:4HUZBG98TYbxSR9V1V2DWS	Thiaguinho MT, Mila, JS o Mão de Ouro	Tudo Ok	Sony Music Entertainment	1	2	61	515429	4HUZBG98TYbxSR9V1V2DWS
4	spotify:track:3tv697PZNnaQN0Mn2zGhS5	Gusttavo Lima	A Gente Fez Amor - Ao Vivo	Sony Music Entertainment	2	6	85	509411	3tv697PZNnaQN0Mn2zGhS5
5	spotify:track:2kJu14V7hbZw3I4K8L8SXb	Lady Gaga	Stupid Love	Interscope	5	-1	1	475760	2kJu14V7hbZw3I4K8L8SXb
6	spotify:track:3tc8Z4lGzOIwmIVftsxO6o	Marília Mendonça	Graveto - Ao Vivo	Som Livre	5	5	50	472069	3tc8Z4lGzOIwmIVftsxO6o
7	spotify:track:5L8ZEyIdZ2KE4Wf51SsuOF	Gustavo Mioto	Com Ou Sem Mim - Ao Vivo	Universal Music Ltda.	5	7	99	468286	5L8ZEyIdZ2KE4Wf51SsuOF
8	spotify:track:63SHcJzckFykS8faA5zojY	MC Ingryd, DJ Henrique da VK	Vem Me Satisfazer	MC Ingryd	4	4	87	462037	63SHcJzckFykS8faA5zojY
9	spotify:track:5W1kqz2l1lDX77DXBMeXZg	Matheus & Kauan	Litrão - Ao Vivo Em Recife / 2020	Universal Music Ltda.	7	9	29	456340	5W1kqz2l1lDX77DXBMeXZg
10	spotify:track:3J5Pu25BODMex4Jpy4l6FL	Luíza & Maurílio, Zé Neto & Cristiano	S de Saudade	Som Livre	9	11	120	452114	3J5Pu25BODMex4Jpy4l6FL
11	spotify:track:1rgnBhdG2JDFTbYkYRZAku	Tones And I	Dance Monkey	Elektra (NEK)	5	8	159	449341	1rgnBhdG2JDFTbYkYRZAku
12	spotify:track:1K7WzjKDcDdVbKNGrB0gej	Major Lazer, MC Lan, Anitta, BEAM	Rave de Favela (feat. BEAM)	WM Brazil	4	10	14	435528	1K7WzjKDcDdVbKNGrB0gej
13	spotify:track:2Q9TaUXNM4mNSCgJjbmsJe	Zé Neto & Cristiano	Bebi Minha Bicicleta (Coração Falido) - Ao Vivo	Som Livre	4	13	92	404575	2Q9TaUXNM4mNSCgJjbmsJe
14	spotify:track:2PWjKmjyTZeDpmOUa3a5da	Jorge & Mateus	Cheirosa - Ao Vivo	Som Livre	3	14	141	390025	2PWjKmjyTZeDpmOUa3a5da
15	spotify:track:2bPtwnrpFNEe8N7Q85kLHw	Anitta, Lexa, Luísa Sonza, Rebecca	Combatchy (feat. MC Rebecca)	WM Brazil	1	12	101	387334	2bPtwnrpFNEe8N7Q85kLHw
16	spotify:track:1uryupl9hqVZYurJwH4G9k	Guilherme & Benuto	3 Batidas - Ao Vivo	Sony Music Entertainment	8	16	188	371250	1uryupl9hqVZYurJwH4G9k
