Position	TrackName	Artist	Streams	URL	Id
1	Coração Cachorro	Avine Vinny	7722898	https://open.spotify.com/track/2RGIuYTsyyHoOCqW0krvNE	2RGIuYTsyyHoOCqW0krvNE
2	Arranhão - Ao Vivo	Henrique & Juliano	7125314	https://open.spotify.com/track/4u06FbRh6FvV2FQZkouzCw	4u06FbRh6FvV2FQZkouzCw
3	Revoada No Colchão	Zé Felipe	6127456	https://open.spotify.com/track/4kGdnA7FzSVsXC29LPghej	4kGdnA7FzSVsXC29LPghej
4	Nota de Repúdio - Ao Vivo	Gusttavo Lima	5798591	https://open.spotify.com/track/3agFBAMPiIvzfTh7a9Udm6	3agFBAMPiIvzfTh7a9Udm6
5	Bala Love	Mc Anjim	5696362	https://open.spotify.com/track/48Ll1C6qAnP2UjnopQDh4a	48Ll1C6qAnP2UjnopQDh4a
6	Ela e Ela	Zé Neto & Cristiano	5622036	https://open.spotify.com/track/7pvrsbBKUQI2QmA74WCJa5	7pvrsbBKUQI2QmA74WCJa5
7	Meu Pedaço de Pecado	João Gomes	5369872	https://open.spotify.com/track/2kJRlOyrxsy7Ot3c5TZ8Q6	2kJRlOyrxsy7Ot3c5TZ8Q6
8	Você Beberia Ou Não Beberia?	Zé Neto & Cristiano	4928442	https://open.spotify.com/track/2ixi9HWJw5lnLDmRMsiCS5	2ixi9HWJw5lnLDmRMsiCS5
9	Trava na Pose, Chama no Zoom, Dá um Close (feat. Mc Rennan)	DJ Patrick Muniz	4724020	https://open.spotify.com/track/0DsPj89zlY3Us7xb5cXK5h	0DsPj89zlY3Us7xb5cXK5h
10	Quer Voar	Matuê	4404259	https://open.spotify.com/track/7aZusA4cWXz3Wv9e9uhavz	7aZusA4cWXz3Wv9e9uhavz
11	Chega E Senta - Ao Vivo	John Amplificado	4402389	https://open.spotify.com/track/2ookQf9qP2qiBuNFnNXyfl	2ookQf9qP2qiBuNFnNXyfl
12	A Maior Saudade - Ao Vivo	Henrique & Juliano	4311012	https://open.spotify.com/track/5Q0ZnQjk4lQpScX7ujswun	5Q0ZnQjk4lQpScX7ujswun
13	Ficha Limpa	Gusttavo Lima	4261447	https://open.spotify.com/track/5SwyN9hzmWjBsINlif8li8	5SwyN9hzmWjBsINlif8li8
14	Rolê	Tarcísio do Acordeon	4242978	https://open.spotify.com/track/50gPsfGHy5OnPauA9455DM	50gPsfGHy5OnPauA9455DM
15	Baby Me Atende	Matheus Fernandes	4227658	https://open.spotify.com/track/1bWBG6IkMnDr3qvCKSvQT7	1bWBG6IkMnDr3qvCKSvQT7
