Position	TrackName	Artist	Streams	URL	Id
1	Esqueça-Me Se For Capaz	Marília Mendonça	6883078	https://open.spotify.com/track/4qsOrxBv09HhNSpsgMRXdC	4qsOrxBv09HhNSpsgMRXdC
2	Vai Lá Em Casa Hoje	George Henrique & Rodrigo	6648662	https://open.spotify.com/track/1c4htMHiolERc0YJvZNdlc	1c4htMHiolERc0YJvZNdlc
3	Arranhão - Ao Vivo	Henrique & Juliano	5920500	https://open.spotify.com/track/4u06FbRh6FvV2FQZkouzCw	4u06FbRh6FvV2FQZkouzCw
4	Presepada	Marília Mendonça	5894859	https://open.spotify.com/track/3YvE7uo4ffseBoJPh8IhHp	3YvE7uo4ffseBoJPh8IhHp
5	Todo Mundo Menos Você	Marília Mendonça	5496390	https://open.spotify.com/track/053zWWZDziDJd3U94x8RuP	053zWWZDziDJd3U94x8RuP
6	Toma Toma Vapo Vapo	Zé Felipe	5487158	https://open.spotify.com/track/5VTjBl3ddZEiG2LrH4VzyR	5VTjBl3ddZEiG2LrH4VzyR
7	GALOPA	PEDRO SAMPAIO	5439066	https://open.spotify.com/track/2wG1R0uDFwyobcWzVssC1J	2wG1R0uDFwyobcWzVssC1J
8	Ameaça	Paulo Pires	5421426	https://open.spotify.com/track/4fSHADbZbhpZCT9oJpxwbP	4fSHADbZbhpZCT9oJpxwbP
9	Coração Cachorro	Avine Vinny	5073852	https://open.spotify.com/track/2RGIuYTsyyHoOCqW0krvNE	2RGIuYTsyyHoOCqW0krvNE
10	Ela me Falou Que Quer Rave	MC Levin	4668715	https://open.spotify.com/track/0JdkDCdrhMOaeXjIZdeBXN	0JdkDCdrhMOaeXjIZdeBXN
11	A Maior Saudade - Ao Vivo	Henrique & Juliano	4320933	https://open.spotify.com/track/5Q0ZnQjk4lQpScX7ujswun	5Q0ZnQjk4lQpScX7ujswun
12	Parada Louca	Mari Fernandez	4295030	https://open.spotify.com/track/72g37RoelSnovZakG5MwnF	72g37RoelSnovZakG5MwnF
13	Ela e Ela	Zé Neto & Cristiano	4157693	https://open.spotify.com/track/7pvrsbBKUQI2QmA74WCJa5	7pvrsbBKUQI2QmA74WCJa5
14	Revoada No Colchão	Zé Felipe	4116031	https://open.spotify.com/track/4kGdnA7FzSVsXC29LPghej	4kGdnA7FzSVsXC29LPghej
15	Nota de Repúdio - Ao Vivo	Gusttavo Lima	3923370	https://open.spotify.com/track/3agFBAMPiIvzfTh7a9Udm6	3agFBAMPiIvzfTh7a9Udm6
16	Bloqueado - Ao Vivo	Gusttavo Lima	3901137	https://open.spotify.com/track/7MLCxrDoxcTRg1u3QAGE5a	7MLCxrDoxcTRg1u3QAGE5a
17	Meu Pedaço de Pecado	João Gomes	3659688	https://open.spotify.com/track/2kJRlOyrxsy7Ot3c5TZ8Q6	2kJRlOyrxsy7Ot3c5TZ8Q6
18	Bala Love	Mc Anjim	3506472	https://open.spotify.com/track/48Ll1C6qAnP2UjnopQDh4a	48Ll1C6qAnP2UjnopQDh4a
19	Putariazinha	Felipe Amorim	3442833	https://open.spotify.com/track/2jwrYBGz7osKI31v50bS7b	2jwrYBGz7osKI31v50bS7b
20	Trava na Pose, Chama no Zoom, Dá um Close (feat. Mc Rennan)	DJ Patrick Muniz	3435973	https://open.spotify.com/track/0DsPj89zlY3Us7xb5cXK5h	0DsPj89zlY3Us7xb5cXK5h
21	Você Beberia Ou Não Beberia?	Zé Neto & Cristiano	3375359	https://open.spotify.com/track/2ixi9HWJw5lnLDmRMsiCS5	2ixi9HWJw5lnLDmRMsiCS5
22	Expectativa x Realidade	Matheus & Kauan	3299505	https://open.spotify.com/track/1wdhj1r7aeWVDUl9d18YKu	1wdhj1r7aeWVDUl9d18YKu
23	Por Supuesto	Marina Sena	3269372	https://open.spotify.com/track/7xVSNhAUQhUIpwfR6lTOwA	7xVSNhAUQhUIpwfR6lTOwA
24	Cê Tá Preparada - Ao Vivo Em Goiânia / 2021	Tayrone	3247784	https://open.spotify.com/track/1tYJnXtKLoWVIL4lZOouQG	1tYJnXtKLoWVIL4lZOouQG
