Position	TrackName	Artist	Streams	URL	Id
1	Coração Cachorro	Avine Vinny	7345862	https://open.spotify.com/track/2RGIuYTsyyHoOCqW0krvNE	2RGIuYTsyyHoOCqW0krvNE
2	Arranhão - Ao Vivo	Henrique & Juliano	6642346	https://open.spotify.com/track/4u06FbRh6FvV2FQZkouzCw	4u06FbRh6FvV2FQZkouzCw
3	Revoada No Colchão	Zé Felipe	5949767	https://open.spotify.com/track/4kGdnA7FzSVsXC29LPghej	4kGdnA7FzSVsXC29LPghej
4	GALOPA	PEDRO SAMPAIO	5706930	https://open.spotify.com/track/2wG1R0uDFwyobcWzVssC1J	2wG1R0uDFwyobcWzVssC1J
5	Trava na Pose, Chama no Zoom, Dá um Close (feat. Mc Rennan)	DJ Patrick Muniz	5448897	https://open.spotify.com/track/0DsPj89zlY3Us7xb5cXK5h	0DsPj89zlY3Us7xb5cXK5h
6	Nota de Repúdio - Ao Vivo	Gusttavo Lima	5374148	https://open.spotify.com/track/3agFBAMPiIvzfTh7a9Udm6	3agFBAMPiIvzfTh7a9Udm6
7	Bala Love	Mc Anjim	5158200	https://open.spotify.com/track/48Ll1C6qAnP2UjnopQDh4a	48Ll1C6qAnP2UjnopQDh4a
8	Ela e Ela	Zé Neto & Cristiano	4797401	https://open.spotify.com/track/7pvrsbBKUQI2QmA74WCJa5	7pvrsbBKUQI2QmA74WCJa5
9	Putariazinha	Felipe Amorim	4608318	https://open.spotify.com/track/2jwrYBGz7osKI31v50bS7b	2jwrYBGz7osKI31v50bS7b
10	Meu Pedaço de Pecado	João Gomes	4345971	https://open.spotify.com/track/2kJRlOyrxsy7Ot3c5TZ8Q6	2kJRlOyrxsy7Ot3c5TZ8Q6
11	A Maior Saudade - Ao Vivo	Henrique & Juliano	4333265	https://open.spotify.com/track/5Q0ZnQjk4lQpScX7ujswun	5Q0ZnQjk4lQpScX7ujswun
12	A QUEDA	Gloria Groove	4297952	https://open.spotify.com/track/2s9BO8c0co0PmgBiUoTT17	2s9BO8c0co0PmgBiUoTT17
13	Por Supuesto	Marina Sena	4023324	https://open.spotify.com/track/7xVSNhAUQhUIpwfR6lTOwA	7xVSNhAUQhUIpwfR6lTOwA
14	Você Beberia Ou Não Beberia?	Zé Neto & Cristiano	3884375	https://open.spotify.com/track/2ixi9HWJw5lnLDmRMsiCS5	2ixi9HWJw5lnLDmRMsiCS5
15	Quer Voar	Matuê	3823146	https://open.spotify.com/track/7aZusA4cWXz3Wv9e9uhavz	7aZusA4cWXz3Wv9e9uhavz
