Position	TrackName	Artist	Streams	URL	Id
1	Meu Pedaço de Pecado	João Gomes	8274495	https://open.spotify.com/track/2kJRlOyrxsy7Ot3c5TZ8Q6	2kJRlOyrxsy7Ot3c5TZ8Q6
2	MORENA	Luan Santana	5874267	https://open.spotify.com/track/4PQdrXMDHDPl1RczrrlADd	4PQdrXMDHDPl1RczrrlADd
3	Ficha Limpa	Gusttavo Lima	5846766	https://open.spotify.com/track/5SwyN9hzmWjBsINlif8li8	5SwyN9hzmWjBsINlif8li8
4	Aquelas Coisas	João Gomes	5837018	https://open.spotify.com/track/0FqVtQxRD3HsPltldG5v5M	0FqVtQxRD3HsPltldG5v5M
5	Se For Amor	João Gomes	5450847	https://open.spotify.com/track/5F2xRvRFkxDvqdFtUNAEyw	5F2xRvRFkxDvqdFtUNAEyw
6	Rolê	Tarcísio do Acordeon	5198238	https://open.spotify.com/track/25141FAgU1OmwoC9W2i5E3	25141FAgU1OmwoC9W2i5E3
7	Baby Me Atende	Matheus Fernandes	5193420	https://open.spotify.com/track/1bWBG6IkMnDr3qvCKSvQT7	1bWBG6IkMnDr3qvCKSvQT7
8	Não, Não Vou	Mari Fernandez	4643546	https://open.spotify.com/track/0xBQvhJAm6f7J142ympKOn	0xBQvhJAm6f7J142ympKOn
9	Zero Saudade - Ao Vivo	Os Barões Da Pisadinha	4322038	https://open.spotify.com/track/1oIqP923yBKV45IaXm5s14	1oIqP923yBKV45IaXm5s14
10	Se Joga no Passinho	Brisa Star	4316904	https://open.spotify.com/track/41pFFOnh1glVNIlrWOpBjb	41pFFOnh1glVNIlrWOpBjb
11	Não Nasceu pra Namorar	MC Zaquin	4215631	https://open.spotify.com/track/6pQKUKBpwr6GhfhcFFFozo	6pQKUKBpwr6GhfhcFFFozo
12	Faz Amor Comigo Só Hoje - Ao Vivo	Israel & Rodolffo	4034540	https://open.spotify.com/track/7Kba4OaxQFQ1zlknQUpNqN	7Kba4OaxQFQ1zlknQUpNqN
13	Só Não Divulga	Fernando & Sorocaba	3667921	https://open.spotify.com/track/3HquWF2pZmWYu3WAEP9Heb	3HquWF2pZmWYu3WAEP9Heb
14	Bipolar	Mc Davi	3653840	https://open.spotify.com/track/0qxLQ6opocOGyFnlXqJ53x	0qxLQ6opocOGyFnlXqJ53x
15	Beggin'	Måneskin	3618994	https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e	3Wrjm47oTz2sjIgck11l5e
16	Troca	Jorge & Mateus	3478147	https://open.spotify.com/track/6HV630GY0GT3RN2efFRmbP	6HV630GY0GT3RN2efFRmbP
17	A Cara do Crime (Nós Incomoda)	Mc Poze do Rodo	3440015	https://open.spotify.com/track/0wRn3ggAY1fIupTaVigdza	0wRn3ggAY1fIupTaVigdza
