rank	uri	artist_names	track_name	source	peak_rank	previous_rank	days_on_chart	streams	ID
1	spotify:track:6sPBi0qLI6KM3yXX56NxsA	Tarcísio do Acordeon	Meia Noite (Você tem meu Whatsapp)	Sua Música	1	1	38	855591	6sPBi0qLI6KM3yXX56NxsA
2	spotify:track:2JTir3y1VuJQmexiTCMcTP	Os Barões Da Pisadinha	Recairei - Ao Vivo	Sony Music Entertainment	1	2	242	849738	2JTir3y1VuJQmexiTCMcTP
3	spotify:track:7EWXP47VlXKO3r7mNxuWHw	Wesley Safadão, Os Barões Da Pisadinha	Ele É Ele, Eu Sou Eu	Som Livre	3	4	59	721220	7EWXP47VlXKO3r7mNxuWHw
4	spotify:track:7qmnP8Woc47dLSrMD5MxL1	Petter Ferraz, Menor Nico	Amor ou o Litrão	k+ produçoes	1	6	54	701667	7qmnP8Woc47dLSrMD5MxL1
5	spotify:track:3rRin3LyLY92kpEbkCgwf4	Os Barões Da Pisadinha, Xand Avião	Basta Você Me Ligar - Ao Vivo	Sony Music Entertainment	2	7	206	690320	3rRin3LyLY92kpEbkCgwf4
6	spotify:track:7GLWWrk1YlkPYqJK3ynIA0	Jorge & Mateus	Lance Individual	Som Livre	3	5	59	686381	7GLWWrk1YlkPYqJK3ynIA0
7	spotify:track:0YqTL3nSL36OFdHwHoqCag	Luísa Sonza, Pabllo Vittar, Anitta	MODO TURBO	Universal Music Ltda.	1	3	20	675037	0YqTL3nSL36OFdHwHoqCag
8	spotify:track:5m5aY6S9ttfIG157xli2Rs	Zé Neto & Cristiano	Alô Ambev (Segue Sua Vida) - Ao Vivo	Som Livre	3	8	136	662017	5m5aY6S9ttfIG157xli2Rs
9	spotify:track:15k1TDabqSEmyXOwMq9RM7	Jonas Esticado	Investe Em Mim	Som Livre	1	9	198	646841	15k1TDabqSEmyXOwMq9RM7
10	spotify:track:187Pge0WmJNoS73kaIORSE	Douglas & Vinicius, MC Bruninho	Figurinha - Ao Vivo	Virgin Music Label And Artist Services (S&D)	3	10	178	563323	187Pge0WmJNoS73kaIORSE
11	spotify:track:0WlmiIK5qFQ4dAB4mCA4sI	Os Barões Da Pisadinha, Fernando & Sorocaba	Amor da Despedida	Sony Music Entertainment	9	11	66	553099	0WlmiIK5qFQ4dAB4mCA4sI
12	spotify:track:2R1OgezGfBMeiAcMpJ1EkH	Zé Vaqueiro	Letícia	Sony Music Entertainment	12	13	75	523612	2R1OgezGfBMeiAcMpJ1EkH
13	spotify:track:1nDCZBI8MaHXI2f36dnQyG	Tierry	Rita	Tierry	4	14	115	522634	1nDCZBI8MaHXI2f36dnQyG
14	spotify:track:1X0MaGErD8rcspqQs9s2m0	Zé Felipe	Só Tem Eu	Som Livre	3	12	92	518455	1X0MaGErD8rcspqQs9s2m0
15	spotify:track:1uA7fD01YlQr1Rm0oyNB4H	Guilherme & Benuto	Pulei na Piscina - Ao Vivo	Sony Music Entertainment	13	15	143	492917	1uA7fD01YlQr1Rm0oyNB4H
16	spotify:track:42P3wMiPfXQM93TYZotuPQ	Gusttavo Lima	De Menina pra Mulher - Ao Vivo	Sony Music Entertainment	3	16	115	483678	42P3wMiPfXQM93TYZotuPQ
17	spotify:track:1ere9b9vDw2N3m9d4uiXxa	Diego & Victor Hugo, Bruno & Marrone	Facas - Ao Vivo	Sony Music Entertainment	17	18	87	481423	1ere9b9vDw2N3m9d4uiXxa
18	spotify:track:3dPvQLKl42dMYWV4LWRTLK	Os Barões Da Pisadinha	Tá Rocheda	Sony Music Entertainment	4	21	320	464140	3dPvQLKl42dMYWV4LWRTLK
19	spotify:track:7lJoRyuNJtuiqTcKtuMuIR	MC Hariel	Maçã Verde	GR6 Music	12	17	67	461910	7lJoRyuNJtuiqTcKtuMuIR
20	spotify:track:7J3QMuDCSv56jRSiD9jFBF	Eric Land, Xand Avião	Cidade Inteira	Eric Land	5	19	190	454842	7J3QMuDCSv56jRSiD9jFBF
21	spotify:track:0eoMMLrWtXbLk64baeESkc	Marcos & Belutti, Jorge & Mateus	Tudo Indica (feat. Jorge & Mateus) - Ao Vivo	Sony Music Entertainment	21	22	122	429276	0eoMMLrWtXbLk64baeESkc
22	spotify:track:3vu864xi5Xis9VfOsJpmXu	LUDMILLA	Rainha da Favela	WM Brazil	7	20	60	423352	3vu864xi5Xis9VfOsJpmXu
23	spotify:track:2QCwoYDn4DRfjs4NhW2KpO	João Bosco e Gabriel, Humberto & Ronaldo	Alô Ex-Amor - Ao Vivo	João Bosco e Gabriel	10	24	138	414811	2QCwoYDn4DRfjs4NhW2KpO
24	spotify:track:4zsiMjB0794HztyqUkD3Zi	Dilsinho, Henrique & Juliano	Sogra - Ao Vivo	Sony Music Entertainment	5	25	217	413728	4zsiMjB0794HztyqUkD3Zi
25	spotify:track:6WXglvTFRmjlHHhgjYMNif	MC Hariel, Alok, MC Ryan SP, Mc Davi, Salvador Da Rima	Ilusão (Cracolândia)	GR6 Music	1	23	59	409461	6WXglvTFRmjlHHhgjYMNif
26	spotify:track:4xWzZmX4K1yyrdtRfbUvjt	Niack	Oh Juliana	Niack	1	29	186	394440	4xWzZmX4K1yyrdtRfbUvjt
27	spotify:track:1UF3sCkxXH4OE7ja83GRzj	Gusttavo Lima	Espetinho - Ao Vivo	Sony Music Entertainment	24	28	52	393532	1UF3sCkxXH4OE7ja83GRzj
28	spotify:track:2nZj5YymF54qhAu7RneVP6	Hugo & Guilherme	Coração Na Cama - Ao Vivo	Som Livre	26	26	45	392184	2nZj5YymF54qhAu7RneVP6
29	spotify:track:260n4ECk9j4IEvTAVBYojl	Matheus & Kauan	Nem Doeu - Ao Vivo	Universal Music Ltda.	12	27	227	386374	260n4ECk9j4IEvTAVBYojl
30	spotify:track:6juD9PQwAPvuXYIAE2gjhO	Henrique & Juliano	Volta Por Baixo - Ao Vivo	Virgin Music Label And Artist Services (S&D)	2	31	367	386330	6juD9PQwAPvuXYIAE2gjhO
31	spotify:track:3S2iI46NmKyZsoxs2NByIP	Tarcísio do Acordeon, Vitor Fernandes	Nêga	Sua Música	26	32	88	379665	3S2iI46NmKyZsoxs2NByIP
32	spotify:track:59kRq8rb5uJCrSYYbGCk7o	MC Rogerinho	Só Você	MC Rogerinho	3	30	154	372240	59kRq8rb5uJCrSYYbGCk7o
33	spotify:track:64I6t2tuUGnIlaDIzHJ6YI	Marília Mendonça, Maiara & Maraisa	Quero Você do Jeito Que Quiser	Som Livre	4	33	185	371823	64I6t2tuUGnIlaDIzHJ6YI
34	spotify:track:0QglpM23kl9ldvVdoYNZwF	Kawe, Mc Lele JP	Mds	OQProduções	18	34	15	365648	0QglpM23kl9ldvVdoYNZwF
35	spotify:track:5r9CZJMoMmxio2AnJdxuDS	Grupo Menos É Mais, Di Propósito, Vou Zuar	Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo	Som Livre	19	36	222	359499	5r9CZJMoMmxio2AnJdxuDS
36	spotify:track:5ra6CI0pEzqjxPEZeBz0d7	Hungria Hip Hop	Amor e Fé - Acústico	Hungria Hip Hop	17	35	140	354104	5ra6CI0pEzqjxPEZeBz0d7
37	spotify:track:3KfyRuNdcCGsZb15sqrXDA	Mc Talibã, MC 3L	Um Sabadão Desse Uma Lua Dessa	FW MUSIC	27	37	90	347350	3KfyRuNdcCGsZb15sqrXDA
38	spotify:track:4KLvGldnzUZU4xdELyWBom	Zé Neto & Cristiano	Barzinho Aleatório - Ao Vivo	Som Livre	7	38	402	345965	4KLvGldnzUZU4xdELyWBom
39	spotify:track:3056x1XkmICnQmji68rrft	Murilo Huff, Henrique & Juliano	Desejando Eu (Ao Vivo)	Artinvox	21	39	234	339441	3056x1XkmICnQmji68rrft
40	spotify:track:12v6LfkX9YIR3uLefIAAYZ	Mc Jacaré	Comprei um Lança	Mc Jacare / Los Pantchos	5	41	202	322500	12v6LfkX9YIR3uLefIAAYZ
41	spotify:track:5gTgQBtNP08fUijxpEgmzF	Matheus & Kauan	É Problema	Universal Music Ltda.	40	40	59	320452	5gTgQBtNP08fUijxpEgmzF
42	spotify:track:1GWUiFYLYEapxYHnASyOud	Wesley Safadão	Não Valeu	Som Livre	23	44	241	319394	1GWUiFYLYEapxYHnASyOud
43	spotify:track:3tkEf7vw4zDBFAQxY1vdcv	Anderson & Vei da Pisadinha	Elas Gostam de Gasolina - Ao Vivo	CmdShft	37	43	47	313747	3tkEf7vw4zDBFAQxY1vdcv
44	spotify:track:6F7tttrdq7aUdxXVeo0nKp	Simone & Simaria	Foi Pá Pum	Universal Music Ltda.	41	45	45	311550	6F7tttrdq7aUdxXVeo0nKp
45	spotify:track:2pBEAodCImE4LgbKAG4bfz	Bruno & Marrone, Wesley Safadão	Último Beijo	Worldshow Promoções e Eventos	45	48	35	307714	2pBEAodCImE4LgbKAG4bfz
46	spotify:track:1JHvLQWHUoYuapwQikeDuD	Jonas Esticado, Gusttavo Lima	Ele Não Tem	Som Livre	39	46	69	303547	1JHvLQWHUoYuapwQikeDuD
47	spotify:track:1x0Uv7gDZfx6jhb4IN4DIx	Gusttavo Lima	Balada do Buteco - Ao Vivo	Sony Music Entertainment	42	42	3	295626	1x0Uv7gDZfx6jhb4IN4DIx
48	spotify:track:1sTVKLLFDfAfowsG4bRBN4	MC Teteu, MC Ks, Dj Serpinha	Faz a Pose	realdreamsgravadoraeeditora	47	47	56	291562	1sTVKLLFDfAfowsG4bRBN4
49	spotify:track:5TU6HG6Ltm7ZYr3r5dZjsA	Zé Vaqueiro	Eu Tenho Medo	Sony Music Entertainment	49	51	79	258104	5TU6HG6Ltm7ZYr3r5dZjsA
50	spotify:track:0VjIjW4GlUZAMYd2vXMi3b	The Weeknd	Blinding Lights	Republic Records	17	49	380	252294	0VjIjW4GlUZAMYd2vXMi3b
51	spotify:track:3Xuo5utyzk86BwlUHdTR2O	Henrique & Juliano	Briga Feia - Ao Vivo	Virgin Music Label And Artist Services (S&D)	19	52	395	246849	3Xuo5utyzk86BwlUHdTR2O
52	spotify:track:7e1VoRlNumuEkXlITMHKLE	Anitta, Myke Towers, Cardi B	Me Gusta (with Cardi B & Myke Towers)	Warner Records	1	50	115	246700	7e1VoRlNumuEkXlITMHKLE
53	spotify:track:54OqGd3dmug64db0ZtOtF4	Japinha Conde	Romance Desapegado	Conde do Forró	39	53	124	241165	54OqGd3dmug64db0ZtOtF4
54	spotify:track:08Sd5vVcIH3uKeAiaJdoYj	Lauana Prado	Viva Voz - Ao Vivo Em São Paulo / 2019	Universal Music Ltda.	15	55	311	240435	08Sd5vVcIH3uKeAiaJdoYj
55	spotify:track:07c9lzwx1IIm101PnB4BZu	MC Levin, Caverinha	É Só Botada	Master Gold	55	56	61	234212	07c9lzwx1IIm101PnB4BZu
57	spotify:track:4DngRKOpRPrkbzImUB0zgh	Matheus & Kauan	Litrão - Ao Vivo Em Recife / 2020	Universal Music Ltda.	2	59	346	231307	4DngRKOpRPrkbzImUB0zgh
58	spotify:track:2enk2whIgJyoe0O9HRQZJV	Avine Vinny, Jorge	Seu Beijo Joga Sujo	Sony Music Entertainment	56	60	80	228950	2enk2whIgJyoe0O9HRQZJV
59	spotify:track:2BRGOqLBHFJclDM6PB2dnd	Marília Mendonça	Deprê	Som Livre	51	58	38	227536	2BRGOqLBHFJclDM6PB2dnd
60	spotify:track:3J5Pu25BODMex4Jpy4l6FL	Luíza & Maurílio, Zé Neto & Cristiano	S de Saudade	Som Livre	6	62	437	221854	3J5Pu25BODMex4Jpy4l6FL
61	spotify:track:28atBekPVlTdnU4M9Z7udd	Dilsinho, Luísa Sonza, Malibu	Não Vai Embora	Malibu Studios	23	57	248	221218	28atBekPVlTdnU4M9Z7udd
62	spotify:track:0RaIjuKU5hudMteEXwr4RS	Jorge & Mateus	Ranking	Som Livre	4	61	311	218501	0RaIjuKU5hudMteEXwr4RS
63	spotify:track:5NeBu4oKweDXIjhvYqtbLo	Tierry, Marília Mendonça	Hackearam-Me	WorkShow	59	64	57	213365	5NeBu4oKweDXIjhvYqtbLo
64	spotify:track:4Y0gR2tYML083T6b2vhJrn	Henrique & Juliano	Liberdade Provisória - Live - Ibirapuera / 2019	Virgin Music Label And Artist Services (S&D)	1	65	402	211232	4Y0gR2tYML083T6b2vhJrn
65	spotify:track:0in6Rc29qdyOkhKyYw4A84	Di Propósito	Manda Áudio	Sony Music Entertainment	45	66	203	206708	0in6Rc29qdyOkhKyYw4A84
66	spotify:track:7CDdyDigw7e3zFr3k7uKMY	Luíza & Maurílio	Pode Sumir	Som Livre	46	67	227	206254	7CDdyDigw7e3zFr3k7uKMY
67	spotify:track:1WTJdd2atKxhUrbvUHjNDt	João Bosco & Vinicius, Matheus	Segunda Taça - Ao Vivo	João Bosco & Vinicius	19	72	325	204630	1WTJdd2atKxhUrbvUHjNDt
68	spotify:track:79Uf0vVa7HwWKSgdpTwtRm	Leo Santana, Luísa Sonza	Século 21	Universal Music Ltda.	26	63	87	202056	79Uf0vVa7HwWKSgdpTwtRm
69	spotify:track:3sGcETRMuAgcPgjDpIkgMn	Matuê	777-666	Sony Music Entertainment	3	71	122	198346	3sGcETRMuAgcPgjDpIkgMn
70	spotify:track:5GAdMAL3tRJkVN1HtwohK2	Mc Don Juan, Maiara & Maraisa	Vai Ter Que Aguentar	GR6 Music	6	68	224	197264	5GAdMAL3tRJkVN1HtwohK2
71	spotify:track:4dkMmfrNEIUMjoEIFHA2yy	Israell Muniz	Eu Vou Tirar Você Do Cabaré	Universal Music Ltda.	71	77	40	193642	4dkMmfrNEIUMjoEIFHA2yy
72	spotify:track:4zGtfOglDBfVUypabBwIjQ	Mc Zaac, Anitta, Tyga	Desce Pro Play (PA PA PA)	Universal Music Ltda.	1	73	199	193120	4zGtfOglDBfVUypabBwIjQ
73	spotify:track:2InUVOBY515umeuwdQtsQ4	Zé Neto & Cristiano	Esses Vícios	Som Livre	56	76	52	192961	2InUVOBY515umeuwdQtsQ4
74	spotify:track:7benotyTvLY2vUsDKtxbiA	Gusttavo Lima	Café e Amor - Ao Vivo	Sony Music Entertainment	6	75	94	192938	7benotyTvLY2vUsDKtxbiA
75	spotify:track:5LpLYzpV0HWKI2DlPmNywg	Wesley Safadão, Zé Neto & Cristiano	Despedida - Ao Vivo	Som Livre	15	78	283	190279	5LpLYzpV0HWKI2DlPmNywg
76	spotify:track:1wowgtxmcxyIDGkQ8S28gL	PEDRO SAMPAIO, Luan Otten	LARISSA	WM Brazil	37	69	31	188340	1wowgtxmcxyIDGkQ8S28gL
77	spotify:track:1PIiIVeacU0Fj7Rm9lFlsx	Teto	Paypal	Sony Music Entertainment	58	82	20	186326	1PIiIVeacU0Fj7Rm9lFlsx
78	spotify:track:5XyDFMwY1NTIlkbzcfVyl3	O Boy da Seresta, Menor Nico	Nega Chegando	DL studio	78	81	16	185453	5XyDFMwY1NTIlkbzcfVyl3
79	spotify:track:35mvY5S1H3J2QZyna3TFe0	Ariana Grande	positions	Republic Records	6	70	80	184880	35mvY5S1H3J2QZyna3TFe0
80	spotify:track:3tv697PZNnaQN0Mn2zGhS5	Gusttavo Lima	A Gente Fez Amor - Ao Vivo	Sony Music Entertainment	1	80	402	183917	3tv697PZNnaQN0Mn2zGhS5
81	spotify:track:6UelLqGlWMcVH1E5c4H7lY	Harry Styles	Watermelon Sugar	Columbia	16	74	334	181498	6UelLqGlWMcVH1E5c4H7lY
82	spotify:track:2fmeSswdyVq4wcqhY41UHk	Pineapple StormTv, L7NNON, Chris MC, Xamã, Lourena, Cesar Mc, Djonga, Filipe Ret, Salve Malak, Hunter	Poesia Acústica #9: Melhor Forma	Pineapple StormTV	2	79	184	179461	2fmeSswdyVq4wcqhY41UHk
83	spotify:track:0N2cvvlyEw5NFc00E3FB0D	Dj Guuga, Mc Pierre	Cabaré	GR6 Music	79	84	213	173455	0N2cvvlyEw5NFc00E3FB0D
84	spotify:track:4pwFy4YPNGMxK2P2FfQfvt	Pineapple StormTv, MC Cabelinho, Orochi, JayA Luuck, Pk, Black, Delacruz, BK, LUDMILLA, Salve Malak, Hunter	Poesia Acústica 10: Recomeçar	Pineapple StormTV	11	83	45	168998	4pwFy4YPNGMxK2P2FfQfvt
85	spotify:track:7lPN2DXiMsVn7XUKtOW1CS	Olivia Rodrigo	drivers license	Olivia Rodrigo PS	85	-1	1	167768	7lPN2DXiMsVn7XUKtOW1CS
86	spotify:track:0SJtvFn4vqgJPscSbEPaql	Maiara & Maraisa, Dilsinho	Libera Ela - Ao Vivo	Som Livre	16	94	269	156897	0SJtvFn4vqgJPscSbEPaql
87	spotify:track:3tc8Z4lGzOIwmIVftsxO6o	Marília Mendonça	Graveto - Ao Vivo	Som Livre	3	90	367	156656	3tc8Z4lGzOIwmIVftsxO6o
88	spotify:track:01mKvmXQLhr3MEoiAEAcP2	Rennan da Penha, MC 2jhow	Talarica	Sony Music Entertainment	27	97	171	156322	01mKvmXQLhr3MEoiAEAcP2
89	spotify:track:2ylAocQwOgzelMbW9KJL56	Zé Vaqueiro	Meia Noite	Sony Music Entertainment	87	96	43	156156	2ylAocQwOgzelMbW9KJL56
90	spotify:track:0hDphSo7vI7gCjEPpD6gu0	GIULIA BE	se essa vida fosse um filme	WM Brazil	12	86	182	153354	0hDphSo7vI7gCjEPpD6gu0
91	spotify:track:4fB85IhVASxXMWgoke5WVJ	Alok	Alive (It Feels Like)	CONTROVERSIA	76	88	57	151825	4fB85IhVASxXMWgoke5WVJ
92	spotify:track:0GTPmh5G40joBg93vcSQNq	Alok, Ilkay Sencan, Tove Lo	Don't Say Goodbye (feat. Tove Lo)	Columbia/B1 Recordings	69	87	101	151423	0GTPmh5G40joBg93vcSQNq
93	spotify:track:3oe0vGmQxem3DcarYMuzu1	Felipe Araújo	Mentira - Ao Vivo	Universal Music Ltda.	11	98	405	151159	3oe0vGmQxem3DcarYMuzu1
94	spotify:track:7pDcS0EVMJR0YwjXmHcCRg	Luísa Sonza, Mc Zaac	TOMA	Universal Music Ltda.	9	92	164	150814	7pDcS0EVMJR0YwjXmHcCRg
95	spotify:track:5oI9blwsXC8AkTWw6wASY8	Matuê	Máquina do Tempo	Sony Music Entertainment	1	95	122	150789	5oI9blwsXC8AkTWw6wASY8
96	spotify:track:2VFTgZwiAdrADSLrUNHWt9	Pabllo Vittar, POCAH	Bandida	Sony Music Entertainment	15	89	45	150769	2VFTgZwiAdrADSLrUNHWt9
97	spotify:track:3PfIrDoz19wz7qK7tYeu62	Dua Lipa	Don't Start Now	Warner Records	1	85	437	150634	3PfIrDoz19wz7qK7tYeu62
98	spotify:track:5It3UpCRrZM6SJTL8dIQOV	Renno, Tarcísio do Acordeon	A Pior Parte	Sua Música	98	99	33	148596	5It3UpCRrZM6SJTL8dIQOV
99	spotify:track:1wsL4Lgoo27ETnLt6svbnT	Mc Jacaré	Senta no Fazendeiro	Mc Jacare / Los Pantchos	99	106	49	147770	1wsL4Lgoo27ETnLt6svbnT
100	spotify:track:73uParILjIm5rcP0C2bpMF	BIN, Mainstreet, Mãolee	Marília Mendonça	Mainstreet Records	46	100	158	146455	73uParILjIm5rcP0C2bpMF
101	spotify:track:0vjQN0F7VjLSiw49em2hq1	Gusttavo Lima, Bruno & Denner	Vingadora - Ao Vivo	Sony Music Entertainment	59	93	31	145653	0vjQN0F7VjLSiw49em2hq1
102	spotify:track:2MOq63fxuFLYQM3CsDcFs1	GIULIA BE	menina solta	WM Brazil	10	91	461	143026	2MOq63fxuFLYQM3CsDcFs1
103	spotify:track:6XclJjdGPjNuB2Dl4yU0H3	Os Barões Da Pisadinha, Xand Avião	Renatinha (Ao Vivo)	Sony Music Entertainment	74	117	21	142900	6XclJjdGPjNuB2Dl4yU0H3
104	spotify:track:767WBxhrD8kRfJ4cYZQO9G	Wesley Safadão	Confidencial	Som Livre	80	111	73	142482	767WBxhrD8kRfJ4cYZQO9G
105	spotify:track:16uUeKOV7m51Vlx9oUIEvE	MC WM, Niack, MC's Jhowzinho & Kadinho	Separei	WM Brazil	93	103	59	141800	16uUeKOV7m51Vlx9oUIEvE
106	spotify:track:1fWITNjgwmKEonjikQUaa1	MC Kevinho	Avançada	WM Brazil	67	104	152	141139	1fWITNjgwmKEonjikQUaa1
107	spotify:track:6jcGoHrqfRW6fI2I6xtwBQ	MC Marks	Deus é por nós	WM Brazil	12	107	210	140580	6jcGoHrqfRW6fI2I6xtwBQ
108	spotify:track:6Teco2qa7OBfa7mjaMYSbO	Os Barões Da Pisadinha, Thiago Brava	Casa de Praia - Ao Vivo	Sony Music Entertainment	45	120	134	140577	6Teco2qa7OBfa7mjaMYSbO
109	spotify:track:6rfNbeEGCh8M5AAj879g0r	Grupo Menos É Mais	Adorei	Som Livre	109	109	32	140533	6rfNbeEGCh8M5AAj879g0r
110	spotify:track:2PWjKmjyTZeDpmOUa3a5da	Jorge & Mateus	Cheirosa - Ao Vivo	Som Livre	3	110	458	140219	2PWjKmjyTZeDpmOUa3a5da
111	spotify:track:4vDC52DnSqAjec5Vh5yJEb	DJ Matt D, Mc Lipi, MC Lemos, Menor MC, MC Vinny, MC Julio D.E R., MC Leozinho ZS, Makalo	Homenagem aos Relíquias (feat. Menor MC, MC Vinny, MC Julio D.E R., MC Leozinho ZS & Makalo)	Satélite Funk	51	105	137	139679	4vDC52DnSqAjec5Vh5yJEb
112	spotify:track:2WlZuBDgLfT7Kc0admhFdg	Luísa Sonza	BRABA	Universal Music Ltda.	1	102	299	137285	2WlZuBDgLfT7Kc0admhFdg
113	spotify:track:48CAeajgzcGJaVUSsXd7h0	Guilherme & Benuto, Israel & Rodolffo	Declaração pro Bar - Ao Vivo	Sony Music Entertainment	43	114	330	137123	48CAeajgzcGJaVUSsXd7h0
114	spotify:track:1T3hcBQRwacjWLuJJFt8co	Xand Avião, Os Barões Da Pisadinha	Ela Aperta a Minha Mente	Som Livre	114	128	18	136864	1T3hcBQRwacjWLuJJFt8co
115	spotify:track:1O74aTse7W5hd2rAvnEVaW	Jeff Costa, Mc Danny	Xerecard	Love Funk & Adm Mídias Brasil	115	137	3	136568	1O74aTse7W5hd2rAvnEVaW
116	spotify:track:5yaXBGNko8lmFSOvKWo99j	Matheus & Kauan	Então Toma - Ao Vivo	Universal Music Ltda.	34	112	276	136475	5yaXBGNko8lmFSOvKWo99j
117	spotify:track:62tcTmWpOcqFfZNWrheU1T	MC Mari, MC WS	Senta Concentrada (feat. MC WS)	Essa é Hit	89	124	79	136439	62tcTmWpOcqFfZNWrheU1T
118	spotify:track:4WcskbAX3wImaennFI79Ll	Mila, Petter Ferraz, Menor Nico	Amor ou o Litrão - Brega Funk	KondZilla	117	118	10	136079	4WcskbAX3wImaennFI79Ll
