,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:7EWXP47VlXKO3r7mNxuWHw,"Wesley Safadão, Os Barões Da Pisadinha","Ele É Ele, Eu Sou Eu",Som Livre,1,1,101,986056,7EWXP47VlXKO3r7mNxuWHw,-0.3331,0.023,0.958,0.019
1,2,spotify:track:27X3qzgB0Show6qfw5wNOK,"DJ Ivis, Tarcísio do Acordeon",Esquema Preferido (feat. Tarcísio do Acordeon),Sony Music Entertainment,1,2,46,940873,27X3qzgB0Show6qfw5wNOK,-0.7622,0.022,0.978,0.0
2,3,spotify:track:58pgi1RpcU2fVJsxhm7BIr,Raí Saia Rodada,Tapão Na Raba,Som Livre,3,3,25,907816,58pgi1RpcU2fVJsxhm7BIr,-0.6808,0.072,0.896,0.033
3,4,spotify:track:1ere9b9vDw2N3m9d4uiXxa,"Diego & Victor Hugo, Bruno & Marrone",Facas - Ao Vivo,Sony Music Entertainment,3,4,129,859303,1ere9b9vDw2N3m9d4uiXxa,0.0,0.0,1.0,0.0
4,5,spotify:track:2nZj5YymF54qhAu7RneVP6,Hugo & Guilherme,Coração Na Cama - Ao Vivo,Som Livre,5,5,87,744174,2nZj5YymF54qhAu7RneVP6,0.0,0.0,1.0,0.0
5,6,spotify:track:6sPBi0qLI6KM3yXX56NxsA,Tarcísio do Acordeon,Meia Noite (Você tem meu Whatsapp),Sua Música,1,6,80,742490,6sPBi0qLI6KM3yXX56NxsA,0.9769,0.02,0.896,0.084
6,7,spotify:track:5m5aY6S9ttfIG157xli2Rs,Zé Neto & Cristiano,Alô Ambev (Segue Sua Vida) - Ao Vivo,Som Livre,3,7,178,734801,5m5aY6S9ttfIG157xli2Rs,0.0,0.0,1.0,0.0
7,8,spotify:track:2JTir3y1VuJQmexiTCMcTP,Os Barões Da Pisadinha,Recairei - Ao Vivo,Sony Music Entertainment,1,9,284,680580,2JTir3y1VuJQmexiTCMcTP,0.8555,0.0,0.898,0.102
8,9,spotify:track:7GLWWrk1YlkPYqJK3ynIA0,Jorge & Mateus,Lance Individual,Som Livre,3,8,101,662230,7GLWWrk1YlkPYqJK3ynIA0,-0.9034,0.047,0.953,0.0
9,10,spotify:track:3rRin3LyLY92kpEbkCgwf4,"Os Barões Da Pisadinha, Xand Avião",Basta Você Me Ligar - Ao Vivo,Sony Music Entertainment,2,10,248,651547,3rRin3LyLY92kpEbkCgwf4,0.0,0.0,1.0,0.0
10,11,spotify:track:1O74aTse7W5hd2rAvnEVaW,"Jeff Costa, Mc Danny",Xerecard,Love Funk & Adm Mídias Brasil,9,12,45,602475,1O74aTse7W5hd2rAvnEVaW,-0.9655,0.05,0.95,0.0
11,12,spotify:track:0WlmiIK5qFQ4dAB4mCA4sI,"Os Barões Da Pisadinha, Fernando & Sorocaba",Amor da Despedida,Sony Music Entertainment,9,13,108,583558,0WlmiIK5qFQ4dAB4mCA4sI,0.9971,0.0,0.783,0.217
12,13,spotify:track:0QglpM23kl9ldvVdoYNZwF,"Kawe, Mc Lele JP",Mds,OQProduções,1,11,57,573899,0QglpM23kl9ldvVdoYNZwF,-0.5848,0.022,0.966,0.012
13,14,spotify:track:1uA7fD01YlQr1Rm0oyNB4H,Guilherme & Benuto,Pulei na Piscina - Ao Vivo,Sony Music Entertainment,13,15,185,543660,1uA7fD01YlQr1Rm0oyNB4H,0.8516,0.0,0.97,0.03
14,15,spotify:track:07AQkmp456NpEnT8HR7WLy,"Teto, Matuê",M4,30PRAUM,5,14,73,522648,07AQkmp456NpEnT8HR7WLy,0.5908,0.058,0.889,0.053
15,16,spotify:track:2pBEAodCImE4LgbKAG4bfz,"Bruno & Marrone, Wesley Safadão",Último Beijo,Worldshow Promoções e Eventos,16,16,77,469573,2pBEAodCImE4LgbKAG4bfz,0.9517,0.0,0.941,0.059
16,17,spotify:track:15k1TDabqSEmyXOwMq9RM7,Jonas Esticado,Investe Em Mim,Som Livre,1,19,240,462629,15k1TDabqSEmyXOwMq9RM7,0.0,0.0,1.0,0.0
