,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:27X3qzgB0Show6qfw5wNOK,"DJ Ivis, Tarcísio do Acordeon",Esquema Preferido (feat. Tarcísio do Acordeon),Sony Music Entertainment,1,1,29,840139,27X3qzgB0Show6qfw5wNOK,-0.7622,0.022,0.978,0.0
1,2,spotify:track:7EWXP47VlXKO3r7mNxuWHw,"Wesley Safadão, Os Barões Da Pisadinha","Ele É Ele, Eu Sou Eu",Som Livre,1,2,84,749274,7EWXP47VlXKO3r7mNxuWHw,-0.3331,0.023,0.958,0.019
2,3,spotify:track:0QglpM23kl9ldvVdoYNZwF,"Kawe, Mc Lele JP",Mds,OQProduções,1,3,40,715153,0QglpM23kl9ldvVdoYNZwF,-0.5848,0.022,0.966,0.012
3,4,spotify:track:1ere9b9vDw2N3m9d4uiXxa,"Diego & Victor Hugo, Bruno & Marrone",Facas - Ao Vivo,Sony Music Entertainment,4,5,112,671328,1ere9b9vDw2N3m9d4uiXxa,0.0,0.0,1.0,0.0
4,5,spotify:track:6sPBi0qLI6KM3yXX56NxsA,Tarcísio do Acordeon,Meia Noite (Você tem meu Whatsapp),Sua Música,1,4,63,662374,6sPBi0qLI6KM3yXX56NxsA,0.9769,0.02,0.896,0.084
5,6,spotify:track:07AQkmp456NpEnT8HR7WLy,"Teto, Matuê",M4,30PRAUM,5,6,56,569377,07AQkmp456NpEnT8HR7WLy,0.5908,0.058,0.889,0.053
6,7,spotify:track:7GLWWrk1YlkPYqJK3ynIA0,Jorge & Mateus,Lance Individual,Som Livre,3,7,84,565439,7GLWWrk1YlkPYqJK3ynIA0,-0.9034,0.047,0.953,0.0
7,8,spotify:track:5m5aY6S9ttfIG157xli2Rs,Zé Neto & Cristiano,Alô Ambev (Segue Sua Vida) - Ao Vivo,Som Livre,3,8,161,561549,5m5aY6S9ttfIG157xli2Rs,0.0,0.0,1.0,0.0
8,9,spotify:track:0YqTL3nSL36OFdHwHoqCag,"Luísa Sonza, Pabllo Vittar, Anitta",MODO TURBO,Universal Music Ltda.,1,9,45,530190,0YqTL3nSL36OFdHwHoqCag,-0.9796,0.114,0.849,0.037
9,10,spotify:track:2nZj5YymF54qhAu7RneVP6,Hugo & Guilherme,Coração Na Cama - Ao Vivo,Som Livre,9,10,70,517951,2nZj5YymF54qhAu7RneVP6,0.0,0.0,1.0,0.0
10,11,spotify:track:2JTir3y1VuJQmexiTCMcTP,Os Barões Da Pisadinha,Recairei - Ao Vivo,Sony Music Entertainment,1,11,267,485493,2JTir3y1VuJQmexiTCMcTP,0.8555,0.0,0.898,0.102
11,12,spotify:track:1O74aTse7W5hd2rAvnEVaW,"Jeff Costa, Mc Danny",Xerecard,Love Funk & Adm Mídias Brasil,12,12,28,459776,1O74aTse7W5hd2rAvnEVaW,-0.9655,0.05,0.95,0.0
12,13,spotify:track:7lJoRyuNJtuiqTcKtuMuIR,MC Hariel,Maçã Verde,GR6 Music,9,13,92,430169,7lJoRyuNJtuiqTcKtuMuIR,0.0,0.0,1.0,0.0
13,14,spotify:track:7qmnP8Woc47dLSrMD5MxL1,"Petter Ferraz, Menor Nico",Amor ou o Litrão,k+ produçoes,1,14,79,403932,7qmnP8Woc47dLSrMD5MxL1,0.0,0.0,1.0,0.0
14,15,spotify:track:3rRin3LyLY92kpEbkCgwf4,"Os Barões Da Pisadinha, Xand Avião",Basta Você Me Ligar - Ao Vivo,Sony Music Entertainment,2,15,231,402266,3rRin3LyLY92kpEbkCgwf4,0.0,0.0,1.0,0.0
15,16,spotify:track:15k1TDabqSEmyXOwMq9RM7,Jonas Esticado,Investe Em Mim,Som Livre,1,16,223,375573,15k1TDabqSEmyXOwMq9RM7,0.0,0.0,1.0,0.0
16,17,spotify:track:1uA7fD01YlQr1Rm0oyNB4H,Guilherme & Benuto,Pulei na Piscina - Ao Vivo,Sony Music Entertainment,13,18,168,373266,1uA7fD01YlQr1Rm0oyNB4H,0.8516,0.0,0.97,0.03
17,18,spotify:track:0WlmiIK5qFQ4dAB4mCA4sI,"Os Barões Da Pisadinha, Fernando & Sorocaba",Amor da Despedida,Sony Music Entertainment,9,17,91,369560,0WlmiIK5qFQ4dAB4mCA4sI,0.9971,0.0,0.783,0.217
18,19,spotify:track:6WXglvTFRmjlHHhgjYMNif,"MC Hariel, Alok, MC Ryan SP, Mc Davi, Salvador Da Rima",Ilusão (Cracolândia),GR6 Music,1,19,84,334151,6WXglvTFRmjlHHhgjYMNif,-0.9749,0.032,0.968,0.0
19,20,spotify:track:187Pge0WmJNoS73kaIORSE,"Douglas & Vinicius, MC Bruninho",Figurinha - Ao Vivo,Virgin Music Label And Artist Services (S&D),3,20,203,332445,187Pge0WmJNoS73kaIORSE,-0.5267,0.038,0.962,0.0
20,21,spotify:track:0eoMMLrWtXbLk64baeESkc,"Marcos & Belutti, Jorge & Mateus",Tudo Indica (feat. Jorge & Mateus) - Ao Vivo,Sony Music Entertainment,21,21,147,323426,0eoMMLrWtXbLk64baeESkc,0.6808,0.013,0.962,0.025
21,22,spotify:track:1Cqg0nJOZRyvltkof8tjqA,Simone & Simaria,Foi Pá Pum,"UMG Recordings, Inc.",22,23,70,319684,1Cqg0nJOZRyvltkof8tjqA,0.9537,0.021,0.913,0.066
22,23,spotify:track:2pBEAodCImE4LgbKAG4bfz,"Bruno & Marrone, Wesley Safadão",Último Beijo,Worldshow Promoções e Eventos,23,29,60,312393,2pBEAodCImE4LgbKAG4bfz,0.9517,0.0,0.941,0.059
23,24,spotify:track:7lPN2DXiMsVn7XUKtOW1CS,Olivia Rodrigo,drivers license,Olivia Rodrigo PS,15,22,26,308601,7lPN2DXiMsVn7XUKtOW1CS,0.6398,0.114,0.772,0.114
24,25,spotify:track:1UF3sCkxXH4OE7ja83GRzj,Gusttavo Lima,Espetinho - Ao Vivo,Sony Music Entertainment,20,27,77,307534,1UF3sCkxXH4OE7ja83GRzj,0.9804,0.0,0.898,0.102
25,26,spotify:track:3vu864xi5Xis9VfOsJpmXu,LUDMILLA,Rainha da Favela,WM Brazil,7,24,85,305356,3vu864xi5Xis9VfOsJpmXu,-0.9966,0.217,0.783,0.0
26,27,spotify:track:07c9lzwx1IIm101PnB4BZu,"MC Levin, Caverinha",É Só Botada,Master Gold,23,25,86,302679,07c9lzwx1IIm101PnB4BZu,-0.8299,0.019,0.981,0.0
27,28,spotify:track:5ra6CI0pEzqjxPEZeBz0d7,Hungria Hip Hop,Amor e Fé - Acústico,Hungria Hip Hop,17,26,165,295207,5ra6CI0pEzqjxPEZeBz0d7,0.9895,0.008,0.923,0.069
28,29,spotify:track:7J3QMuDCSv56jRSiD9jFBF,"Eric Land, Xand Avião",Cidade Inteira,Eric Land,5,31,215,289185,7J3QMuDCSv56jRSiD9jFBF,0.9943,0.0,0.84,0.16
29,30,spotify:track:1X0MaGErD8rcspqQs9s2m0,Zé Felipe,Só Tem Eu,Som Livre,3,28,117,288432,1X0MaGErD8rcspqQs9s2m0,0.9932,0.009,0.801,0.19
30,31,spotify:track:2R1OgezGfBMeiAcMpJ1EkH,Zé Vaqueiro,Letícia,Sony Music Entertainment,12,30,100,286725,2R1OgezGfBMeiAcMpJ1EkH,0.7777,0.016,0.948,0.036
31,32,spotify:track:2QCwoYDn4DRfjs4NhW2KpO,"João Bosco e Gabriel, Humberto & Ronaldo",Alô Ex-Amor - Ao Vivo,João Bosco e Gabriel,10,32,163,284633,2QCwoYDn4DRfjs4NhW2KpO,0.0,0.0,1.0,0.0
32,33,spotify:track:4zsiMjB0794HztyqUkD3Zi,"Dilsinho, Henrique & Juliano",Sogra - Ao Vivo,Sony Music Entertainment,5,33,242,276073,4zsiMjB0794HztyqUkD3Zi,0.0,0.0,1.0,0.0
