rank	uri	artist_names	track_name	source	peak_rank	previous_rank	days_on_chart	streams	ID
1	spotify:track:7EWXP47VlXKO3r7mNxuWHw	Wesley Safadão, Os Barões Da Pisadinha	Ele É Ele, Eu Sou Eu	Som Livre	1	2	65	984442	7EWXP47VlXKO3r7mNxuWHw
2	spotify:track:6sPBi0qLI6KM3yXX56NxsA	Tarcísio do Acordeon	Meia Noite (Você tem meu Whatsapp)	Sua Música	1	1	44	976811	6sPBi0qLI6KM3yXX56NxsA
3	spotify:track:2JTir3y1VuJQmexiTCMcTP	Os Barões Da Pisadinha	Recairei - Ao Vivo	Sony Music Entertainment	1	4	248	863512	2JTir3y1VuJQmexiTCMcTP
4	spotify:track:7GLWWrk1YlkPYqJK3ynIA0	Jorge & Mateus	Lance Individual	Som Livre	3	5	65	774372	7GLWWrk1YlkPYqJK3ynIA0
5	spotify:track:0YqTL3nSL36OFdHwHoqCag	Luísa Sonza, Pabllo Vittar, Anitta	MODO TURBO	Universal Music Ltda.	1	3	26	754742	0YqTL3nSL36OFdHwHoqCag
6	spotify:track:5m5aY6S9ttfIG157xli2Rs	Zé Neto & Cristiano	Alô Ambev (Segue Sua Vida) - Ao Vivo	Som Livre	3	7	142	744773	5m5aY6S9ttfIG157xli2Rs
7	spotify:track:7qmnP8Woc47dLSrMD5MxL1	Petter Ferraz, Menor Nico	Amor ou o Litrão	k+ produçoes	1	8	60	713177	7qmnP8Woc47dLSrMD5MxL1
8	spotify:track:15k1TDabqSEmyXOwMq9RM7	Jonas Esticado	Investe Em Mim	Som Livre	1	9	204	692556	15k1TDabqSEmyXOwMq9RM7
9	spotify:track:3rRin3LyLY92kpEbkCgwf4	Os Barões Da Pisadinha, Xand Avião	Basta Você Me Ligar - Ao Vivo	Sony Music Entertainment	2	10	212	677071	3rRin3LyLY92kpEbkCgwf4
10	spotify:track:0QglpM23kl9ldvVdoYNZwF	Kawe, Mc Lele JP	Mds	OQProduções	6	6	21	658840	0QglpM23kl9ldvVdoYNZwF
11	spotify:track:187Pge0WmJNoS73kaIORSE	Douglas & Vinicius, MC Bruninho	Figurinha - Ao Vivo	Virgin Music Label And Artist Services (S&D)	3	12	184	598157	187Pge0WmJNoS73kaIORSE
12	spotify:track:0WlmiIK5qFQ4dAB4mCA4sI	Os Barões Da Pisadinha, Fernando & Sorocaba	Amor da Despedida	Sony Music Entertainment	9	15	72	580106	0WlmiIK5qFQ4dAB4mCA4sI
13	spotify:track:7lJoRyuNJtuiqTcKtuMuIR	MC Hariel	Maçã Verde	GR6 Music	11	11	73	566409	7lJoRyuNJtuiqTcKtuMuIR
14	spotify:track:1ere9b9vDw2N3m9d4uiXxa	Diego & Victor Hugo, Bruno & Marrone	Facas - Ao Vivo	Sony Music Entertainment	13	13	93	561400	1ere9b9vDw2N3m9d4uiXxa
15	spotify:track:2R1OgezGfBMeiAcMpJ1EkH	Zé Vaqueiro	Letícia	Sony Music Entertainment	12	16	81	549467	2R1OgezGfBMeiAcMpJ1EkH
16	spotify:track:42P3wMiPfXQM93TYZotuPQ	Gusttavo Lima	De Menina pra Mulher - Ao Vivo	Sony Music Entertainment	3	20	121	506773	42P3wMiPfXQM93TYZotuPQ
17	spotify:track:1uA7fD01YlQr1Rm0oyNB4H	Guilherme & Benuto	Pulei na Piscina - Ao Vivo	Sony Music Entertainment	13	18	149	506438	1uA7fD01YlQr1Rm0oyNB4H
18	spotify:track:1X0MaGErD8rcspqQs9s2m0	Zé Felipe	Só Tem Eu	Som Livre	3	17	98	503993	1X0MaGErD8rcspqQs9s2m0
19	spotify:track:1nDCZBI8MaHXI2f36dnQyG	Tierry	Rita	Tierry	4	24	121	489999	1nDCZBI8MaHXI2f36dnQyG
20	spotify:track:6WXglvTFRmjlHHhgjYMNif	MC Hariel, Alok, MC Ryan SP, Mc Davi, Salvador Da Rima	Ilusão (Cracolândia)	GR6 Music	1	14	65	484808	6WXglvTFRmjlHHhgjYMNif
21	spotify:track:2nZj5YymF54qhAu7RneVP6	Hugo & Guilherme	Coração Na Cama - Ao Vivo	Som Livre	21	21	51	463325	2nZj5YymF54qhAu7RneVP6
