,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:2JTir3y1VuJQmexiTCMcTP,Os Barões Da Pisadinha,Recairei - Ao Vivo,Sony Music Entertainment,1,1,234,873301,2JTir3y1VuJQmexiTCMcTP,0.8555,0.0,0.898,0.102
1,2,spotify:track:6sPBi0qLI6KM3yXX56NxsA,Tarcísio do Acordeon,Meia Noite (Você tem meu Whatsapp),Sua Música,2,4,30,751199,6sPBi0qLI6KM3yXX56NxsA,0.9769,0.02,0.896,0.084
2,3,spotify:track:0YqTL3nSL36OFdHwHoqCag,"Luísa Sonza, Pabllo Vittar, Anitta",MODO TURBO,Universal Music Ltda.,1,11,12,707637,0YqTL3nSL36OFdHwHoqCag,-0.9796,0.114,0.849,0.037
3,4,spotify:track:7qmnP8Woc47dLSrMD5MxL1,"Petter Ferraz, Menor Nico",Amor ou o Litrão,k+ produçoes,1,3,46,702616,7qmnP8Woc47dLSrMD5MxL1,0.0,0.0,1.0,0.0
4,5,spotify:track:3rRin3LyLY92kpEbkCgwf4,"Os Barões Da Pisadinha, Xand Avião",Basta Você Me Ligar - Ao Vivo,Sony Music Entertainment,2,2,198,686147,3rRin3LyLY92kpEbkCgwf4,0.0,0.0,1.0,0.0
5,6,spotify:track:15k1TDabqSEmyXOwMq9RM7,Jonas Esticado,Investe Em Mim,Som Livre,1,5,190,656969,15k1TDabqSEmyXOwMq9RM7,0.0,0.0,1.0,0.0
6,7,spotify:track:7GLWWrk1YlkPYqJK3ynIA0,Jorge & Mateus,Lance Individual,Som Livre,3,10,51,649691,7GLWWrk1YlkPYqJK3ynIA0,-0.9034,0.047,0.953,0.0
7,8,spotify:track:5m5aY6S9ttfIG157xli2Rs,Zé Neto & Cristiano,Alô Ambev (Segue Sua Vida) - Ao Vivo,Som Livre,3,7,128,630000,5m5aY6S9ttfIG157xli2Rs,0.0,0.0,1.0,0.0
8,9,spotify:track:0WlmiIK5qFQ4dAB4mCA4sI,"Os Barões Da Pisadinha, Fernando & Sorocaba",Amor da Despedida,Sony Music Entertainment,9,9,58,565435,0WlmiIK5qFQ4dAB4mCA4sI,0.9971,0.0,0.783,0.217
9,10,spotify:track:7EWXP47VlXKO3r7mNxuWHw,"Wesley Safadão, Os Barões Da Pisadinha","Ele É Ele, Eu Sou Eu",Som Livre,10,12,51,551706,7EWXP47VlXKO3r7mNxuWHw,-0.3331,0.023,0.958,0.019
