rank	uri	artist_names	track_name	source	peak_rank	previous_rank	days_on_chart	streams	ID
1	spotify:track:0QglpM23kl9ldvVdoYNZwF	Kawe, Mc Lele JP	Mds	OQProduções	1	2	31	682172	0QglpM23kl9ldvVdoYNZwF
2	spotify:track:7EWXP47VlXKO3r7mNxuWHw	Wesley Safadão, Os Barões Da Pisadinha	Ele É Ele, Eu Sou Eu	Som Livre	1	1	75	658714	7EWXP47VlXKO3r7mNxuWHw
3	spotify:track:6sPBi0qLI6KM3yXX56NxsA	Tarcísio do Acordeon	Meia Noite (Você tem meu Whatsapp)	Sua Música	1	3	54	635023	6sPBi0qLI6KM3yXX56NxsA
4	spotify:track:27X3qzgB0Show6qfw5wNOK	DJ Ivis, Tarcísio do Acordeon	Esquema Preferido (feat. Tarcísio do Acordeon)	Sony Music Entertainment	4	4	20	594770	27X3qzgB0Show6qfw5wNOK
5	spotify:track:0YqTL3nSL36OFdHwHoqCag	Luísa Sonza, Pabllo Vittar, Anitta	MODO TURBO	Universal Music Ltda.	1	5	36	560530	0YqTL3nSL36OFdHwHoqCag
6	spotify:track:7GLWWrk1YlkPYqJK3ynIA0	Jorge & Mateus	Lance Individual	Som Livre	3	6	75	513776	7GLWWrk1YlkPYqJK3ynIA0
7	spotify:track:5m5aY6S9ttfIG157xli2Rs	Zé Neto & Cristiano	Alô Ambev (Segue Sua Vida) - Ao Vivo	Som Livre	3	7	152	496340	5m5aY6S9ttfIG157xli2Rs
8	spotify:track:1ere9b9vDw2N3m9d4uiXxa	Diego & Victor Hugo, Bruno & Marrone	Facas - Ao Vivo	Sony Music Entertainment	6	9	103	491073	1ere9b9vDw2N3m9d4uiXxa
9	spotify:track:2JTir3y1VuJQmexiTCMcTP	Os Barões Da Pisadinha	Recairei - Ao Vivo	Sony Music Entertainment	1	8	258	477755	2JTir3y1VuJQmexiTCMcTP
10	spotify:track:07AQkmp456NpEnT8HR7WLy	Teto, Matuê	M4	30PRAUM	10	12	47	461822	07AQkmp456NpEnT8HR7WLy
11	spotify:track:7lJoRyuNJtuiqTcKtuMuIR	MC Hariel	Maçã Verde	GR6 Music	9	10	83	439014	7lJoRyuNJtuiqTcKtuMuIR
12	spotify:track:7qmnP8Woc47dLSrMD5MxL1	Petter Ferraz, Menor Nico	Amor ou o Litrão	k+ produçoes	1	11	70	419074	7qmnP8Woc47dLSrMD5MxL1
13	spotify:track:2nZj5YymF54qhAu7RneVP6	Hugo & Guilherme	Coração Na Cama - Ao Vivo	Som Livre	13	16	61	380931	2nZj5YymF54qhAu7RneVP6
