rank	uri	artist_names	track_name	source	peak_rank	previous_rank	days_on_chart	streams	ID
1	spotify:track:57zQSScHq19ztrMnjWCPBI	Niack	Na Raba Toma Tapão	Niack / Ritmo dos Fluxos	1	1	21	632890	57zQSScHq19ztrMnjWCPBI
2	spotify:track:3Ghyp3X5Ua9ypHnBIgOObI	Henrique & Juliano	Liberdade Provisória - Live - Ibirapuera / 2019	Virgin Music Label And Artist Services (S&D)	1	3	182	401104	3Ghyp3X5Ua9ypHnBIgOObI
3	spotify:track:2WlZuBDgLfT7Kc0admhFdg	Luísa Sonza	BRABA	Universal Music Ltda.	1	2	79	400659	2WlZuBDgLfT7Kc0admhFdg
4	spotify:track:60wF0XnX7A0jVpDNA5v8vi	Vytinho NG, Bianca	Tudo no Sigilo	Vytinho Ng	4	4	79	381788	60wF0XnX7A0jVpDNA5v8vi
5	spotify:track:3tv697PZNnaQN0Mn2zGhS5	Gusttavo Lima	A Gente Fez Amor - Ao Vivo	Sony Music Entertainment	1	6	182	363387	3tv697PZNnaQN0Mn2zGhS5
6	spotify:track:67mqU3FeErlvWwsxnMfvQo	MC Du Black, Delacruz	Tudo Aconteceu	Universal Music Ltda.	5	5	71	357332	67mqU3FeErlvWwsxnMfvQo
7	spotify:track:4DngRKOpRPrkbzImUB0zgh	Matheus & Kauan	Litrão - Ao Vivo Em Recife / 2020	Universal Music Ltda.	3	7	126	356244	4DngRKOpRPrkbzImUB0zgh
8	spotify:track:0RaIjuKU5hudMteEXwr4RS	Jorge & Mateus	Ranking	Som Livre	5	9	91	348482	0RaIjuKU5hudMteEXwr4RS
9	spotify:track:3tc8Z4lGzOIwmIVftsxO6o	Marília Mendonça	Graveto - Ao Vivo	Som Livre	3	11	147	334413	3tc8Z4lGzOIwmIVftsxO6o
10	spotify:track:3PfIrDoz19wz7qK7tYeu62	Dua Lipa	Don't Start Now	Warner Records	1	10	217	334123	3PfIrDoz19wz7qK7tYeu62
11	spotify:track:7ju97lgwC2rKQ6wwsf9no9	Lady Gaga, Ariana Grande	Rain On Me (with Ariana Grande)	Interscope	1	8	14	323217	7ju97lgwC2rKQ6wwsf9no9
12	spotify:track:5PNvgiKSwMdjBsDsgFCFLX	Maverick Sabre, Jorja Smith, Vintage Culture, Slow Motion	Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix	Spinnin' Deep	12	15	63	320494	5PNvgiKSwMdjBsDsgFCFLX
13	spotify:track:7Ac3BmqTQoLdAt7HtZyfgN	DENNIS, Mc Don Juan	Te Prometo	Sony Music Entertainment	8	12	118	317059	7Ac3BmqTQoLdAt7HtZyfgN
14	spotify:track:6nI98wtHOJAYSASq22TCYu	Luan Santana	água com açúcar - ao vivo	Som Livre	3	18	81	312061	6nI98wtHOJAYSASq22TCYu
