rank	uri	artist_names	track_name	source	peak_rank	previous_rank	days_on_chart	streams	ID
1	spotify:track:57zQSScHq19ztrMnjWCPBI	Niack	Na Raba Toma Tapão	Niack / Ritmo dos Fluxos	1	1	23	801838	57zQSScHq19ztrMnjWCPBI
2	spotify:track:3Ghyp3X5Ua9ypHnBIgOObI	Henrique & Juliano	Liberdade Provisória - Live - Ibirapuera / 2019	Virgin Music Label And Artist Services (S&D)	1	2	184	549899	3Ghyp3X5Ua9ypHnBIgOObI
3	spotify:track:3tv697PZNnaQN0Mn2zGhS5	Gusttavo Lima	A Gente Fez Amor - Ao Vivo	Sony Music Entertainment	1	5	184	527889	3tv697PZNnaQN0Mn2zGhS5
4	spotify:track:7o9LwQmTuIDm4LyyHFIWul	Henrique & Juliano	Volta Por Baixo - Ao Vivo	Virgin Music Label And Artist Services (S&D)	4	7	149	512036	7o9LwQmTuIDm4LyyHFIWul
5	spotify:track:2WlZuBDgLfT7Kc0admhFdg	Luísa Sonza	BRABA	Universal Music Ltda.	1	3	81	498430	2WlZuBDgLfT7Kc0admhFdg
6	spotify:track:4DngRKOpRPrkbzImUB0zgh	Matheus & Kauan	Litrão - Ao Vivo Em Recife / 2020	Universal Music Ltda.	3	6	128	496443	4DngRKOpRPrkbzImUB0zgh
7	spotify:track:3tc8Z4lGzOIwmIVftsxO6o	Marília Mendonça	Graveto - Ao Vivo	Som Livre	3	10	149	484644	3tc8Z4lGzOIwmIVftsxO6o
8	spotify:track:60wF0XnX7A0jVpDNA5v8vi	Vytinho NG, Bianca	Tudo no Sigilo	Vytinho Ng	4	4	81	484507	60wF0XnX7A0jVpDNA5v8vi
9	spotify:track:0RaIjuKU5hudMteEXwr4RS	Jorge & Mateus	Ranking	Som Livre	5	9	93	473627	0RaIjuKU5hudMteEXwr4RS
10	spotify:track:3J5Pu25BODMex4Jpy4l6FL	Luíza & Maurílio, Zé Neto & Cristiano	S de Saudade	Som Livre	6	12	219	456516	3J5Pu25BODMex4Jpy4l6FL
11	spotify:track:67mqU3FeErlvWwsxnMfvQo	MC Du Black, Delacruz	Tudo Aconteceu	Universal Music Ltda.	5	8	73	447445	67mqU3FeErlvWwsxnMfvQo
12	spotify:track:3WjSkl7VDWY1prwJw7dSG0	Zé Neto & Cristiano	Barzinho Aleatório - Ao Vivo	Som Livre	12	14	184	444018	3WjSkl7VDWY1prwJw7dSG0
13	spotify:track:7Ac3BmqTQoLdAt7HtZyfgN	DENNIS, Mc Don Juan	Te Prometo	Sony Music Entertainment	8	11	120	440263	7Ac3BmqTQoLdAt7HtZyfgN
14	spotify:track:6NM06xgqxQ0HU5lxbt2JHi	Gusttavo Lima	Saudade Sua	Sony Music Entertainment	2	15	23	402954	6NM06xgqxQ0HU5lxbt2JHi
15	spotify:track:5LpLYzpV0HWKI2DlPmNywg	Wesley Safadão, Zé Neto & Cristiano	Despedida - Ao Vivo	Som Livre	15	20	65	378847	5LpLYzpV0HWKI2DlPmNywg
16	spotify:track:3PfIrDoz19wz7qK7tYeu62	Dua Lipa	Don't Start Now	Warner Records	1	13	219	366762	3PfIrDoz19wz7qK7tYeu62
17	spotify:track:0SJtvFn4vqgJPscSbEPaql	Maiara & Maraisa, Dilsinho	Libera Ela - Ao Vivo	Som Livre	17	22	51	358920	0SJtvFn4vqgJPscSbEPaql
18	spotify:track:146Vb458Y5RbqEa0fYFPzm	Felipe Araújo	Mentira - Ao Vivo	Universal Music Ltda.	11	21	187	357158	146Vb458Y5RbqEa0fYFPzm
19	spotify:track:2PWjKmjyTZeDpmOUa3a5da	Jorge & Mateus	Cheirosa - Ao Vivo	Som Livre	3	24	240	333420	2PWjKmjyTZeDpmOUa3a5da
20	spotify:track:23zmMwD99ROi9yhxqMxWil	João Bosco & Vinicius, Matheus	Segunda Taça - Ao Vivo	João Bosco & Vinicius	20	25	107	330227	23zmMwD99ROi9yhxqMxWil
21	spotify:track:24Yi9hE78yPEbZ4kxyoXAI	SAINt JHN, Imanbek	Roses - Imanbek Remix	Columbia/B1 Recordings	8	19	100	321727	24Yi9hE78yPEbZ4kxyoXAI
22	spotify:track:6nI98wtHOJAYSASq22TCYu	Luan Santana	água com açúcar - ao vivo	Som Livre	3	16	83	317253	6nI98wtHOJAYSASq22TCYu
23	spotify:track:1uryupl9hqVZYurJwH4G9k	Guilherme & Benuto	3 Batidas - Ao Vivo	Sony Music Entertainment	8	30	287	316081	1uryupl9hqVZYurJwH4G9k
24	spotify:track:4j2bK4fnc2s6GyVmhJsJhk	Henrique & Juliano	Briga Feia - Ao Vivo	Virgin Music Label And Artist Services (S&D)	23	29	177	308002	4j2bK4fnc2s6GyVmhJsJhk
25	spotify:track:7ju97lgwC2rKQ6wwsf9no9	Lady Gaga, Ariana Grande	Rain On Me (with Ariana Grande)	Interscope	1	18	16	306499	7ju97lgwC2rKQ6wwsf9no9
26	spotify:track:5L8ZEyIdZ2KE4Wf51SsuOF	Gustavo Mioto	Com Ou Sem Mim - Ao Vivo	Universal Music Ltda.	5	26	198	305862	5L8ZEyIdZ2KE4Wf51SsuOF
27	spotify:track:2Ou6UYuUbNyqwXxRDSeFRf	Maiara & Maraisa	Aí Eu Bebo - Ao Vivo	Som Livre	13	36	233	300966	2Ou6UYuUbNyqwXxRDSeFRf
28	spotify:track:3GmJxfnUDrIs1iCfKUELFz	Marília Mendonça	Supera - Ao Vivo	Som Livre	1	33	296	300817	3GmJxfnUDrIs1iCfKUELFz
29	spotify:track:5PNvgiKSwMdjBsDsgFCFLX	Maverick Sabre, Jorja Smith, Vintage Culture, Slow Motion	Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix	Spinnin' Deep	12	17	65	293335	5PNvgiKSwMdjBsDsgFCFLX
30	spotify:track:4lKuzrdZrJuCAedbIslF3A	PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro	SENTADÃO	WM Brazil	2	28	198	291022	4lKuzrdZrJuCAedbIslF3A
31	spotify:track:2Q9TaUXNM4mNSCgJjbmsJe	Zé Neto & Cristiano	Bebi Minha Bicicleta (Coração Falido) - Ao Vivo	Som Livre	4	40	191	290037	2Q9TaUXNM4mNSCgJjbmsJe
32	spotify:track:0GrEqRHf5FioT1hOB8PBxZ	Marília Mendonça	Vira Homem	Som Livre	22	31	37	289216	0GrEqRHf5FioT1hOB8PBxZ
33	spotify:track:2PqPSf3gtTED79rWGwVtYg	Diego & Victor Hugo	Áudio - Ao Vivo em Brasília	Sony Music Entertainment	23	39	330	287403	2PqPSf3gtTED79rWGwVtYg
34	spotify:track:7eJMfftS33KTjuF7lTsMCx	Powfu, beabadoobee	death bed (coffee for your head)	Columbia	13	23	90	272711	7eJMfftS33KTjuF7lTsMCx
35	spotify:track:4p8pEdPYOQLzJUKYrLOacy	WC no Beat, PEDRO SAMPAIO, FP do Trem Bala	BALANÇA (feat. Pedro Sampaio)	Sony Music Entertainment	8	35	128	271235	4p8pEdPYOQLzJUKYrLOacy
36	spotify:track:1rgnBhdG2JDFTbYkYRZAku	Tones And I	Dance Monkey	Elektra (NEK)	5	32	258	262745	1rgnBhdG2JDFTbYkYRZAku
37	spotify:track:0VjIjW4GlUZAMYd2vXMi3b	The Weeknd	Blinding Lights	Republic Records	17	27	162	252658	0VjIjW4GlUZAMYd2vXMi3b
38	spotify:track:5yaXBGNko8lmFSOvKWo99j	Matheus & Kauan	Então Toma - Ao Vivo	Universal Music Ltda.	36	43	58	251561	5yaXBGNko8lmFSOvKWo99j
