rank	uri	artist_names	track_name	source	peak_rank	previous_rank	days_on_chart	streams	ID
1	spotify:track:4xWzZmX4K1yyrdtRfbUvjt	Niack	Oh Juliana	Niack	1	1	38	1059960	4xWzZmX4K1yyrdtRfbUvjt
2	spotify:track:15k1TDabqSEmyXOwMq9RM7	Jonas Esticado	Investe Em Mim	Som Livre	2	3	50	722124	15k1TDabqSEmyXOwMq9RM7
3	spotify:track:4zGtfOglDBfVUypabBwIjQ	Mc Zaac, Anitta, Tyga	Desce Pro Play (PA PA PA)	Universal Music Ltda.	1	2	51	688898	4zGtfOglDBfVUypabBwIjQ
4	spotify:track:0AGS6ZRgzobrazmCi6pYMe	Niack	Na Raba Toma Tapão	Niack / Ritmo dos Fluxos	1	4	93	602547	0AGS6ZRgzobrazmCi6pYMe
5	spotify:track:7o9LwQmTuIDm4LyyHFIWul	Henrique & Juliano	Volta Por Baixo - Ao Vivo	Virgin Music Label And Artist Services (S&D)	2	6	219	575845	7o9LwQmTuIDm4LyyHFIWul
6	spotify:track:0RaIjuKU5hudMteEXwr4RS	Jorge & Mateus	Ranking	Som Livre	4	8	163	534132	0RaIjuKU5hudMteEXwr4RS
7	spotify:track:51uXmhqGR76tT2UeKZyeN6	Marília Mendonça, Maiara & Maraisa	Quero Você do Jeito Que Quiser	Som Livre	7	9	37	529381	51uXmhqGR76tT2UeKZyeN6
8	spotify:track:4zsiMjB0794HztyqUkD3Zi	Dilsinho, Henrique & Juliano	Sogra - Ao Vivo	Sony Music Entertainment	8	10	69	527003	4zsiMjB0794HztyqUkD3Zi
9	spotify:track:3WjSkl7VDWY1prwJw7dSG0	Zé Neto & Cristiano	Barzinho Aleatório - Ao Vivo	Som Livre	7	12	254	523788	3WjSkl7VDWY1prwJw7dSG0
10	spotify:track:5GAdMAL3tRJkVN1HtwohK2	Mc Don Juan, Maiara & Maraisa	Vai Ter Que Aguentar	GR6 Music	6	7	76	505397	5GAdMAL3tRJkVN1HtwohK2
11	spotify:track:67mqU3FeErlvWwsxnMfvQo	MC Du Black, Delacruz	Tudo Aconteceu	Universal Music Ltda.	3	11	143	485553	67mqU3FeErlvWwsxnMfvQo
12	spotify:track:3tc8Z4lGzOIwmIVftsxO6o	Marília Mendonça	Graveto - Ao Vivo	Som Livre	3	14	219	478809	3tc8Z4lGzOIwmIVftsxO6o
13	spotify:track:4DngRKOpRPrkbzImUB0zgh	Matheus & Kauan	Litrão - Ao Vivo Em Recife / 2020	Universal Music Ltda.	2	16	198	475411	4DngRKOpRPrkbzImUB0zgh
14	spotify:track:12v6LfkX9YIR3uLefIAAYZ	Mc Jacaré	Comprei um Lança	Mc Jacare / Los Pantchos	10	13	54	470817	12v6LfkX9YIR3uLefIAAYZ
15	spotify:track:2fmeSswdyVq4wcqhY41UHk	Pineapple StormTv, L7NNON, Chris MC, Xamã, Lourena, Cesar Mc, Djonga, Filipe Ret, Salve Malak, Hunter	Poesia Acústica #9: Melhor Forma	Pineapple StormTV	2	5	36	467059	2fmeSswdyVq4wcqhY41UHk
16	spotify:track:3tv697PZNnaQN0Mn2zGhS5	Gusttavo Lima	A Gente Fez Amor - Ao Vivo	Sony Music Entertainment	1	21	254	456341	3tv697PZNnaQN0Mn2zGhS5
17	spotify:track:260n4ECk9j4IEvTAVBYojl	Matheus & Kauan	Nem Doeu - Ao Vivo	Universal Music Ltda.	15	15	79	455098	260n4ECk9j4IEvTAVBYojl
18	spotify:track:3Ghyp3X5Ua9ypHnBIgOObI	Henrique & Juliano	Liberdade Provisória - Live - Ibirapuera / 2019	Virgin Music Label And Artist Services (S&D)	1	22	254	434362	3Ghyp3X5Ua9ypHnBIgOObI
19	spotify:track:60wF0XnX7A0jVpDNA5v8vi	Vytinho NG, Bianca	Tudo no Sigilo	Vytinho Ng	3	19	151	433904	60wF0XnX7A0jVpDNA5v8vi
20	spotify:track:7Ac3BmqTQoLdAt7HtZyfgN	DENNIS, Mc Don Juan	Te Prometo	Sony Music Entertainment	8	18	190	427540	7Ac3BmqTQoLdAt7HtZyfgN
21	spotify:track:3J5Pu25BODMex4Jpy4l6FL	Luíza & Maurílio, Zé Neto & Cristiano	S de Saudade	Som Livre	6	24	289	421054	3J5Pu25BODMex4Jpy4l6FL
22	spotify:track:3056x1XkmICnQmji68rrft	Murilo Huff, Henrique & Juliano	Desejando Eu (Ao Vivo)	Artinvox	21	25	86	412266	3056x1XkmICnQmji68rrft
23	spotify:track:6jcGoHrqfRW6fI2I6xtwBQ	MC Marks	Deus é por nós	WM Brazil	14	20	62	406918	6jcGoHrqfRW6fI2I6xtwBQ
24	spotify:track:08Sd5vVcIH3uKeAiaJdoYj	Lauana Prado	Viva Voz - Ao Vivo Em São Paulo / 2019	Universal Music Ltda.	15	26	163	401375	08Sd5vVcIH3uKeAiaJdoYj
25	spotify:track:25gD4PQjxCLnwIY2n23aEl	Vitão, Luísa Sonza	Flores	Universal Music Ltda.	2	17	65	391573	25gD4PQjxCLnwIY2n23aEl
26	spotify:track:3dPvQLKl42dMYWV4LWRTLK	Os Barões Da Pisadinha	Tá Rocheda	Sony Music Entertainment	22	31	172	386497	3dPvQLKl42dMYWV4LWRTLK
