rank	uri	artist_names	track_name	source	peak_rank	previous_rank	days_on_chart	streams	ID
1	spotify:track:57zQSScHq19ztrMnjWCPBI	Niack	Na Raba Toma Tapão	Niack / Ritmo dos Fluxos	1	1	22	725028	57zQSScHq19ztrMnjWCPBI
2	spotify:track:3Ghyp3X5Ua9ypHnBIgOObI	Henrique & Juliano	Liberdade Provisória - Live - Ibirapuera / 2019	Virgin Music Label And Artist Services (S&D)	1	2	183	447973	3Ghyp3X5Ua9ypHnBIgOObI
3	spotify:track:2WlZuBDgLfT7Kc0admhFdg	Luísa Sonza	BRABA	Universal Music Ltda.	1	3	80	444626	2WlZuBDgLfT7Kc0admhFdg
4	spotify:track:60wF0XnX7A0jVpDNA5v8vi	Vytinho NG, Bianca	Tudo no Sigilo	Vytinho Ng	4	4	80	427115	60wF0XnX7A0jVpDNA5v8vi
5	spotify:track:3tv697PZNnaQN0Mn2zGhS5	Gusttavo Lima	A Gente Fez Amor - Ao Vivo	Sony Music Entertainment	1	5	183	423013	3tv697PZNnaQN0Mn2zGhS5
6	spotify:track:4DngRKOpRPrkbzImUB0zgh	Matheus & Kauan	Litrão - Ao Vivo Em Recife / 2020	Universal Music Ltda.	3	7	127	421314	4DngRKOpRPrkbzImUB0zgh
7	spotify:track:7o9LwQmTuIDm4LyyHFIWul	Henrique & Juliano	Volta Por Baixo - Ao Vivo	Virgin Music Label And Artist Services (S&D)	7	15	148	412129	7o9LwQmTuIDm4LyyHFIWul
8	spotify:track:67mqU3FeErlvWwsxnMfvQo	MC Du Black, Delacruz	Tudo Aconteceu	Universal Music Ltda.	5	6	72	409210	67mqU3FeErlvWwsxnMfvQo
9	spotify:track:0RaIjuKU5hudMteEXwr4RS	Jorge & Mateus	Ranking	Som Livre	5	8	92	404454	0RaIjuKU5hudMteEXwr4RS
10	spotify:track:3tc8Z4lGzOIwmIVftsxO6o	Marília Mendonça	Graveto - Ao Vivo	Som Livre	3	9	148	400812	3tc8Z4lGzOIwmIVftsxO6o
11	spotify:track:7Ac3BmqTQoLdAt7HtZyfgN	DENNIS, Mc Don Juan	Te Prometo	Sony Music Entertainment	8	13	119	384553	7Ac3BmqTQoLdAt7HtZyfgN
12	spotify:track:3J5Pu25BODMex4Jpy4l6FL	Luíza & Maurílio, Zé Neto & Cristiano	S de Saudade	Som Livre	6	17	218	370413	3J5Pu25BODMex4Jpy4l6FL
13	spotify:track:3PfIrDoz19wz7qK7tYeu62	Dua Lipa	Don't Start Now	Warner Records	1	10	218	352691	3PfIrDoz19wz7qK7tYeu62
14	spotify:track:3WjSkl7VDWY1prwJw7dSG0	Zé Neto & Cristiano	Barzinho Aleatório - Ao Vivo	Som Livre	12	21	183	351551	3WjSkl7VDWY1prwJw7dSG0
15	spotify:track:6NM06xgqxQ0HU5lxbt2JHi	Gusttavo Lima	Saudade Sua	Sony Music Entertainment	2	18	22	344370	6NM06xgqxQ0HU5lxbt2JHi
16	spotify:track:6nI98wtHOJAYSASq22TCYu	Luan Santana	água com açúcar - ao vivo	Som Livre	3	14	82	334534	6nI98wtHOJAYSASq22TCYu
17	spotify:track:5PNvgiKSwMdjBsDsgFCFLX	Maverick Sabre, Jorja Smith, Vintage Culture, Slow Motion	Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix	Spinnin' Deep	12	12	64	331502	5PNvgiKSwMdjBsDsgFCFLX
18	spotify:track:7ju97lgwC2rKQ6wwsf9no9	Lady Gaga, Ariana Grande	Rain On Me (with Ariana Grande)	Interscope	1	11	15	325839	7ju97lgwC2rKQ6wwsf9no9
19	spotify:track:24Yi9hE78yPEbZ4kxyoXAI	SAINt JHN, Imanbek	Roses - Imanbek Remix	Columbia/B1 Recordings	8	16	99	316499	24Yi9hE78yPEbZ4kxyoXAI
20	spotify:track:5LpLYzpV0HWKI2DlPmNywg	Wesley Safadão, Zé Neto & Cristiano	Despedida - Ao Vivo	Som Livre	17	19	64	315198	5LpLYzpV0HWKI2DlPmNywg
21	spotify:track:146Vb458Y5RbqEa0fYFPzm	Felipe Araújo	Mentira - Ao Vivo	Universal Music Ltda.	11	22	186	294189	146Vb458Y5RbqEa0fYFPzm
22	spotify:track:0SJtvFn4vqgJPscSbEPaql	Maiara & Maraisa, Dilsinho	Libera Ela - Ao Vivo	Som Livre	22	30	50	291795	0SJtvFn4vqgJPscSbEPaql
23	spotify:track:7eJMfftS33KTjuF7lTsMCx	Powfu, beabadoobee	death bed (coffee for your head)	Columbia	13	20	89	274962	7eJMfftS33KTjuF7lTsMCx
24	spotify:track:2PWjKmjyTZeDpmOUa3a5da	Jorge & Mateus	Cheirosa - Ao Vivo	Som Livre	3	31	239	264053	2PWjKmjyTZeDpmOUa3a5da
25	spotify:track:23zmMwD99ROi9yhxqMxWil	João Bosco & Vinicius, Matheus	Segunda Taça - Ao Vivo	João Bosco & Vinicius	25	44	106	261524	23zmMwD99ROi9yhxqMxWil
26	spotify:track:5L8ZEyIdZ2KE4Wf51SsuOF	Gustavo Mioto	Com Ou Sem Mim - Ao Vivo	Universal Music Ltda.	5	25	197	254040	5L8ZEyIdZ2KE4Wf51SsuOF
27	spotify:track:0VjIjW4GlUZAMYd2vXMi3b	The Weeknd	Blinding Lights	Republic Records	17	24	161	252964	0VjIjW4GlUZAMYd2vXMi3b
28	spotify:track:4lKuzrdZrJuCAedbIslF3A	PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro	SENTADÃO	WM Brazil	2	23	197	251625	4lKuzrdZrJuCAedbIslF3A
29	spotify:track:4j2bK4fnc2s6GyVmhJsJhk	Henrique & Juliano	Briga Feia - Ao Vivo	Virgin Music Label And Artist Services (S&D)	23	35	176	247585	4j2bK4fnc2s6GyVmhJsJhk
30	spotify:track:1uryupl9hqVZYurJwH4G9k	Guilherme & Benuto	3 Batidas - Ao Vivo	Sony Music Entertainment	8	41	286	246080	1uryupl9hqVZYurJwH4G9k
31	spotify:track:0GrEqRHf5FioT1hOB8PBxZ	Marília Mendonça	Vira Homem	Som Livre	22	34	36	243591	0GrEqRHf5FioT1hOB8PBxZ
32	spotify:track:1rgnBhdG2JDFTbYkYRZAku	Tones And I	Dance Monkey	Elektra (NEK)	5	29	257	241679	1rgnBhdG2JDFTbYkYRZAku
33	spotify:track:3GmJxfnUDrIs1iCfKUELFz	Marília Mendonça	Supera - Ao Vivo	Som Livre	1	37	295	239481	3GmJxfnUDrIs1iCfKUELFz
34	spotify:track:466cKvZn1j45IpxDdYZqdA	Drake	Toosie Slide	OVO	23	27	64	239080	466cKvZn1j45IpxDdYZqdA
35	spotify:track:4p8pEdPYOQLzJUKYrLOacy	WC no Beat, PEDRO SAMPAIO, FP do Trem Bala	BALANÇA (feat. Pedro Sampaio)	Sony Music Entertainment	8	38	127	238797	4p8pEdPYOQLzJUKYrLOacy
36	spotify:track:2Ou6UYuUbNyqwXxRDSeFRf	Maiara & Maraisa	Aí Eu Bebo - Ao Vivo	Som Livre	13	33	232	238628	2Ou6UYuUbNyqwXxRDSeFRf
37	spotify:track:79BHjj4YkvbpOlMvG6wf3n	Luan Santana	boa memória - ao vivo	Som Livre	26	26	55	233810	79BHjj4YkvbpOlMvG6wf3n
38	spotify:track:2MOq63fxuFLYQM3CsDcFs1	GIULIA BE	menina solta	WM Brazil	10	32	242	232433	2MOq63fxuFLYQM3CsDcFs1
39	spotify:track:2PqPSf3gtTED79rWGwVtYg	Diego & Victor Hugo	Áudio - Ao Vivo em Brasília	Sony Music Entertainment	23	42	329	232070	2PqPSf3gtTED79rWGwVtYg
40	spotify:track:2Q9TaUXNM4mNSCgJjbmsJe	Zé Neto & Cristiano	Bebi Minha Bicicleta (Coração Falido) - Ao Vivo	Som Livre	4	36	190	229225	2Q9TaUXNM4mNSCgJjbmsJe
41	spotify:track:1Nmcs8zk7LfcvHRgLtTM5J	Orochi, Papatinho	Amor de Fim de Noite	Mainstreet Records	26	40	202	218909	1Nmcs8zk7LfcvHRgLtTM5J
42	spotify:track:1IWNylpZ477gIVUDpJL66u	Lady Gaga, BLACKPINK	Sour Candy (with BLACKPINK)	Interscope	1	28	9	215330	1IWNylpZ477gIVUDpJL66u
43	spotify:track:5yaXBGNko8lmFSOvKWo99j	Matheus & Kauan	Então Toma - Ao Vivo	Universal Music Ltda.	36	45	57	213613	5yaXBGNko8lmFSOvKWo99j
44	spotify:track:017PF4Q3l4DBUiWoXk4OWT	Dua Lipa	Break My Heart	Warner Records	8	39	72	210801	017PF4Q3l4DBUiWoXk4OWT
45	spotify:track:63SHcJzckFykS8faA5zojY	MC Ingryd, DJ Henrique da VK	Vem Me Satisfazer	MC Ingryd	4	46	185	209541	63SHcJzckFykS8faA5zojY
46	spotify:track:28atBekPVlTdnU4M9Z7udd	Dilsinho, Luísa Sonza, Malibu	Não Vai Embora	Malibu Studios	36	43	29	203511	28atBekPVlTdnU4M9Z7udd
47	spotify:track:08Sd5vVcIH3uKeAiaJdoYj	Lauana Prado	Viva Voz - Ao Vivo Em São Paulo / 2019	Universal Music Ltda.	33	47	92	202313	08Sd5vVcIH3uKeAiaJdoYj
