rank	uri	artist_names	track_name	source	peak_rank	previous_rank	days_on_chart	streams	ID
1	spotify:track:4xWzZmX4K1yyrdtRfbUvjt	Niack	Oh Juliana	Niack	1	1	26	742147	4xWzZmX4K1yyrdtRfbUvjt
2	spotify:track:4zGtfOglDBfVUypabBwIjQ	Mc Zaac, Anitta, Tyga	Desce Pro Play (PA PA PA)	Universal Music Ltda.	1	2	39	554787	4zGtfOglDBfVUypabBwIjQ
3	spotify:track:2fmeSswdyVq4wcqhY41UHk	Pineapple StormTv, L7NNON, Chris MC, Xamã, Lourena, Cesar Mc, Djonga, Filipe Ret, Salve Malak, Hunter	Poesia Acústica #9: Melhor Forma	Pineapple StormTV	2	10	24	432911	2fmeSswdyVq4wcqhY41UHk
4	spotify:track:15k1TDabqSEmyXOwMq9RM7	Jonas Esticado	Investe Em Mim	Som Livre	3	3	38	430576	15k1TDabqSEmyXOwMq9RM7
5	spotify:track:0AGS6ZRgzobrazmCi6pYMe	Niack	Na Raba Toma Tapão	Niack / Ritmo dos Fluxos	1	4	81	411302	0AGS6ZRgzobrazmCi6pYMe
6	spotify:track:5GAdMAL3tRJkVN1HtwohK2	Mc Don Juan, Maiara & Maraisa	Vai Ter Que Aguentar	GR6 Music	6	9	64	360079	5GAdMAL3tRJkVN1HtwohK2
7	spotify:track:0RaIjuKU5hudMteEXwr4RS	Jorge & Mateus	Ranking	Som Livre	4	6	151	351057	0RaIjuKU5hudMteEXwr4RS
8	spotify:track:7o9LwQmTuIDm4LyyHFIWul	Henrique & Juliano	Volta Por Baixo - Ao Vivo	Virgin Music Label And Artist Services (S&D)	2	5	207	343900	7o9LwQmTuIDm4LyyHFIWul
9	spotify:track:67mqU3FeErlvWwsxnMfvQo	MC Du Black, Delacruz	Tudo Aconteceu	Universal Music Ltda.	3	13	131	340944	67mqU3FeErlvWwsxnMfvQo
10	spotify:track:25gD4PQjxCLnwIY2n23aEl	Vitão, Luísa Sonza	Flores	Universal Music Ltda.	2	24	53	332607	25gD4PQjxCLnwIY2n23aEl
11	spotify:track:12v6LfkX9YIR3uLefIAAYZ	Mc Jacaré	Comprei um Lança	Mc Jacare / Los Pantchos	11	15	42	318218	12v6LfkX9YIR3uLefIAAYZ
12	spotify:track:3WjSkl7VDWY1prwJw7dSG0	Zé Neto & Cristiano	Barzinho Aleatório - Ao Vivo	Som Livre	7	7	242	316150	3WjSkl7VDWY1prwJw7dSG0
13	spotify:track:3tc8Z4lGzOIwmIVftsxO6o	Marília Mendonça	Graveto - Ao Vivo	Som Livre	3	8	207	315829	3tc8Z4lGzOIwmIVftsxO6o
14	spotify:track:60wF0XnX7A0jVpDNA5v8vi	Vytinho NG, Bianca	Tudo no Sigilo	Vytinho Ng	3	16	139	302301	60wF0XnX7A0jVpDNA5v8vi
15	spotify:track:4DngRKOpRPrkbzImUB0zgh	Matheus & Kauan	Litrão - Ao Vivo Em Recife / 2020	Universal Music Ltda.	2	11	186	298083	4DngRKOpRPrkbzImUB0zgh
16	spotify:track:6jcGoHrqfRW6fI2I6xtwBQ	MC Marks	Deus é por nós	WM Brazil	16	21	50	296460	6jcGoHrqfRW6fI2I6xtwBQ
17	spotify:track:51uXmhqGR76tT2UeKZyeN6	Marília Mendonça, Maiara & Maraisa	Quero Você do Jeito Que Quiser	Som Livre	12	17	25	295658	51uXmhqGR76tT2UeKZyeN6
18	spotify:track:7Ac3BmqTQoLdAt7HtZyfgN	DENNIS, Mc Don Juan	Te Prometo	Sony Music Entertainment	8	18	178	294403	7Ac3BmqTQoLdAt7HtZyfgN
19	spotify:track:2WlZuBDgLfT7Kc0admhFdg	Luísa Sonza	BRABA	Universal Music Ltda.	1	25	139	284058	2WlZuBDgLfT7Kc0admhFdg
20	spotify:track:3Ghyp3X5Ua9ypHnBIgOObI	Henrique & Juliano	Liberdade Provisória - Live - Ibirapuera / 2019	Virgin Music Label And Artist Services (S&D)	1	12	242	273020	3Ghyp3X5Ua9ypHnBIgOObI
21	spotify:track:4x8XaoLvpo6kd51PZD16RK	Dilsinho, Henrique & Juliano	Sogra - Ao Vivo	Sony Music Entertainment	17	19	57	270616	4x8XaoLvpo6kd51PZD16RK
22	spotify:track:6UelLqGlWMcVH1E5c4H7lY	Harry Styles	Watermelon Sugar	Columbia	22	40	174	269056	6UelLqGlWMcVH1E5c4H7lY
23	spotify:track:260n4ECk9j4IEvTAVBYojl	Matheus & Kauan	Nem Doeu - Ao Vivo	Universal Music Ltda.	21	22	67	263060	260n4ECk9j4IEvTAVBYojl
24	spotify:track:3tv697PZNnaQN0Mn2zGhS5	Gusttavo Lima	A Gente Fez Amor - Ao Vivo	Sony Music Entertainment	1	14	242	255032	3tv697PZNnaQN0Mn2zGhS5
25	spotify:track:08Sd5vVcIH3uKeAiaJdoYj	Lauana Prado	Viva Voz - Ao Vivo Em São Paulo / 2019	Universal Music Ltda.	15	23	151	247558	08Sd5vVcIH3uKeAiaJdoYj
26	spotify:track:28atBekPVlTdnU4M9Z7udd	Dilsinho, Luísa Sonza, Malibu	Não Vai Embora	Malibu Studios	23	35	88	241801	28atBekPVlTdnU4M9Z7udd
27	spotify:track:3J5Pu25BODMex4Jpy4l6FL	Luíza & Maurílio, Zé Neto & Cristiano	S de Saudade	Som Livre	6	20	277	239745	3J5Pu25BODMex4Jpy4l6FL
28	spotify:track:2Wo6QQD1KMDWeFkkjLqwx5	SAINt JHN, Imanbek	Roses - Imanbek Remix	Columbia/B1 Recordings	8	47	158	238055	2Wo6QQD1KMDWeFkkjLqwx5
29	spotify:track:3056x1XkmICnQmji68rrft	Murilo Huff, Henrique & Juliano	Desejando Eu (Ao Vivo)	Artinvox	26	26	74	231886	3056x1XkmICnQmji68rrft
30	spotify:track:2MOq63fxuFLYQM3CsDcFs1	GIULIA BE	menina solta	WM Brazil	10	43	301	230596	2MOq63fxuFLYQM3CsDcFs1
31	spotify:track:0VjIjW4GlUZAMYd2vXMi3b	The Weeknd	Blinding Lights	Republic Records	17	48	220	227981	0VjIjW4GlUZAMYd2vXMi3b
32	spotify:track:7pDcS0EVMJR0YwjXmHcCRg	Luísa Sonza, Mc Zaac	TOMA	Universal Music Ltda.	32	56	4	224322	7pDcS0EVMJR0YwjXmHcCRg
33	spotify:track:59CnMc5PR9GdDFEVOpHSg9	Dj W-Beatz, Ventura, Mc Rennan, MC Bruna Alves, MC BN, MC Rick	Rave do Papa - Deluxe (feat. Mc Rennan, MC Bruna Alves, MC BN & MC Rick) - Remix	Tratto Entretenimentos	33	37	53	217019	59CnMc5PR9GdDFEVOpHSg9
34	spotify:track:0SJtvFn4vqgJPscSbEPaql	Maiara & Maraisa, Dilsinho	Libera Ela - Ao Vivo	Som Livre	16	27	109	214398	0SJtvFn4vqgJPscSbEPaql
35	spotify:track:5LpLYzpV0HWKI2DlPmNywg	Wesley Safadão, Zé Neto & Cristiano	Despedida - Ao Vivo	Som Livre	15	29	123	214050	5LpLYzpV0HWKI2DlPmNywg
36	spotify:track:4j2bK4fnc2s6GyVmhJsJhk	Henrique & Juliano	Briga Feia - Ao Vivo	Virgin Music Label And Artist Services (S&D)	21	28	235	205130	4j2bK4fnc2s6GyVmhJsJhk
37	spotify:track:2ptHQBO7TQhEkXOeK9ST59	Grupo Menos É Mais, Di Propósito, Vou Zuar	Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo	Som Livre	30	31	62	203929	2ptHQBO7TQhEkXOeK9ST59
38	spotify:track:3PfIrDoz19wz7qK7tYeu62	Dua Lipa	Don't Start Now	Warner Records	1	51	277	203856	3PfIrDoz19wz7qK7tYeu62
39	spotify:track:01mKvmXQLhr3MEoiAEAcP2	Rennan da Penha, MC 2jhow	Talarica	Sony Music Entertainment	39	42	11	202088	01mKvmXQLhr3MEoiAEAcP2
40	spotify:track:3oe0vGmQxem3DcarYMuzu1	Felipe Araújo	Mentira - Ao Vivo	Universal Music Ltda.	11	32	245	201813	3oe0vGmQxem3DcarYMuzu1
41	spotify:track:3oqC4Ta40ft6NnTJwcUTdi	Rashid, Lukinhas, Emicida	Pipa Voada (feat. Emicida)	Sony Music Entertainment	33	52	149	200916	3oqC4Ta40ft6NnTJwcUTdi
42	spotify:track:23zmMwD99ROi9yhxqMxWil	João Bosco & Vinicius, Matheus	Segunda Taça - Ao Vivo	João Bosco & Vinicius	19	33	165	195801	23zmMwD99ROi9yhxqMxWil
43	spotify:track:6NM06xgqxQ0HU5lxbt2JHi	Gusttavo Lima	Saudade Sua	Sony Music Entertainment	2	36	81	194786	6NM06xgqxQ0HU5lxbt2JHi
44	spotify:track:1GWUiFYLYEapxYHnASyOud	Wesley Safadão	Não Valeu	Som Livre	33	38	81	189559	1GWUiFYLYEapxYHnASyOud
45	spotify:track:3dPvQLKl42dMYWV4LWRTLK	Os Barões Da Pisadinha	Tá Rocheda	Sony Music Entertainment	30	30	160	188311	3dPvQLKl42dMYWV4LWRTLK
46	spotify:track:1Nmcs8zk7LfcvHRgLtTM5J	Orochi, Papatinho	Amor de Fim de Noite	Mainstreet Records	26	55	261	185349	1Nmcs8zk7LfcvHRgLtTM5J
47	spotify:track:2PWjKmjyTZeDpmOUa3a5da	Jorge & Mateus	Cheirosa - Ao Vivo	Som Livre	3	34	298	182172	2PWjKmjyTZeDpmOUa3a5da
48	spotify:track:0GrEqRHf5FioT1hOB8PBxZ	Marília Mendonça	Vira Homem	Som Livre	22	44	95	180570	0GrEqRHf5FioT1hOB8PBxZ
49	spotify:track:5L8ZEyIdZ2KE4Wf51SsuOF	Gustavo Mioto	Com Ou Sem Mim - Ao Vivo	Universal Music Ltda.	5	41	256	174456	5L8ZEyIdZ2KE4Wf51SsuOF
50	spotify:track:71FrGl0XcpL3VId65tB5mg	Os Barões Da Pisadinha	Recairei - Ao Vivo	Sony Music Entertainment	39	39	82	172195	71FrGl0XcpL3VId65tB5mg
51	spotify:track:3GmJxfnUDrIs1iCfKUELFz	Marília Mendonça	Supera - Ao Vivo	Som Livre	1	46	354	165948	3GmJxfnUDrIs1iCfKUELFz
52	spotify:track:7eJMfftS33KTjuF7lTsMCx	Powfu, beabadoobee	death bed (coffee for your head)	Columbia	13	74	148	164105	7eJMfftS33KTjuF7lTsMCx
53	spotify:track:1rgnBhdG2JDFTbYkYRZAku	Tones And I	Dance Monkey	Elektra (NEK)	5	63	316	160889	1rgnBhdG2JDFTbYkYRZAku
54	spotify:track:4R2kfaDFhslZEMJqAFNpdd	Taylor Swift	cardigan	Taylor Swift	15	91	11	158843	4R2kfaDFhslZEMJqAFNpdd
55	spotify:track:2Ou6UYuUbNyqwXxRDSeFRf	Maiara & Maraisa	Aí Eu Bebo - Ao Vivo	Som Livre	13	45	291	154683	2Ou6UYuUbNyqwXxRDSeFRf
56	spotify:track:7DmZMqXYgQ1oI3z3bGUEbi	GIULIA BE	(não) era amor	WM Brazil	40	78	119	152902	7DmZMqXYgQ1oI3z3bGUEbi
57	spotify:track:0DWUfq7vSAArkz82XHnuGm	WC no Beat, LUDMILLA, Vitão	SEM LIMITES	Sony Music Entertainment	47	64	60	151543	0DWUfq7vSAArkz82XHnuGm
58	spotify:track:4lKuzrdZrJuCAedbIslF3A	PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro	SENTADÃO	WM Brazil	2	54	256	151075	4lKuzrdZrJuCAedbIslF3A
59	spotify:track:4p8pEdPYOQLzJUKYrLOacy	WC no Beat, PEDRO SAMPAIO, FP do Trem Bala	BALANÇA (feat. Pedro Sampaio)	Sony Music Entertainment	8	59	186	149954	4p8pEdPYOQLzJUKYrLOacy
60	spotify:track:48CAeajgzcGJaVUSsXd7h0	Guilherme & Benuto, Israel & Rodolffo	Declaração pro Bar - Ao Vivo	Sony Music Entertainment	43	49	170	149203	48CAeajgzcGJaVUSsXd7h0
61	spotify:track:1uryupl9hqVZYurJwH4G9k	Guilherme & Benuto	3 Batidas - Ao Vivo	Sony Music Entertainment	8	50	345	146428	1uryupl9hqVZYurJwH4G9k
62	spotify:track:7ytR5pFWmSjzHJIeQkgog4	DaBaby, Roddy Ricch	ROCKSTAR (feat. Roddy Ricch)	South Coast Music Group/Interscope Records	55	84	87	145915	7ytR5pFWmSjzHJIeQkgog4
63	spotify:track:3vAn0qZzdyuHamcrpkfiX3	BLACKPINK	How You Like That	YG Entertainment/Interscope Records	4	86	39	144745	3vAn0qZzdyuHamcrpkfiX3
64	spotify:track:2ygvZOXrIeVL4xZmAWJT2C	Billie Eilish	my future	Darkroom/Interscope Records	50	95	4	144657	2ygvZOXrIeVL4xZmAWJT2C
65	spotify:track:3csAhPJlNeCDnvuTdT8RQw	Shevchenko e Elloco, MC Mari, MC 10G	Xereca de Mel	Tropa Produtora 81	57	57	35	142198	3csAhPJlNeCDnvuTdT8RQw
66	spotify:track:0hDphSo7vI7gCjEPpD6gu0	GIULIA BE	se essa vida fosse um filme	WM Brazil	64	100	22	141733	0hDphSo7vI7gCjEPpD6gu0
67	spotify:track:5PNvgiKSwMdjBsDsgFCFLX	Maverick Sabre, Jorja Smith, Vintage Culture, Slow Motion	Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix	Spinnin' Deep	12	77	123	140871	5PNvgiKSwMdjBsDsgFCFLX
68	spotify:track:1xQ6trAsedVPCdbtDAmk0c	Jawsh 685, Jason Derulo	Savage Love (Laxed - Siren Beat)	Columbia	62	92	43	139293	1xQ6trAsedVPCdbtDAmk0c
69	spotify:track:017PF4Q3l4DBUiWoXk4OWT	Dua Lipa	Break My Heart	Warner Records	8	105	131	132950	017PF4Q3l4DBUiWoXk4OWT
70	spotify:track:466cKvZn1j45IpxDdYZqdA	Drake	Toosie Slide	OVO	23	98	123	131335	466cKvZn1j45IpxDdYZqdA
71	spotify:track:7ju97lgwC2rKQ6wwsf9no9	Lady Gaga, Ariana Grande	Rain On Me (with Ariana Grande)	Interscope	1	111	74	127142	7ju97lgwC2rKQ6wwsf9no9
72	spotify:track:7qEHsqek33rTcFNT9PFqLf	Lewis Capaldi	Someone You Loved	Vertigo Berlin	54	113	341	126070	7qEHsqek33rTcFNT9PFqLf
73	spotify:track:2PqPSf3gtTED79rWGwVtYg	Diego & Victor Hugo	Áudio - Ao Vivo em Brasília	Sony Music Entertainment	23	58	388	125577	2PqPSf3gtTED79rWGwVtYg
74	spotify:track:2Q9TaUXNM4mNSCgJjbmsJe	Zé Neto & Cristiano	Bebi Minha Bicicleta (Coração Falido) - Ao Vivo	Som Livre	4	53	249	124747	2Q9TaUXNM4mNSCgJjbmsJe
75	spotify:track:0h5iRD8nlDtcn4rwbZzNgg	MC Kevinho	Te gusta	WM Brazil	60	76	59	124618	0h5iRD8nlDtcn4rwbZzNgg
76	spotify:track:5yaXBGNko8lmFSOvKWo99j	Matheus & Kauan	Então Toma - Ao Vivo	Universal Music Ltda.	34	62	116	124440	5yaXBGNko8lmFSOvKWo99j
77	spotify:track:187Pge0WmJNoS73kaIORSE	Douglas & Vinicius, MC Bruninho	Figurinha - Ao Vivo	Virgin Music Label And Artist Services (S&D)	65	67	18	123879	187Pge0WmJNoS73kaIORSE
78	spotify:track:0j1tGcJJfq1nIs4i5GoHXv	Luan Santana	ASAS	LS Music	15	72	51	123618	0j1tGcJJfq1nIs4i5GoHXv
79	spotify:track:13Rf6RaZT13TW4xLQR3MQr	Pineapple StormTv, MC Cabelinho, Bob do Contra, Azzy, Filipe Ret, Dudu, Xamã, Orochi, Maquiny, Salve Malak, Hunter	Poesia Acústica #6: Era uma Vez	Pineapple StormTV	14	110	587	118454	13Rf6RaZT13TW4xLQR3MQr
80	spotify:track:22rcaYTa2UgcLCbeO0NoNj	Priscilla Alcantara, Whindersson Nunes	Girassol	Sony Music Entertainment	5	133	236	116047	22rcaYTa2UgcLCbeO0NoNj
81	spotify:track:7Gk5OrMYaMRtT2JmgJVAfk	ANAVITÓRIA, Vitor Kley	Pupila	Universal Music Ltda.	14	115	396	114570	7Gk5OrMYaMRtT2JmgJVAfk
82	spotify:track:0in6Rc29qdyOkhKyYw4A84	Di Propósito	Manda Áudio	Sony Music Entertainment	68	82	43	113117	0in6Rc29qdyOkhKyYw4A84
83	spotify:track:5JsxHA8NttHWThpTCToK1J	Salvador Da Rima, NOG, Mc Kevin, MC Ryan SP, Mc Lele JP	Vergonha pra Midia	RapRJ Music	81	112	56	112874	5JsxHA8NttHWThpTCToK1J
84	spotify:track:5fY9bVl1Wj4PIM3wnduWop	Marília Mendonça	Serenata - Ao Vivo	Som Livre	14	65	445	112505	5fY9bVl1Wj4PIM3wnduWop
85	spotify:track:3H7ihDc1dqLriiWXwsc2po	Topic, A7S	Breaking Me	Virgin	85	136	46	112492	3H7ihDc1dqLriiWXwsc2po
86	spotify:track:63SHcJzckFykS8faA5zojY	MC Ingryd, DJ Henrique da VK	Vem Me Satisfazer	MC Ingryd	4	70	244	111465	63SHcJzckFykS8faA5zojY
87	spotify:track:5OzvtpasMB3aPWpfVr0PsA	Luíza & Maurílio	Pode Sumir	Som Livre	68	73	67	107913	5OzvtpasMB3aPWpfVr0PsA
88	spotify:track:5U28PY9MekLyCBYtLHGQpe	Melim	Meu Abrigo	Universal Music Ltda.	1	116	802	106708	5U28PY9MekLyCBYtLHGQpe
89	spotify:track:3MkdA6vwF0ifRl86yzTlJW	Matuê	Kenny G	Sony Music Entertainment	5	127	334	106016	3MkdA6vwF0ifRl86yzTlJW
90	spotify:track:3AV1KI22k1jGMz792lDrj1	Os Barões Da Pisadinha, Xand Avião	Basta Você Me Ligar - Ao Vivo	Sony Music Entertainment	60	60	46	105983	3AV1KI22k1jGMz792lDrj1
91	spotify:track:62aP9fBQKYKxi7PDXwcUAS	Surf Mesa, Emilee	ily (i love you baby) (feat. Emilee)	Astralwerks	65	135	85	105392	62aP9fBQKYKxi7PDXwcUAS
92	spotify:track:17Ryox5vWKp92IDW87C5PI	Gusttavo Lima	Quem Traiu Levou - Ao Vivo	Sony Music Entertainment	14	61	327	104113	17Ryox5vWKp92IDW87C5PI
93	spotify:track:1AfNdxHdE4OLcnQUyC6j3i	MC JottaPê, MC Kekel, MC Kevinho	Eterna Sacanagem	KondZilla Records	19	96	291	103199	1AfNdxHdE4OLcnQUyC6j3i
94	spotify:track:5n8Y78Pl5q8lqS7sJP61qw	Diego & Arnaldo	Relógio Parado (Ao Vivo)	Sony Music Entertainment	32	66	292	103003	5n8Y78Pl5q8lqS7sJP61qw
