rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
1,"spotify:track:4xWzZmX4K1yyrdtRfbUvjt","Niack","Oh Juliana","Niack",1,1,40,"713478"
2,"spotify:track:4zGtfOglDBfVUypabBwIjQ","Mc Zaac, Anitta, Tyga","Desce Pro Play (PA PA PA)","Universal Music Ltda.",1,3,53,"458270"
3,"spotify:track:15k1TDabqSEmyXOwMq9RM7","Jonas Esticado","Investe Em Mim","Som Livre",2,2,52,"440104"
4,"spotify:track:2fmeSswdyVq4wcqhY41UHk","Pineapple StormTv, L7NNON, Chris MC, Xamã, Lourena, Cesar Mc, Djonga, Filipe Ret, Salve Malak, Hunter","Poesia Acústica #9: Melhor Forma","Pineapple StormTV",2,16,38,"398577"
5,"spotify:track:0AGS6ZRgzobrazmCi6pYMe","Niack","Na Raba Toma Tapão","Niack / Ritmo dos Fluxos",1,4,95,"384614"
6,"spotify:track:5GAdMAL3tRJkVN1HtwohK2","Mc Don Juan, Maiara & Maraisa","Vai Ter Que Aguentar","GR6 Music",6,10,78,"345100"
7,"spotify:track:51uXmhqGR76tT2UeKZyeN6","Marília Mendonça, Maiara & Maraisa","Quero Você do Jeito Que Quiser","Som Livre",7,7,39,"337277"
8,"spotify:track:7o9LwQmTuIDm4LyyHFIWul","Henrique & Juliano","Volta Por Baixo - Ao Vivo","Virgin Music Label And Artist Services (S&D)",2,5,221,"335541"
9,"spotify:track:67mqU3FeErlvWwsxnMfvQo","MC Du Black, Delacruz","Tudo Aconteceu","Universal Music Ltda.",3,13,145,"334227"
10,"spotify:track:4zsiMjB0794HztyqUkD3Zi","Dilsinho, Henrique & Juliano","Sogra - Ao Vivo","Sony Music Entertainment",8,8,71,"328635"
11,"spotify:track:0RaIjuKU5hudMteEXwr4RS","Jorge & Mateus","Ranking","Som Livre",4,6,165,"324525"
12,"spotify:track:12v6LfkX9YIR3uLefIAAYZ","Mc Jacaré","Comprei um Lança","Mc Jacare / Los Pantchos",10,11,56,"321835"
13,"spotify:track:3WjSkl7VDWY1prwJw7dSG0","Zé Neto & Cristiano","Barzinho Aleatório - Ao Vivo","Som Livre",7,9,256,"296647"
14,"spotify:track:25gD4PQjxCLnwIY2n23aEl","Vitão, Luísa Sonza","Flores","Universal Music Ltda.",2,27,67,"292258"
15,"spotify:track:3tc8Z4lGzOIwmIVftsxO6o","Marília Mendonça","Graveto - Ao Vivo","Som Livre",3,12,221,"290908"
16,"spotify:track:4DngRKOpRPrkbzImUB0zgh","Matheus & Kauan","Litrão - Ao Vivo Em Recife / 2020","Universal Music Ltda.",2,14,200,"287319"
17,"spotify:track:6UelLqGlWMcVH1E5c4H7lY","Harry Styles","Watermelon Sugar","Columbia",17,40,188,"282482"
18,"spotify:track:6jcGoHrqfRW6fI2I6xtwBQ","MC Marks","Deus é por nós","WM Brazil",14,24,64,"280250"
19,"spotify:track:60wF0XnX7A0jVpDNA5v8vi","Vytinho NG, Bianca","Tudo no Sigilo","Vytinho Ng",3,19,153,"276588"
20,"spotify:track:7Ac3BmqTQoLdAt7HtZyfgN","DENNIS, Mc Don Juan","Te Prometo","Sony Music Entertainment",8,20,192,"276573"
21,"spotify:track:260n4ECk9j4IEvTAVBYojl","Matheus & Kauan","Nem Doeu - Ao Vivo","Universal Music Ltda.",15,18,81,"270895"
22,"spotify:track:2WlZuBDgLfT7Kc0admhFdg","Luísa Sonza","BRABA","Universal Music Ltda.",1,26,153,"261811"
23,"spotify:track:3Ghyp3X5Ua9ypHnBIgOObI","Henrique & Juliano","Liberdade Provisória - Live - Ibirapuera / 2019","Virgin Music Label And Artist Services (S&D)",1,17,256,"253111"
24,"spotify:track:3tv697PZNnaQN0Mn2zGhS5","Gusttavo Lima","A Gente Fez Amor - Ao Vivo","Sony Music Entertainment",1,15,256,"252925"
25,"spotify:track:7pDcS0EVMJR0YwjXmHcCRg","Luísa Sonza, Mc Zaac","TOMA","Universal Music Ltda.",25,36,18,"252703"
26,"spotify:track:0hDphSo7vI7gCjEPpD6gu0","GIULIA BE","se essa vida fosse um filme","WM Brazil",26,43,36,"251971"
27,"spotify:track:01mKvmXQLhr3MEoiAEAcP2","Rennan da Penha, MC 2jhow","Talarica","Sony Music Entertainment",27,28,25,"245609"
28,"spotify:track:3056x1XkmICnQmji68rrft","Murilo Huff, Henrique & Juliano","Desejando Eu (Ao Vivo)","Artinvox",21,23,88,"244976"
29,"spotify:track:28atBekPVlTdnU4M9Z7udd","Dilsinho, Luísa Sonza, Malibu","Não Vai Embora","Malibu Studios",23,35,102,"243105"
30,"spotify:track:08Sd5vVcIH3uKeAiaJdoYj","Lauana Prado","Viva Voz - Ao Vivo Em São Paulo / 2019","Universal Music Ltda.",15,25,165,"237991"
31,"spotify:track:3J5Pu25BODMex4Jpy4l6FL","Luíza & Maurílio, Zé Neto & Cristiano","S de Saudade","Som Livre",6,21,291,"236901"
32,"spotify:track:0VjIjW4GlUZAMYd2vXMi3b","The Weeknd","Blinding Lights","Republic Records",17,49,234,"227841"
33,"spotify:track:2Wo6QQD1KMDWeFkkjLqwx5","SAINt JHN, Imanbek","Roses - Imanbek Remix","Columbia/B1 Recordings",8,50,172,"226165"
34,"spotify:track:3dPvQLKl42dMYWV4LWRTLK","Os Barões Da Pisadinha","Tá Rocheda","Sony Music Entertainment",22,22,174,"225675"
35,"spotify:track:2MOq63fxuFLYQM3CsDcFs1","GIULIA BE","menina solta","WM Brazil",10,45,315,"218168"
36,"spotify:track:2ptHQBO7TQhEkXOeK9ST59","Grupo Menos É Mais, Di Propósito, Vou Zuar","Pot-Pourri: Melhor Eu Ir / Ligando Os Fatos / Sonho de Amor / Deixa Eu Te Querer - Ao Vivo","Som Livre",29,32,76,"210979"
37,"spotify:track:5LpLYzpV0HWKI2DlPmNywg","Wesley Safadão, Zé Neto & Cristiano","Despedida - Ao Vivo","Som Livre",15,30,137,"210823"
38,"spotify:track:59CnMc5PR9GdDFEVOpHSg9","Dj W-Beatz, Ventura, Mc Rennan, MC Bruna Alves, MC BN, MC Rick","Rave do Papa - Deluxe (feat. Mc Rennan, MC Bruna Alves, MC BN & MC Rick) - Remix","Tratto Entretenimentos",32,42,67,"206278"
39,"spotify:track:0SJtvFn4vqgJPscSbEPaql","Maiara & Maraisa, Dilsinho","Libera Ela - Ao Vivo","Som Livre",16,33,123,"204185"
40,"spotify:track:71FrGl0XcpL3VId65tB5mg","Os Barões Da Pisadinha","Recairei - Ao Vivo","Sony Music Entertainment",29,29,96,"202997"
41,"spotify:track:4j2bK4fnc2s6GyVmhJsJhk","Henrique & Juliano","Briga Feia - Ao Vivo","Virgin Music Label And Artist Services (S&D)",21,31,249,"202298"
42,"spotify:track:4Oun2ylbjFKMPTiaSbbCih","Cardi B, Megan Thee Stallion","WAP (feat. Megan Thee Stallion)","Atlantic/KSR",42,65,11,"196667"
43,"spotify:track:1GWUiFYLYEapxYHnASyOud","Wesley Safadão","Não Valeu","Som Livre",33,34,95,"195417"
44,"spotify:track:23zmMwD99ROi9yhxqMxWil","João Bosco & Vinicius, Matheus","Segunda Taça - Ao Vivo","João Bosco & Vinicius",19,38,179,"191995"
45,"spotify:track:3oqC4Ta40ft6NnTJwcUTdi","Rashid, Lukinhas, Emicida","Pipa Voada (feat. Emicida)","Sony Music Entertainment",33,56,163,"191411"
46,"spotify:track:6NM06xgqxQ0HU5lxbt2JHi","Gusttavo Lima","Saudade Sua","Sony Music Entertainment",2,39,95,"190101"
47,"spotify:track:3oe0vGmQxem3DcarYMuzu1","Felipe Araújo","Mentira - Ao Vivo","Universal Music Ltda.",11,41,259,"187927"
48,"spotify:track:3PfIrDoz19wz7qK7tYeu62","Dua Lipa","Don't Start Now","Warner Records",1,58,291,"187252"
