rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams
1,"spotify:track:4zGtfOglDBfVUypabBwIjQ","Mc Zaac, Anitta, Tyga","Desce Pro Play (PA PA PA)","Universal Music Ltda.",1,1,16,"849213"
2,"spotify:track:0AGS6ZRgzobrazmCi6pYMe","Niack","Na Raba Toma Tapão","Niack / Ritmo dos Fluxos",1,2,58,"695972"
3,"spotify:track:7o9LwQmTuIDm4LyyHFIWul","Henrique & Juliano","Volta Por Baixo - Ao Vivo","Virgin Music Label And Artist Services (S&D)",2,4,184,"581715"
4,"spotify:track:0RaIjuKU5hudMteEXwr4RS","Jorge & Mateus","Ranking","Som Livre",4,5,128,"563438"
5,"spotify:track:3tc8Z4lGzOIwmIVftsxO6o","Marília Mendonça","Graveto - Ao Vivo","Som Livre",3,7,184,"549309"
6,"spotify:track:4DngRKOpRPrkbzImUB0zgh","Matheus & Kauan","Litrão - Ao Vivo Em Recife / 2020","Universal Music Ltda.",2,6,163,"547134"
7,"spotify:track:3Ghyp3X5Ua9ypHnBIgOObI","Henrique & Juliano","Liberdade Provisória - Live - Ibirapuera / 2019","Virgin Music Label And Artist Services (S&D)",1,9,219,"531980"
8,"spotify:track:3WjSkl7VDWY1prwJw7dSG0","Zé Neto & Cristiano","Barzinho Aleatório - Ao Vivo","Som Livre",8,12,219,"529787"
9,"spotify:track:3tv697PZNnaQN0Mn2zGhS5","Gusttavo Lima","A Gente Fez Amor - Ao Vivo","Sony Music Entertainment",1,14,219,"489577"
10,"spotify:track:67mqU3FeErlvWwsxnMfvQo","MC Du Black, Delacruz","Tudo Aconteceu","Universal Music Ltda.",3,8,108,"482044"
11,"spotify:track:60wF0XnX7A0jVpDNA5v8vi","Vytinho NG, Bianca","Tudo no Sigilo","Vytinho Ng",3,10,116,"472777"
12,"spotify:track:7Ac3BmqTQoLdAt7HtZyfgN","DENNIS, Mc Don Juan","Te Prometo","Sony Music Entertainment",8,13,155,"445971"
13,"spotify:track:3J5Pu25BODMex4Jpy4l6FL","Luíza & Maurílio, Zé Neto & Cristiano","S de Saudade","Som Livre",6,17,254,"441209"
14,"spotify:track:25gD4PQjxCLnwIY2n23aEl","Vitão, Luísa Sonza","Flores","Universal Music Ltda.",2,11,30,"430834"
15,"spotify:track:08Sd5vVcIH3uKeAiaJdoYj","Lauana Prado","Viva Voz - Ao Vivo Em São Paulo / 2019","Universal Music Ltda.",15,18,128,"423959"
16,"spotify:track:2WlZuBDgLfT7Kc0admhFdg","Luísa Sonza","BRABA","Universal Music Ltda.",1,15,116,"414794"
17,"spotify:track:5LpLYzpV0HWKI2DlPmNywg","Wesley Safadão, Zé Neto & Cristiano","Despedida - Ao Vivo","Som Livre",15,21,100,"393692"
18,"spotify:track:15k1TDabqSEmyXOwMq9RM7","Jonas Esticado","Investe Em Mim","Som Livre",18,25,15,"389017"
19,"spotify:track:6NM06xgqxQ0HU5lxbt2JHi","Gusttavo Lima","Saudade Sua","Sony Music Entertainment",2,16,58,"386383"
20,"spotify:track:0SJtvFn4vqgJPscSbEPaql","Maiara & Maraisa, Dilsinho","Libera Ela - Ao Vivo","Som Livre",16,22,86,"385228"
21,"spotify:track:3oe0vGmQxem3DcarYMuzu1","Felipe Araújo","Mentira - Ao Vivo","Universal Music Ltda.",11,23,222,"376712"
22,"spotify:track:5GAdMAL3tRJkVN1HtwohK2","Mc Don Juan, Maiara & Maraisa","Vai Ter Que Aguentar","GR6 Music",18,19,41,"372569"
23,"spotify:track:4cno0k9jDEFpLAQyHNjqVx","Anitta, Arcangel, De La Ghetto","Tócame (feat. Arcangel & De La Ghetto)","Warner Records",3,3,2,"342759"
24,"spotify:track:23zmMwD99ROi9yhxqMxWil","João Bosco & Vinicius, Matheus","Segunda Taça - Ao Vivo","João Bosco & Vinicius",19,27,142,"342354"
25,"spotify:track:2PWjKmjyTZeDpmOUa3a5da","Jorge & Mateus","Cheirosa - Ao Vivo","Som Livre",3,33,275,"334649"
26,"spotify:track:3056x1XkmICnQmji68rrft","Murilo Huff, Henrique & Juliano","Desejando Eu (Ao Vivo)","Artinvox",26,40,51,"333651"
