,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:3Ghyp3X5Ua9ypHnBIgOObI,Henrique & Juliano,Liberdade Provisória - Live - Ibirapuera / 2019,Virgin Music Label And Artist Services (S&D),1,1,68,702041,3Ghyp3X5Ua9ypHnBIgOObI,-0.6808,0.023,0.977,0.0
1,2,spotify:track:3tv697PZNnaQN0Mn2zGhS5,Gusttavo Lima,A Gente Fez Amor - Ao Vivo,Sony Music Entertainment,2,2,68,582640,3tv697PZNnaQN0Mn2zGhS5,0.9946,0.029,0.823,0.148
2,3,spotify:track:4HUZBG98TYbxSR9V1V2DWS,"Thiaguinho MT, Mila, JS o Mão de Ouro",Tudo Ok,Sony Music Entertainment,2,3,44,505954,4HUZBG98TYbxSR9V1V2DWS,-0.889,0.063,0.906,0.032
3,4,spotify:track:4lKuzrdZrJuCAedbIslF3A,"PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro",SENTADÃO,WM Brazil,2,4,82,505692,4lKuzrdZrJuCAedbIslF3A,0.5696,0.06,0.867,0.073
4,5,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),5,5,142,493466,1rgnBhdG2JDFTbYkYRZAku,0.0387,0.023,0.946,0.03
5,6,spotify:track:5L8ZEyIdZ2KE4Wf51SsuOF,Gustavo Mioto,Com Ou Sem Mim - Ao Vivo,Universal Music Ltda.,6,7,82,469044,5L8ZEyIdZ2KE4Wf51SsuOF,0.8541,0.0,0.963,0.037
6,7,spotify:track:3tc8Z4lGzOIwmIVftsxO6o,Marília Mendonça,Graveto - Ao Vivo,Som Livre,5,8,33,462735,3tc8Z4lGzOIwmIVftsxO6o,0.34,0.015,0.968,0.017
7,8,spotify:track:63SHcJzckFykS8faA5zojY,"MC Ingryd, DJ Henrique da VK",Vem Me Satisfazer,MC Ingryd,5,6,70,460311,63SHcJzckFykS8faA5zojY,-0.9718,0.066,0.934,0.0
8,9,spotify:track:7vZqxuOvEwRHsGVaDykzpY,Os Parazim,Porta Mala,Os Parazim,7,9,53,426557,7vZqxuOvEwRHsGVaDykzpY,-0.296,0.004,0.996,0.0
9,10,spotify:track:2bPtwnrpFNEe8N7Q85kLHw,"Anitta, Lexa, Luísa Sonza, Rebecca",Combatchy (feat. MC Rebecca),WM Brazil,1,10,84,419500,2bPtwnrpFNEe8N7Q85kLHw,-0.9637,0.061,0.939,0.0
10,11,spotify:track:2Q9TaUXNM4mNSCgJjbmsJe,Zé Neto & Cristiano,Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,Som Livre,4,11,75,372605,2Q9TaUXNM4mNSCgJjbmsJe,0.0,0.0,1.0,0.0
11,12,spotify:track:2PWjKmjyTZeDpmOUa3a5da,Jorge & Mateus,Cheirosa - Ao Vivo,Som Livre,3,12,124,371186,2PWjKmjyTZeDpmOUa3a5da,-0.5267,0.02,0.98,0.0
12,13,spotify:track:5F8ffc8KWKNawllr5WsW0r,"Dadá Boladão, Tati Zaqui, OIK",Surtada - Remix Brega Funk,Sony Music Entertainment,1,13,135,365884,5F8ffc8KWKNawllr5WsW0r,-0.5267,0.014,0.986,0.0
13,14,spotify:track:3J5Pu25BODMex4Jpy4l6FL,"Luíza & Maurílio, Zé Neto & Cristiano",S de Saudade,Som Livre,10,14,103,356088,3J5Pu25BODMex4Jpy4l6FL,0.0,0.0,1.0,0.0
14,15,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,Dua Lipa,Don't Start Now,Warner Records,15,15,103,339200,6WrI0LAC5M1Rw2MnX2ZvEg,-0.9873,0.129,0.839,0.032
15,16,spotify:track:3GmJxfnUDrIs1iCfKUELFz,Marília Mendonça,Supera - Ao Vivo,Som Livre,1,16,180,331116,3GmJxfnUDrIs1iCfKUELFz,0.8402,0.0,0.964,0.036
16,17,spotify:track:2MOq63fxuFLYQM3CsDcFs1,GIULIA BE,menina solta,WM Brazil,10,18,127,310494,2MOq63fxuFLYQM3CsDcFs1,0.2244,0.015,0.973,0.013
17,18,spotify:track:1uryupl9hqVZYurJwH4G9k,Guilherme & Benuto,3 Batidas - Ao Vivo,Sony Music Entertainment,8,17,171,307080,1uryupl9hqVZYurJwH4G9k,0.0,0.083,0.856,0.061
18,19,spotify:track:6lK3nCiigk34SGqEjpQoqO,Maiara & Maraisa,Aí Eu Bebo - Ao Vivo,Som Livre,13,19,117,283124,6lK3nCiigk34SGqEjpQoqO,0.0,0.0,1.0,0.0
19,20,spotify:track:7o9LwQmTuIDm4LyyHFIWul,Henrique & Juliano,Volta Por Baixo - Ao Vivo,Virgin Music Label And Artist Services (S&D),20,21,33,279722,7o9LwQmTuIDm4LyyHFIWul,0.9798,0.0,0.907,0.093
20,21,spotify:track:5FFpRbsH9WDYNoLauRAHpj,"MC Kevinho, Dadá Boladão, MC JottaPê",Paredão,WM Brazil,18,20,51,279651,5FFpRbsH9WDYNoLauRAHpj,-0.9581,0.059,0.941,0.0
21,22,spotify:track:6QwFUcPc5nhsqZuhXUYtV7,Jorge & Mateus,Tijolão - Ao Vivo,Som Livre,1,22,264,276464,6QwFUcPc5nhsqZuhXUYtV7,0.0,0.0,1.0,0.0
22,23,spotify:track:2qD7VoDYcrAPY0cVEfpsR5,"Anitta, Marília Mendonça",Some que ele vem atrás,WM Brazil,2,24,105,273286,2qD7VoDYcrAPY0cVEfpsR5,0.0,0.0,1.0,0.0
23,24,spotify:track:3Uq45ipGutypFPmETfaoaH,"MC Du Black, DJ 2F",Gaiola É o Troco,EP MIX Editora,1,23,198,272623,3Uq45ipGutypFPmETfaoaH,0.9581,0.0,0.954,0.046
24,25,spotify:track:5W1kqz2l1lDX77DXBMeXZg,Matheus & Kauan,Litrão - Ao Vivo Em Recife / 2020,Universal Music Ltda.,25,27,12,272585,5W1kqz2l1lDX77DXBMeXZg,-0.7989,0.029,0.971,0.0
25,26,spotify:track:4j2bK4fnc2s6GyVmhJsJhk,Henrique & Juliano,Briga Feia - Ao Vivo,Virgin Music Label And Artist Services (S&D),25,25,61,271758,4j2bK4fnc2s6GyVmhJsJhk,-0.5267,0.018,0.982,0.0
26,27,spotify:track:2RMOwSvOGQyy985Vx4VSGQ,"LUDMILLA, Topo La Maskara, Walshy Fire",Verdinha,WM Brazil,8,26,75,269395,2RMOwSvOGQyy985Vx4VSGQ,-0.1431,0.049,0.917,0.034
