rank	uri	artist_names	track_name	source	peak_rank	previous_rank	days_on_chart	streams	ID
1	spotify:track:3Ghyp3X5Ua9ypHnBIgOObI	Henrique & Juliano	Liberdade Provisória - Live - Ibirapuera / 2019	Virgin Music Label And Artist Services (S&D)	1	1	87	688768	3Ghyp3X5Ua9ypHnBIgOObI
2	spotify:track:3tv697PZNnaQN0Mn2zGhS5	Gusttavo Lima	A Gente Fez Amor - Ao Vivo	Sony Music Entertainment	2	2	87	556859	3tv697PZNnaQN0Mn2zGhS5
3	spotify:track:4HUZBG98TYbxSR9V1V2DWS	Thiaguinho MT, Mila, JS o Mão de Ouro	Tudo Ok	Sony Music Entertainment	1	3	63	515155	4HUZBG98TYbxSR9V1V2DWS
4	spotify:track:4lKuzrdZrJuCAedbIslF3A	PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro	SENTADÃO	WM Brazil	2	4	101	513463	4lKuzrdZrJuCAedbIslF3A
5	spotify:track:5W1kqz2l1lDX77DXBMeXZg	Matheus & Kauan	Litrão - Ao Vivo Em Recife / 2020	Universal Music Ltda.	5	6	31	457617	5W1kqz2l1lDX77DXBMeXZg
6	spotify:track:3tc8Z4lGzOIwmIVftsxO6o	Marília Mendonça	Graveto - Ao Vivo	Som Livre	5	5	52	453474	3tc8Z4lGzOIwmIVftsxO6o
7	spotify:track:3J5Pu25BODMex4Jpy4l6FL	Luíza & Maurílio, Zé Neto & Cristiano	S de Saudade	Som Livre	7	8	122	444190	3J5Pu25BODMex4Jpy4l6FL
8	spotify:track:5L8ZEyIdZ2KE4Wf51SsuOF	Gustavo Mioto	Com Ou Sem Mim - Ao Vivo	Universal Music Ltda.	5	7	101	430747	5L8ZEyIdZ2KE4Wf51SsuOF
9	spotify:track:63SHcJzckFykS8faA5zojY	MC Ingryd, DJ Henrique da VK	Vem Me Satisfazer	MC Ingryd	4	9	89	429500	63SHcJzckFykS8faA5zojY
10	spotify:track:1K7WzjKDcDdVbKNGrB0gej	Major Lazer, MC Lan, Anitta, BEAM	Rave de Favela (feat. BEAM)	WM Brazil	4	10	16	428032	1K7WzjKDcDdVbKNGrB0gej
11	spotify:track:2Q9TaUXNM4mNSCgJjbmsJe	Zé Neto & Cristiano	Bebi Minha Bicicleta (Coração Falido) - Ao Vivo	Som Livre	4	11	94	417481	2Q9TaUXNM4mNSCgJjbmsJe
12	spotify:track:2PWjKmjyTZeDpmOUa3a5da	Jorge & Mateus	Cheirosa - Ao Vivo	Som Livre	3	12	143	406676	2PWjKmjyTZeDpmOUa3a5da
13	spotify:track:1uryupl9hqVZYurJwH4G9k	Guilherme & Benuto	3 Batidas - Ao Vivo	Sony Music Entertainment	8	14	190	384656	1uryupl9hqVZYurJwH4G9k
14	spotify:track:1rgnBhdG2JDFTbYkYRZAku	Tones And I	Dance Monkey	Elektra (NEK)	5	13	161	379638	1rgnBhdG2JDFTbYkYRZAku
15	spotify:track:2bPtwnrpFNEe8N7Q85kLHw	Anitta, Lexa, Luísa Sonza, Rebecca	Combatchy (feat. MC Rebecca)	WM Brazil	1	15	103	372712	2bPtwnrpFNEe8N7Q85kLHw
16	spotify:track:3GmJxfnUDrIs1iCfKUELFz	Marília Mendonça	Supera - Ao Vivo	Som Livre	1	17	199	352922	3GmJxfnUDrIs1iCfKUELFz
17	spotify:track:5F8ffc8KWKNawllr5WsW0r	Dadá Boladão, Tati Zaqui, OIK	Surtada - Remix Brega Funk	Sony Music Entertainment	1	16	154	350176	5F8ffc8KWKNawllr5WsW0r
18	spotify:track:7o9LwQmTuIDm4LyyHFIWul	Henrique & Juliano	Volta Por Baixo - Ao Vivo	Virgin Music Label And Artist Services (S&D)	18	18	52	347669	7o9LwQmTuIDm4LyyHFIWul
19	spotify:track:6lK3nCiigk34SGqEjpQoqO	Maiara & Maraisa	Aí Eu Bebo - Ao Vivo	Som Livre	13	19	136	343526	6lK3nCiigk34SGqEjpQoqO
20	spotify:track:7vZqxuOvEwRHsGVaDykzpY	Os Parazim	Porta Mala	Os Parazim	7	20	72	341399	7vZqxuOvEwRHsGVaDykzpY
21	spotify:track:6QwFUcPc5nhsqZuhXUYtV7	Jorge & Mateus	Tijolão - Ao Vivo	Som Livre	1	25	283	295328	6QwFUcPc5nhsqZuhXUYtV7
22	spotify:track:7yYsyXQa2JgbyL9fkEiUNt	Pabllo Vittar	Amor de Que	Sony Music Entertainment	11	22	122	290742	7yYsyXQa2JgbyL9fkEiUNt
23	spotify:track:4p8pEdPYOQLzJUKYrLOacy	WC no Beat, PEDRO SAMPAIO, FP do Trem Bala	BALANÇA (feat. Pedro Sampaio)	Sony Music Entertainment	21	24	31	285493	4p8pEdPYOQLzJUKYrLOacy
24	spotify:track:2qD7VoDYcrAPY0cVEfpsR5	Anitta, Marília Mendonça	Some que ele vem atrás	WM Brazil	2	26	124	282358	2qD7VoDYcrAPY0cVEfpsR5
25	spotify:track:4j2bK4fnc2s6GyVmhJsJhk	Henrique & Juliano	Briga Feia - Ao Vivo	Virgin Music Label And Artist Services (S&D)	25	27	80	280448	4j2bK4fnc2s6GyVmhJsJhk
26	spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg	Dua Lipa	Don't Start Now	Warner Records	15	23	122	278523	6WrI0LAC5M1Rw2MnX2ZvEg
27	spotify:track:2kJu14V7hbZw3I4K8L8SXb	Lady Gaga	Stupid Love	Interscope	5	21	3	277729	2kJu14V7hbZw3I4K8L8SXb
28	spotify:track:2RMOwSvOGQyy985Vx4VSGQ	LUDMILLA, Topo La Maskara, Walshy Fire	Verdinha	WM Brazil	8	29	94	268502	2RMOwSvOGQyy985Vx4VSGQ
29	spotify:track:2MOq63fxuFLYQM3CsDcFs1	GIULIA BE	menina solta	WM Brazil	10	28	146	266168	2MOq63fxuFLYQM3CsDcFs1
30	spotify:track:7Ac3BmqTQoLdAt7HtZyfgN	DENNIS, Mc Don Juan	Te Prometo	Sony Music Entertainment	23	30	23	265374	7Ac3BmqTQoLdAt7HtZyfgN
31	spotify:track:5dKesZwp6deuhEeW8F1UEi	Felipe Original, MC Kevin o Chris, Sodré, JS o Mão de Ouro	Hit Contagiante	Tudo Nosso Produtora	1	33	216	254267	5dKesZwp6deuhEeW8F1UEi
32	spotify:track:17Ryox5vWKp92IDW87C5PI	Gusttavo Lima	Quem Traiu Levou - Ao Vivo	Sony Music Entertainment	14	37	172	252366	17Ryox5vWKp92IDW87C5PI
33	spotify:track:4RC2nzqaQygxoVQOVv3XlT	Leo Santana, Anitta	Contatinho - Ao Vivo	Universal Music Ltda.	5	31	178	251619	4RC2nzqaQygxoVQOVv3XlT
