,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:3Ghyp3X5Ua9ypHnBIgOObI,Henrique & Juliano,Liberdade Provisória - Live - Ibirapuera / 2019,Virgin Music Label And Artist Services (S&D),1,1,105,543838,3Ghyp3X5Ua9ypHnBIgOObI,-0.6808,0.023,0.977,0.0
1,2,spotify:track:3tv697PZNnaQN0Mn2zGhS5,Gusttavo Lima,A Gente Fez Amor - Ao Vivo,Sony Music Entertainment,2,2,105,514327,3tv697PZNnaQN0Mn2zGhS5,0.9946,0.029,0.823,0.148
2,3,spotify:track:1K7WzjKDcDdVbKNGrB0gej,"Major Lazer, MC Lan, Anitta, BEAM",Rave de Favela (feat. BEAM),WM Brazil,3,3,34,433551,1K7WzjKDcDdVbKNGrB0gej,-0.9959,0.211,0.724,0.065
3,4,spotify:track:3tc8Z4lGzOIwmIVftsxO6o,Marília Mendonça,Graveto - Ao Vivo,Som Livre,3,5,70,400608,3tc8Z4lGzOIwmIVftsxO6o,0.34,0.015,0.968,0.017
4,5,spotify:track:5W1kqz2l1lDX77DXBMeXZg,Matheus & Kauan,Litrão - Ao Vivo Em Recife / 2020,Universal Music Ltda.,3,4,49,387350,5W1kqz2l1lDX77DXBMeXZg,-0.7989,0.029,0.971,0.0
5,6,spotify:track:4lKuzrdZrJuCAedbIslF3A,"PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro",SENTADÃO,WM Brazil,2,6,119,371713,4lKuzrdZrJuCAedbIslF3A,0.5696,0.06,0.867,0.073
6,7,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),5,7,179,364774,1rgnBhdG2JDFTbYkYRZAku,0.0387,0.023,0.946,0.03
7,8,spotify:track:15Dl8e6gdR0I1IQn0M4SGi,Simone & Simaria,Amoreco,Universal Music Ltda.,8,8,35,361215,15Dl8e6gdR0I1IQn0M4SGi,-0.6776,0.043,0.957,0.0
8,9,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,Dua Lipa,Don't Start Now,Warner Records,8,9,140,357414,6WrI0LAC5M1Rw2MnX2ZvEg,-0.9873,0.129,0.839,0.032
9,10,spotify:track:3J5Pu25BODMex4Jpy4l6FL,"Luíza & Maurílio, Zé Neto & Cristiano",S de Saudade,Som Livre,6,10,140,342586,3J5Pu25BODMex4Jpy4l6FL,0.0,0.0,1.0,0.0
10,11,spotify:track:63SHcJzckFykS8faA5zojY,"MC Ingryd, DJ Henrique da VK",Vem Me Satisfazer,MC Ingryd,4,11,107,327085,63SHcJzckFykS8faA5zojY,-0.9718,0.066,0.934,0.0
11,12,spotify:track:2Q9TaUXNM4mNSCgJjbmsJe,Zé Neto & Cristiano,Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,Som Livre,4,12,112,323816,2Q9TaUXNM4mNSCgJjbmsJe,0.0,0.0,1.0,0.0
12,13,spotify:track:2PWjKmjyTZeDpmOUa3a5da,Jorge & Mateus,Cheirosa - Ao Vivo,Som Livre,3,13,161,316640,2PWjKmjyTZeDpmOUa3a5da,-0.5267,0.02,0.98,0.0
13,14,spotify:track:4HUZBG98TYbxSR9V1V2DWS,"Thiaguinho MT, Mila, JS o Mão de Ouro",Tudo Ok,Sony Music Entertainment,1,14,81,312615,4HUZBG98TYbxSR9V1V2DWS,-0.889,0.063,0.906,0.032
14,15,spotify:track:5L8ZEyIdZ2KE4Wf51SsuOF,Gustavo Mioto,Com Ou Sem Mim - Ao Vivo,Universal Music Ltda.,5,15,119,309480,5L8ZEyIdZ2KE4Wf51SsuOF,0.8541,0.0,0.963,0.037
15,16,spotify:track:7Ac3BmqTQoLdAt7HtZyfgN,"DENNIS, Mc Don Juan",Te Prometo,Sony Music Entertainment,16,16,41,284167,7Ac3BmqTQoLdAt7HtZyfgN,-0.9874,0.021,0.965,0.013
16,17,spotify:track:1uryupl9hqVZYurJwH4G9k,Guilherme & Benuto,3 Batidas - Ao Vivo,Sony Music Entertainment,8,17,208,281867,1uryupl9hqVZYurJwH4G9k,0.0,0.083,0.856,0.061
17,18,spotify:track:4p8pEdPYOQLzJUKYrLOacy,"WC no Beat, PEDRO SAMPAIO, FP do Trem Bala",BALANÇA (feat. Pedro Sampaio),Sony Music Entertainment,18,21,49,279638,4p8pEdPYOQLzJUKYrLOacy,-0.5803,0.018,0.982,0.0
18,19,spotify:track:7o9LwQmTuIDm4LyyHFIWul,Henrique & Juliano,Volta Por Baixo - Ao Vivo,Virgin Music Label And Artist Services (S&D),16,18,70,278761,7o9LwQmTuIDm4LyyHFIWul,0.9798,0.0,0.907,0.093
19,20,spotify:track:3GmJxfnUDrIs1iCfKUELFz,Marília Mendonça,Supera - Ao Vivo,Som Livre,1,19,217,276664,3GmJxfnUDrIs1iCfKUELFz,0.8402,0.0,0.964,0.036
20,21,spotify:track:2bPtwnrpFNEe8N7Q85kLHw,"Anitta, Lexa, Luísa Sonza, Rebecca",Combatchy (feat. MC Rebecca),WM Brazil,1,20,121,274462,2bPtwnrpFNEe8N7Q85kLHw,-0.9637,0.061,0.939,0.0
21,22,spotify:track:1MmS7UIy3J1BTxfGCRvVqN,Gusttavo Lima,Carreira Solo - Ao Vivo,Sony Music Entertainment,21,22,140,270791,1MmS7UIy3J1BTxfGCRvVqN,0.0,0.0,1.0,0.0
22,23,spotify:track:146Vb458Y5RbqEa0fYFPzm,Felipe Araújo,Mentira - Ao Vivo,Universal Music Ltda.,21,23,108,270395,146Vb458Y5RbqEa0fYFPzm,0.0,0.0,1.0,0.0
23,24,spotify:track:2MOq63fxuFLYQM3CsDcFs1,GIULIA BE,menina solta,WM Brazil,10,24,164,263183,2MOq63fxuFLYQM3CsDcFs1,0.2244,0.015,0.973,0.013
24,25,spotify:track:5F8ffc8KWKNawllr5WsW0r,"Dadá Boladão, Tati Zaqui, OIK",Surtada - Remix Brega Funk,Sony Music Entertainment,1,25,172,249718,5F8ffc8KWKNawllr5WsW0r,-0.5267,0.014,0.986,0.0
25,26,spotify:track:17Ryox5vWKp92IDW87C5PI,Gusttavo Lima,Quem Traiu Levou - Ao Vivo,Sony Music Entertainment,14,26,190,242796,17Ryox5vWKp92IDW87C5PI,-0.1531,0.025,0.96,0.015
26,27,spotify:track:6QwFUcPc5nhsqZuhXUYtV7,Jorge & Mateus,Tijolão - Ao Vivo,Som Livre,1,27,301,239949,6QwFUcPc5nhsqZuhXUYtV7,0.0,0.0,1.0,0.0
27,28,spotify:track:6lK3nCiigk34SGqEjpQoqO,Maiara & Maraisa,Aí Eu Bebo - Ao Vivo,Som Livre,13,30,154,233703,6lK3nCiigk34SGqEjpQoqO,0.0,0.0,1.0,0.0
28,29,spotify:track:4j2bK4fnc2s6GyVmhJsJhk,Henrique & Juliano,Briga Feia - Ao Vivo,Virgin Music Label And Artist Services (S&D),24,28,98,233614,4j2bK4fnc2s6GyVmhJsJhk,-0.5267,0.018,0.982,0.0
29,30,spotify:track:2WlZuBDgLfT7Kc0admhFdg,Luísa Sonza,BRABA,Universal Music Ltda.,30,61,2,231841,2WlZuBDgLfT7Kc0admhFdg,-0.5267,0.017,0.983,0.0
30,31,spotify:track:0RaIjuKU5hudMteEXwr4RS,Jorge & Mateus,Ranking,Som Livre,21,29,14,230839,0RaIjuKU5hudMteEXwr4RS,-0.89,0.045,0.955,0.0
31,32,spotify:track:14kRWkCWBYfQqILflEcpSJ,"Lexa, PEDRO SAMPAIO",Chama Ela (feat. Pedro Sampaio),Som Livre,5,31,177,222773,14kRWkCWBYfQqILflEcpSJ,-0.8593,0.038,0.962,0.0
32,33,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,Roddy Ricch,The Box,Atlantic Records,32,32,69,220994,0nbXyq5TXYPCO7pr3N8S4I,-0.9883,0.118,0.814,0.068
33,34,spotify:track:1AfNdxHdE4OLcnQUyC6j3i,"MC JottaPê, MC Kekel, MC Kevinho",Eterna Sacanagem,KondZilla Records,19,33,154,207252,1AfNdxHdE4OLcnQUyC6j3i,0.9832,0.008,0.919,0.073
34,35,spotify:track:72xB2J9ZeBl0Rzxq2XmzdY,"João Gustavo e Murilo, Analaga",Lençol Dobrado,WM Brazil,2,34,501,206862,72xB2J9ZeBl0Rzxq2XmzdY,0.0,0.0,1.0,0.0
35,36,spotify:track:7yYsyXQa2JgbyL9fkEiUNt,Pabllo Vittar,Amor de Que,Sony Music Entertainment,11,35,140,204117,7yYsyXQa2JgbyL9fkEiUNt,0.995,0.032,0.792,0.176
36,37,spotify:track:6mdU8glNHYdBBj5DuKSL1B,Gusttavo Lima,Perrengue - Ao Vivo,Sony Music Entertainment,15,42,168,190603,6mdU8glNHYdBBj5DuKSL1B,0.0,0.0,1.0,0.0
37,38,spotify:track:3Uq45ipGutypFPmETfaoaH,"MC Du Black, DJ 2F",Gaiola É o Troco,EP MIX Editora,1,37,235,190016,3Uq45ipGutypFPmETfaoaH,0.9581,0.0,0.954,0.046
38,39,spotify:track:0sf12qNH5qcw8qpgymFOqD,The Weeknd,Blinding Lights,Republic Records,36,36,83,186691,0sf12qNH5qcw8qpgymFOqD,0.0,0.0,1.0,0.0
39,40,spotify:track:2RMOwSvOGQyy985Vx4VSGQ,"LUDMILLA, Topo La Maskara, Walshy Fire",Verdinha,WM Brazil,8,39,112,185613,2RMOwSvOGQyy985Vx4VSGQ,-0.1431,0.049,0.917,0.034
40,41,spotify:track:7k4t7uLgtOxPwTpFmtJNTY,"KAROL G, Nicki Minaj",Tusa,TUSA - Karol G & Nicki Minaj,38,38,76,184846,7k4t7uLgtOxPwTpFmtJNTY,-0.8339,0.053,0.908,0.04
41,42,spotify:track:5q0NlM6Pm8Pp3orq7zGiRn,"Matheus & Kauan, Jorge & Mateus",Quarta Cadeira - Ao Vivo,Universal Music Ltda.,9,41,364,184810,5q0NlM6Pm8Pp3orq7zGiRn,0.0,0.0,1.0,0.0
42,43,spotify:track:5FFpRbsH9WDYNoLauRAHpj,"MC Kevinho, Dadá Boladão, MC JottaPê",Paredão,WM Brazil,18,40,88,183943,5FFpRbsH9WDYNoLauRAHpj,-0.9581,0.059,0.941,0.0
