,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:3tv697PZNnaQN0Mn2zGhS5,Gusttavo Lima,A Gente Fez Amor - Ao Vivo,Sony Music Entertainment,1,1,135,749253,3tv697PZNnaQN0Mn2zGhS5,0.9946,0.029,0.823,0.148
1,2,spotify:track:3Ghyp3X5Ua9ypHnBIgOObI,Henrique & Juliano,Liberdade Provisória - Live - Ibirapuera / 2019,Virgin Music Label And Artist Services (S&D),1,3,135,637484,3Ghyp3X5Ua9ypHnBIgOObI,-0.6808,0.023,0.977,0.0
2,3,spotify:track:2WlZuBDgLfT7Kc0admhFdg,Luísa Sonza,BRABA,Universal Music Ltda.,1,2,32,555974,2WlZuBDgLfT7Kc0admhFdg,-0.5267,0.017,0.983,0.0
3,4,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Don't Start Now,Warner Records,1,4,170,526011,3PfIrDoz19wz7qK7tYeu62,-0.9873,0.129,0.839,0.032
4,5,spotify:track:3tc8Z4lGzOIwmIVftsxO6o,Marília Mendonça,Graveto - Ao Vivo,Som Livre,3,6,100,511490,3tc8Z4lGzOIwmIVftsxO6o,0.34,0.015,0.968,0.017
5,6,spotify:track:5W1kqz2l1lDX77DXBMeXZg,Matheus & Kauan,Litrão - Ao Vivo Em Recife / 2020,Universal Music Ltda.,3,7,79,495040,5W1kqz2l1lDX77DXBMeXZg,-0.7989,0.029,0.971,0.0
6,7,spotify:track:3J5Pu25BODMex4Jpy4l6FL,"Luíza & Maurílio, Zé Neto & Cristiano",S de Saudade,Som Livre,6,9,170,486703,3J5Pu25BODMex4Jpy4l6FL,0.0,0.0,1.0,0.0
7,8,spotify:track:1K7WzjKDcDdVbKNGrB0gej,"Major Lazer, MC Lan, Anitta, BEAM",Rave de Favela (feat. BEAM),WM Brazil,2,5,64,476574,1K7WzjKDcDdVbKNGrB0gej,-0.9959,0.211,0.724,0.065
8,9,spotify:track:2Q9TaUXNM4mNSCgJjbmsJe,Zé Neto & Cristiano,Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,Som Livre,4,11,142,431881,2Q9TaUXNM4mNSCgJjbmsJe,0.0,0.0,1.0,0.0
9,10,spotify:track:60wF0XnX7A0jVpDNA5v8vi,"Vytinho NG, Bianca",Tudo no Sigilo,Vytinho Ng,8,8,32,431226,60wF0XnX7A0jVpDNA5v8vi,-0.8642,0.03,0.97,0.0
10,11,spotify:track:7Ac3BmqTQoLdAt7HtZyfgN,"DENNIS, Mc Don Juan",Te Prometo,Sony Music Entertainment,8,10,71,407940,7Ac3BmqTQoLdAt7HtZyfgN,-0.9874,0.021,0.965,0.013
11,12,spotify:track:0RaIjuKU5hudMteEXwr4RS,Jorge & Mateus,Ranking,Som Livre,9,12,44,396320,0RaIjuKU5hudMteEXwr4RS,-0.89,0.045,0.955,0.0
12,13,spotify:track:2PWjKmjyTZeDpmOUa3a5da,Jorge & Mateus,Cheirosa - Ao Vivo,Som Livre,3,17,191,377706,2PWjKmjyTZeDpmOUa3a5da,-0.5267,0.02,0.98,0.0
13,14,spotify:track:7o9LwQmTuIDm4LyyHFIWul,Henrique & Juliano,Volta Por Baixo - Ao Vivo,Virgin Music Label And Artist Services (S&D),14,16,100,376616,7o9LwQmTuIDm4LyyHFIWul,0.9798,0.0,0.907,0.093
14,15,spotify:track:5L8ZEyIdZ2KE4Wf51SsuOF,Gustavo Mioto,Com Ou Sem Mim - Ao Vivo,Universal Music Ltda.,5,15,149,376414,5L8ZEyIdZ2KE4Wf51SsuOF,0.8541,0.0,0.963,0.037
15,16,spotify:track:3GmJxfnUDrIs1iCfKUELFz,Marília Mendonça,Supera - Ao Vivo,Som Livre,1,18,247,371155,3GmJxfnUDrIs1iCfKUELFz,0.8402,0.0,0.964,0.036
16,17,spotify:track:4lKuzrdZrJuCAedbIslF3A,"PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro",SENTADÃO,WM Brazil,2,13,149,366062,4lKuzrdZrJuCAedbIslF3A,0.5696,0.06,0.867,0.073
17,18,spotify:track:1uryupl9hqVZYurJwH4G9k,Guilherme & Benuto,3 Batidas - Ao Vivo,Sony Music Entertainment,8,21,238,355536,1uryupl9hqVZYurJwH4G9k,0.0,0.083,0.856,0.061
18,19,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),5,14,209,336265,1rgnBhdG2JDFTbYkYRZAku,0.0387,0.023,0.946,0.03
19,20,spotify:track:6nI98wtHOJAYSASq22TCYu,Luan Santana,água com açúcar - ao vivo,Som Livre,17,19,34,333277,6nI98wtHOJAYSASq22TCYu,0.9809,0.018,0.859,0.123
20,21,spotify:track:3WjSkl7VDWY1prwJw7dSG0,Zé Neto & Cristiano,Barzinho Aleatório - Ao Vivo,Som Livre,21,24,135,327062,3WjSkl7VDWY1prwJw7dSG0,-0.5267,0.021,0.979,0.0
21,22,spotify:track:63SHcJzckFykS8faA5zojY,"MC Ingryd, DJ Henrique da VK",Vem Me Satisfazer,MC Ingryd,4,22,137,311287,63SHcJzckFykS8faA5zojY,-0.9718,0.066,0.934,0.0
22,23,spotify:track:146Vb458Y5RbqEa0fYFPzm,Felipe Araújo,Mentira - Ao Vivo,Universal Music Ltda.,21,25,138,307434,146Vb458Y5RbqEa0fYFPzm,0.0,0.0,1.0,0.0
23,24,spotify:track:24Yi9hE78yPEbZ4kxyoXAI,"SAINt JHN, Imanbek",Roses - Imanbek Remix,Columbia/B1 Recordings,15,20,51,300982,24Yi9hE78yPEbZ4kxyoXAI,-0.9724,0.11,0.825,0.065
24,25,spotify:track:2Ou6UYuUbNyqwXxRDSeFRf,Maiara & Maraisa,Aí Eu Bebo - Ao Vivo,Som Livre,13,32,184,297118,2Ou6UYuUbNyqwXxRDSeFRf,0.0,0.0,1.0,0.0
25,26,spotify:track:4p8pEdPYOQLzJUKYrLOacy,"WC no Beat, PEDRO SAMPAIO, FP do Trem Bala",BALANÇA (feat. Pedro Sampaio),Sony Music Entertainment,8,23,79,279440,4p8pEdPYOQLzJUKYrLOacy,-0.5803,0.018,0.982,0.0
26,27,spotify:track:4j2bK4fnc2s6GyVmhJsJhk,Henrique & Juliano,Briga Feia - Ao Vivo,Virgin Music Label And Artist Services (S&D),24,31,128,276886,4j2bK4fnc2s6GyVmhJsJhk,-0.5267,0.018,0.982,0.0
27,28,spotify:track:2PqPSf3gtTED79rWGwVtYg,Diego & Victor Hugo,Áudio - Ao Vivo em Brasília,Sony Music Entertainment,28,35,281,274743,2PqPSf3gtTED79rWGwVtYg,0.0,0.0,1.0,0.0
28,29,spotify:track:2bPtwnrpFNEe8N7Q85kLHw,"Anitta, Lexa, Luísa Sonza, Rebecca",Combatchy (feat. MC Rebecca),WM Brazil,1,28,151,273743,2bPtwnrpFNEe8N7Q85kLHw,-0.9637,0.061,0.939,0.0
