rank	uri	artist_names	track_name	source	peak_rank	previous_rank	days_on_chart	streams	ID
1	spotify:track:3tv697PZNnaQN0Mn2zGhS5	Gusttavo Lima	A Gente Fez Amor - Ao Vivo	Sony Music Entertainment	1	1	111	483054	3tv697PZNnaQN0Mn2zGhS5
2	spotify:track:3Ghyp3X5Ua9ypHnBIgOObI	Henrique & Juliano	Liberdade Provisória - Live - Ibirapuera / 2019	Virgin Music Label And Artist Services (S&D)	1	2	111	480713	3Ghyp3X5Ua9ypHnBIgOObI
3	spotify:track:1DmSaQjZkuwFi57KPv20oB	Pabllo Vittar	Rajadão	Sony Music Entertainment	3	-1	1	465306	1DmSaQjZkuwFi57KPv20oB
4	spotify:track:2WlZuBDgLfT7Kc0admhFdg	Luísa Sonza	BRABA	Universal Music Ltda.	4	4	8	441116	2WlZuBDgLfT7Kc0admhFdg
5	spotify:track:1K7WzjKDcDdVbKNGrB0gej	Major Lazer, MC Lan, Anitta, BEAM	Rave de Favela (feat. BEAM)	WM Brazil	2	3	40	408096	1K7WzjKDcDdVbKNGrB0gej
6	spotify:track:3tc8Z4lGzOIwmIVftsxO6o	Marília Mendonça	Graveto - Ao Vivo	Som Livre	3	5	76	392833	3tc8Z4lGzOIwmIVftsxO6o
7	spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg	Dua Lipa	Don't Start Now	Warner Records	6	6	146	363222	6WrI0LAC5M1Rw2MnX2ZvEg
8	spotify:track:5W1kqz2l1lDX77DXBMeXZg	Matheus & Kauan	Litrão - Ao Vivo Em Recife / 2020	Universal Music Ltda.	3	8	55	362978	5W1kqz2l1lDX77DXBMeXZg
9	spotify:track:4lKuzrdZrJuCAedbIslF3A	PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro	SENTADÃO	WM Brazil	2	7	125	361455	4lKuzrdZrJuCAedbIslF3A
10	spotify:track:7vpGKEUPrA4UEsS4o4W1tP	Pabllo Vittar	Amor de Que	Sony Music Entertainment	10	31	146	358871	7vpGKEUPrA4UEsS4o4W1tP
11	spotify:track:1rgnBhdG2JDFTbYkYRZAku	Tones And I	Dance Monkey	Elektra (NEK)	5	9	185	348644	1rgnBhdG2JDFTbYkYRZAku
12	spotify:track:4p8pEdPYOQLzJUKYrLOacy	WC no Beat, PEDRO SAMPAIO, FP do Trem Bala	BALANÇA (feat. Pedro Sampaio)	Sony Music Entertainment	10	10	55	341151	4p8pEdPYOQLzJUKYrLOacy
13	spotify:track:3J5Pu25BODMex4Jpy4l6FL	Luíza & Maurílio, Zé Neto & Cristiano	S de Saudade	Som Livre	6	11	146	329614	3J5Pu25BODMex4Jpy4l6FL
14	spotify:track:63SHcJzckFykS8faA5zojY	MC Ingryd, DJ Henrique da VK	Vem Me Satisfazer	MC Ingryd	4	12	113	309877	63SHcJzckFykS8faA5zojY
15	spotify:track:2Q9TaUXNM4mNSCgJjbmsJe	Zé Neto & Cristiano	Bebi Minha Bicicleta (Coração Falido) - Ao Vivo	Som Livre	4	14	118	301680	2Q9TaUXNM4mNSCgJjbmsJe
16	spotify:track:4HUZBG98TYbxSR9V1V2DWS	Thiaguinho MT, Mila, JS o Mão de Ouro	Tudo Ok	Sony Music Entertainment	1	13	87	295706	4HUZBG98TYbxSR9V1V2DWS
17	spotify:track:2PWjKmjyTZeDpmOUa3a5da	Jorge & Mateus	Cheirosa - Ao Vivo	Som Livre	3	15	167	292109	2PWjKmjyTZeDpmOUa3a5da
18	spotify:track:5L8ZEyIdZ2KE4Wf51SsuOF	Gustavo Mioto	Com Ou Sem Mim - Ao Vivo	Universal Music Ltda.	5	16	125	289522	5L8ZEyIdZ2KE4Wf51SsuOF
19	spotify:track:2bPtwnrpFNEe8N7Q85kLHw	Anitta, Lexa, Luísa Sonza, Rebecca	Combatchy (feat. MC Rebecca)	WM Brazil	1	17	127	279039	2bPtwnrpFNEe8N7Q85kLHw
20	spotify:track:5NjAC05c8mPOQPdIZtl8Rr	Pabllo Vittar, Thalia	Tímida	Sony Music Entertainment	20	87	6	277683	5NjAC05c8mPOQPdIZtl8Rr
21	spotify:track:6tOt7ppUZlVoQPoWL7R9lm	Pabllo Vittar, Ivete Sangalo	Lovezinho (feat. Ivete Sangalo)	Sony Music Entertainment	21	-1	1	277545	6tOt7ppUZlVoQPoWL7R9lm
22	spotify:track:7Ac3BmqTQoLdAt7HtZyfgN	DENNIS, Mc Don Juan	Te Prometo	Sony Music Entertainment	16	18	47	271630	7Ac3BmqTQoLdAt7HtZyfgN
23	spotify:track:1uryupl9hqVZYurJwH4G9k	Guilherme & Benuto	3 Batidas - Ao Vivo	Sony Music Entertainment	8	19	214	266937	1uryupl9hqVZYurJwH4G9k
24	spotify:track:3GmJxfnUDrIs1iCfKUELFz	Marília Mendonça	Supera - Ao Vivo	Som Livre	1	20	223	264443	3GmJxfnUDrIs1iCfKUELFz
25	spotify:track:32gEHOmBV9LQKaCBqkPWEU	Pabllo Vittar	Salvaje	Sony Music Entertainment	25	-1	1	253238	32gEHOmBV9LQKaCBqkPWEU
26	spotify:track:7o9LwQmTuIDm4LyyHFIWul	Henrique & Juliano	Volta Por Baixo - Ao Vivo	Virgin Music Label And Artist Services (S&D)	16	22	76	251455	7o9LwQmTuIDm4LyyHFIWul
27	spotify:track:2MOq63fxuFLYQM3CsDcFs1	GIULIA BE	menina solta	WM Brazil	10	21	170	250720	2MOq63fxuFLYQM3CsDcFs1
28	spotify:track:5F8ffc8KWKNawllr5WsW0r	Dadá Boladão, Tati Zaqui, OIK	Surtada - Remix Brega Funk	Sony Music Entertainment	1	24	178	237665	5F8ffc8KWKNawllr5WsW0r
29	spotify:track:0VjIjW4GlUZAMYd2vXMi3b	The Weeknd	Blinding Lights	Republic Records	23	23	89	235770	0VjIjW4GlUZAMYd2vXMi3b
30	spotify:track:3mikf8qZaNp6wrrWxHgawH	Pabllo Vittar, Psirico	Parabéns	Sony Music Entertainment	18	129	160	235155	3mikf8qZaNp6wrrWxHgawH
31	spotify:track:14kRWkCWBYfQqILflEcpSJ	Lexa, PEDRO SAMPAIO	Chama Ela (feat. Pedro Sampaio)	Som Livre	5	25	183	231137	14kRWkCWBYfQqILflEcpSJ
32	spotify:track:0RaIjuKU5hudMteEXwr4RS	Jorge & Mateus	Ranking	Som Livre	21	28	20	227231	0RaIjuKU5hudMteEXwr4RS
33	spotify:track:146Vb458Y5RbqEa0fYFPzm	Felipe Araújo	Mentira - Ao Vivo	Universal Music Ltda.	21	26	114	226858	146Vb458Y5RbqEa0fYFPzm
34	spotify:track:6QwFUcPc5nhsqZuhXUYtV7	Jorge & Mateus	Tijolão - Ao Vivo	Som Livre	1	29	307	222746	6QwFUcPc5nhsqZuhXUYtV7
35	spotify:track:0nbXyq5TXYPCO7pr3N8S4I	Roddy Ricch	The Box	Atlantic Records	26	27	75	221412	0nbXyq5TXYPCO7pr3N8S4I
36	spotify:track:6lK3nCiigk34SGqEjpQoqO	Maiara & Maraisa	Aí Eu Bebo - Ao Vivo	Som Livre	13	30	160	220658	6lK3nCiigk34SGqEjpQoqO
37	spotify:track:24Yi9hE78yPEbZ4kxyoXAI	SAINt JHN, Imanbek	Roses - Imanbek Remix	Columbia/B1 Recordings	34	34	27	213914	24Yi9hE78yPEbZ4kxyoXAI
38	spotify:track:4j2bK4fnc2s6GyVmhJsJhk	Henrique & Juliano	Briga Feia - Ao Vivo	Virgin Music Label And Artist Services (S&D)	24	32	104	208446	4j2bK4fnc2s6GyVmhJsJhk
39	spotify:track:2zz2r7yNbB2lS4xMmZnZiL	Pabllo Vittar, Jerry Smith	Clima Quente	Sony Music Entertainment	39	-1	1	207443	2zz2r7yNbB2lS4xMmZnZiL
40	spotify:track:1AfNdxHdE4OLcnQUyC6j3i	MC JottaPê, MC Kekel, MC Kevinho	Eterna Sacanagem	KondZilla Records	19	33	160	198648	1AfNdxHdE4OLcnQUyC6j3i
41	spotify:track:72xB2J9ZeBl0Rzxq2XmzdY	João Gustavo e Murilo, Analaga	Lençol Dobrado	WM Brazil	2	35	507	191023	72xB2J9ZeBl0Rzxq2XmzdY
42	spotify:track:7eJMfftS33KTjuF7lTsMCx	Powfu, beabadoobee	death bed (coffee for your head)	Columbia	42	45	17	177140	7eJMfftS33KTjuF7lTsMCx
43	spotify:track:5fY9bVl1Wj4PIM3wnduWop	Marília Mendonça	Serenata - Ao Vivo	Som Livre	14	41	314	175193	5fY9bVl1Wj4PIM3wnduWop
44	spotify:track:7k4t7uLgtOxPwTpFmtJNTY	KAROL G, Nicki Minaj	Tusa	TUSA - Karol G & Nicki Minaj	38	39	82	174361	7k4t7uLgtOxPwTpFmtJNTY
45	spotify:track:5dKesZwp6deuhEeW8F1UEi	Felipe Original, MC Kevin o Chris, Sodré, JS o Mão de Ouro	Hit Contagiante	Tudo Nosso Produtora	1	36	240	173869	5dKesZwp6deuhEeW8F1UEi
46	spotify:track:3Uq45ipGutypFPmETfaoaH	MC Du Black, DJ 2F	Gaiola É o Troco	EP MIX Editora	1	38	241	173837	3Uq45ipGutypFPmETfaoaH
47	spotify:track:5FFpRbsH9WDYNoLauRAHpj	MC Kevinho, Dadá Boladão, MC JottaPê	Paredão	WM Brazil	18	37	94	173485	5FFpRbsH9WDYNoLauRAHpj
48	spotify:track:1MmS7UIy3J1BTxfGCRvVqN	Gusttavo Lima	Carreira Solo - Ao Vivo	Sony Music Entertainment	21	47	146	172030	1MmS7UIy3J1BTxfGCRvVqN
49	spotify:track:2PqPSf3gtTED79rWGwVtYg	Diego & Victor Hugo	Áudio - Ao Vivo em Brasília	Sony Music Entertainment	30	42	257	171426	2PqPSf3gtTED79rWGwVtYg
50	spotify:track:3WjSkl7VDWY1prwJw7dSG0	Zé Neto & Cristiano	Barzinho Aleatório - Ao Vivo	Som Livre	40	48	111	170985	3WjSkl7VDWY1prwJw7dSG0
51	spotify:track:5n8Y78Pl5q8lqS7sJP61qw	Diego & Arnaldo	Relógio Parado (Ao Vivo)	Sony Music Entertainment	34	44	161	169213	5n8Y78Pl5q8lqS7sJP61qw
52	spotify:track:5q0NlM6Pm8Pp3orq7zGiRn	Matheus & Kauan, Jorge & Mateus	Quarta Cadeira - Ao Vivo	Universal Music Ltda.	9	43	370	169061	5q0NlM6Pm8Pp3orq7zGiRn
53	spotify:track:22rcaYTa2UgcLCbeO0NoNj	Priscilla Alcantara, Whindersson Nunes	Girassol	Sony Music Entertainment	5	40	105	166791	22rcaYTa2UgcLCbeO0NoNj
54	spotify:track:5MArTXEVyKBwoodjdy04fk	Zé Felipe, Gusttavo Lima	Tiro Certo - Ao Vivo	Som Livre	14	50	286	165089	5MArTXEVyKBwoodjdy04fk
55	spotify:track:15Dl8e6gdR0I1IQn0M4SGi	Simone & Simaria	Amoreco	Universal Music Ltda.	8	46	41	162632	15Dl8e6gdR0I1IQn0M4SGi
56	spotify:track:3fDnPU17bOvU05R0rqETzO	Pabllo Vittar, Charli XCX	Flash Pose	Sony Music Entertainment	5	-1	30	156189	3fDnPU17bOvU05R0rqETzO
57	spotify:track:6nI98wtHOJAYSASq22TCYu	Luan Santana	água com açúcar - ao vivo	Som Livre	39	49	10	150850	6nI98wtHOJAYSASq22TCYu
58	spotify:track:3vSXPjfcebTt5mB8DXHWM6	Wesley Safadão	Dois Lados	Som Livre	37	53	230	149789	3vSXPjfcebTt5mB8DXHWM6
59	spotify:track:2RMOwSvOGQyy985Vx4VSGQ	LUDMILLA, Topo La Maskara, Walshy Fire	Verdinha	WM Brazil	8	51	118	145273	2RMOwSvOGQyy985Vx4VSGQ
60	spotify:track:1U3tv41tFRgOfbytpuYQrR	Zé Neto & Cristiano	Ferida Curada	Som Livre	4	52	251	144988	1U3tv41tFRgOfbytpuYQrR
61	spotify:track:7CHi4DtfK4heMlQaudCuHK	MEDUZA, Becky Hill, Goodboys	Lose Control	Virgin	55	55	111	143838	7CHi4DtfK4heMlQaudCuHK
62	spotify:track:3Dv1eDb0MEgF93GpLXlucZ	Doja Cat	Say So	Kemosabe Records/RCA Records	51	54	32	142717	3Dv1eDb0MEgF93GpLXlucZ
