,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:3tv697PZNnaQN0Mn2zGhS5,Gusttavo Lima,A Gente Fez Amor - Ao Vivo,Sony Music Entertainment,1,1,147,620411,3tv697PZNnaQN0Mn2zGhS5,0.9946,0.029,0.823,0.148
1,2,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Don't Start Now,Warner Records,1,2,182,532767,3PfIrDoz19wz7qK7tYeu62,-0.9873,0.129,0.839,0.032
2,3,spotify:track:3Ghyp3X5Ua9ypHnBIgOObI,Henrique & Juliano,Liberdade Provisória - Live - Ibirapuera / 2019,Virgin Music Label And Artist Services (S&D),1,4,147,497106,3Ghyp3X5Ua9ypHnBIgOObI,-0.6808,0.023,0.977,0.0
3,4,spotify:track:2WlZuBDgLfT7Kc0admhFdg,Luísa Sonza,BRABA,Universal Music Ltda.,1,3,44,479458,2WlZuBDgLfT7Kc0admhFdg,-0.5267,0.017,0.983,0.0
4,5,spotify:track:60wF0XnX7A0jVpDNA5v8vi,"Vytinho NG, Bianca",Tudo no Sigilo,Vytinho Ng,5,5,44,429842,60wF0XnX7A0jVpDNA5v8vi,-0.8642,0.03,0.97,0.0
5,6,spotify:track:5W1kqz2l1lDX77DXBMeXZg,Matheus & Kauan,Litrão - Ao Vivo Em Recife / 2020,Universal Music Ltda.,3,8,91,402441,5W1kqz2l1lDX77DXBMeXZg,-0.7989,0.029,0.971,0.0
6,7,spotify:track:1K7WzjKDcDdVbKNGrB0gej,"Major Lazer, MC Lan, Anitta, BEAM",Rave de Favela (feat. BEAM),WM Brazil,2,6,76,398437,1K7WzjKDcDdVbKNGrB0gej,-0.9959,0.211,0.724,0.065
7,8,spotify:track:3tc8Z4lGzOIwmIVftsxO6o,Marília Mendonça,Graveto - Ao Vivo,Som Livre,3,7,112,397726,3tc8Z4lGzOIwmIVftsxO6o,0.34,0.015,0.968,0.017
8,9,spotify:track:3J5Pu25BODMex4Jpy4l6FL,"Luíza & Maurílio, Zé Neto & Cristiano",S de Saudade,Som Livre,6,10,182,369004,3J5Pu25BODMex4Jpy4l6FL,0.0,0.0,1.0,0.0
9,10,spotify:track:6nI98wtHOJAYSASq22TCYu,Luan Santana,água com açúcar - ao vivo,Som Livre,9,9,46,356047,6nI98wtHOJAYSASq22TCYu,0.9809,0.018,0.859,0.123
10,11,spotify:track:24Yi9hE78yPEbZ4kxyoXAI,"SAINt JHN, Imanbek",Roses - Imanbek Remix,Columbia/B1 Recordings,11,11,63,324332,24Yi9hE78yPEbZ4kxyoXAI,-0.9724,0.11,0.825,0.065
11,12,spotify:track:0RaIjuKU5hudMteEXwr4RS,Jorge & Mateus,Ranking,Som Livre,9,13,56,323617,0RaIjuKU5hudMteEXwr4RS,-0.89,0.045,0.955,0.0
12,13,spotify:track:7Ac3BmqTQoLdAt7HtZyfgN,"DENNIS, Mc Don Juan",Te Prometo,Sony Music Entertainment,8,12,83,318688,7Ac3BmqTQoLdAt7HtZyfgN,-0.9874,0.021,0.965,0.013
13,14,spotify:track:2Q9TaUXNM4mNSCgJjbmsJe,Zé Neto & Cristiano,Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,Som Livre,4,15,154,315251,2Q9TaUXNM4mNSCgJjbmsJe,0.0,0.0,1.0,0.0
14,15,spotify:track:5L8ZEyIdZ2KE4Wf51SsuOF,Gustavo Mioto,Com Ou Sem Mim - Ao Vivo,Universal Music Ltda.,5,14,161,305964,5L8ZEyIdZ2KE4Wf51SsuOF,0.8541,0.0,0.963,0.037
15,16,spotify:track:7o9LwQmTuIDm4LyyHFIWul,Henrique & Juliano,Volta Por Baixo - Ao Vivo,Virgin Music Label And Artist Services (S&D),11,17,112,304465,7o9LwQmTuIDm4LyyHFIWul,0.9798,0.0,0.907,0.093
16,17,spotify:track:4lKuzrdZrJuCAedbIslF3A,"PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro",SENTADÃO,WM Brazil,2,18,161,296013,4lKuzrdZrJuCAedbIslF3A,0.5696,0.06,0.867,0.073
17,18,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),5,16,221,291906,1rgnBhdG2JDFTbYkYRZAku,0.0387,0.023,0.946,0.03
18,19,spotify:track:2PWjKmjyTZeDpmOUa3a5da,Jorge & Mateus,Cheirosa - Ao Vivo,Som Livre,3,22,203,279531,2PWjKmjyTZeDpmOUa3a5da,-0.5267,0.02,0.98,0.0
19,20,spotify:track:1uryupl9hqVZYurJwH4G9k,Guilherme & Benuto,3 Batidas - Ao Vivo,Sony Music Entertainment,8,24,250,266895,1uryupl9hqVZYurJwH4G9k,0.0,0.083,0.856,0.061
20,21,spotify:track:017PF4Q3l4DBUiWoXk4OWT,Dua Lipa,Break My Heart,Warner Records,8,20,36,265978,017PF4Q3l4DBUiWoXk4OWT,0.9992,0.065,0.698,0.236
21,22,spotify:track:7eJMfftS33KTjuF7lTsMCx,"Powfu, beabadoobee",death bed (coffee for your head),Columbia,19,19,53,265303,7eJMfftS33KTjuF7lTsMCx,0.9925,0.033,0.859,0.108
22,23,spotify:track:3WjSkl7VDWY1prwJw7dSG0,Zé Neto & Cristiano,Barzinho Aleatório - Ao Vivo,Som Livre,17,27,147,258393,3WjSkl7VDWY1prwJw7dSG0,-0.5267,0.021,0.979,0.0
23,24,spotify:track:3GmJxfnUDrIs1iCfKUELFz,Marília Mendonça,Supera - Ao Vivo,Som Livre,1,25,259,253729,3GmJxfnUDrIs1iCfKUELFz,0.8402,0.0,0.964,0.036
24,25,spotify:track:63SHcJzckFykS8faA5zojY,"MC Ingryd, DJ Henrique da VK",Vem Me Satisfazer,MC Ingryd,4,26,149,252151,63SHcJzckFykS8faA5zojY,-0.9718,0.066,0.934,0.0
25,26,spotify:track:39Yp9wwQiSRIDOvrVg7mbk,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,Cactus Jack / Epic,13,21,7,249949,39Yp9wwQiSRIDOvrVg7mbk,0.9874,0.062,0.749,0.189
26,27,spotify:track:146Vb458Y5RbqEa0fYFPzm,Felipe Araújo,Mentira - Ao Vivo,Universal Music Ltda.,21,29,150,249860,146Vb458Y5RbqEa0fYFPzm,0.0,0.0,1.0,0.0
27,28,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,22,23,125,248703,0VjIjW4GlUZAMYd2vXMi3b,0.0,0.0,1.0,0.0
28,29,spotify:track:2MOq63fxuFLYQM3CsDcFs1,GIULIA BE,menina solta,WM Brazil,10,30,206,241470,2MOq63fxuFLYQM3CsDcFs1,0.2244,0.015,0.973,0.013
29,30,spotify:track:4p8pEdPYOQLzJUKYrLOacy,"WC no Beat, PEDRO SAMPAIO, FP do Trem Bala",BALANÇA (feat. Pedro Sampaio),Sony Music Entertainment,8,28,91,239582,4p8pEdPYOQLzJUKYrLOacy,-0.5803,0.018,0.982,0.0
30,31,spotify:track:5PNvgiKSwMdjBsDsgFCFLX,"Maverick Sabre, Jorja Smith, Vintage Culture, Slow Motion",Slow Down (feat. Jorja Smith) - Vintage Culture & Slow Motion Remix,Spinnin' Deep,31,32,28,231190,5PNvgiKSwMdjBsDsgFCFLX,0.863,0.054,0.872,0.074
31,32,spotify:track:67mqU3FeErlvWwsxnMfvQo,"MC Du Black, Delacruz",Tudo Aconteceu,Universal Music Ltda.,31,31,36,229690,67mqU3FeErlvWwsxnMfvQo,-0.9413,0.05,0.95,0.0
32,33,spotify:track:4j2bK4fnc2s6GyVmhJsJhk,Henrique & Juliano,Briga Feia - Ao Vivo,Virgin Music Label And Artist Services (S&D),23,35,140,226646,4j2bK4fnc2s6GyVmhJsJhk,-0.5267,0.018,0.982,0.0
33,34,spotify:track:08Sd5vVcIH3uKeAiaJdoYj,Lauana Prado,Viva Voz - Ao Vivo Em São Paulo / 2019,Universal Music Ltda.,34,36,56,226137,08Sd5vVcIH3uKeAiaJdoYj,0.8625,0.038,0.858,0.104
34,35,spotify:track:2bPtwnrpFNEe8N7Q85kLHw,"Anitta, Lexa, Luísa Sonza, Rebecca",Combatchy (feat. MC Rebecca),WM Brazil,1,34,163,222033,2bPtwnrpFNEe8N7Q85kLHw,-0.9637,0.061,0.939,0.0
35,36,spotify:track:127QTOFJsJQp5LbJbu3A1y,Drake,Toosie Slide,OVO,32,33,28,215454,127QTOFJsJQp5LbJbu3A1y,-0.4516,0.115,0.764,0.121
36,37,spotify:track:5LpLYzpV0HWKI2DlPmNywg,"Wesley Safadão, Zé Neto & Cristiano",Despedida - Ao Vivo,Som Livre,30,37,28,215373,5LpLYzpV0HWKI2DlPmNywg,-0.9388,0.049,0.951,0.0
37,38,spotify:track:2Ou6UYuUbNyqwXxRDSeFRf,Maiara & Maraisa,Aí Eu Bebo - Ao Vivo,Som Livre,13,38,196,213171,2Ou6UYuUbNyqwXxRDSeFRf,0.0,0.0,1.0,0.0
38,39,spotify:track:2PqPSf3gtTED79rWGwVtYg,Diego & Victor Hugo,Áudio - Ao Vivo em Brasília,Sony Music Entertainment,28,41,293,210666,2PqPSf3gtTED79rWGwVtYg,0.0,0.0,1.0,0.0
39,40,spotify:track:0uaR51nHWtVrVPOFPeGyDq,Eduardo Costa,Ainda Tô Aí - Ao Vivo,Talismã Music,40,42,11,202893,0uaR51nHWtVrVPOFPeGyDq,0.9186,0.0,0.915,0.085
40,41,spotify:track:0nbXyq5TXYPCO7pr3N8S4I,Roddy Ricch,The Box,Atlantic Records,26,40,111,201513,0nbXyq5TXYPCO7pr3N8S4I,-0.9883,0.118,0.814,0.068
41,42,spotify:track:4HUZBG98TYbxSR9V1V2DWS,"Thiaguinho MT, Mila, JS o Mão de Ouro",Tudo Ok,Sony Music Entertainment,1,44,123,201101,4HUZBG98TYbxSR9V1V2DWS,-0.889,0.063,0.906,0.032
42,43,spotify:track:17Ryox5vWKp92IDW87C5PI,Gusttavo Lima,Quem Traiu Levou - Ao Vivo,Sony Music Entertainment,14,45,232,198830,17Ryox5vWKp92IDW87C5PI,-0.1531,0.025,0.96,0.015
43,44,spotify:track:72xB2J9ZeBl0Rzxq2XmzdY,"João Gustavo e Murilo, Analaga",Lençol Dobrado,WM Brazil,2,47,543,197101,72xB2J9ZeBl0Rzxq2XmzdY,0.0,0.0,1.0,0.0
44,45,spotify:track:5fY9bVl1Wj4PIM3wnduWop,Marília Mendonça,Serenata - Ao Vivo,Som Livre,14,46,350,196569,5fY9bVl1Wj4PIM3wnduWop,0.0,0.0,1.0,0.0
45,46,spotify:track:6QwFUcPc5nhsqZuhXUYtV7,Jorge & Mateus,Tijolão - Ao Vivo,Som Livre,1,48,343,193566,6QwFUcPc5nhsqZuhXUYtV7,0.0,0.0,1.0,0.0
46,47,spotify:track:3ZROq16fQ1o2dWEGkHPHkJ,"Yasmin Santos, Wesley Safadão",Saudade em Gotas (feat. Wesley Safadão) - Ao Vivo,Sony Music Entertainment,30,49,227,192227,3ZROq16fQ1o2dWEGkHPHkJ,0.0,0.0,1.0,0.0
47,48,spotify:track:6gBFPUFcJLzWGx4lenP6h2,Travis Scott,goosebumps,Epic/Grand Hustle,32,39,60,189651,6gBFPUFcJLzWGx4lenP6h2,0.0,0.0,1.0,0.0
48,49,spotify:track:5F8ffc8KWKNawllr5WsW0r,"Dadá Boladão, Tati Zaqui, OIK",Surtada - Remix Brega Funk,Sony Music Entertainment,1,50,214,189064,5F8ffc8KWKNawllr5WsW0r,-0.5267,0.014,0.986,0.0
49,50,spotify:track:2xLMifQCjDGFmkHkpNLD9h,Travis Scott,SICKO MODE,Cactus Jack / Epic / Grand Hustle,29,43,69,177898,2xLMifQCjDGFmkHkpNLD9h,0.0,0.0,1.0,0.0
50,51,spotify:track:1MmS7UIy3J1BTxfGCRvVqN,Gusttavo Lima,Carreira Solo - Ao Vivo,Sony Music Entertainment,21,51,182,174407,1MmS7UIy3J1BTxfGCRvVqN,0.0,0.0,1.0,0.0
51,52,spotify:track:7vpGKEUPrA4UEsS4o4W1tP,Pabllo Vittar,Amor de Que,Sony Music Entertainment,10,52,182,168021,7vpGKEUPrA4UEsS4o4W1tP,0.995,0.032,0.792,0.176
52,53,spotify:track:5q0NlM6Pm8Pp3orq7zGiRn,"Matheus & Kauan, Jorge & Mateus",Quarta Cadeira - Ao Vivo,Universal Music Ltda.,9,54,406,164706,5q0NlM6Pm8Pp3orq7zGiRn,0.0,0.0,1.0,0.0
53,54,spotify:track:5n8Y78Pl5q8lqS7sJP61qw,Diego & Arnaldo,Relógio Parado (Ao Vivo),Sony Music Entertainment,34,58,197,163752,5n8Y78Pl5q8lqS7sJP61qw,0.0,0.0,1.0,0.0
54,55,spotify:track:1U3tv41tFRgOfbytpuYQrR,Zé Neto & Cristiano,Ferida Curada,Som Livre,4,55,287,158906,1U3tv41tFRgOfbytpuYQrR,0.9682,0.0,0.91,0.09
55,56,spotify:track:2uhBCMHwS3SATOHIgM2KPF,Zé Neto & Cristiano,Textão - Ao Vivo,Som Livre,44,60,63,157483,2uhBCMHwS3SATOHIgM2KPF,0.0,0.0,1.0,0.0
56,57,spotify:track:3oqC4Ta40ft6NnTJwcUTdi,"Rashid, Lukinhas, Emicida",Pipa Voada (feat. Emicida),Sony Music Entertainment,52,53,54,156131,3oqC4Ta40ft6NnTJwcUTdi,0.0,0.0,1.0,0.0
57,58,spotify:track:1AfNdxHdE4OLcnQUyC6j3i,"MC JottaPê, MC Kekel, MC Kevinho",Eterna Sacanagem,KondZilla Records,19,57,196,151188,1AfNdxHdE4OLcnQUyC6j3i,0.9832,0.008,0.919,0.073
58,59,spotify:track:3Dv1eDb0MEgF93GpLXlucZ,Doja Cat,Say So,Kemosabe Records/RCA Records,51,59,68,148600,3Dv1eDb0MEgF93GpLXlucZ,0.0,0.0,1.0,0.0
59,60,spotify:track:48CAeajgzcGJaVUSsXd7h0,"Guilherme & Benuto, Israel & Rodolffo",Declaração pro Bar - Ao Vivo,Sony Music Entertainment,53,63,75,147826,48CAeajgzcGJaVUSsXd7h0,0.6124,0.0,0.977,0.023
60,61,spotify:track:1Nmcs8zk7LfcvHRgLtTM5J,"Orochi, Papatinho",Amor de Fim de Noite,Mainstreet Records,47,56,166,147341,1Nmcs8zk7LfcvHRgLtTM5J,0.9948,0.004,0.908,0.088
61,62,spotify:track:23zmMwD99ROi9yhxqMxWil,"João Bosco & Vinicius, Matheus",Segunda Taça - Ao Vivo,João Bosco & Vinicius,54,66,70,144741,23zmMwD99ROi9yhxqMxWil,0.0,0.0,1.0,0.0
62,63,spotify:track:5MArTXEVyKBwoodjdy04fk,"Zé Felipe, Gusttavo Lima",Tiro Certo - Ao Vivo,Som Livre,14,67,322,143848,5MArTXEVyKBwoodjdy04fk,0.9081,0.0,0.954,0.046
63,64,spotify:track:3AzjcOeAmA57TIOr9zF1ZW,Dua Lipa,Physical,Warner Records,11,61,88,143416,3AzjcOeAmA57TIOr9zF1ZW,0.9313,0.059,0.848,0.094
64,65,spotify:track:3vSXPjfcebTt5mB8DXHWM6,Wesley Safadão,Dois Lados,Som Livre,37,70,266,142378,3vSXPjfcebTt5mB8DXHWM6,0.4098,0.0,0.988,0.012
65,66,spotify:track:7qpXCkcr3Zj4LDvdiWryns,Diego & Victor Hugo,Erro Antigo - Ao Vivo,Sony Music Entertainment,53,71,98,141502,7qpXCkcr3Zj4LDvdiWryns,0.0,0.0,1.0,0.0
66,67,spotify:track:6sRLrSetyIwIKhW1eMlUNP,"Matheus & Kauan, Marília Mendonça",Vou Ter Que Superar - Ao Vivo,Universal Music Ltda.,2,72,406,141273,6sRLrSetyIwIKhW1eMlUNP,0.9304,0.0,0.962,0.038
67,68,spotify:track:14kRWkCWBYfQqILflEcpSJ,"Lexa, PEDRO SAMPAIO",Chama Ela (feat. Pedro Sampaio),Som Livre,5,69,219,134420,14kRWkCWBYfQqILflEcpSJ,-0.8593,0.038,0.962,0.0
