,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:4HUZBG98TYbxSR9V1V2DWS,"Thiaguinho MT, Mila, JS o Mão de Ouro",Tudo Ok,Sony Music Entertainment,1,2,55,1039970,4HUZBG98TYbxSR9V1V2DWS,-0.889,0.063,0.906,0.032
1,2,spotify:track:3Ghyp3X5Ua9ypHnBIgOObI,Henrique & Juliano,Liberdade Provisória - Live - Ibirapuera / 2019,Virgin Music Label And Artist Services (S&D),1,1,79,948694,3Ghyp3X5Ua9ypHnBIgOObI,-0.6808,0.023,0.977,0.0
2,3,spotify:track:4lKuzrdZrJuCAedbIslF3A,"PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro",SENTADÃO,WM Brazil,2,3,93,914450,4lKuzrdZrJuCAedbIslF3A,0.5696,0.06,0.867,0.073
3,4,spotify:track:3tv697PZNnaQN0Mn2zGhS5,Gusttavo Lima,A Gente Fez Amor - Ao Vivo,Sony Music Entertainment,2,6,79,757687,3tv697PZNnaQN0Mn2zGhS5,0.9946,0.029,0.823,0.148
4,5,spotify:track:63SHcJzckFykS8faA5zojY,"MC Ingryd, DJ Henrique da VK",Vem Me Satisfazer,MC Ingryd,4,4,81,741930,63SHcJzckFykS8faA5zojY,-0.9718,0.066,0.934,0.0
5,6,spotify:track:1K7WzjKDcDdVbKNGrB0gej,"Major Lazer, MC Lan, Anitta, BEAM",Rave de Favela (feat. BEAM),WM Brazil,4,5,8,697336,1K7WzjKDcDdVbKNGrB0gej,-0.9959,0.211,0.724,0.065
6,7,spotify:track:2bPtwnrpFNEe8N7Q85kLHw,"Anitta, Lexa, Luísa Sonza, Rebecca",Combatchy (feat. MC Rebecca),WM Brazil,1,7,95,690675,2bPtwnrpFNEe8N7Q85kLHw,-0.9637,0.061,0.939,0.0
7,8,spotify:track:5F8ffc8KWKNawllr5WsW0r,"Dadá Boladão, Tati Zaqui, OIK",Surtada - Remix Brega Funk,Sony Music Entertainment,1,10,146,641062,5F8ffc8KWKNawllr5WsW0r,-0.5267,0.014,0.986,0.0
8,9,spotify:track:5L8ZEyIdZ2KE4Wf51SsuOF,Gustavo Mioto,Com Ou Sem Mim - Ao Vivo,Universal Music Ltda.,6,8,93,617182,5L8ZEyIdZ2KE4Wf51SsuOF,0.8541,0.0,0.963,0.037
9,10,spotify:track:3tc8Z4lGzOIwmIVftsxO6o,Marília Mendonça,Graveto - Ao Vivo,Som Livre,5,9,44,586235,3tc8Z4lGzOIwmIVftsxO6o,0.34,0.015,0.968,0.017
10,11,spotify:track:3J5Pu25BODMex4Jpy4l6FL,"Luíza & Maurílio, Zé Neto & Cristiano",S de Saudade,Som Livre,9,12,114,581517,3J5Pu25BODMex4Jpy4l6FL,0.0,0.0,1.0,0.0
11,12,spotify:track:2Q9TaUXNM4mNSCgJjbmsJe,Zé Neto & Cristiano,Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,Som Livre,4,15,86,573868,2Q9TaUXNM4mNSCgJjbmsJe,0.0,0.0,1.0,0.0
12,13,spotify:track:5W1kqz2l1lDX77DXBMeXZg,Matheus & Kauan,Litrão - Ao Vivo Em Recife / 2020,Universal Music Ltda.,10,13,23,567591,5W1kqz2l1lDX77DXBMeXZg,-0.7989,0.029,0.971,0.0
13,14,spotify:track:7yYsyXQa2JgbyL9fkEiUNt,Pabllo Vittar,Amor de Que,Sony Music Entertainment,11,14,114,567151,7yYsyXQa2JgbyL9fkEiUNt,0.995,0.032,0.792,0.176
14,15,spotify:track:2PWjKmjyTZeDpmOUa3a5da,Jorge & Mateus,Cheirosa - Ao Vivo,Som Livre,3,16,135,537904,2PWjKmjyTZeDpmOUa3a5da,-0.5267,0.02,0.98,0.0
15,16,spotify:track:1uryupl9hqVZYurJwH4G9k,Guilherme & Benuto,3 Batidas - Ao Vivo,Sony Music Entertainment,8,17,182,530819,1uryupl9hqVZYurJwH4G9k,0.0,0.083,0.856,0.061
16,17,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),5,11,153,513708,1rgnBhdG2JDFTbYkYRZAku,0.0387,0.023,0.946,0.03
17,18,spotify:track:4RC2nzqaQygxoVQOVv3XlT,"Leo Santana, Anitta",Contatinho - Ao Vivo,Universal Music Ltda.,5,20,170,510142,4RC2nzqaQygxoVQOVv3XlT,0.8692,0.014,0.958,0.028
18,19,spotify:track:2RMOwSvOGQyy985Vx4VSGQ,"LUDMILLA, Topo La Maskara, Walshy Fire",Verdinha,WM Brazil,8,19,86,501788,2RMOwSvOGQyy985Vx4VSGQ,-0.1431,0.049,0.917,0.034
19,20,spotify:track:3GmJxfnUDrIs1iCfKUELFz,Marília Mendonça,Supera - Ao Vivo,Som Livre,1,18,191,475095,3GmJxfnUDrIs1iCfKUELFz,0.8402,0.0,0.964,0.036
20,21,spotify:track:6lK3nCiigk34SGqEjpQoqO,Maiara & Maraisa,Aí Eu Bebo - Ao Vivo,Som Livre,13,26,128,459927,6lK3nCiigk34SGqEjpQoqO,0.0,0.0,1.0,0.0
21,22,spotify:track:14kRWkCWBYfQqILflEcpSJ,"Lexa, PEDRO SAMPAIO",Chama Ela (feat. Pedro Sampaio),Som Livre,5,24,151,452081,14kRWkCWBYfQqILflEcpSJ,-0.8593,0.038,0.962,0.0
22,23,spotify:track:4p8pEdPYOQLzJUKYrLOacy,"WC no Beat, PEDRO SAMPAIO, FP do Trem Bala",BALANÇA (feat. Pedro Sampaio),Sony Music Entertainment,21,21,23,444092,4p8pEdPYOQLzJUKYrLOacy,-0.5803,0.018,0.982,0.0
23,24,spotify:track:5FFpRbsH9WDYNoLauRAHpj,"MC Kevinho, Dadá Boladão, MC JottaPê",Paredão,WM Brazil,18,23,62,442029,5FFpRbsH9WDYNoLauRAHpj,-0.9581,0.059,0.941,0.0
24,25,spotify:track:7vZqxuOvEwRHsGVaDykzpY,Os Parazim,Porta Mala,Os Parazim,7,22,64,441766,7vZqxuOvEwRHsGVaDykzpY,-0.296,0.004,0.996,0.0
25,26,spotify:track:5dKesZwp6deuhEeW8F1UEi,"Felipe Original, MC Kevin o Chris, Sodré, JS o Mão de Ouro",Hit Contagiante,Tudo Nosso Produtora,1,29,208,439255,5dKesZwp6deuhEeW8F1UEi,-0.9337,0.105,0.847,0.048
26,27,spotify:track:1AfNdxHdE4OLcnQUyC6j3i,"MC JottaPê, MC Kekel, MC Kevinho",Eterna Sacanagem,KondZilla Records,19,25,128,421242,1AfNdxHdE4OLcnQUyC6j3i,0.9832,0.008,0.919,0.073
27,28,spotify:track:7o9LwQmTuIDm4LyyHFIWul,Henrique & Juliano,Volta Por Baixo - Ao Vivo,Virgin Music Label And Artist Services (S&D),20,28,44,414493,7o9LwQmTuIDm4LyyHFIWul,0.9798,0.0,0.907,0.093
28,29,spotify:track:2qD7VoDYcrAPY0cVEfpsR5,"Anitta, Marília Mendonça",Some que ele vem atrás,WM Brazil,2,32,116,410248,2qD7VoDYcrAPY0cVEfpsR5,0.0,0.0,1.0,0.0
29,30,spotify:track:3Uq45ipGutypFPmETfaoaH,"MC Du Black, DJ 2F",Gaiola É o Troco,EP MIX Editora,1,31,209,405322,3Uq45ipGutypFPmETfaoaH,0.9581,0.0,0.954,0.046
30,31,spotify:track:7Ac3BmqTQoLdAt7HtZyfgN,"DENNIS, Mc Don Juan",Te Prometo,Sony Music Entertainment,31,33,15,402278,7Ac3BmqTQoLdAt7HtZyfgN,-0.9874,0.021,0.965,0.013
31,32,spotify:track:6QwFUcPc5nhsqZuhXUYtV7,Jorge & Mateus,Tijolão - Ao Vivo,Som Livre,1,34,275,395790,6QwFUcPc5nhsqZuhXUYtV7,0.0,0.0,1.0,0.0
32,33,spotify:track:4A8LKlysJXq8swPVDPd0xH,"Rennan da Penha, POCAH",Carnaval Chegando - Ao Vivo,Sony Music Entertainment,33,36,10,389354,4A8LKlysJXq8swPVDPd0xH,-0.9876,0.142,0.858,0.0
33,34,spotify:track:2MOq63fxuFLYQM3CsDcFs1,GIULIA BE,menina solta,WM Brazil,10,27,138,364969,2MOq63fxuFLYQM3CsDcFs1,0.2244,0.015,0.973,0.013
34,35,spotify:track:4j2bK4fnc2s6GyVmhJsJhk,Henrique & Juliano,Briga Feia - Ao Vivo,Virgin Music Label And Artist Services (S&D),25,35,72,349751,4j2bK4fnc2s6GyVmhJsJhk,-0.5267,0.018,0.982,0.0
