rank	uri	artist_names	track_name	source	peak_rank	previous_rank	days_on_chart	streams	ID
1	spotify:track:58pgi1RpcU2fVJsxhm7BIr	Raí Saia Rodada	Tapão Na Raba	Som Livre	1	3	26	690998	58pgi1RpcU2fVJsxhm7BIr
2	spotify:track:27X3qzgB0Show6qfw5wNOK	DJ Ivis, Tarcísio do Acordeon	Esquema Preferido (feat. Tarcísio do Acordeon)	Sony Music Entertainment	1	2	47	672227	27X3qzgB0Show6qfw5wNOK
3	spotify:track:7EWXP47VlXKO3r7mNxuWHw	Wesley Safadão, Os Barões Da Pisadinha	Ele É Ele, Eu Sou Eu	Som Livre	1	1	102	620730	7EWXP47VlXKO3r7mNxuWHw
4	spotify:track:1ere9b9vDw2N3m9d4uiXxa	Diego & Victor Hugo, Bruno & Marrone	Facas - Ao Vivo	Sony Music Entertainment	3	4	130	607158	1ere9b9vDw2N3m9d4uiXxa
5	spotify:track:07AQkmp456NpEnT8HR7WLy	Teto, Matuê	M4	30PRAUM	5	15	74	527451	07AQkmp456NpEnT8HR7WLy
6	spotify:track:0QglpM23kl9ldvVdoYNZwF	Kawe, Mc Lele JP	Mds	OQProduções	1	13	58	511221	0QglpM23kl9ldvVdoYNZwF
7	spotify:track:2nZj5YymF54qhAu7RneVP6	Hugo & Guilherme	Coração Na Cama - Ao Vivo	Som Livre	5	5	88	505587	2nZj5YymF54qhAu7RneVP6
8	spotify:track:6sPBi0qLI6KM3yXX56NxsA	Tarcísio do Acordeon	Meia Noite (Você tem meu Whatsapp)	Sua Música	1	6	81	501933	6sPBi0qLI6KM3yXX56NxsA
9	spotify:track:5m5aY6S9ttfIG157xli2Rs	Zé Neto & Cristiano	Alô Ambev (Segue Sua Vida) - Ao Vivo	Som Livre	3	7	179	475411	5m5aY6S9ttfIG157xli2Rs
10	spotify:track:7GLWWrk1YlkPYqJK3ynIA0	Jorge & Mateus	Lance Individual	Som Livre	3	9	102	456826	7GLWWrk1YlkPYqJK3ynIA0
11	spotify:track:1O74aTse7W5hd2rAvnEVaW	Jeff Costa, Mc Danny	Xerecard	Love Funk & Adm Mídias Brasil	9	11	46	407258	1O74aTse7W5hd2rAvnEVaW
12	spotify:track:2JTir3y1VuJQmexiTCMcTP	Os Barões Da Pisadinha	Recairei - Ao Vivo	Sony Music Entertainment	1	8	285	401440	2JTir3y1VuJQmexiTCMcTP
13	spotify:track:0YqTL3nSL36OFdHwHoqCag	Luísa Sonza, Pabllo Vittar, Anitta	MODO TURBO	Universal Music Ltda.	1	19	63	395881	0YqTL3nSL36OFdHwHoqCag
14	spotify:track:3rRin3LyLY92kpEbkCgwf4	Os Barões Da Pisadinha, Xand Avião	Basta Você Me Ligar - Ao Vivo	Sony Music Entertainment	2	10	249	395342	3rRin3LyLY92kpEbkCgwf4
15	spotify:track:1uA7fD01YlQr1Rm0oyNB4H	Guilherme & Benuto	Pulei na Piscina - Ao Vivo	Sony Music Entertainment	13	14	186	355209	1uA7fD01YlQr1Rm0oyNB4H
16	spotify:track:0WlmiIK5qFQ4dAB4mCA4sI	Os Barões Da Pisadinha, Fernando & Sorocaba	Amor da Despedida	Sony Music Entertainment	9	12	109	352966	0WlmiIK5qFQ4dAB4mCA4sI
17	spotify:track:7lJoRyuNJtuiqTcKtuMuIR	MC Hariel	Maçã Verde	GR6 Music	9	21	110	343952	7lJoRyuNJtuiqTcKtuMuIR
18	spotify:track:0DlHQxrVijRqVUfuS6PKaY	DENNIS, Xamã, LUDMILLA	Deixa de Onda (Porra Nenhuma)	Sony Music Entertainment	18	29	32	325616	0DlHQxrVijRqVUfuS6PKaY
19	spotify:track:2pBEAodCImE4LgbKAG4bfz	Bruno & Marrone, Wesley Safadão	Último Beijo	Worldshow Promoções e Eventos	16	16	78	316984	2pBEAodCImE4LgbKAG4bfz
20	spotify:track:1Cqg0nJOZRyvltkof8tjqA	Simone & Simaria	Foi Pá Pum	UMG Recordings, Inc.	18	18	88	313826	1Cqg0nJOZRyvltkof8tjqA
21	spotify:track:4AAIAVjSyiq1N7SXKkwXZe	Marília Mendonça	Troca de Calçada	Som Livre	21	25	25	303729	4AAIAVjSyiq1N7SXKkwXZe
22	spotify:track:15k1TDabqSEmyXOwMq9RM7	Jonas Esticado	Investe Em Mim	Som Livre	1	17	241	300457	15k1TDabqSEmyXOwMq9RM7
23	spotify:track:2MZQAvsA7aZDssppBLRxYp	Israel & Rodolffo	Batom de Cereja - Ao Vivo	Som Livre	23	23	16	298495	2MZQAvsA7aZDssppBLRxYp
24	spotify:track:5gTgQBtNP08fUijxpEgmzF	Matheus & Kauan	É Problema	Universal Music Ltda.	22	22	102	295545	5gTgQBtNP08fUijxpEgmzF
25	spotify:track:7qmnP8Woc47dLSrMD5MxL1	Petter Ferraz, Menor Nico	Amor ou o Litrão	k+ produçoes	1	20	97	288677	7qmnP8Woc47dLSrMD5MxL1
26	spotify:track:4Ls13Ag4SWnniiX4QLRltL	Vitor Fernandes	Acaso	Sua Música	26	32	15	280779	4Ls13Ag4SWnniiX4QLRltL
27	spotify:track:5ra6CI0pEzqjxPEZeBz0d7	Hungria Hip Hop	Amor e Fé - Acústico	Hungria Hip Hop	17	37	183	276813	5ra6CI0pEzqjxPEZeBz0d7
28	spotify:track:6WXglvTFRmjlHHhgjYMNif	MC Hariel, Alok, MC Ryan SP, Mc Davi, Salvador Da Rima	Ilusão (Cracolândia)	GR6 Music	1	43	102	271630	6WXglvTFRmjlHHhgjYMNif
29	spotify:track:35qOGx1CWvCkQFOv4BkVIV	Os Barões Da Pisadinha	Esquema Preferido - Ao Vivo	Sony Music Entertainment	21	24	32	262454	35qOGx1CWvCkQFOv4BkVIV
30	spotify:track:52yvnBV90B2ZUC5b25cFer	Gusttavo Lima	Espetinho - Ao Vivo	Sony Music Entertainment	19	26	95	258706	52yvnBV90B2ZUC5b25cFer
31	spotify:track:2ASs0n7ukfyxAxDtdir4vF	MC Luan da BS, Mc Vitin do LJ, MC Marley	Privilégio	Funk Explode	25	38	77	258216	2ASs0n7ukfyxAxDtdir4vF
32	spotify:track:2SUPbyD77tJuOUbqbxct6l	Os Barões Da Pisadinha, Jorge	Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo	Sony Music Entertainment	27	27	4	257494	2SUPbyD77tJuOUbqbxct6l
33	spotify:track:5glMxRMRHGBRj6bydBjoPM	PEDRO SAMPAIO, Daniel Caon, Wesley Safadão	FALA MAL DE MIM	WM Brazil	33	45	25	251503	5glMxRMRHGBRj6bydBjoPM
34	spotify:track:0VjIjW4GlUZAMYd2vXMi3b	The Weeknd	Blinding Lights	Republic Records	17	57	423	247853	0VjIjW4GlUZAMYd2vXMi3b
35	spotify:track:7lPN2DXiMsVn7XUKtOW1CS	Olivia Rodrigo	drivers license	Olivia Rodrigo PS	15	61	44	241365	7lPN2DXiMsVn7XUKtOW1CS
