Position	TrackName	Artist	Streams	URL	Id
1	Meu Pedaço de Pecado	João Gomes	7931925	https://open.spotify.com/track/2kJRlOyrxsy7Ot3c5TZ8Q6	2kJRlOyrxsy7Ot3c5TZ8Q6
2	Chega E Senta - Ao Vivo	John Amplificado	7804378	https://open.spotify.com/track/2ookQf9qP2qiBuNFnNXyfl	2ookQf9qP2qiBuNFnNXyfl
3	Arranhão - Ao Vivo	Henrique & Juliano	7108106	https://open.spotify.com/track/4u06FbRh6FvV2FQZkouzCw	4u06FbRh6FvV2FQZkouzCw
4	Rolê	Tarcísio do Acordeon	6670781	https://open.spotify.com/track/25141FAgU1OmwoC9W2i5E3	25141FAgU1OmwoC9W2i5E3
5	Você Beberia Ou Não Beberia?	Zé Neto & Cristiano	6472852	https://open.spotify.com/track/4P7IXYPAkinTdZrBF5bGWp	4P7IXYPAkinTdZrBF5bGWp
6	Quer Voar	Matuê	6405737	https://open.spotify.com/track/7aZusA4cWXz3Wv9e9uhavz	7aZusA4cWXz3Wv9e9uhavz
7	Ficha Limpa	Gusttavo Lima	6159028	https://open.spotify.com/track/5SwyN9hzmWjBsINlif8li8	5SwyN9hzmWjBsINlif8li8
8	MORENA	Luan Santana	5819774	https://open.spotify.com/track/4PQdrXMDHDPl1RczrrlADd	4PQdrXMDHDPl1RczrrlADd
9	Ela e Ela	Zé Neto & Cristiano	5646349	https://open.spotify.com/track/5Yu1AOnIzC1tWRJ4U0uW7u	5Yu1AOnIzC1tWRJ4U0uW7u
10	Baby Me Atende	Matheus Fernandes	5307614	https://open.spotify.com/track/1bWBG6IkMnDr3qvCKSvQT7	1bWBG6IkMnDr3qvCKSvQT7
11	Aquelas Coisas	João Gomes	5217133	https://open.spotify.com/track/0FqVtQxRD3HsPltldG5v5M	0FqVtQxRD3HsPltldG5v5M
12	Bala Love	Mc Anjim	4861911	https://open.spotify.com/track/48Ll1C6qAnP2UjnopQDh4a	48Ll1C6qAnP2UjnopQDh4a
