Position	TrackName	Artist	Streams	URL	Id
1	Esqueça-Me Se For Capaz	Marília Mendonça	7297643	https://open.spotify.com/track/4qsOrxBv09HhNSpsgMRXdC	4qsOrxBv09HhNSpsgMRXdC
2	Vai Lá Em Casa Hoje	George Henrique & Rodrigo	6414627	https://open.spotify.com/track/1c4htMHiolERc0YJvZNdlc	1c4htMHiolERc0YJvZNdlc
3	Todo Mundo Menos Você	Marília Mendonça	6069206	https://open.spotify.com/track/053zWWZDziDJd3U94x8RuP	053zWWZDziDJd3U94x8RuP
4	Presepada	Marília Mendonça	5954490	https://open.spotify.com/track/3YvE7uo4ffseBoJPh8IhHp	3YvE7uo4ffseBoJPh8IhHp
5	Arranhão - Ao Vivo	Henrique & Juliano	5918296	https://open.spotify.com/track/4u06FbRh6FvV2FQZkouzCw	4u06FbRh6FvV2FQZkouzCw
6	Ameaça	Paulo Pires	5719382	https://open.spotify.com/track/4fSHADbZbhpZCT9oJpxwbP	4fSHADbZbhpZCT9oJpxwbP
7	GALOPA	PEDRO SAMPAIO	5624095	https://open.spotify.com/track/2wG1R0uDFwyobcWzVssC1J	2wG1R0uDFwyobcWzVssC1J
8	Coração Cachorro	Avine Vinny	5419680	https://open.spotify.com/track/2RGIuYTsyyHoOCqW0krvNE	2RGIuYTsyyHoOCqW0krvNE
9	Toma Toma Vapo Vapo	Zé Felipe	5318055	https://open.spotify.com/track/5VTjBl3ddZEiG2LrH4VzyR	5VTjBl3ddZEiG2LrH4VzyR
10	Ela me Falou Que Quer Rave	MC Levin	4927834	https://open.spotify.com/track/0JdkDCdrhMOaeXjIZdeBXN	0JdkDCdrhMOaeXjIZdeBXN
11	Revoada No Colchão	Zé Felipe	4296488	https://open.spotify.com/track/4kGdnA7FzSVsXC29LPghej	4kGdnA7FzSVsXC29LPghej
12	Ela e Ela	Zé Neto & Cristiano	4281761	https://open.spotify.com/track/7pvrsbBKUQI2QmA74WCJa5	7pvrsbBKUQI2QmA74WCJa5
13	A Maior Saudade - Ao Vivo	Henrique & Juliano	4169967	https://open.spotify.com/track/5Q0ZnQjk4lQpScX7ujswun	5Q0ZnQjk4lQpScX7ujswun
14	Nota de Repúdio - Ao Vivo	Gusttavo Lima	3964152	https://open.spotify.com/track/3agFBAMPiIvzfTh7a9Udm6	3agFBAMPiIvzfTh7a9Udm6
15	Por Supuesto	Marina Sena	3864173	https://open.spotify.com/track/7xVSNhAUQhUIpwfR6lTOwA	7xVSNhAUQhUIpwfR6lTOwA
16	Trava na Pose, Chama no Zoom, Dá um Close (feat. Mc Rennan)	DJ Patrick Muniz	3776384	https://open.spotify.com/track/0DsPj89zlY3Us7xb5cXK5h	0DsPj89zlY3Us7xb5cXK5h
17	Parada Louca	Mari Fernandez	3589341	https://open.spotify.com/track/72g37RoelSnovZakG5MwnF	72g37RoelSnovZakG5MwnF
18	Putariazinha	Felipe Amorim	3583436	https://open.spotify.com/track/2jwrYBGz7osKI31v50bS7b	2jwrYBGz7osKI31v50bS7b
19	Bala Love	Mc Anjim	3567849	https://open.spotify.com/track/48Ll1C6qAnP2UjnopQDh4a	48Ll1C6qAnP2UjnopQDh4a
20	Meu Pedaço de Pecado	João Gomes	3424526	https://open.spotify.com/track/2kJRlOyrxsy7Ot3c5TZ8Q6	2kJRlOyrxsy7Ot3c5TZ8Q6
21	Expectativa x Realidade	Matheus & Kauan	3357002	https://open.spotify.com/track/1wdhj1r7aeWVDUl9d18YKu	1wdhj1r7aeWVDUl9d18YKu
22	Você Beberia Ou Não Beberia?	Zé Neto & Cristiano	3248212	https://open.spotify.com/track/2ixi9HWJw5lnLDmRMsiCS5	2ixi9HWJw5lnLDmRMsiCS5
23	Cê Tá Preparada - Ao Vivo Em Goiânia / 2021	Tayrone	3236701	https://open.spotify.com/track/1tYJnXtKLoWVIL4lZOouQG	1tYJnXtKLoWVIL4lZOouQG
24	Sem Sentimento	DG e Batidão Stronda	3097259	https://open.spotify.com/track/4XiFqfUXyTwOChvMLKKi0T	4XiFqfUXyTwOChvMLKKi0T
25	Baby Me Atende	Matheus Fernandes	3089017	https://open.spotify.com/track/1bWBG6IkMnDr3qvCKSvQT7	1bWBG6IkMnDr3qvCKSvQT7
26	Motel Afrodite	Marília Mendonça	3008130	https://open.spotify.com/track/6WxpU2F5gwTzwYsAalI6nI	6WxpU2F5gwTzwYsAalI6nI
27	Bloqueado - Ao Vivo	Gusttavo Lima	2967165	https://open.spotify.com/track/7MLCxrDoxcTRg1u3QAGE5a	7MLCxrDoxcTRg1u3QAGE5a
28	Não Sei o Que Lá	Marília Mendonça	2910990	https://open.spotify.com/track/28m65cMH7QXHzFnZSTtNHY	28m65cMH7QXHzFnZSTtNHY
29	Quer Voar	Matuê	2900076	https://open.spotify.com/track/7aZusA4cWXz3Wv9e9uhavz	7aZusA4cWXz3Wv9e9uhavz
30	A QUEDA	Gloria Groove	2748141	https://open.spotify.com/track/2s9BO8c0co0PmgBiUoTT17	2s9BO8c0co0PmgBiUoTT17
31	Bota a Mão no Chão	Felipe Cardoso DJ	2721487	https://open.spotify.com/track/3Lw41pfko5XMrsHRtlbo2k	3Lw41pfko5XMrsHRtlbo2k
32	Rolê	Tarcísio do Acordeon	2705224	https://open.spotify.com/track/50gPsfGHy5OnPauA9455DM	50gPsfGHy5OnPauA9455DM
33	Localiza Aí BB	Vitor e Luan	2684351	https://open.spotify.com/track/6fe5D0ivKnpXFMAnoSRjah	6fe5D0ivKnpXFMAnoSRjah
34	Ficha Limpa	Gusttavo Lima	2674896	https://open.spotify.com/track/5SwyN9hzmWjBsINlif8li8	5SwyN9hzmWjBsINlif8li8
35	MORENA	Luan Santana	2673246	https://open.spotify.com/track/4PQdrXMDHDPl1RczrrlADd	4PQdrXMDHDPl1RczrrlADd
36	Não Me Arranha - Ao Vivo	Gusttavo Lima	2664725	https://open.spotify.com/track/3eq6zwPwN5SAw0rZxNHI22	3eq6zwPwN5SAw0rZxNHI22
37	Mete a Louca	MC Rogerinho	2649739	https://open.spotify.com/track/62d4BfCTUHdOsARRETHLDz	62d4BfCTUHdOsARRETHLDz
38	Carinha de Neném	Japãozin	2601376	https://open.spotify.com/track/6T6SDJszPbuMCBpSm3aS3G	6T6SDJszPbuMCBpSm3aS3G
39	Enemy (with JID) - from the series Arcane League of Legends	Imagine Dragons	2597160	https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ	1r9xUipOqoNwggBpENDsvJ
40	Senta Danada	Zé Felipe	2442117	https://open.spotify.com/track/2R9IrE42Mw4zdUXAEFNiZL	2R9IrE42Mw4zdUXAEFNiZL
41	Chega E Senta - Ao Vivo	John Amplificado	2415733	https://open.spotify.com/track/2ookQf9qP2qiBuNFnNXyfl	2ookQf9qP2qiBuNFnNXyfl
42	Set dos Casados	Mc Davi	2396650	https://open.spotify.com/track/2xebCnKCjYWBhJ4Ai8hO5E	2xebCnKCjYWBhJ4Ai8hO5E
43	Desbloqueado - Ao Vivo	Diego & Victor Hugo	2339281	https://open.spotify.com/track/79Wou8NwYEFzTyDQudjENF	79Wou8NwYEFzTyDQudjENF
