Position	TrackName	Artist	Streams	URL	Id
1	Arranhão - Ao Vivo	Henrique & Juliano	6382909	https://open.spotify.com/track/4u06FbRh6FvV2FQZkouzCw	4u06FbRh6FvV2FQZkouzCw
2	Bala Love	Mc Anjim	5464349	https://open.spotify.com/track/48Ll1C6qAnP2UjnopQDh4a	48Ll1C6qAnP2UjnopQDh4a
3	Ela e Ela	Zé Neto & Cristiano	5432311	https://open.spotify.com/track/5Yu1AOnIzC1tWRJ4U0uW7u	5Yu1AOnIzC1tWRJ4U0uW7u
4	Nota de Repúdio - Ao Vivo	Gusttavo Lima	5158045	https://open.spotify.com/track/3agFBAMPiIvzfTh7a9Udm6	3agFBAMPiIvzfTh7a9Udm6
5	Meu Pedaço de Pecado	João Gomes	5017998	https://open.spotify.com/track/2kJRlOyrxsy7Ot3c5TZ8Q6	2kJRlOyrxsy7Ot3c5TZ8Q6
6	Revoada No Colchão	Zé Felipe	4861051	https://open.spotify.com/track/4kGdnA7FzSVsXC29LPghej	4kGdnA7FzSVsXC29LPghej
7	Você Beberia Ou Não Beberia?	Zé Neto & Cristiano	4741294	https://open.spotify.com/track/4P7IXYPAkinTdZrBF5bGWp	4P7IXYPAkinTdZrBF5bGWp
8	Quer Voar	Matuê	4653660	https://open.spotify.com/track/7aZusA4cWXz3Wv9e9uhavz	7aZusA4cWXz3Wv9e9uhavz
9	Coração Cachorro	Avine Vinny	4573324	https://open.spotify.com/track/2RGIuYTsyyHoOCqW0krvNE	2RGIuYTsyyHoOCqW0krvNE
10	Groupies	Doode	4475245	https://open.spotify.com/track/3ua3rqwBNmeGeQfcKnA3bT	3ua3rqwBNmeGeQfcKnA3bT
11	Chega E Senta - Ao Vivo	John Amplificado	4442085	https://open.spotify.com/track/2ookQf9qP2qiBuNFnNXyfl	2ookQf9qP2qiBuNFnNXyfl
12	Rolê	Tarcísio do Acordeon	4183585	https://open.spotify.com/track/50gPsfGHy5OnPauA9455DM	50gPsfGHy5OnPauA9455DM
13	Ficha Limpa	Gusttavo Lima	4130951	https://open.spotify.com/track/5SwyN9hzmWjBsINlif8li8	5SwyN9hzmWjBsINlif8li8
14	A Maior Saudade - Ao Vivo	Henrique & Juliano	4111263	https://open.spotify.com/track/5Q0ZnQjk4lQpScX7ujswun	5Q0ZnQjk4lQpScX7ujswun
15	MORENA	Luan Santana	4044738	https://open.spotify.com/track/4PQdrXMDHDPl1RczrrlADd	4PQdrXMDHDPl1RczrrlADd
16	Baby Me Atende	Matheus Fernandes	4030546	https://open.spotify.com/track/1bWBG6IkMnDr3qvCKSvQT7	1bWBG6IkMnDr3qvCKSvQT7
17	INDUSTRY BABY (feat. Jack Harlow)	Lil Nas X	3791301	https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk	5Z9KJZvQzH6PFmb8SNkxuk
18	Sem Sentimento	DG e Batidão Stronda	3780902	https://open.spotify.com/track/4XiFqfUXyTwOChvMLKKi0T	4XiFqfUXyTwOChvMLKKi0T
19	Expectativa x Realidade	Matheus & Kauan	3697001	https://open.spotify.com/track/1wdhj1r7aeWVDUl9d18YKu	1wdhj1r7aeWVDUl9d18YKu
