Position	TrackName	Artist	Streams	URL	Id
2	Esqueça-Me Se For Capaz	Marília Mendonça	7081069	https://open.spotify.com/track/4qsOrxBv09HhNSpsgMRXdC	4qsOrxBv09HhNSpsgMRXdC
3	Arranhão - Ao Vivo	Henrique & Juliano	6568080	https://open.spotify.com/track/3IMLoeLerS7TMpKjxUgAhx	3IMLoeLerS7TMpKjxUgAhx
4	Toma Toma Vapo Vapo	Zé Felipe	6304016	https://open.spotify.com/track/5VTjBl3ddZEiG2LrH4VzyR	5VTjBl3ddZEiG2LrH4VzyR
5	Presepada	Marília Mendonça	6285459	https://open.spotify.com/track/3YvE7uo4ffseBoJPh8IhHp	3YvE7uo4ffseBoJPh8IhHp
6	GALOPA	PEDRO SAMPAIO	5582748	https://open.spotify.com/track/2wG1R0uDFwyobcWzVssC1J	2wG1R0uDFwyobcWzVssC1J
7	Ameaça	Paulo Pires	5576095	https://open.spotify.com/track/4fSHADbZbhpZCT9oJpxwbP	4fSHADbZbhpZCT9oJpxwbP
8	Todo Mundo Menos Você	Marília Mendonça	5507750	https://open.spotify.com/track/053zWWZDziDJd3U94x8RuP	053zWWZDziDJd3U94x8RuP
9	Parada Louca	Mari Fernandez	5194333	https://open.spotify.com/track/72g37RoelSnovZakG5MwnF	72g37RoelSnovZakG5MwnF
10	Coração Cachorro	Avine Vinny	5011429	https://open.spotify.com/track/2RGIuYTsyyHoOCqW0krvNE	2RGIuYTsyyHoOCqW0krvNE
11	A Maior Saudade - Ao Vivo	Henrique & Juliano	4988484	https://open.spotify.com/track/14JKzKrJbPDflw8XyATMey	14JKzKrJbPDflw8XyATMey
12	Bloqueado - Ao Vivo	Gusttavo Lima	4690072	https://open.spotify.com/track/6nkoWsFZeFt5dUdNmlIceh	6nkoWsFZeFt5dUdNmlIceh
13	Ela me Falou Que Quer Rave	MC Levin	4629934	https://open.spotify.com/track/0JdkDCdrhMOaeXjIZdeBXN	0JdkDCdrhMOaeXjIZdeBXN
14	NO CHÃO NOVINHA	Anitta	4444474	https://open.spotify.com/track/7ARoqP7G8UYW8SyYPyPp7k	7ARoqP7G8UYW8SyYPyPp7k
15	Nota de Repúdio - Ao Vivo	Gusttavo Lima	4357064	https://open.spotify.com/track/6qdJZIjxrPaJjaGqlXFLSs	6qdJZIjxrPaJjaGqlXFLSs
16	Ela e Ela	Zé Neto & Cristiano	4335544	https://open.spotify.com/track/7pvrsbBKUQI2QmA74WCJa5	7pvrsbBKUQI2QmA74WCJa5
17	Pandora	DJ Matt D	4330546	https://open.spotify.com/track/0yL7K9MzC20uBesZTPY81r	0yL7K9MzC20uBesZTPY81r
18	Revoada No Colchão	Zé Felipe	4231767	https://open.spotify.com/track/4kGdnA7FzSVsXC29LPghej	4kGdnA7FzSVsXC29LPghej
19	Molhando o Volante	Jorge & Mateus	3954261	https://open.spotify.com/track/3ITkrUvAA6gzxer2UIom3P	3ITkrUvAA6gzxer2UIom3P
20	Meu Pedaço de Pecado	João Gomes	3659272	https://open.spotify.com/track/2kJRlOyrxsy7Ot3c5TZ8Q6	2kJRlOyrxsy7Ot3c5TZ8Q6
21	Expectativa x Realidade	Matheus & Kauan	3573404	https://open.spotify.com/track/1wdhj1r7aeWVDUl9d18YKu	1wdhj1r7aeWVDUl9d18YKu
22	Cê Tá Preparada - Ao Vivo	Tayrone	3504400	https://open.spotify.com/track/1tYJnXtKLoWVIL4lZOouQG	1tYJnXtKLoWVIL4lZOouQG
23	Você Beberia Ou Não Beberia?	Zé Neto & Cristiano	3500854	https://open.spotify.com/track/2ixi9HWJw5lnLDmRMsiCS5	2ixi9HWJw5lnLDmRMsiCS5
24	Por Supuesto	Marina Sena	3453284	https://open.spotify.com/track/7xVSNhAUQhUIpwfR6lTOwA	7xVSNhAUQhUIpwfR6lTOwA
25	Putariazinha	Felipe Amorim	3369842	https://open.spotify.com/track/2jwrYBGz7osKI31v50bS7b	2jwrYBGz7osKI31v50bS7b
26	Bala Love	Mc Anjim	3356404	https://open.spotify.com/track/48Ll1C6qAnP2UjnopQDh4a	48Ll1C6qAnP2UjnopQDh4a
27	Baby Me Atende	Matheus Fernandes	3341611	https://open.spotify.com/track/1bWBG6IkMnDr3qvCKSvQT7	1bWBG6IkMnDr3qvCKSvQT7
28	Acordo - Ao Vivo	Henrique & Juliano	3220634	https://open.spotify.com/track/0tM4J8aID6qYZOE3e14sCj	0tM4J8aID6qYZOE3e14sCj
29	Ficha Limpa - Ao Vivo	Gusttavo Lima	3152808	https://open.spotify.com/track/17QN5kFprJqHdHLMj7hz4s	17QN5kFprJqHdHLMj7hz4s
30	Malvadão 3	Xamã	3038116	https://open.spotify.com/track/0NBgyml7T0IvUNbXIkcSpH	0NBgyml7T0IvUNbXIkcSpH
