Position	TrackName	Artist	Streams	URL	Id
1	Meu Pedaço de Pecado	João Gomes	8895890	https://open.spotify.com/track/2kJRlOyrxsy7Ot3c5TZ8Q6	2kJRlOyrxsy7Ot3c5TZ8Q6
2	MORENA	Luan Santana	6020267	https://open.spotify.com/track/4PQdrXMDHDPl1RczrrlADd	4PQdrXMDHDPl1RczrrlADd
3	Aquelas Coisas	João Gomes	5876073	https://open.spotify.com/track/0FqVtQxRD3HsPltldG5v5M	0FqVtQxRD3HsPltldG5v5M
4	Ficha Limpa	Gusttavo Lima	5652993	https://open.spotify.com/track/5SwyN9hzmWjBsINlif8li8	5SwyN9hzmWjBsINlif8li8
5	Se For Amor	João Gomes	5493497	https://open.spotify.com/track/5F2xRvRFkxDvqdFtUNAEyw	5F2xRvRFkxDvqdFtUNAEyw
6	Baby Me Atende	Matheus Fernandes	5429356	https://open.spotify.com/track/1bWBG6IkMnDr3qvCKSvQT7	1bWBG6IkMnDr3qvCKSvQT7
7	Não, Não Vou	Mari Fernandez	5316467	https://open.spotify.com/track/0xBQvhJAm6f7J142ympKOn	0xBQvhJAm6f7J142ympKOn
8	penhasco.	Luísa Sonza	4775429	https://open.spotify.com/track/5VTqW8raQYnj2avZ27nO2a	5VTqW8raQYnj2avZ27nO2a
9	Não Nasceu pra Namorar	MC Zaquin	4596203	https://open.spotify.com/track/6pQKUKBpwr6GhfhcFFFozo	6pQKUKBpwr6GhfhcFFFozo
10	Faz Amor Comigo Só Hoje - Ao Vivo	Israel & Rodolffo	4594316	https://open.spotify.com/track/7Kba4OaxQFQ1zlknQUpNqN	7Kba4OaxQFQ1zlknQUpNqN
11	Bipolar	Mc Davi	4229257	https://open.spotify.com/track/0qxLQ6opocOGyFnlXqJ53x	0qxLQ6opocOGyFnlXqJ53x
12	Beggin'	Måneskin	4213444	https://open.spotify.com/track/3Wrjm47oTz2sjIgck11l5e	3Wrjm47oTz2sjIgck11l5e
13	Só Não Divulga	Fernando & Sorocaba	4180877	https://open.spotify.com/track/3HquWF2pZmWYu3WAEP9Heb	3HquWF2pZmWYu3WAEP9Heb
14	Zero Saudade - Ao Vivo	Os Barões Da Pisadinha	4136436	https://open.spotify.com/track/1oIqP923yBKV45IaXm5s14	1oIqP923yBKV45IaXm5s14
15	Se Joga no Passinho	Brisa Star	4074633	https://open.spotify.com/track/41pFFOnh1glVNIlrWOpBjb	41pFFOnh1glVNIlrWOpBjb
16	Troca	Jorge & Mateus	3824879	https://open.spotify.com/track/6HV630GY0GT3RN2efFRmbP	6HV630GY0GT3RN2efFRmbP
17	Batom de Cereja - Ao Vivo	Israel & Rodolffo	3666158	https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp	2MZQAvsA7aZDssppBLRxYp
18	Passatempo	Wesley Safadão	3324014	https://open.spotify.com/track/3ibiPPqHxdmX4nNp4kNHE9	3ibiPPqHxdmX4nNp4kNHE9
19	Chamo Teu Vulgo Malvadão	mc jhenny	3313291	https://open.spotify.com/track/4mdlehe2znCTAzlFhrOa09	4mdlehe2znCTAzlFhrOa09
20	Vida Louca	Mc Poze do Rodo	3275760	https://open.spotify.com/track/7IG7laqVpcvIIULrwWP5SA	7IG7laqVpcvIIULrwWP5SA
21	VIP *-*	Luísa Sonza	3253027	https://open.spotify.com/track/2upubCYkDvATo6ZZwHqrp9	2upubCYkDvATo6ZZwHqrp9
22	Volta Rapariga	Vitinho Imperador	3130216	https://open.spotify.com/track/3CUPWFarYwA0HJQqzje4UD	3CUPWFarYwA0HJQqzje4UD
23	A Cara do Crime (Nós Incomoda)	Mc Poze do Rodo	3085113	https://open.spotify.com/track/0wRn3ggAY1fIupTaVigdza	0wRn3ggAY1fIupTaVigdza
24	Vagabundo	Matheus & Kauan	3057741	https://open.spotify.com/track/6Lrzxd7ST5oQ6FYKXKH7Ia	6Lrzxd7ST5oQ6FYKXKH7Ia
25	Eu Tenho a Senha	João Gomes	2931023	https://open.spotify.com/track/2YBKO08Wkc3eP5JdUSwng8	2YBKO08Wkc3eP5JdUSwng8
26	Tipo Gin - Ao Vivo	MC Kevin o Chris	2781184	https://open.spotify.com/track/4llr8mcoauwrHBtjGb7F9S	4llr8mcoauwrHBtjGb7F9S
27	Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo	Os Barões Da Pisadinha	2712266	https://open.spotify.com/track/2SUPbyD77tJuOUbqbxct6l	2SUPbyD77tJuOUbqbxct6l
28	Rolê	Tarcísio do Acordeon	2692783	https://open.spotify.com/track/25141FAgU1OmwoC9W2i5E3	25141FAgU1OmwoC9W2i5E3
29	Poesia Acústica 11: Nada Mudou	Pineapple StormTv	2662010	https://open.spotify.com/track/6giaOyDFbE4J8iclhCdW7E	6giaOyDFbE4J8iclhCdW7E
30	Tapão Na Raba	Raí Saia Rodada	2644889	https://open.spotify.com/track/58pgi1RpcU2fVJsxhm7BIr	58pgi1RpcU2fVJsxhm7BIr
31	INTERE$$EIRA	Luísa Sonza	2587847	https://open.spotify.com/track/0Iw6WyxOrleibC0j0fRJmk	0Iw6WyxOrleibC0j0fRJmk
32	Localiza Aí BB	Vitor e Luan	2545223	https://open.spotify.com/track/6fe5D0ivKnpXFMAnoSRjah	6fe5D0ivKnpXFMAnoSRjah
33	Desbloqueado - Ao Vivo	Diego & Victor Hugo	2523985	https://open.spotify.com/track/66HWIQEq6xO0IZ47AHrybG	66HWIQEq6xO0IZ47AHrybG
34	Vou falar que não quero	Vitor Fernandes	2472299	https://open.spotify.com/track/6AMTUbWihFZOwOeHxZN2Ge	6AMTUbWihFZOwOeHxZN2Ge
35	Paradigmas	Jorge & Mateus	2443786	https://open.spotify.com/track/17UfXrL7Run3GyZJW4uRjC	17UfXrL7Run3GyZJW4uRjC
36	Facas - Ao Vivo	Diego & Victor Hugo	2440615	https://open.spotify.com/track/1ere9b9vDw2N3m9d4uiXxa	1ere9b9vDw2N3m9d4uiXxa
37	Disco Arranhado - Funk Remix	Malu	2417198	https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4	2Gjt4rUHBUH0rMKpBg0hF4
38	Mete Um Block Nele	João Gomes	2317515	https://open.spotify.com/track/1QiZYlh3oZg3zgn8eS99aB	1QiZYlh3oZg3zgn8eS99aB
39	Liberdade (Quando o Grave Bate Forte)	Alok	2313714	https://open.spotify.com/track/2QLbRVzixE282JSQjBz2DG	2QLbRVzixE282JSQjBz2DG
40	Volta Comigo BB	Zé Vaqueiro	2305478	https://open.spotify.com/track/1h4u5t0EJZki8ieNGwwFXc	1h4u5t0EJZki8ieNGwwFXc
41	Ele É Ele, Eu Sou Eu	Wesley Safadão	2225362	https://open.spotify.com/track/7EWXP47VlXKO3r7mNxuWHw	7EWXP47VlXKO3r7mNxuWHw
42	good 4 u	Olivia Rodrigo	2207195	https://open.spotify.com/track/4ZtFanR9U6ndgddUvNcjcG	4ZtFanR9U6ndgddUvNcjcG
43	ATENÇÃO	PEDRO SAMPAIO	2205409	https://open.spotify.com/track/5AhnPqydkYbZAp4NkyJ7ED	5AhnPqydkYbZAp4NkyJ7ED
44	Morena	NATTAN	2184808	https://open.spotify.com/track/6zsEKAZZulmsl1Qlw5G3EX	6zsEKAZZulmsl1Qlw5G3EX
45	Troca de Calçada	Marília Mendonça	2150700	https://open.spotify.com/track/4AAIAVjSyiq1N7SXKkwXZe	4AAIAVjSyiq1N7SXKkwXZe
46	Senta Danada	Zé Felipe	2082593	https://open.spotify.com/track/2R9IrE42Mw4zdUXAEFNiZL	2R9IrE42Mw4zdUXAEFNiZL
47	Coração Na Cama - Ao Vivo	Hugo & Guilherme	1956231	https://open.spotify.com/track/7vCvUJyjMxRkPeo19nxmuk	7vCvUJyjMxRkPeo19nxmuk
48	INDUSTRY BABY (feat. Jack Harlow)	Lil Nas X	1910312	https://open.spotify.com/track/27NovPIUIRrOZoCHxABJwK	27NovPIUIRrOZoCHxABJwK
49	Eu Rebolo Sim	Mc Branquinha	1882443	https://open.spotify.com/track/1uP6LzGFVwX2h2D39mOglz	1uP6LzGFVwX2h2D39mOglz
50	MONTERO (Call Me By Your Name)	Lil Nas X	1862957	https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd	67BtfxlNbhBmCDR2L2l8qd
51	Pingo de Dó - Ao Vivo	Hugo & Guilherme	1850894	https://open.spotify.com/track/1a17gIb57XhPj2CMbqYABw	1a17gIb57XhPj2CMbqYABw
52	Sigilo - Ao Vivo	Guilherme & Benuto	1800101	https://open.spotify.com/track/6vnKRiOjUjYT59xl4awHTx	6vnKRiOjUjYT59xl4awHTx
53	O Ex da Sua Vida	Gusttavo Lima	1767229	https://open.spotify.com/track/17Gh6E6eRfAAw7sCgmnkFc	17Gh6E6eRfAAw7sCgmnkFc
54	Acaso	Vitor Fernandes	1754330	https://open.spotify.com/track/4Ls13Ag4SWnniiX4QLRltL	4Ls13Ag4SWnniiX4QLRltL
55	Deixa Eu Falar pra Você	Josué Bom de Faixa	1721940	https://open.spotify.com/track/0f1xsopmPwjGv5lJooglnD	0f1xsopmPwjGv5lJooglnD
56	MODO TURBO	Luísa Sonza	1676086	https://open.spotify.com/track/2ip4hxYupn3CSsHjn4l2a8	2ip4hxYupn3CSsHjn4l2a8
57	É Problema	Matheus & Kauan	1585534	https://open.spotify.com/track/5gTgQBtNP08fUijxpEgmzF	5gTgQBtNP08fUijxpEgmzF
58	Menina Se Prepara	Mc Pepeu	1577973	https://open.spotify.com/track/2aqqXrjrPdRHU9uSeRmL3C	2aqqXrjrPdRHU9uSeRmL3C
59	melhor sozinha :-)-:	Luísa Sonza	1576267	https://open.spotify.com/track/6e4ewdwc5OhGhmnDHyNraC	6e4ewdwc5OhGhmnDHyNraC
60	Corte Americano	Filipe Ret	1519976	https://open.spotify.com/track/68qqVn5kHBv4zc45SDGLnh	68qqVn5kHBv4zc45SDGLnh
61	Você Beberia Ou Não Beberia?	Zé Neto & Cristiano	1513228	https://open.spotify.com/track/4P7IXYPAkinTdZrBF5bGWp	4P7IXYPAkinTdZrBF5bGWp
62	Ô Moça	MC Zaquin	1487736	https://open.spotify.com/track/1mQOFRDoqI34LdN79PE0vH	1mQOFRDoqI34LdN79PE0vH
63	Baile do Cinga do 12	MC Gontijo	1462324	https://open.spotify.com/track/2uLt06E9xCZVPFXg9v794o	2uLt06E9xCZVPFXg9v794o
64	Não Parei De Sofrer	Gustavo Mioto	1435890	https://open.spotify.com/track/4zN7Kfk6s75jBOEehLHzV2	4zN7Kfk6s75jBOEehLHzV2
65	Triste com T	Pabllo Vittar	1364941	https://open.spotify.com/track/0L8nJt3b5LjXvFfDt7x2pP	0L8nJt3b5LjXvFfDt7x2pP
66	Alô Ambev (Segue Sua Vida) - Ao Vivo	Zé Neto & Cristiano	1340527	https://open.spotify.com/track/5m5aY6S9ttfIG157xli2Rs	5m5aY6S9ttfIG157xli2Rs
67	Pede Pra Voltar	Cleber & Cauan	1325748	https://open.spotify.com/track/5IjLkZBAHwd77I2gAOKZLC	5IjLkZBAHwd77I2gAOKZLC
68	Foi Pá Pum	Simone & Simaria	1323133	https://open.spotify.com/track/5uztIMqjl5FTZSYDlOBJjV	5uztIMqjl5FTZSYDlOBJjV
69	Uma Ex (Ao Vivo)	Murilo Huff	1306803	https://open.spotify.com/track/7xi4XR5EIOU6OHdIydLMjT	7xi4XR5EIOU6OHdIydLMjT
70	Preta do Cabelo Cacheado	Th CDM	1288466	https://open.spotify.com/track/73x4PDzlTdJkAa8GtjnUs0	73x4PDzlTdJkAa8GtjnUs0
71	Ela é Espetacular (Mulher Kama Sutra 2)	Mc Livinho	1287378	https://open.spotify.com/track/0x0V1IID2Sj902k6LzuWds	0x0V1IID2Sj902k6LzuWds
72	Freio da Blazer	L7NNON	1274237	https://open.spotify.com/track/6m187iACTSAZDYMaV0klqj	6m187iACTSAZDYMaV0klqj
73	Bad Habits	Ed Sheeran	1272518	https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE	6PQ88X9TkUIAUIZJHW2upE
74	Plutão	VMZ	1255003	https://open.spotify.com/track/3ydmNkAyYq0AKtG8sTfE9P	3ydmNkAyYq0AKtG8sTfE9P
75	Apê 1001	BIN	1254634	https://open.spotify.com/track/3q6ZCGgFDIVCJQ5XG4JTL2	3q6ZCGgFDIVCJQ5XG4JTL2
76	Ele Não Te Merece	Wesley Safadão	1250443	https://open.spotify.com/track/7nsk0cwY5kfxBT21WEzmC0	7nsk0cwY5kfxBT21WEzmC0
