rank	uri	artist_names	track_name	source	peak_rank	previous_rank	days_on_chart	streams	ID
1	spotify:track:3Ghyp3X5Ua9ypHnBIgOObI	Henrique & Juliano	Liberdade Provisória - Live - Ibirapuera / 2019	Virgin Music Label And Artist Services (S&D)	1	1	100	897326	3Ghyp3X5Ua9ypHnBIgOObI
2	spotify:track:3tv697PZNnaQN0Mn2zGhS5	Gusttavo Lima	A Gente Fez Amor - Ao Vivo	Sony Music Entertainment	2	2	100	760860	3tv697PZNnaQN0Mn2zGhS5
3	spotify:track:5W1kqz2l1lDX77DXBMeXZg	Matheus & Kauan	Litrão - Ao Vivo Em Recife / 2020	Universal Music Ltda.	3	4	44	642432	5W1kqz2l1lDX77DXBMeXZg
4	spotify:track:3tc8Z4lGzOIwmIVftsxO6o	Marília Mendonça	Graveto - Ao Vivo	Som Livre	3	3	65	638818	3tc8Z4lGzOIwmIVftsxO6o
5	spotify:track:4lKuzrdZrJuCAedbIslF3A	PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro	SENTADÃO	WM Brazil	2	5	114	596007	4lKuzrdZrJuCAedbIslF3A
6	spotify:track:3J5Pu25BODMex4Jpy4l6FL	Luíza & Maurílio, Zé Neto & Cristiano	S de Saudade	Som Livre	6	6	135	581052	3J5Pu25BODMex4Jpy4l6FL
7	spotify:track:1K7WzjKDcDdVbKNGrB0gej	Major Lazer, MC Lan, Anitta, BEAM	Rave de Favela (feat. BEAM)	WM Brazil	4	7	29	575616	1K7WzjKDcDdVbKNGrB0gej
8	spotify:track:4HUZBG98TYbxSR9V1V2DWS	Thiaguinho MT, Mila, JS o Mão de Ouro	Tudo Ok	Sony Music Entertainment	1	9	76	557911	4HUZBG98TYbxSR9V1V2DWS
9	spotify:track:2Q9TaUXNM4mNSCgJjbmsJe	Zé Neto & Cristiano	Bebi Minha Bicicleta (Coração Falido) - Ao Vivo	Som Livre	4	12	107	555602	2Q9TaUXNM4mNSCgJjbmsJe
10	spotify:track:2PWjKmjyTZeDpmOUa3a5da	Jorge & Mateus	Cheirosa - Ao Vivo	Som Livre	3	10	156	545072	2PWjKmjyTZeDpmOUa3a5da
11	spotify:track:63SHcJzckFykS8faA5zojY	MC Ingryd, DJ Henrique da VK	Vem Me Satisfazer	MC Ingryd	4	8	102	515966	63SHcJzckFykS8faA5zojY
12	spotify:track:1uryupl9hqVZYurJwH4G9k	Guilherme & Benuto	3 Batidas - Ao Vivo	Sony Music Entertainment	8	15	203	483810	1uryupl9hqVZYurJwH4G9k
13	spotify:track:5L8ZEyIdZ2KE4Wf51SsuOF	Gustavo Mioto	Com Ou Sem Mim - Ao Vivo	Universal Music Ltda.	5	14	114	478443	5L8ZEyIdZ2KE4Wf51SsuOF
14	spotify:track:1rgnBhdG2JDFTbYkYRZAku	Tones And I	Dance Monkey	Elektra (NEK)	5	11	174	467852	1rgnBhdG2JDFTbYkYRZAku
15	spotify:track:3GmJxfnUDrIs1iCfKUELFz	Marília Mendonça	Supera - Ao Vivo	Som Livre	1	16	212	456871	3GmJxfnUDrIs1iCfKUELFz
16	spotify:track:7o9LwQmTuIDm4LyyHFIWul	Henrique & Juliano	Volta Por Baixo - Ao Vivo	Virgin Music Label And Artist Services (S&D)	16	17	65	456750	7o9LwQmTuIDm4LyyHFIWul
17	spotify:track:15Dl8e6gdR0I1IQn0M4SGi	Simone & Simaria	Amoreco	Universal Music Ltda.	17	26	30	434430	15Dl8e6gdR0I1IQn0M4SGi
18	spotify:track:2bPtwnrpFNEe8N7Q85kLHw	Anitta, Lexa, Luísa Sonza, Rebecca	Combatchy (feat. MC Rebecca)	WM Brazil	1	18	116	433153	2bPtwnrpFNEe8N7Q85kLHw
19	spotify:track:6lK3nCiigk34SGqEjpQoqO	Maiara & Maraisa	Aí Eu Bebo - Ao Vivo	Som Livre	13	22	149	419692	6lK3nCiigk34SGqEjpQoqO
20	spotify:track:7Ac3BmqTQoLdAt7HtZyfgN	DENNIS, Mc Don Juan	Te Prometo	Sony Music Entertainment	18	19	36	414103	7Ac3BmqTQoLdAt7HtZyfgN
21	spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg	Dua Lipa	Don't Start Now	Warner Records	12	13	135	412177	6WrI0LAC5M1Rw2MnX2ZvEg
22	spotify:track:146Vb458Y5RbqEa0fYFPzm	Felipe Araújo	Mentira - Ao Vivo	Universal Music Ltda.	21	21	103	409352	146Vb458Y5RbqEa0fYFPzm
23	spotify:track:5F8ffc8KWKNawllr5WsW0r	Dadá Boladão, Tati Zaqui, OIK	Surtada - Remix Brega Funk	Sony Music Entertainment	1	20	167	406885	5F8ffc8KWKNawllr5WsW0r
24	spotify:track:6QwFUcPc5nhsqZuhXUYtV7	Jorge & Mateus	Tijolão - Ao Vivo	Som Livre	1	25	296	399076	6QwFUcPc5nhsqZuhXUYtV7
25	spotify:track:1MmS7UIy3J1BTxfGCRvVqN	Gusttavo Lima	Carreira Solo - Ao Vivo	Sony Music Entertainment	21	30	135	381453	1MmS7UIy3J1BTxfGCRvVqN
26	spotify:track:4p8pEdPYOQLzJUKYrLOacy	WC no Beat, PEDRO SAMPAIO, FP do Trem Bala	BALANÇA (feat. Pedro Sampaio)	Sony Music Entertainment	21	23	44	370322	4p8pEdPYOQLzJUKYrLOacy
27	spotify:track:4j2bK4fnc2s6GyVmhJsJhk	Henrique & Juliano	Briga Feia - Ao Vivo	Virgin Music Label And Artist Services (S&D)	24	27	93	368692	4j2bK4fnc2s6GyVmhJsJhk
28	spotify:track:14kRWkCWBYfQqILflEcpSJ	Lexa, PEDRO SAMPAIO	Chama Ela (feat. Pedro Sampaio)	Som Livre	5	28	172	363333	14kRWkCWBYfQqILflEcpSJ
29	spotify:track:0RaIjuKU5hudMteEXwr4RS	Jorge & Mateus	Ranking	Som Livre	21	29	9	347671	0RaIjuKU5hudMteEXwr4RS
30	spotify:track:2MOq63fxuFLYQM3CsDcFs1	GIULIA BE	menina solta	WM Brazil	10	24	159	342403	2MOq63fxuFLYQM3CsDcFs1
31	spotify:track:17Ryox5vWKp92IDW87C5PI	Gusttavo Lima	Quem Traiu Levou - Ao Vivo	Sony Music Entertainment	14	37	185	337916	17Ryox5vWKp92IDW87C5PI
32	spotify:track:1AfNdxHdE4OLcnQUyC6j3i	MC JottaPê, MC Kekel, MC Kevinho	Eterna Sacanagem	KondZilla Records	19	31	149	326294	1AfNdxHdE4OLcnQUyC6j3i
33	spotify:track:72xB2J9ZeBl0Rzxq2XmzdY	João Gustavo e Murilo, Analaga	Lençol Dobrado	WM Brazil	2	33	496	323045	72xB2J9ZeBl0Rzxq2XmzdY
34	spotify:track:7yYsyXQa2JgbyL9fkEiUNt	Pabllo Vittar	Amor de Que	Sony Music Entertainment	11	32	135	318179	7yYsyXQa2JgbyL9fkEiUNt
35	spotify:track:5n8Y78Pl5q8lqS7sJP61qw	Diego & Arnaldo	Relógio Parado (Ao Vivo)	Sony Music Entertainment	35	39	150	312881	5n8Y78Pl5q8lqS7sJP61qw
36	spotify:track:2RMOwSvOGQyy985Vx4VSGQ	LUDMILLA, Topo La Maskara, Walshy Fire	Verdinha	WM Brazil	8	35	107	304951	2RMOwSvOGQyy985Vx4VSGQ
37	spotify:track:3vSXPjfcebTt5mB8DXHWM6	Wesley Safadão	Dois Lados	Som Livre	37	43	219	304514	3vSXPjfcebTt5mB8DXHWM6
38	spotify:track:5MArTXEVyKBwoodjdy04fk	Zé Felipe, Gusttavo Lima	Tiro Certo - Ao Vivo	Som Livre	14	45	275	304237	5MArTXEVyKBwoodjdy04fk
39	spotify:track:2PqPSf3gtTED79rWGwVtYg	Diego & Victor Hugo	Áudio - Ao Vivo em Brasília	Sony Music Entertainment	30	40	246	303098	2PqPSf3gtTED79rWGwVtYg
40	spotify:track:5dKesZwp6deuhEeW8F1UEi	Felipe Original, MC Kevin o Chris, Sodré, JS o Mão de Ouro	Hit Contagiante	Tudo Nosso Produtora	1	41	229	302808	5dKesZwp6deuhEeW8F1UEi
41	spotify:track:5fY9bVl1Wj4PIM3wnduWop	Marília Mendonça	Serenata - Ao Vivo	Som Livre	14	36	303	300686	5fY9bVl1Wj4PIM3wnduWop
42	spotify:track:3Uq45ipGutypFPmETfaoaH	MC Du Black, DJ 2F	Gaiola É o Troco	EP MIX Editora	1	34	230	299998	3Uq45ipGutypFPmETfaoaH
43	spotify:track:5q0NlM6Pm8Pp3orq7zGiRn	Matheus & Kauan, Jorge & Mateus	Quarta Cadeira - Ao Vivo	Universal Music Ltda.	9	42	359	297156	5q0NlM6Pm8Pp3orq7zGiRn
44	spotify:track:5FFpRbsH9WDYNoLauRAHpj	MC Kevinho, Dadá Boladão, MC JottaPê	Paredão	WM Brazil	18	38	83	294614	5FFpRbsH9WDYNoLauRAHpj
45	spotify:track:3WjSkl7VDWY1prwJw7dSG0	Zé Neto & Cristiano	Barzinho Aleatório - Ao Vivo	Som Livre	43	44	100	292054	3WjSkl7VDWY1prwJw7dSG0
46	spotify:track:4RC2nzqaQygxoVQOVv3XlT	Leo Santana, Anitta	Contatinho - Ao Vivo	Universal Music Ltda.	5	48	191	273186	4RC2nzqaQygxoVQOVv3XlT
47	spotify:track:4UUtssVRs2aQTLQCAAtZg1	Jorge & Mateus	Mil Anos - Recorded At Mosh Studios, São Paulo	Som Livre	35	47	96	267125	4UUtssVRs2aQTLQCAAtZg1
