rank	uri	artist_names	track_name	source	peak_rank	previous_rank	days_on_chart	streams	ID
1	spotify:track:3PfIrDoz19wz7qK7tYeu62	Dua Lipa	Don't Start Now	Warner Records	1	6	148	677721	3PfIrDoz19wz7qK7tYeu62
2	spotify:track:3tv697PZNnaQN0Mn2zGhS5	Gusttavo Lima	A Gente Fez Amor - Ao Vivo	Sony Music Entertainment	1	1	113	626006	3tv697PZNnaQN0Mn2zGhS5
3	spotify:track:3Ghyp3X5Ua9ypHnBIgOObI	Henrique & Juliano	Liberdade Provisória - Live - Ibirapuera / 2019	Virgin Music Label And Artist Services (S&D)	1	2	113	601810	3Ghyp3X5Ua9ypHnBIgOObI
4	spotify:track:2WlZuBDgLfT7Kc0admhFdg	Luísa Sonza	BRABA	Universal Music Ltda.	3	3	10	570597	2WlZuBDgLfT7Kc0admhFdg
5	spotify:track:1K7WzjKDcDdVbKNGrB0gej	Major Lazer, MC Lan, Anitta, BEAM	Rave de Favela (feat. BEAM)	WM Brazil	2	4	42	515290	1K7WzjKDcDdVbKNGrB0gej
6	spotify:track:3tc8Z4lGzOIwmIVftsxO6o	Marília Mendonça	Graveto - Ao Vivo	Som Livre	3	5	78	468275	3tc8Z4lGzOIwmIVftsxO6o
7	spotify:track:5W1kqz2l1lDX77DXBMeXZg	Matheus & Kauan	Litrão - Ao Vivo Em Recife / 2020	Universal Music Ltda.	3	7	57	459376	5W1kqz2l1lDX77DXBMeXZg
8	spotify:track:017PF4Q3l4DBUiWoXk4OWT	Dua Lipa	Break My Heart	Warner Records	8	32	2	451641	017PF4Q3l4DBUiWoXk4OWT
9	spotify:track:3J5Pu25BODMex4Jpy4l6FL	Luíza & Maurílio, Zé Neto & Cristiano	S de Saudade	Som Livre	6	9	148	436006	3J5Pu25BODMex4Jpy4l6FL
10	spotify:track:4lKuzrdZrJuCAedbIslF3A	PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro	SENTADÃO	WM Brazil	2	8	127	416425	4lKuzrdZrJuCAedbIslF3A
11	spotify:track:3AzjcOeAmA57TIOr9zF1ZW	Dua Lipa	Physical	Warner Records	11	51	54	409266	3AzjcOeAmA57TIOr9zF1ZW
12	spotify:track:4p8pEdPYOQLzJUKYrLOacy	WC no Beat, PEDRO SAMPAIO, FP do Trem Bala	BALANÇA (feat. Pedro Sampaio)	Sony Music Entertainment	10	10	57	401307	4p8pEdPYOQLzJUKYrLOacy
13	spotify:track:2Q9TaUXNM4mNSCgJjbmsJe	Zé Neto & Cristiano	Bebi Minha Bicicleta (Coração Falido) - Ao Vivo	Som Livre	4	13	120	384625	2Q9TaUXNM4mNSCgJjbmsJe
14	spotify:track:1rgnBhdG2JDFTbYkYRZAku	Tones And I	Dance Monkey	Elektra (NEK)	5	11	187	377779	1rgnBhdG2JDFTbYkYRZAku
15	spotify:track:63SHcJzckFykS8faA5zojY	MC Ingryd, DJ Henrique da VK	Vem Me Satisfazer	MC Ingryd	4	12	115	371012	63SHcJzckFykS8faA5zojY
16	spotify:track:2PWjKmjyTZeDpmOUa3a5da	Jorge & Mateus	Cheirosa - Ao Vivo	Som Livre	3	14	169	352895	2PWjKmjyTZeDpmOUa3a5da
17	spotify:track:4HUZBG98TYbxSR9V1V2DWS	Thiaguinho MT, Mila, JS o Mão de Ouro	Tudo Ok	Sony Music Entertainment	1	15	89	347583	4HUZBG98TYbxSR9V1V2DWS
18	spotify:track:5L8ZEyIdZ2KE4Wf51SsuOF	Gustavo Mioto	Com Ou Sem Mim - Ao Vivo	Universal Music Ltda.	5	16	127	340402	5L8ZEyIdZ2KE4Wf51SsuOF
19	spotify:track:1uryupl9hqVZYurJwH4G9k	Guilherme & Benuto	3 Batidas - Ao Vivo	Sony Music Entertainment	8	19	216	340337	1uryupl9hqVZYurJwH4G9k
20	spotify:track:7Ac3BmqTQoLdAt7HtZyfgN	DENNIS, Mc Don Juan	Te Prometo	Sony Music Entertainment	16	21	49	335319	7Ac3BmqTQoLdAt7HtZyfgN
21	spotify:track:2bPtwnrpFNEe8N7Q85kLHw	Anitta, Lexa, Luísa Sonza, Rebecca	Combatchy (feat. MC Rebecca)	WM Brazil	1	18	129	329143	2bPtwnrpFNEe8N7Q85kLHw
22	spotify:track:3GmJxfnUDrIs1iCfKUELFz	Marília Mendonça	Supera - Ao Vivo	Som Livre	1	22	225	319347	3GmJxfnUDrIs1iCfKUELFz
23	spotify:track:7o9LwQmTuIDm4LyyHFIWul	Henrique & Juliano	Volta Por Baixo - Ao Vivo	Virgin Music Label And Artist Services (S&D)	16	23	78	317478	7o9LwQmTuIDm4LyyHFIWul
24	spotify:track:39LLxExYz6ewLAcYrzQQyP	Dua Lipa	Levitating	Warner Records	24	-1	1	289420	39LLxExYz6ewLAcYrzQQyP
25	spotify:track:6zrJLhslleCHby0wbUnvVy	Dua Lipa	Future Nostalgia	Warner Records	25	-1	2	288734	6zrJLhslleCHby0wbUnvVy
26	spotify:track:7vpGKEUPrA4UEsS4o4W1tP	Pabllo Vittar	Amor de Que	Sony Music Entertainment	10	17	148	285843	7vpGKEUPrA4UEsS4o4W1tP
27	spotify:track:0RaIjuKU5hudMteEXwr4RS	Jorge & Mateus	Ranking	Som Livre	21	29	22	285491	0RaIjuKU5hudMteEXwr4RS
28	spotify:track:2nMOodYNHBAQ3Kc1QNimZU	Dua Lipa	Cool	Warner Records	28	-1	1	283561	2nMOodYNHBAQ3Kc1QNimZU
29	spotify:track:2MOq63fxuFLYQM3CsDcFs1	GIULIA BE	menina solta	WM Brazil	10	24	172	277744	2MOq63fxuFLYQM3CsDcFs1
30	spotify:track:1nYeVF5vIBxMxfPoL0SIWg	Dua Lipa	Hallucinate	Warner Records	30	-1	1	272592	1nYeVF5vIBxMxfPoL0SIWg
31	spotify:track:6DXZiYUbrYgrVIhfX3U9Z2	Dua Lipa	Pretty Please	Warner Records	31	-1	1	265738	6DXZiYUbrYgrVIhfX3U9Z2
32	spotify:track:6lK3nCiigk34SGqEjpQoqO	Maiara & Maraisa	Aí Eu Bebo - Ao Vivo	Som Livre	13	31	162	265128	6lK3nCiigk34SGqEjpQoqO
33	spotify:track:5F8ffc8KWKNawllr5WsW0r	Dadá Boladão, Tati Zaqui, OIK	Surtada - Remix Brega Funk	Sony Music Entertainment	1	25	180	264773	5F8ffc8KWKNawllr5WsW0r
34	spotify:track:14kRWkCWBYfQqILflEcpSJ	Lexa, PEDRO SAMPAIO	Chama Ela (feat. Pedro Sampaio)	Som Livre	5	28	185	263012	14kRWkCWBYfQqILflEcpSJ
35	spotify:track:146Vb458Y5RbqEa0fYFPzm	Felipe Araújo	Mentira - Ao Vivo	Universal Music Ltda.	21	27	116	262907	146Vb458Y5RbqEa0fYFPzm
36	spotify:track:6QwFUcPc5nhsqZuhXUYtV7	Jorge & Mateus	Tijolão - Ao Vivo	Som Livre	1	30	309	261688	6QwFUcPc5nhsqZuhXUYtV7
