rank	uri	artist_names	track_name	source	peak_rank	previous_rank	days_on_chart	streams	ID
1	spotify:track:3Ghyp3X5Ua9ypHnBIgOObI	Henrique & Juliano	Liberdade Provisória - Live - Ibirapuera / 2019	Virgin Music Label And Artist Services (S&D)	1	1	92	758606	3Ghyp3X5Ua9ypHnBIgOObI
2	spotify:track:3tv697PZNnaQN0Mn2zGhS5	Gusttavo Lima	A Gente Fez Amor - Ao Vivo	Sony Music Entertainment	2	2	92	650220	3tv697PZNnaQN0Mn2zGhS5
3	spotify:track:5W1kqz2l1lDX77DXBMeXZg	Matheus & Kauan	Litrão - Ao Vivo Em Recife / 2020	Universal Music Ltda.	3	3	36	549681	5W1kqz2l1lDX77DXBMeXZg
4	spotify:track:2PWjKmjyTZeDpmOUa3a5da	Jorge & Mateus	Cheirosa - Ao Vivo	Som Livre	3	13	148	533669	2PWjKmjyTZeDpmOUa3a5da
5	spotify:track:3tc8Z4lGzOIwmIVftsxO6o	Marília Mendonça	Graveto - Ao Vivo	Som Livre	4	4	57	527973	3tc8Z4lGzOIwmIVftsxO6o
6	spotify:track:1K7WzjKDcDdVbKNGrB0gej	Major Lazer, MC Lan, Anitta, BEAM	Rave de Favela (feat. BEAM)	WM Brazil	4	5	21	526462	1K7WzjKDcDdVbKNGrB0gej
7	spotify:track:4lKuzrdZrJuCAedbIslF3A	PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro	SENTADÃO	WM Brazil	2	6	106	519548	4lKuzrdZrJuCAedbIslF3A
8	spotify:track:4HUZBG98TYbxSR9V1V2DWS	Thiaguinho MT, Mila, JS o Mão de Ouro	Tudo Ok	Sony Music Entertainment	1	7	68	490611	4HUZBG98TYbxSR9V1V2DWS
9	spotify:track:3J5Pu25BODMex4Jpy4l6FL	Luíza & Maurílio, Zé Neto & Cristiano	S de Saudade	Som Livre	7	10	127	473410	3J5Pu25BODMex4Jpy4l6FL
10	spotify:track:63SHcJzckFykS8faA5zojY	MC Ingryd, DJ Henrique da VK	Vem Me Satisfazer	MC Ingryd	4	9	94	473303	63SHcJzckFykS8faA5zojY
11	spotify:track:1rgnBhdG2JDFTbYkYRZAku	Tones And I	Dance Monkey	Elektra (NEK)	5	8	166	465445	1rgnBhdG2JDFTbYkYRZAku
12	spotify:track:2Q9TaUXNM4mNSCgJjbmsJe	Zé Neto & Cristiano	Bebi Minha Bicicleta (Coração Falido) - Ao Vivo	Som Livre	4	14	99	436019	2Q9TaUXNM4mNSCgJjbmsJe
13	spotify:track:5L8ZEyIdZ2KE4Wf51SsuOF	Gustavo Mioto	Com Ou Sem Mim - Ao Vivo	Universal Music Ltda.	5	11	106	428128	5L8ZEyIdZ2KE4Wf51SsuOF
14	spotify:track:1uryupl9hqVZYurJwH4G9k	Guilherme & Benuto	3 Batidas - Ao Vivo	Sony Music Entertainment	8	17	195	391999	1uryupl9hqVZYurJwH4G9k
15	spotify:track:6QwFUcPc5nhsqZuhXUYtV7	Jorge & Mateus	Tijolão - Ao Vivo	Som Livre	1	27	288	388993	6QwFUcPc5nhsqZuhXUYtV7
16	spotify:track:2bPtwnrpFNEe8N7Q85kLHw	Anitta, Lexa, Luísa Sonza, Rebecca	Combatchy (feat. MC Rebecca)	WM Brazil	1	16	108	387631	2bPtwnrpFNEe8N7Q85kLHw
17	spotify:track:3GmJxfnUDrIs1iCfKUELFz	Marília Mendonça	Supera - Ao Vivo	Som Livre	1	18	204	383724	3GmJxfnUDrIs1iCfKUELFz
18	spotify:track:7o9LwQmTuIDm4LyyHFIWul	Henrique & Juliano	Volta Por Baixo - Ao Vivo	Virgin Music Label And Artist Services (S&D)	18	19	57	376172	7o9LwQmTuIDm4LyyHFIWul
19	spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg	Dua Lipa	Don't Start Now	Warner Records	12	15	127	375086	6WrI0LAC5M1Rw2MnX2ZvEg
20	spotify:track:5F8ffc8KWKNawllr5WsW0r	Dadá Boladão, Tati Zaqui, OIK	Surtada - Remix Brega Funk	Sony Music Entertainment	1	20	159	361717	5F8ffc8KWKNawllr5WsW0r
21	spotify:track:0RaIjuKU5hudMteEXwr4RS	Jorge & Mateus	Ranking	Som Livre	21	-1	1	361219	0RaIjuKU5hudMteEXwr4RS
22	spotify:track:7Ac3BmqTQoLdAt7HtZyfgN	DENNIS, Mc Don Juan	Te Prometo	Sony Music Entertainment	22	25	28	342513	7Ac3BmqTQoLdAt7HtZyfgN
23	spotify:track:4p8pEdPYOQLzJUKYrLOacy	WC no Beat, PEDRO SAMPAIO, FP do Trem Bala	BALANÇA (feat. Pedro Sampaio)	Sony Music Entertainment	21	22	36	337026	4p8pEdPYOQLzJUKYrLOacy
24	spotify:track:6lK3nCiigk34SGqEjpQoqO	Maiara & Maraisa	Aí Eu Bebo - Ao Vivo	Som Livre	13	23	141	336890	6lK3nCiigk34SGqEjpQoqO
25	spotify:track:2MOq63fxuFLYQM3CsDcFs1	GIULIA BE	menina solta	WM Brazil	10	21	151	332388	2MOq63fxuFLYQM3CsDcFs1
26	spotify:track:1MmS7UIy3J1BTxfGCRvVqN	Gusttavo Lima	Carreira Solo - Ao Vivo	Sony Music Entertainment	22	38	127	315111	1MmS7UIy3J1BTxfGCRvVqN
27	spotify:track:4j2bK4fnc2s6GyVmhJsJhk	Henrique & Juliano	Briga Feia - Ao Vivo	Virgin Music Label And Artist Services (S&D)	25	26	85	314774	4j2bK4fnc2s6GyVmhJsJhk
28	spotify:track:7yYsyXQa2JgbyL9fkEiUNt	Pabllo Vittar	Amor de Que	Sony Music Entertainment	11	24	127	302653	7yYsyXQa2JgbyL9fkEiUNt
29	spotify:track:2qD7VoDYcrAPY0cVEfpsR5	Anitta, Marília Mendonça	Some que ele vem atrás	WM Brazil	2	28	129	296868	2qD7VoDYcrAPY0cVEfpsR5
30	spotify:track:14kRWkCWBYfQqILflEcpSJ	Lexa, PEDRO SAMPAIO	Chama Ela (feat. Pedro Sampaio)	Som Livre	5	37	164	293886	14kRWkCWBYfQqILflEcpSJ
31	spotify:track:17Ryox5vWKp92IDW87C5PI	Gusttavo Lima	Quem Traiu Levou - Ao Vivo	Sony Music Entertainment	14	30	177	287710	17Ryox5vWKp92IDW87C5PI
32	spotify:track:1AfNdxHdE4OLcnQUyC6j3i	MC JottaPê, MC Kekel, MC Kevinho	Eterna Sacanagem	KondZilla Records	19	29	141	286377	1AfNdxHdE4OLcnQUyC6j3i
33	spotify:track:15Dl8e6gdR0I1IQn0M4SGi	Simone & Simaria	Amoreco	Universal Music Ltda.	33	35	22	274865	15Dl8e6gdR0I1IQn0M4SGi
34	spotify:track:2IHLaN6wwYKQ3S24NsQqpA	Demi Lovato	I Love Me	Island Records	34	-1	1	274576	2IHLaN6wwYKQ3S24NsQqpA
35	spotify:track:3Uq45ipGutypFPmETfaoaH	MC Du Black, DJ 2F	Gaiola É o Troco	EP MIX Editora	1	34	222	271344	3Uq45ipGutypFPmETfaoaH
36	spotify:track:2RMOwSvOGQyy985Vx4VSGQ	LUDMILLA, Topo La Maskara, Walshy Fire	Verdinha	WM Brazil	8	33	99	269370	2RMOwSvOGQyy985Vx4VSGQ
37	spotify:track:72xB2J9ZeBl0Rzxq2XmzdY	João Gustavo e Murilo, Analaga	Lençol Dobrado	WM Brazil	2	32	488	268979	72xB2J9ZeBl0Rzxq2XmzdY
38	spotify:track:5fY9bVl1Wj4PIM3wnduWop	Marília Mendonça	Serenata - Ao Vivo	Som Livre	14	39	295	261821	5fY9bVl1Wj4PIM3wnduWop
39	spotify:track:5FFpRbsH9WDYNoLauRAHpj	MC Kevinho, Dadá Boladão, MC JottaPê	Paredão	WM Brazil	18	36	75	260318	5FFpRbsH9WDYNoLauRAHpj
40	spotify:track:5dKesZwp6deuhEeW8F1UEi	Felipe Original, MC Kevin o Chris, Sodré, JS o Mão de Ouro	Hit Contagiante	Tudo Nosso Produtora	1	40	221	258003	5dKesZwp6deuhEeW8F1UEi
41	spotify:track:7vZqxuOvEwRHsGVaDykzpY	Os Parazim	Porta Mala	Os Parazim	7	12	77	254435	7vZqxuOvEwRHsGVaDykzpY
42	spotify:track:5q0NlM6Pm8Pp3orq7zGiRn	Matheus & Kauan, Jorge & Mateus	Quarta Cadeira - Ao Vivo	Universal Music Ltda.	9	43	351	253977	5q0NlM6Pm8Pp3orq7zGiRn
43	spotify:track:2kJu14V7hbZw3I4K8L8SXb	Lady Gaga	Stupid Love	Interscope	5	31	8	249556	2kJu14V7hbZw3I4K8L8SXb
44	spotify:track:3vSXPjfcebTt5mB8DXHWM6	Wesley Safadão	Dois Lados	Som Livre	39	45	211	247589	3vSXPjfcebTt5mB8DXHWM6
45	spotify:track:2PqPSf3gtTED79rWGwVtYg	Diego & Victor Hugo	Áudio - Ao Vivo em Brasília	Sony Music Entertainment	30	44	238	247537	2PqPSf3gtTED79rWGwVtYg
46	spotify:track:3WjSkl7VDWY1prwJw7dSG0	Zé Neto & Cristiano	Barzinho Aleatório - Ao Vivo	Som Livre	45	47	92	246930	3WjSkl7VDWY1prwJw7dSG0
47	spotify:track:4RC2nzqaQygxoVQOVv3XlT	Leo Santana, Anitta	Contatinho - Ao Vivo	Universal Music Ltda.	5	41	183	243864	4RC2nzqaQygxoVQOVv3XlT
48	spotify:track:5MArTXEVyKBwoodjdy04fk	Zé Felipe, Gusttavo Lima	Tiro Certo - Ao Vivo	Som Livre	14	48	267	239132	5MArTXEVyKBwoodjdy04fk
49	spotify:track:4UUtssVRs2aQTLQCAAtZg1	Jorge & Mateus	Mil Anos - Recorded At Mosh Studios, São Paulo	Som Livre	35	58	88	237961	4UUtssVRs2aQTLQCAAtZg1
50	spotify:track:5n8Y78Pl5q8lqS7sJP61qw	Diego & Arnaldo	Relógio Parado (Ao Vivo)	Sony Music Entertainment	39	51	142	229931	5n8Y78Pl5q8lqS7sJP61qw
51	spotify:track:7Gk5OrMYaMRtT2JmgJVAfk	ANAVITÓRIA, Vitor Kley	Pupila	Universal Music Ltda.	14	42	246	228994	7Gk5OrMYaMRtT2JmgJVAfk
52	spotify:track:098MRSXb4tj5EDVSUSpHIn	Jorge & Mateus	Instantes	Som Livre	52	-1	1	227647	098MRSXb4tj5EDVSUSpHIn
53	spotify:track:6t4GFrRJgdMijBL8qMU184	Jorge & Mateus	Tela Preta	Som Livre	53	-1	1	227268	6t4GFrRJgdMijBL8qMU184
54	spotify:track:0nbXyq5TXYPCO7pr3N8S4I	Roddy Ricch	The Box	Atlantic Records	42	46	56	225950	0nbXyq5TXYPCO7pr3N8S4I
55	spotify:track:0sf12qNH5qcw8qpgymFOqD	The Weeknd	Blinding Lights	Republic Records	45	49	70	216429	0sf12qNH5qcw8qpgymFOqD
56	spotify:track:16wAOAZ2OkqoIDN7TpChjR	Justin Bieber	Yummy	RBMG/Def Jam	12	50	64	210524	16wAOAZ2OkqoIDN7TpChjR
57	spotify:track:1U3tv41tFRgOfbytpuYQrR	Zé Neto & Cristiano	Ferida Curada	Som Livre	4	53	232	209781	1U3tv41tFRgOfbytpuYQrR
58	spotify:track:6mdU8glNHYdBBj5DuKSL1B	Gusttavo Lima	Perrengue - Ao Vivo	Sony Music Entertainment	15	56	155	200456	6mdU8glNHYdBBj5DuKSL1B
59	spotify:track:3MkdA6vwF0ifRl86yzTlJW	Matuê	Kenny G	Sony Music Entertainment	5	52	184	197158	3MkdA6vwF0ifRl86yzTlJW
