rank	uri	artist_names	track_name	source	peak_rank	previous_rank	days_on_chart	streams	ID
1	spotify:track:3tv697PZNnaQN0Mn2zGhS5	Gusttavo Lima	A Gente Fez Amor - Ao Vivo	Sony Music Entertainment	1	1	137	522319	3tv697PZNnaQN0Mn2zGhS5
2	spotify:track:3Ghyp3X5Ua9ypHnBIgOObI	Henrique & Juliano	Liberdade Provisória - Live - Ibirapuera / 2019	Virgin Music Label And Artist Services (S&D)	1	2	137	512723	3Ghyp3X5Ua9ypHnBIgOObI
3	spotify:track:3PfIrDoz19wz7qK7tYeu62	Dua Lipa	Don't Start Now	Warner Records	1	4	172	486676	3PfIrDoz19wz7qK7tYeu62
4	spotify:track:2WlZuBDgLfT7Kc0admhFdg	Luísa Sonza	BRABA	Universal Music Ltda.	1	3	34	463970	2WlZuBDgLfT7Kc0admhFdg
5	spotify:track:3tc8Z4lGzOIwmIVftsxO6o	Marília Mendonça	Graveto - Ao Vivo	Som Livre	3	5	102	381357	3tc8Z4lGzOIwmIVftsxO6o
6	spotify:track:5W1kqz2l1lDX77DXBMeXZg	Matheus & Kauan	Litrão - Ao Vivo Em Recife / 2020	Universal Music Ltda.	3	6	81	366311	5W1kqz2l1lDX77DXBMeXZg
7	spotify:track:60wF0XnX7A0jVpDNA5v8vi	Vytinho NG, Bianca	Tudo no Sigilo	Vytinho Ng	7	9	34	364665	60wF0XnX7A0jVpDNA5v8vi
8	spotify:track:1K7WzjKDcDdVbKNGrB0gej	Major Lazer, MC Lan, Anitta, BEAM	Rave de Favela (feat. BEAM)	WM Brazil	2	8	66	359858	1K7WzjKDcDdVbKNGrB0gej
9	spotify:track:3J5Pu25BODMex4Jpy4l6FL	Luíza & Maurílio, Zé Neto & Cristiano	S de Saudade	Som Livre	6	7	172	336776	3J5Pu25BODMex4Jpy4l6FL
10	spotify:track:7Ac3BmqTQoLdAt7HtZyfgN	DENNIS, Mc Don Juan	Te Prometo	Sony Music Entertainment	8	11	73	321860	7Ac3BmqTQoLdAt7HtZyfgN
11	spotify:track:7o9LwQmTuIDm4LyyHFIWul	Henrique & Juliano	Volta Por Baixo - Ao Vivo	Virgin Music Label And Artist Services (S&D)	11	12	102	307010	7o9LwQmTuIDm4LyyHFIWul
12	spotify:track:2Q9TaUXNM4mNSCgJjbmsJe	Zé Neto & Cristiano	Bebi Minha Bicicleta (Coração Falido) - Ao Vivo	Som Livre	4	10	144	295115	2Q9TaUXNM4mNSCgJjbmsJe
13	spotify:track:0RaIjuKU5hudMteEXwr4RS	Jorge & Mateus	Ranking	Som Livre	9	13	46	292369	0RaIjuKU5hudMteEXwr4RS
14	spotify:track:1rgnBhdG2JDFTbYkYRZAku	Tones And I	Dance Monkey	Elektra (NEK)	5	19	211	288898	1rgnBhdG2JDFTbYkYRZAku
15	spotify:track:24Yi9hE78yPEbZ4kxyoXAI	SAINt JHN, Imanbek	Roses - Imanbek Remix	Columbia/B1 Recordings	15	26	53	285994	24Yi9hE78yPEbZ4kxyoXAI
16	spotify:track:4lKuzrdZrJuCAedbIslF3A	PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro	SENTADÃO	WM Brazil	2	17	151	281389	4lKuzrdZrJuCAedbIslF3A
17	spotify:track:5L8ZEyIdZ2KE4Wf51SsuOF	Gustavo Mioto	Com Ou Sem Mim - Ao Vivo	Universal Music Ltda.	5	16	151	276545	5L8ZEyIdZ2KE4Wf51SsuOF
18	spotify:track:2PWjKmjyTZeDpmOUa3a5da	Jorge & Mateus	Cheirosa - Ao Vivo	Som Livre	3	14	193	267337	2PWjKmjyTZeDpmOUa3a5da
19	spotify:track:3GmJxfnUDrIs1iCfKUELFz	Marília Mendonça	Supera - Ao Vivo	Som Livre	1	15	249	264199	3GmJxfnUDrIs1iCfKUELFz
20	spotify:track:1uryupl9hqVZYurJwH4G9k	Guilherme & Benuto	3 Batidas - Ao Vivo	Sony Music Entertainment	8	18	240	247946	1uryupl9hqVZYurJwH4G9k
21	spotify:track:63SHcJzckFykS8faA5zojY	MC Ingryd, DJ Henrique da VK	Vem Me Satisfazer	MC Ingryd	4	21	139	247135	63SHcJzckFykS8faA5zojY
22	spotify:track:6nI98wtHOJAYSASq22TCYu	Luan Santana	água com açúcar - ao vivo	Som Livre	17	20	36	245003	6nI98wtHOJAYSASq22TCYu
23	spotify:track:4j2bK4fnc2s6GyVmhJsJhk	Henrique & Juliano	Briga Feia - Ao Vivo	Virgin Music Label And Artist Services (S&D)	23	23	130	241303	4j2bK4fnc2s6GyVmhJsJhk
24	spotify:track:0VjIjW4GlUZAMYd2vXMi3b	The Weeknd	Blinding Lights	Republic Records	23	38	115	235766	0VjIjW4GlUZAMYd2vXMi3b
25	spotify:track:7eJMfftS33KTjuF7lTsMCx	Powfu, beabadoobee	death bed (coffee for your head)	Columbia	25	39	43	232728	7eJMfftS33KTjuF7lTsMCx
26	spotify:track:3WjSkl7VDWY1prwJw7dSG0	Zé Neto & Cristiano	Barzinho Aleatório - Ao Vivo	Som Livre	21	22	137	226682	3WjSkl7VDWY1prwJw7dSG0
27	spotify:track:4p8pEdPYOQLzJUKYrLOacy	WC no Beat, PEDRO SAMPAIO, FP do Trem Bala	BALANÇA (feat. Pedro Sampaio)	Sony Music Entertainment	8	29	81	222111	4p8pEdPYOQLzJUKYrLOacy
28	spotify:track:146Vb458Y5RbqEa0fYFPzm	Felipe Araújo	Mentira - Ao Vivo	Universal Music Ltda.	21	25	140	220053	146Vb458Y5RbqEa0fYFPzm
29	spotify:track:017PF4Q3l4DBUiWoXk4OWT	Dua Lipa	Break My Heart	Warner Records	8	43	26	219455	017PF4Q3l4DBUiWoXk4OWT
30	spotify:track:2bPtwnrpFNEe8N7Q85kLHw	Anitta, Lexa, Luísa Sonza, Rebecca	Combatchy (feat. MC Rebecca)	WM Brazil	1	27	153	214370	2bPtwnrpFNEe8N7Q85kLHw
31	spotify:track:2MOq63fxuFLYQM3CsDcFs1	GIULIA BE	menina solta	WM Brazil	10	36	196	214093	2MOq63fxuFLYQM3CsDcFs1
32	spotify:track:2Ou6UYuUbNyqwXxRDSeFRf	Maiara & Maraisa	Aí Eu Bebo - Ao Vivo	Som Livre	13	24	186	206082	2Ou6UYuUbNyqwXxRDSeFRf
33	spotify:track:127QTOFJsJQp5LbJbu3A1y	Drake	Toosie Slide	OVO	33	48	18	199654	127QTOFJsJQp5LbJbu3A1y
34	spotify:track:4HUZBG98TYbxSR9V1V2DWS	Thiaguinho MT, Mila, JS o Mão de Ouro	Tudo Ok	Sony Music Entertainment	1	31	113	196532	4HUZBG98TYbxSR9V1V2DWS
35	spotify:track:0nbXyq5TXYPCO7pr3N8S4I	Roddy Ricch	The Box	Atlantic Records	26	47	101	196265	0nbXyq5TXYPCO7pr3N8S4I
36	spotify:track:2PqPSf3gtTED79rWGwVtYg	Diego & Victor Hugo	Áudio - Ao Vivo em Brasília	Sony Music Entertainment	28	28	283	194378	2PqPSf3gtTED79rWGwVtYg
37	spotify:track:5LpLYzpV0HWKI2DlPmNywg	Wesley Safadão, Zé Neto & Cristiano	Despedida - Ao Vivo	Som Livre	30	30	18	189653	5LpLYzpV0HWKI2DlPmNywg
38	spotify:track:4pnlRYoaaGu24SuC3et5Pv	Yasmin Santos, Wesley Safadão	Saudade em Gotas (feat. Wesley Safadão) - Ao Vivo	Sony Music Entertainment	37	37	217	185359	4pnlRYoaaGu24SuC3et5Pv
39	spotify:track:5fY9bVl1Wj4PIM3wnduWop	Marília Mendonça	Serenata - Ao Vivo	Som Livre	14	34	340	183315	5fY9bVl1Wj4PIM3wnduWop
40	spotify:track:6QwFUcPc5nhsqZuhXUYtV7	Jorge & Mateus	Tijolão - Ao Vivo	Som Livre	1	33	333	182075	6QwFUcPc5nhsqZuhXUYtV7
41	spotify:track:72xB2J9ZeBl0Rzxq2XmzdY	João Gustavo e Murilo, Analaga	Lençol Dobrado	WM Brazil	2	35	533	181441	72xB2J9ZeBl0Rzxq2XmzdY
42	spotify:track:5F8ffc8KWKNawllr5WsW0r	Dadá Boladão, Tati Zaqui, OIK	Surtada - Remix Brega Funk	Sony Music Entertainment	1	41	204	179352	5F8ffc8KWKNawllr5WsW0r
43	spotify:track:1MmS7UIy3J1BTxfGCRvVqN	Gusttavo Lima	Carreira Solo - Ao Vivo	Sony Music Entertainment	21	32	172	174752	1MmS7UIy3J1BTxfGCRvVqN
44	spotify:track:7vpGKEUPrA4UEsS4o4W1tP	Pabllo Vittar	Amor de Que	Sony Music Entertainment	10	50	172	169624	7vpGKEUPrA4UEsS4o4W1tP
45	spotify:track:5q0NlM6Pm8Pp3orq7zGiRn	Matheus & Kauan, Jorge & Mateus	Quarta Cadeira - Ao Vivo	Universal Music Ltda.	9	40	396	168633	5q0NlM6Pm8Pp3orq7zGiRn
46	spotify:track:1AfNdxHdE4OLcnQUyC6j3i	MC JottaPê, MC Kekel, MC Kevinho	Eterna Sacanagem	KondZilla Records	19	49	186	164911	1AfNdxHdE4OLcnQUyC6j3i
47	spotify:track:5n8Y78Pl5q8lqS7sJP61qw	Diego & Arnaldo	Relógio Parado (Ao Vivo)	Sony Music Entertainment	34	42	187	161702	5n8Y78Pl5q8lqS7sJP61qw
48	spotify:track:2uhBCMHwS3SATOHIgM2KPF	Zé Neto & Cristiano	Textão - Ao Vivo	Som Livre	44	45	53	158274	2uhBCMHwS3SATOHIgM2KPF
