rank	uri	artist_names	track_name	source	peak_rank	previous_rank	days_on_chart	streams	ID
1	spotify:track:2WlZuBDgLfT7Kc0admhFdg	Luísa Sonza	BRABA	Universal Music Ltda.	1	2	15	617679	2WlZuBDgLfT7Kc0admhFdg
2	spotify:track:3tv697PZNnaQN0Mn2zGhS5	Gusttavo Lima	A Gente Fez Amor - Ao Vivo	Sony Music Entertainment	1	1	118	602602	3tv697PZNnaQN0Mn2zGhS5
3	spotify:track:3PfIrDoz19wz7qK7tYeu62	Dua Lipa	Don't Start Now	Warner Records	1	3	153	540164	3PfIrDoz19wz7qK7tYeu62
4	spotify:track:3Ghyp3X5Ua9ypHnBIgOObI	Henrique & Juliano	Liberdade Provisória - Live - Ibirapuera / 2019	Virgin Music Label And Artist Services (S&D)	1	4	118	513376	3Ghyp3X5Ua9ypHnBIgOObI
5	spotify:track:1K7WzjKDcDdVbKNGrB0gej	Major Lazer, MC Lan, Anitta, BEAM	Rave de Favela (feat. BEAM)	WM Brazil	2	5	47	450193	1K7WzjKDcDdVbKNGrB0gej
6	spotify:track:5W1kqz2l1lDX77DXBMeXZg	Matheus & Kauan	Litrão - Ao Vivo Em Recife / 2020	Universal Music Ltda.	3	6	62	400633	5W1kqz2l1lDX77DXBMeXZg
7	spotify:track:3tc8Z4lGzOIwmIVftsxO6o	Marília Mendonça	Graveto - Ao Vivo	Som Livre	3	7	83	396823	3tc8Z4lGzOIwmIVftsxO6o
8	spotify:track:2PWjKmjyTZeDpmOUa3a5da	Jorge & Mateus	Cheirosa - Ao Vivo	Som Livre	3	10	174	353558	2PWjKmjyTZeDpmOUa3a5da
9	spotify:track:4p8pEdPYOQLzJUKYrLOacy	WC no Beat, PEDRO SAMPAIO, FP do Trem Bala	BALANÇA (feat. Pedro Sampaio)	Sony Music Entertainment	8	8	62	344340	4p8pEdPYOQLzJUKYrLOacy
10	spotify:track:3J5Pu25BODMex4Jpy4l6FL	Luíza & Maurílio, Zé Neto & Cristiano	S de Saudade	Som Livre	6	11	153	340942	3J5Pu25BODMex4Jpy4l6FL
11	spotify:track:4lKuzrdZrJuCAedbIslF3A	PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro	SENTADÃO	WM Brazil	2	9	132	340210	4lKuzrdZrJuCAedbIslF3A
12	spotify:track:1rgnBhdG2JDFTbYkYRZAku	Tones And I	Dance Monkey	Elektra (NEK)	5	12	192	335615	1rgnBhdG2JDFTbYkYRZAku
13	spotify:track:0RaIjuKU5hudMteEXwr4RS	Jorge & Mateus	Ranking	Som Livre	13	15	27	315530	0RaIjuKU5hudMteEXwr4RS
14	spotify:track:2Q9TaUXNM4mNSCgJjbmsJe	Zé Neto & Cristiano	Bebi Minha Bicicleta (Coração Falido) - Ao Vivo	Som Livre	4	16	125	309656	2Q9TaUXNM4mNSCgJjbmsJe
15	spotify:track:63SHcJzckFykS8faA5zojY	MC Ingryd, DJ Henrique da VK	Vem Me Satisfazer	MC Ingryd	4	13	120	308180	63SHcJzckFykS8faA5zojY
16	spotify:track:7Ac3BmqTQoLdAt7HtZyfgN	DENNIS, Mc Don Juan	Te Prometo	Sony Music Entertainment	14	14	54	307152	7Ac3BmqTQoLdAt7HtZyfgN
17	spotify:track:5L8ZEyIdZ2KE4Wf51SsuOF	Gustavo Mioto	Com Ou Sem Mim - Ao Vivo	Universal Music Ltda.	5	18	132	299425	5L8ZEyIdZ2KE4Wf51SsuOF
18	spotify:track:60wF0XnX7A0jVpDNA5v8vi	Vytinho NG, Bianca	Tudo no Sigilo	Vytinho Ng	18	19	15	289094	60wF0XnX7A0jVpDNA5v8vi
19	spotify:track:017PF4Q3l4DBUiWoXk4OWT	Dua Lipa	Break My Heart	Warner Records	8	17	7	287750	017PF4Q3l4DBUiWoXk4OWT
20	spotify:track:1uryupl9hqVZYurJwH4G9k	Guilherme & Benuto	3 Batidas - Ao Vivo	Sony Music Entertainment	8	21	221	285694	1uryupl9hqVZYurJwH4G9k
21	spotify:track:4HUZBG98TYbxSR9V1V2DWS	Thiaguinho MT, Mila, JS o Mão de Ouro	Tudo Ok	Sony Music Entertainment	1	20	94	281377	4HUZBG98TYbxSR9V1V2DWS
22	spotify:track:2bPtwnrpFNEe8N7Q85kLHw	Anitta, Lexa, Luísa Sonza, Rebecca	Combatchy (feat. MC Rebecca)	WM Brazil	1	22	134	271989	2bPtwnrpFNEe8N7Q85kLHw
23	spotify:track:6QwFUcPc5nhsqZuhXUYtV7	Jorge & Mateus	Tijolão - Ao Vivo	Som Livre	1	24	314	271180	6QwFUcPc5nhsqZuhXUYtV7
24	spotify:track:7o9LwQmTuIDm4LyyHFIWul	Henrique & Juliano	Volta Por Baixo - Ao Vivo	Virgin Music Label And Artist Services (S&D)	16	23	83	268757	7o9LwQmTuIDm4LyyHFIWul
25	spotify:track:3GmJxfnUDrIs1iCfKUELFz	Marília Mendonça	Supera - Ao Vivo	Som Livre	1	25	230	264976	3GmJxfnUDrIs1iCfKUELFz
26	spotify:track:24Yi9hE78yPEbZ4kxyoXAI	SAINt JHN, Imanbek	Roses - Imanbek Remix	Columbia/B1 Recordings	26	27	34	252985	24Yi9hE78yPEbZ4kxyoXAI
27	spotify:track:3AzjcOeAmA57TIOr9zF1ZW	Dua Lipa	Physical	Warner Records	11	26	59	246054	3AzjcOeAmA57TIOr9zF1ZW
28	spotify:track:6nI98wtHOJAYSASq22TCYu	Luan Santana	água com açúcar - ao vivo	Som Livre	28	40	17	242024	6nI98wtHOJAYSASq22TCYu
29	spotify:track:0VjIjW4GlUZAMYd2vXMi3b	The Weeknd	Blinding Lights	Republic Records	23	28	96	235447	0VjIjW4GlUZAMYd2vXMi3b
30	spotify:track:2MOq63fxuFLYQM3CsDcFs1	GIULIA BE	menina solta	WM Brazil	10	30	177	235037	2MOq63fxuFLYQM3CsDcFs1
31	spotify:track:14kRWkCWBYfQqILflEcpSJ	Lexa, PEDRO SAMPAIO	Chama Ela (feat. Pedro Sampaio)	Som Livre	5	29	190	230297	14kRWkCWBYfQqILflEcpSJ
32	spotify:track:7vpGKEUPrA4UEsS4o4W1tP	Pabllo Vittar	Amor de Que	Sony Music Entertainment	10	31	153	228407	7vpGKEUPrA4UEsS4o4W1tP
33	spotify:track:146Vb458Y5RbqEa0fYFPzm	Felipe Araújo	Mentira - Ao Vivo	Universal Music Ltda.	21	34	121	228342	146Vb458Y5RbqEa0fYFPzm
34	spotify:track:0nbXyq5TXYPCO7pr3N8S4I	Roddy Ricch	The Box	Atlantic Records	26	32	82	221804	0nbXyq5TXYPCO7pr3N8S4I
35	spotify:track:6lK3nCiigk34SGqEjpQoqO	Maiara & Maraisa	Aí Eu Bebo - Ao Vivo	Som Livre	13	35	167	214963	6lK3nCiigk34SGqEjpQoqO
36	spotify:track:4j2bK4fnc2s6GyVmhJsJhk	Henrique & Juliano	Briga Feia - Ao Vivo	Virgin Music Label And Artist Services (S&D)	24	36	111	214652	4j2bK4fnc2s6GyVmhJsJhk
37	spotify:track:5F8ffc8KWKNawllr5WsW0r	Dadá Boladão, Tati Zaqui, OIK	Surtada - Remix Brega Funk	Sony Music Entertainment	1	33	185	214506	5F8ffc8KWKNawllr5WsW0r
38	spotify:track:7eJMfftS33KTjuF7lTsMCx	Powfu, beabadoobee	death bed (coffee for your head)	Columbia	37	37	24	206072	7eJMfftS33KTjuF7lTsMCx
39	spotify:track:1MmS7UIy3J1BTxfGCRvVqN	Gusttavo Lima	Carreira Solo - Ao Vivo	Sony Music Entertainment	21	38	153	197593	1MmS7UIy3J1BTxfGCRvVqN
40	spotify:track:3WjSkl7VDWY1prwJw7dSG0	Zé Neto & Cristiano	Barzinho Aleatório - Ao Vivo	Som Livre	33	41	118	196006	3WjSkl7VDWY1prwJw7dSG0
41	spotify:track:72xB2J9ZeBl0Rzxq2XmzdY	João Gustavo e Murilo, Analaga	Lençol Dobrado	WM Brazil	2	39	514	193897	72xB2J9ZeBl0Rzxq2XmzdY
42	spotify:track:4UUtssVRs2aQTLQCAAtZg1	Jorge & Mateus	Mil Anos - Recorded At Mosh Studios, São Paulo	Som Livre	35	48	114	186718	4UUtssVRs2aQTLQCAAtZg1
43	spotify:track:5q0NlM6Pm8Pp3orq7zGiRn	Matheus & Kauan, Jorge & Mateus	Quarta Cadeira - Ao Vivo	Universal Music Ltda.	9	43	377	186676	5q0NlM6Pm8Pp3orq7zGiRn
44	spotify:track:1AfNdxHdE4OLcnQUyC6j3i	MC JottaPê, MC Kekel, MC Kevinho	Eterna Sacanagem	KondZilla Records	19	42	167	184911	1AfNdxHdE4OLcnQUyC6j3i
45	spotify:track:5n8Y78Pl5q8lqS7sJP61qw	Diego & Arnaldo	Relógio Parado (Ao Vivo)	Sony Music Entertainment	34	44	168	181776	5n8Y78Pl5q8lqS7sJP61qw
46	spotify:track:2PqPSf3gtTED79rWGwVtYg	Diego & Victor Hugo	Áudio - Ao Vivo em Brasília	Sony Music Entertainment	30	45	264	180949	2PqPSf3gtTED79rWGwVtYg
47	spotify:track:1Nmcs8zk7LfcvHRgLtTM5J	Orochi, Papatinho	Amor de Fim de Noite	Mainstreet Records	47	50	137	173388	1Nmcs8zk7LfcvHRgLtTM5J
