,Data,Danceability,Valence,Energy,Tempo
89,2020-09-17,0.6835149999999999,0.629481,0.720615,129.191375
90,2020-09-24,0.6875950000000001,0.6374609999999999,0.719315,129.60544000000002
91,2020-10-01,0.68756,0.6321045000000001,0.7203700000000001,129.077795
92,2020-10-08,0.6827199999999999,0.6301260000000001,0.716465,129.50961999999998
93,2020-10-15,0.6816450000000001,0.6439900000000001,0.7241350000000001,129.63394
94,2020-10-22,0.6788550000000001,0.6284495,0.7135849999999999,128.82598
95,2020-10-29,0.67916,0.6297835,0.711065,127.99396999999999
96,2020-11-05,0.67551,0.6289065,0.71057,127.72786500000001
97,2020-11-12,0.6715049999999999,0.6352145,0.7120099999999999,128.75709500000002
98,2020-11-19,0.677745,0.6436135000000001,0.707795,127.96292000000001
99,2020-11-26,0.68312,0.6481534999999999,0.7026,127.41890500000001
100,2020-12-03,0.6831999999999999,0.6577885000000001,0.71088,129.98283
101,2020-12-10,0.678125,0.652195,0.707815,128.73345
102,2020-12-17,0.6833849999999999,0.6664250000000002,0.70678,128.853665
103,2020-12-24,0.6821708542713568,0.6701708542713567,0.719211055276382,130.62670351758797
104,2020-12-31,0.6857939698492463,0.6881356783919598,0.7347336683417086,133.03845728643216
105,2021-01-07,0.6876582914572864,0.6871105527638192,0.7307989949748743,131.63328140703518
106,2021-01-14,0.6925075376884422,0.6729236180904521,0.7148693467336683,129.20139698492463
107,2021-01-21,0.6899346733668343,0.6693356783919596,0.7138793969849246,130.12886934673367
108,2021-01-28,0.6930700000000001,0.6766990000000002,0.711695,130.4518
109,2021-02-04,0.70152,0.676009,0.710675,130.20075
110,2021-02-11,0.69842,0.676219,0.7175499999999999,131.479015
111,2021-02-18,0.6959800000000002,0.690205,0.7286,132.809085
112,2021-02-25,0.6889149999999999,0.672706,0.71627,131.26868499999998
113,2021-03-04,0.6916800000000001,0.665111,0.7072149999999999,129.805655
114,2021-03-11,0.684465,0.6657959999999999,0.7036800000000001,129.71275000000003
115,2021-03-18,0.6804749999999999,0.6585659999999999,0.7021649999999999,129.928335
116,2021-03-25,0.679015,0.659606,0.7067,129.48252
117,2021-04-01,0.68011,0.664091,0.7074699999999998,130.365055
118,2021-04-08,0.6880449999999999,0.6630510000000001,0.69525,130.40279
119,2021-04-15,0.689715,0.676436,0.698595,131.95480500000002
120,2021-04-22,0.68814,0.6732560000000001,0.700635,132.3121
121,2021-04-29,0.6922499999999999,0.682111,0.699905,132.52624
122,2021-05-06,0.68729,0.6763429999999999,0.6933400000000001,131.774135
123,2021-05-13,0.6887099999999999,0.674461,0.688635,131.58198499999997
124,2021-05-20,0.690295,0.676446,0.6868000000000001,131.594705
125,2021-05-27,0.68023,0.6417665000000001,0.6625649999999998,130.93366
126,2021-06-03,0.682225,0.6596995,0.6732049999999999,131.32226
127,2021-06-10,0.6792150000000001,0.6533104999999999,0.66565,132.28198
128,2021-06-17,0.6773500000000001,0.6578844999999999,0.6712600000000001,132.66881
129,2021-06-24,0.67867,0.6665155,0.685465,134.099725
130,2021-07-01,0.6781649999999999,0.6821545,0.70289,135.93574
131,2021-07-08,0.6818649999999999,0.6901195,0.7086150000000001,134.249915
132,2021-07-15,0.6848599999999999,0.6920445,0.710985,134.415525
133,2021-07-22,0.678715,0.6849745,0.713435,133.96828
134,2021-07-29,0.67928,0.6945195,0.718805,134.60779
135,2021-08-05,0.6769999999999999,0.6829445,0.7049850000000001,133.992765
136,2021-08-12,0.67955,0.6944995,0.7212199999999999,134.13977500000001
137,2021-08-19,0.676135,0.6756145000000001,0.7191649999999999,133.003815
138,2021-08-26,0.67756,0.6807795,0.7241300000000002,132.92677
139,2021-09-02,0.6735450000000001,0.6739445000000001,0.71985,131.765945
140,2021-09-09,0.673305,0.6817495,0.7138550000000001,131.59434
141,2021-09-16,0.6760249999999999,0.6646595,0.7141299999999999,130.908455
142,2021-09-23,0.677945,0.6570445,0.7133449999999999,131.772925
143,2021-09-30,0.68207,0.6602595,0.71745,131.278615
144,2021-10-07,0.68054,0.6561595,0.71839,132.10375
145,2021-10-14,0.6803800000000001,0.6611495,0.7171649999999999,131.743935
146,2021-10-21,0.68111,0.6444794999999999,0.7043,130.03560000000002
147,2021-10-28,0.68131,0.64937,0.705,130.02614499999999
148,2021-11-04,0.680075,0.659,0.715925,131.24795999999998
149,2021-11-11,0.667165,0.63095,0.704525,132.02199000000002
150,2021-11-18,0.6734300000000001,0.64097,0.70738,131.96816
151,2021-11-25,0.6672549999999999,0.6372950000000001,0.705245,130.737225
152,2021-12-02,0.674995,0.64586,0.70907,130.443475
153,2021-12-09,0.674505,0.6491499999999999,0.7115799999999999,130.62762999999998
154,2021-12-16,0.6917865168539327,0.6649269662921349,0.7203539325842697,131.49239325842697
155,2021-12-23,0.6844670658682636,0.6632694610778442,0.7216167664670659,132.15579640718562
156,2021-12-30,0.6771257485029941,0.6707844311377247,0.7224131736526946,133.39519161676645
157,2022-01-06,0.6801104294478528,0.6722760736196319,0.7224478527607361,132.8534601226994
