,energy,compound
0,0.69505,0.158238
1,0.685995,0.183386
2,0.693635,0.184614
3,0.694285,0.1881695
4,0.6924549999999999,0.17085899999999998
5,0.690765,0.163138
6,0.682115,0.16165849999999998
7,0.6829,0.18106950000000002
8,0.69527,0.133811
9,0.6963750000000001,0.0976975
10,0.686275,0.14697100000000002
11,0.681045,0.1560045
12,0.6920599999999999,0.17658250000000003
13,0.68099,0.1652805
14,0.69316,0.14893600000000004
15,0.697095,0.17353900000000003
16,0.6952000000000002,0.18562450000000003
17,0.6983599999999999,0.1708695
18,0.6732235,0.129808
19,0.683835,0.13219
20,0.688925,0.12467500000000001
21,0.686975,0.152529
22,0.6946199999999999,0.149334
23,0.6932300000000001,0.15824950000000002
24,0.698665,0.155105
25,0.695245,0.18009699999999998
26,0.6959150000000001,0.1793795
27,0.68829,0.193598
28,0.6927600000000002,0.195383
29,0.69281,0.199839
30,0.69624,0.18921799999999997
31,0.69965,0.16289749999999997
32,0.7030200000000001,0.1462525
33,0.69916,0.1811055
34,0.69706,0.201252
35,0.69077,0.17084049999999998
36,0.6955849999999999,0.1328825
37,0.6932650000000001,0.132352
38,0.693185,0.1314925
39,0.690225,0.13871050000000001
40,0.6839000000000002,0.15473900000000002
41,0.67917,0.1720295
42,0.682475,0.17113399999999998
43,0.6825399999999999,0.173274
44,0.684955,0.15014399999999997
45,0.6828049999999999,0.17454150000000002
46,0.68275,0.17177999999999996
47,0.6863399999999998,0.183316
48,0.6859350000000001,0.180619
49,0.694475,0.169011
50,0.693195,0.1823285
51,0.7056699999999999,0.146054
52,0.7092149999999999,0.134474
53,0.69695,0.15106999999999998
54,0.693275,0.1755355
55,0.6989150000000001,0.14670450000000002
56,0.6989750000000001,0.1160605
57,0.7015350000000001,0.1000655
58,0.704755,0.109787
59,0.7081700000000001,0.1021295
60,0.723115,0.0985875
61,0.7085049999999999,0.09350349999999999
62,0.705955,0.1172825
63,0.7082599999999999,0.13701750000000001
64,0.70613,0.127436
65,0.7123249999999999,0.17258050000000005
66,0.7059899999999999,0.16999000000000003
67,0.7028899999999999,0.13636600000000001
68,0.692175,0.14287750000000002
69,0.69359,0.1485785
70,0.6905899999999999,0.1804475
71,0.687295,0.16831699999999997
72,0.6927035175879398,0.14925477386934674
73,0.6949698492462311,0.16136733668341707
74,0.6998341708542714,0.12325628140703516
75,0.6994149999999999,0.1185125
76,0.6908799999999999,0.1222015
77,0.69833,0.1356125
78,0.6997999999999999,0.10333500000000001
79,0.705375,0.08052799999999999
80,0.708305,0.11435950000000002
81,0.7081400000000001,0.0835425
82,0.693125,0.11057750000000001
83,0.6996000000000001,0.11554799999999998
84,0.703245,0.11478450000000001
85,0.7045950000000001,0.11426650000000001
86,0.705065,0.1161735
87,0.7177449999999999,0.11901100000000002
88,0.726735,0.0889105
89,0.720615,0.12007800000000002
90,0.719315,0.155858
91,0.7203700000000001,0.15355200000000002
92,0.716465,0.1482255
93,0.7241350000000001,0.137759
94,0.7135849999999999,0.14969599999999997
95,0.711065,0.1540205
96,0.71057,0.16785049999999999
97,0.7120099999999999,0.15130000000000002
98,0.707795,0.1272865
99,0.7026,0.1406605
100,0.71088,0.1145425
101,0.707815,0.11065350000000002
102,0.70678,0.08908200000000002
103,0.719211055276382,0.058352261306532684
104,0.7347336683417086,0.016081407035175892
105,0.7307989949748743,0.04619748743718594
106,0.7148693467336683,0.09774924623115577
107,0.7138793969849246,0.07424120603015076
108,0.711695,0.1098625
109,0.710675,0.07414199999999999
110,0.7175499999999999,0.09497100000000001
111,0.7286,0.12191849999999999
112,0.71627,0.11656850000000002
113,0.7072149999999999,0.1520185
114,0.7036800000000001,0.15343600000000002
115,0.7021649999999999,0.1403985
116,0.7067,0.2172055
117,0.7074699999999998,0.179412
118,0.69525,0.161324
119,0.698595,0.13833700000000002
120,0.700635,0.13892249999999998
121,0.699905,0.1625205
122,0.6933400000000001,0.16449199999999997
123,0.688635,0.15859100000000004
124,0.6868000000000001,0.133584
125,0.6625649999999998,0.104246
126,0.6732049999999999,0.132287
127,0.66565,0.1377325
128,0.6712600000000001,0.135455
129,0.685465,0.13337300000000002
130,0.70289,0.11810649999999999
131,0.7086150000000001,0.127291
132,0.710985,0.11567949999999999
133,0.713435,0.1220035
134,0.718805,0.144112
135,0.7049850000000001,0.1379815
136,0.7212199999999999,0.1108835
137,0.7191649999999999,0.126276
138,0.7241300000000002,0.0978265
139,0.71985,0.125587
140,0.7138550000000001,0.07594300000000001
141,0.7141299999999999,0.1359145
142,0.7133449999999999,0.09279799999999999
143,0.71745,0.0964995
144,0.71839,0.095221
145,0.7171649999999999,0.09799100000000001
146,0.7043,0.0684915
147,0.705,0.0678615
148,0.715925,0.056614500000000005
149,0.704525,0.076398
150,0.70738,0.06589749999999998
151,0.705245,0.08363300000000001
152,0.70907,0.060923
153,0.7115799999999999,0.056481500000000004
154,0.7203539325842697,0.03630150000000001
155,0.7216167664670659,0.025101
156,0.7224131736526946,0.011824
157,0.7224478527607361,-0.007776500000000002
