,danceability,compound
0,0.6939750000000001,0.158238
1,0.69104,0.183386
2,0.690205,0.184614
3,0.68869,0.1881695
4,0.6874650000000001,0.17085899999999998
5,0.692845,0.163138
6,0.6884100000000001,0.16165849999999998
7,0.68976,0.18106950000000002
8,0.6884399999999999,0.133811
9,0.700015,0.0976975
10,0.6898449999999999,0.14697100000000002
11,0.689385,0.1560045
12,0.67793,0.17658250000000003
13,0.677815,0.1652805
14,0.6816300000000001,0.14893600000000004
15,0.6761400000000001,0.17353900000000003
16,0.68025,0.18562450000000003
17,0.681075,0.1708695
18,0.6748050000000001,0.129808
19,0.6792699999999999,0.13219
20,0.679035,0.12467500000000001
21,0.6763849999999999,0.152529
22,0.674715,0.149334
23,0.67963,0.15824950000000002
24,0.68127,0.155105
25,0.67801,0.18009699999999998
26,0.67959,0.1793795
27,0.6813049999999999,0.193598
28,0.684875,0.195383
29,0.6787350000000001,0.199839
30,0.6825450000000001,0.18921799999999997
31,0.68235,0.16289749999999997
32,0.6843049999999999,0.1462525
33,0.68301,0.1811055
34,0.6794549999999999,0.201252
35,0.676585,0.17084049999999998
36,0.673035,0.1328825
37,0.675625,0.132352
38,0.6761449999999999,0.1314925
39,0.6809000000000001,0.13871050000000001
40,0.68231,0.15473900000000002
41,0.6832699999999999,0.1720295
42,0.6813400000000001,0.17113399999999998
43,0.6772100000000001,0.173274
44,0.6846000000000001,0.15014399999999997
45,0.6800550000000001,0.17454150000000002
46,0.6788150000000001,0.17177999999999996
47,0.6836699999999999,0.183316
48,0.67864,0.180619
49,0.67762,0.169011
50,0.6738,0.1823285
51,0.6727850000000001,0.146054
52,0.6834600000000001,0.134474
53,0.6790649999999999,0.15106999999999998
54,0.6811449999999999,0.1755355
55,0.6818899999999999,0.14670450000000002
56,0.6801900000000001,0.1160605
57,0.676455,0.1000655
58,0.679915,0.109787
59,0.682375,0.1021295
60,0.6852700000000002,0.0985875
61,0.6749449999999999,0.09350349999999999
62,0.67877,0.1172825
63,0.6788900000000001,0.13701750000000001
64,0.670805,0.127436
65,0.6796899999999999,0.17258050000000005
66,0.680375,0.16999000000000003
67,0.6860399999999999,0.13636600000000001
68,0.67916,0.14287750000000002
69,0.6807500000000001,0.1485785
70,0.6842900000000001,0.1804475
71,0.681045,0.16831699999999997
72,0.6798140703517589,0.14925477386934674
73,0.6779999999999999,0.16136733668341707
74,0.6777989949748744,0.12325628140703516
75,0.6808100000000001,0.1185125
76,0.679315,0.1222015
77,0.675725,0.1356125
78,0.6816599999999999,0.10333500000000001
79,0.6792150000000001,0.08052799999999999
80,0.682265,0.11435950000000002
81,0.677825,0.0835425
82,0.6665000000000001,0.11057750000000001
83,0.6731149999999999,0.11554799999999998
84,0.67688,0.11478450000000001
85,0.67755,0.11426650000000001
86,0.6771299999999999,0.1161735
87,0.6768649999999999,0.11901100000000002
88,0.67432,0.0889105
89,0.6835149999999999,0.12007800000000002
90,0.6875950000000001,0.155858
91,0.68756,0.15355200000000002
92,0.6827199999999999,0.1482255
93,0.6816450000000001,0.137759
94,0.6788550000000001,0.14969599999999997
95,0.67916,0.1540205
96,0.67551,0.16785049999999999
97,0.6715049999999999,0.15130000000000002
98,0.677745,0.1272865
99,0.68312,0.1406605
100,0.6831999999999999,0.1145425
101,0.678125,0.11065350000000002
102,0.6833849999999999,0.08908200000000002
103,0.6821708542713568,0.058352261306532684
104,0.6857939698492463,0.016081407035175892
105,0.6876582914572864,0.04619748743718594
106,0.6925075376884422,0.09774924623115577
107,0.6899346733668343,0.07424120603015076
108,0.6930700000000001,0.1098625
109,0.70152,0.07414199999999999
110,0.69842,0.09497100000000001
111,0.6959800000000002,0.12191849999999999
112,0.6889149999999999,0.11656850000000002
113,0.6916800000000001,0.1520185
114,0.684465,0.15343600000000002
115,0.6804749999999999,0.1403985
116,0.679015,0.2172055
117,0.68011,0.179412
118,0.6880449999999999,0.161324
119,0.689715,0.13833700000000002
120,0.68814,0.13892249999999998
121,0.6922499999999999,0.1625205
122,0.68729,0.16449199999999997
123,0.6887099999999999,0.15859100000000004
124,0.690295,0.133584
125,0.68023,0.104246
126,0.682225,0.132287
127,0.6792150000000001,0.1377325
128,0.6773500000000001,0.135455
129,0.67867,0.13337300000000002
130,0.6781649999999999,0.11810649999999999
131,0.6818649999999999,0.127291
132,0.6848599999999999,0.11567949999999999
133,0.678715,0.1220035
134,0.67928,0.144112
135,0.6769999999999999,0.1379815
136,0.67955,0.1108835
137,0.676135,0.126276
138,0.67756,0.0978265
139,0.6735450000000001,0.125587
140,0.673305,0.07594300000000001
141,0.6760249999999999,0.1359145
142,0.677945,0.09279799999999999
143,0.68207,0.0964995
144,0.68054,0.095221
145,0.6803800000000001,0.09799100000000001
146,0.68111,0.0684915
147,0.68131,0.0678615
148,0.680075,0.056614500000000005
149,0.667165,0.076398
150,0.6734300000000001,0.06589749999999998
151,0.6672549999999999,0.08363300000000001
152,0.674995,0.060923
153,0.674505,0.056481500000000004
154,0.6917865168539327,0.03630150000000001
155,0.6844670658682636,0.025101
156,0.6771257485029941,0.011824
157,0.6801104294478528,-0.007776500000000002
