,Data,Danceability
110,2021-02-11T00:00:00.000000,0.69842
111,2021-02-18T00:00:00.000000,0.6959800000000002
112,2021-02-25T00:00:00.000000,0.6889149999999999
113,2021-03-04T00:00:00.000000,0.6916800000000001
114,2021-03-11T00:00:00.000000,0.684465
115,2021-03-18T00:00:00.000000,0.6804749999999999
116,2021-03-25T00:00:00.000000,0.679015
117,2021-04-01T00:00:00.000000,0.68011
118,2021-04-08T00:00:00.000000,0.6880449999999999
119,2021-04-15T00:00:00.000000,0.689715
120,2021-04-22T00:00:00.000000,0.68814
121,2021-04-29T00:00:00.000000,0.6922499999999999
122,2021-05-06T00:00:00.000000,0.68729
123,2021-05-13T00:00:00.000000,0.6887099999999999
124,2021-05-20T00:00:00.000000,0.690295
125,2021-05-27T00:00:00.000000,0.68023
126,2021-06-03T00:00:00.000000,0.682225
127,2021-06-10T00:00:00.000000,0.6792150000000001
128,2021-06-17T00:00:00.000000,0.6773500000000001
129,2021-06-24T00:00:00.000000,0.67867
130,2021-07-01T00:00:00.000000,0.6781649999999999
131,2021-07-08T00:00:00.000000,0.6818649999999999
132,2021-07-15T00:00:00.000000,0.6848599999999999
133,2021-07-22T00:00:00.000000,0.678715
134,2021-07-29T00:00:00.000000,0.67928
135,2021-08-05T00:00:00.000000,0.6769999999999999
136,2021-08-12T00:00:00.000000,0.67955
137,2021-08-19T00:00:00.000000,0.676135
138,2021-08-26T00:00:00.000000,0.67756
139,2021-09-02T00:00:00.000000,0.6735450000000001
140,2021-09-09T00:00:00.000000,0.673305
141,2021-09-16T00:00:00.000000,0.6760249999999999
142,2021-09-23T00:00:00.000000,0.677945
143,2021-09-30T00:00:00.000000,0.68207
144,2021-10-07T00:00:00.000000,0.68054
145,2021-10-14T00:00:00.000000,0.6803800000000001
146,2021-10-21T00:00:00.000000,0.68111
147,2021-10-28T00:00:00.000000,0.68131
148,2021-11-04T00:00:00.000000,0.680075
149,2021-11-11T00:00:00.000000,0.667165
150,2021-11-18T00:00:00.000000,0.6734300000000001
151,2021-11-25T00:00:00.000000,0.6672549999999999
152,2021-12-02T00:00:00.000000,0.674995
153,2021-12-09T00:00:00.000000,0.674505
154,2021-12-16T00:00:00.000000,0.6917865168539327
155,2021-12-23T00:00:00.000000,0.6844670658682636
156,2021-12-30T00:00:00.000000,0.6771257485029941
157,2022-01-06T00:00:00.000000,0.6801104294478528
