,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:4E6RdcCWMiHTu7zy1VTNDo,Marília Mendonça,Todo Mundo Vai Sofrer - Ao Vivo,Som Livre,1,-1,1,3521480,4E6RdcCWMiHTu7zy1VTNDo,0.0,0.0,1.0,0.0
1,2,spotify:track:2x8TNY9KwNvD19gVGs4WOP,MC Kevin o Chris,Ela É do Tipo,ADpar,1,1,10,3133324,2x8TNY9KwNvD19gVGs4WOP,0.7998,0.0,0.975,0.025
2,3,spotify:track:5eMmT4Ava5BGThju0AD8vQ,Gusttavo Lima,Cem Mil - Ao Vivo,Som Livre,1,2,30,3031031,5eMmT4Ava5BGThju0AD8vQ,0.128,0.015,0.966,0.019
3,4,spotify:track:6sRLrSetyIwIKhW1eMlUNP,"Matheus & Kauan, Marília Mendonça",Vou Ter Que Superar - Ao Vivo,Universal Music Ltda.,2,3,9,2969317,6sRLrSetyIwIKhW1eMlUNP,0.9304,0.0,0.962,0.038
4,5,spotify:track:5pRGXCDY0eT6R1QicAn7Uk,"João Gustavo e Murilo, Analaga",Lençol Dobrado,WM Brazil,3,4,29,2937657,5pRGXCDY0eT6R1QicAn7Uk,0.0,0.0,1.0,0.0
5,6,spotify:track:2VxeLyX666F8uXCJ0dZF8B,"Lady Gaga, Bradley Cooper",Shallow,A Star is Born OST,3,30,34,2726230,2VxeLyX666F8uXCJ0dZF8B,0.0,0.0,1.0,0.0
6,7,spotify:track:0WhDotK0QXigmsrlw0DxKK,"MC Kevin o Chris, Sodré",Evoluiu,ADpar,7,10,5,2477686,0WhDotK0QXigmsrlw0DxKK,-0.9001,0.056,0.929,0.015
7,8,spotify:track:6YjyT6MEMsMc41NNWk2dYg,"Marília Mendonça, Maiara & Maraisa",Bebaça - Ao Vivo,Som Livre,6,6,13,2469877,6YjyT6MEMsMc41NNWk2dYg,0.0,0.0,1.0,0.0
8,9,spotify:track:3RbXsVQr4jeTxvT35Hssq3,Marília Mendonça,Bebi Liguei - Ao Vivo,Som Livre,2,8,23,2433699,3RbXsVQr4jeTxvT35Hssq3,-0.8402,0.043,0.957,0.0
9,10,spotify:track:3bdjxhq0PqcxNwswCOX6w1,"Thiago Brava, Gusttavo Lima",Dá preferência pra mim (Participação especial de Gusttavo Lima),WM Brazil,10,43,3,2198113,3bdjxhq0PqcxNwswCOX6w1,0.0,0.0,1.0,0.0
10,11,spotify:track:7oEr56KG6odStlQH0nvdyr,Gustavo Mioto,Solteiro Não Trai - Ao Vivo,Gustavo Mioto,8,9,24,2115639,7oEr56KG6odStlQH0nvdyr,0.0,0.0,1.0,0.0
11,12,spotify:track:4eB8rsNNm5791m3uvEBNLR,Zé Neto & Cristiano,Estado Decadente - Acústico,Som Livre,10,12,19,1989808,4eB8rsNNm5791m3uvEBNLR,0.9347,0.064,0.833,0.102
12,13,spotify:track:26WpOBpHiIMoBuMEIwtOCH,"Pk, PK Delas",Quando a vontade bater (Participação especial de PK Delas),WM Brazil,8,20,10,1963588,26WpOBpHiIMoBuMEIwtOCH,0.0,0.0,1.0,0.0
13,14,spotify:track:2H8ETIUEoN9YMf56X66bxd,"Anitta, LUDMILLA, Snoop Dogg, Papatinho",Onda diferente (feat. Papatinho),WM Brazil,4,11,7,1949598,2H8ETIUEoN9YMf56X66bxd,-0.31,0.086,0.827,0.087
