,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:4E6RdcCWMiHTu7zy1VTNDo,Marília Mendonça,Todo Mundo Vai Sofrer - Ao Vivo,Som Livre,1,1,3,4254378,4E6RdcCWMiHTu7zy1VTNDo,0.0,0.0,1.0,0.0
1,2,spotify:track:5pRGXCDY0eT6R1QicAn7Uk,"João Gustavo e Murilo, Analaga",Lençol Dobrado,WM Brazil,2,3,31,3103691,5pRGXCDY0eT6R1QicAn7Uk,0.0,0.0,1.0,0.0
2,3,spotify:track:6XGhqvxCMCcBy5XiqG7SWV,Wesley Safadão,Igual Ela Só Uma,Som Livre,3,6,8,3026223,6XGhqvxCMCcBy5XiqG7SWV,0.6553,0.0,0.969,0.031
3,4,spotify:track:6sRLrSetyIwIKhW1eMlUNP,"Matheus & Kauan, Marília Mendonça",Vou Ter Que Superar - Ao Vivo,Universal Music Ltda.,2,4,11,2950706,6sRLrSetyIwIKhW1eMlUNP,0.9304,0.0,0.962,0.038
4,5,spotify:track:2x8TNY9KwNvD19gVGs4WOP,MC Kevin o Chris,Ela É do Tipo,ADpar,1,5,12,2791127,2x8TNY9KwNvD19gVGs4WOP,0.7998,0.0,0.975,0.025
5,6,spotify:track:5eMmT4Ava5BGThju0AD8vQ,Gusttavo Lima,Cem Mil - Ao Vivo,Som Livre,1,2,32,2787683,5eMmT4Ava5BGThju0AD8vQ,0.128,0.015,0.966,0.019
6,7,spotify:track:0WhDotK0QXigmsrlw0DxKK,"MC Kevin o Chris, Sodré",Evoluiu,ADpar,7,7,7,2717413,0WhDotK0QXigmsrlw0DxKK,-0.9001,0.056,0.929,0.015
7,8,spotify:track:6QwFUcPc5nhsqZuhXUYtV7,Jorge & Mateus,Tijolão - Ao Vivo,Som Livre,8,15,2,2475708,6QwFUcPc5nhsqZuhXUYtV7,0.0,0.0,1.0,0.0
8,9,spotify:track:7oEr56KG6odStlQH0nvdyr,Gustavo Mioto,Solteiro Não Trai - Ao Vivo,Gustavo Mioto,8,8,26,2429309,7oEr56KG6odStlQH0nvdyr,0.0,0.0,1.0,0.0
9,10,spotify:track:3RbXsVQr4jeTxvT35Hssq3,Marília Mendonça,Bebi Liguei - Ao Vivo,Som Livre,2,10,25,2341135,3RbXsVQr4jeTxvT35Hssq3,-0.8402,0.043,0.957,0.0
10,11,spotify:track:53CJANUxooaqGOtdsBTh7O,Lil Nas X,Old Town Road,Columbia,11,19,7,2296089,53CJANUxooaqGOtdsBTh7O,0.7936,0.015,0.92,0.065
11,12,spotify:track:4eB8rsNNm5791m3uvEBNLR,Zé Neto & Cristiano,Estado Decadente - Acústico,Som Livre,10,11,21,2213055,4eB8rsNNm5791m3uvEBNLR,0.9347,0.064,0.833,0.102
12,13,spotify:track:6YjyT6MEMsMc41NNWk2dYg,"Marília Mendonça, Maiara & Maraisa",Bebaça - Ao Vivo,Som Livre,6,9,15,2158687,6YjyT6MEMsMc41NNWk2dYg,0.0,0.0,1.0,0.0
