,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:3tv697PZNnaQN0Mn2zGhS5,Gusttavo Lima,A Gente Fez Amor - Ao Vivo,Sony Music Entertainment,1,1,18,4539695,3tv697PZNnaQN0Mn2zGhS5,0.9946,0.029,0.823,0.148
1,2,spotify:track:2WlZuBDgLfT7Kc0admhFdg,Luísa Sonza,BRABA,Universal Music Ltda.,2,2,3,4306377,2WlZuBDgLfT7Kc0admhFdg,-0.5267,0.017,0.983,0.0
2,3,spotify:track:3Ghyp3X5Ua9ypHnBIgOObI,Henrique & Juliano,Liberdade Provisória - Live - Ibirapuera / 2019,Virgin Music Label And Artist Services (S&D),1,3,18,3831349,3Ghyp3X5Ua9ypHnBIgOObI,-0.6808,0.023,0.977,0.0
3,4,spotify:track:1K7WzjKDcDdVbKNGrB0gej,"Major Lazer, MC Lan, Anitta, BEAM",Rave de Favela (feat. BEAM),WM Brazil,3,5,8,3299384,1K7WzjKDcDdVbKNGrB0gej,-0.9959,0.211,0.724,0.065
4,5,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Don't Start Now,Warner Records,4,4,23,3230569,3PfIrDoz19wz7qK7tYeu62,-0.9873,0.129,0.839,0.032
5,6,spotify:track:3tc8Z4lGzOIwmIVftsxO6o,Marília Mendonça,Graveto - Ao Vivo,Som Livre,3,6,13,3230563,3tc8Z4lGzOIwmIVftsxO6o,0.34,0.015,0.968,0.017
6,7,spotify:track:5W1kqz2l1lDX77DXBMeXZg,Matheus & Kauan,Litrão - Ao Vivo Em Recife / 2020,Universal Music Ltda.,3,7,10,2886353,5W1kqz2l1lDX77DXBMeXZg,-0.7989,0.029,0.971,0.0
7,8,spotify:track:2PWjKmjyTZeDpmOUa3a5da,Jorge & Mateus,Cheirosa - Ao Vivo,Som Livre,3,11,26,2805228,2PWjKmjyTZeDpmOUa3a5da,-0.5267,0.02,0.98,0.0
8,9,spotify:track:3J5Pu25BODMex4Jpy4l6FL,"Luíza & Maurílio, Zé Neto & Cristiano",S de Saudade,Som Livre,7,8,23,2697952,3J5Pu25BODMex4Jpy4l6FL,0.0,0.0,1.0,0.0
9,10,spotify:track:0RaIjuKU5hudMteEXwr4RS,Jorge & Mateus,Ranking,Som Livre,10,20,5,2608309,0RaIjuKU5hudMteEXwr4RS,-0.89,0.045,0.955,0.0
10,11,spotify:track:4lKuzrdZrJuCAedbIslF3A,"PEDRO SAMPAIO, Felipe Original, JS o Mão de Ouro",SENTADÃO,WM Brazil,2,9,20,2409638,4lKuzrdZrJuCAedbIslF3A,0.5696,0.06,0.867,0.073
11,12,spotify:track:1rgnBhdG2JDFTbYkYRZAku,Tones And I,Dance Monkey,Elektra (NEK),5,13,30,2370646,1rgnBhdG2JDFTbYkYRZAku,0.0387,0.023,0.946,0.03
12,13,spotify:track:7Ac3BmqTQoLdAt7HtZyfgN,"DENNIS, Mc Don Juan",Te Prometo,Sony Music Entertainment,13,16,9,2368640,7Ac3BmqTQoLdAt7HtZyfgN,-0.9874,0.021,0.965,0.013
13,14,spotify:track:3GmJxfnUDrIs1iCfKUELFz,Marília Mendonça,Supera - Ao Vivo,Som Livre,1,23,34,2355073,3GmJxfnUDrIs1iCfKUELFz,0.8402,0.0,0.964,0.036
14,15,spotify:track:2Q9TaUXNM4mNSCgJjbmsJe,Zé Neto & Cristiano,Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,Som Livre,7,12,19,2329737,2Q9TaUXNM4mNSCgJjbmsJe,0.0,0.0,1.0,0.0
15,16,spotify:track:60wF0XnX7A0jVpDNA5v8vi,"Vytinho NG, Bianca",Tudo no Sigilo,Vytinho Ng,16,25,3,2319953,60wF0XnX7A0jVpDNA5v8vi,-0.8642,0.03,0.97,0.0
16,17,spotify:track:5L8ZEyIdZ2KE4Wf51SsuOF,Gustavo Mioto,Com Ou Sem Mim - Ao Vivo,Universal Music Ltda.,6,17,20,2260399,5L8ZEyIdZ2KE4Wf51SsuOF,0.8541,0.0,0.963,0.037
17,18,spotify:track:4p8pEdPYOQLzJUKYrLOacy,"WC no Beat, PEDRO SAMPAIO, FP do Trem Bala",BALANÇA (feat. Pedro Sampaio),Sony Music Entertainment,10,10,10,2235717,4p8pEdPYOQLzJUKYrLOacy,-0.5803,0.018,0.982,0.0
18,19,spotify:track:63SHcJzckFykS8faA5zojY,"MC Ingryd, DJ Henrique da VK",Vem Me Satisfazer,MC Ingryd,5,14,18,2165807,63SHcJzckFykS8faA5zojY,-0.9718,0.066,0.934,0.0
19,20,spotify:track:6QwFUcPc5nhsqZuhXUYtV7,Jorge & Mateus,Tijolão - Ao Vivo,Som Livre,1,26,46,2137428,6QwFUcPc5nhsqZuhXUYtV7,0.0,0.0,1.0,0.0
20,21,spotify:track:1uryupl9hqVZYurJwH4G9k,Guilherme & Benuto,3 Batidas - Ao Vivo,Sony Music Entertainment,9,18,33,2100736,1uryupl9hqVZYurJwH4G9k,0.0,0.083,0.856,0.061
21,22,spotify:track:6nI98wtHOJAYSASq22TCYu,Luan Santana,água com açúcar - ao vivo,Som Livre,22,44,4,2005845,6nI98wtHOJAYSASq22TCYu,0.9809,0.018,0.859,0.123
22,23,spotify:track:7o9LwQmTuIDm4LyyHFIWul,Henrique & Juliano,Volta Por Baixo - Ao Vivo,Virgin Music Label And Artist Services (S&D),17,22,13,1955438,7o9LwQmTuIDm4LyyHFIWul,0.9798,0.0,0.907,0.093
23,24,spotify:track:24Yi9hE78yPEbZ4kxyoXAI,"SAINt JHN, Imanbek",Roses - Imanbek Remix,Columbia/B1 Recordings,24,33,6,1930126,24Yi9hE78yPEbZ4kxyoXAI,-0.9724,0.11,0.825,0.065
24,25,spotify:track:4HUZBG98TYbxSR9V1V2DWS,"Thiaguinho MT, Mila, JS o Mão de Ouro",Tudo Ok,Sony Music Entertainment,2,19,15,1899176,4HUZBG98TYbxSR9V1V2DWS,-0.889,0.063,0.906,0.032
25,26,spotify:track:2bPtwnrpFNEe8N7Q85kLHw,"Anitta, Lexa, Luísa Sonza, Rebecca",Combatchy (feat. MC Rebecca),WM Brazil,1,21,21,1858208,2bPtwnrpFNEe8N7Q85kLHw,-0.9637,0.061,0.939,0.0
26,27,spotify:track:146Vb458Y5RbqEa0fYFPzm,Felipe Araújo,Mentira - Ao Vivo,Universal Music Ltda.,21,31,19,1718321,146Vb458Y5RbqEa0fYFPzm,0.0,0.0,1.0,0.0
27,28,spotify:track:0VjIjW4GlUZAMYd2vXMi3b,The Weeknd,Blinding Lights,Republic Records,26,32,14,1692450,0VjIjW4GlUZAMYd2vXMi3b,0.0,0.0,1.0,0.0
28,29,spotify:track:5fY9bVl1Wj4PIM3wnduWop,Marília Mendonça,Serenata - Ao Vivo,Som Livre,16,46,47,1677472,5fY9bVl1Wj4PIM3wnduWop,0.0,0.0,1.0,0.0
29,30,spotify:track:2MOq63fxuFLYQM3CsDcFs1,GIULIA BE,menina solta,WM Brazil,15,27,27,1670693,2MOq63fxuFLYQM3CsDcFs1,0.2244,0.015,0.973,0.013
30,31,spotify:track:017PF4Q3l4DBUiWoXk4OWT,Dua Lipa,Break My Heart,Warner Records,15,15,2,1646562,017PF4Q3l4DBUiWoXk4OWT,0.9992,0.065,0.698,0.236
31,32,spotify:track:6lK3nCiigk34SGqEjpQoqO,Maiara & Maraisa,Aí Eu Bebo - Ao Vivo,Som Livre,17,28,25,1632375,6lK3nCiigk34SGqEjpQoqO,0.0,0.0,1.0,0.0
32,33,spotify:track:4j2bK4fnc2s6GyVmhJsJhk,Henrique & Juliano,Briga Feia - Ao Vivo,Virgin Music Label And Artist Services (S&D),26,35,17,1594619,4j2bK4fnc2s6GyVmhJsJhk,-0.5267,0.018,0.982,0.0
33,34,spotify:track:7eJMfftS33KTjuF7lTsMCx,"Powfu, beabadoobee",death bed (coffee for your head),Columbia,34,41,4,1560195,7eJMfftS33KTjuF7lTsMCx,0.9925,0.033,0.859,0.108
