,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:7EWXP47VlXKO3r7mNxuWHw,"Wesley Safadão, Os Barões Da Pisadinha","Ele É Ele, Eu Sou Eu",Som Livre,1,5,10,5261450,7EWXP47VlXKO3r7mNxuWHw,-0.3331,0.023,0.958,0.019
1,2,spotify:track:6sPBi0qLI6KM3yXX56NxsA,Tarcísio do Acordeon,Meia Noite (Você tem meu Whatsapp),Sua Música,1,1,7,5222290,6sPBi0qLI6KM3yXX56NxsA,0.9769,0.02,0.896,0.084
2,3,spotify:track:0YqTL3nSL36OFdHwHoqCag,"Luísa Sonza, Pabllo Vittar, Anitta",MODO TURBO,Universal Music Ltda.,2,2,5,4542453,0YqTL3nSL36OFdHwHoqCag,-0.9796,0.114,0.849,0.037
3,4,spotify:track:2JTir3y1VuJQmexiTCMcTP,Os Barões Da Pisadinha,Recairei - Ao Vivo,Sony Music Entertainment,1,3,36,4299616,2JTir3y1VuJQmexiTCMcTP,0.8555,0.0,0.898,0.102
4,5,spotify:track:0QglpM23kl9ldvVdoYNZwF,"Kawe, Mc Lele JP",Mds,OQProduções,5,14,4,4277129,0QglpM23kl9ldvVdoYNZwF,-0.5848,0.022,0.966,0.012
5,6,spotify:track:7GLWWrk1YlkPYqJK3ynIA0,Jorge & Mateus,Lance Individual,Som Livre,4,4,10,4127106,7GLWWrk1YlkPYqJK3ynIA0,-0.9034,0.047,0.953,0.0
6,7,spotify:track:5m5aY6S9ttfIG157xli2Rs,Zé Neto & Cristiano,Alô Ambev (Segue Sua Vida) - Ao Vivo,Som Livre,4,8,21,3909244,5m5aY6S9ttfIG157xli2Rs,0.0,0.0,1.0,0.0
7,8,spotify:track:7qmnP8Woc47dLSrMD5MxL1,"Petter Ferraz, Menor Nico",Amor ou o Litrão,k+ produçoes,1,6,9,3723117,7qmnP8Woc47dLSrMD5MxL1,0.0,0.0,1.0,0.0
8,9,spotify:track:15k1TDabqSEmyXOwMq9RM7,Jonas Esticado,Investe Em Mim,Som Livre,1,9,30,3578517,15k1TDabqSEmyXOwMq9RM7,0.0,0.0,1.0,0.0
9,10,spotify:track:3rRin3LyLY92kpEbkCgwf4,"Os Barões Da Pisadinha, Xand Avião",Basta Você Me Ligar - Ao Vivo,Sony Music Entertainment,3,7,31,3388799,3rRin3LyLY92kpEbkCgwf4,0.0,0.0,1.0,0.0
