,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:5EKHbW7mXcAR4hCyS3YXjb,"Felipe Araújo, Ferrugem",Atrasadinha - Live,Universal Music Ltda.,1,1,15,5517626,5EKHbW7mXcAR4hCyS3YXjb,-0.4314,0.01,0.99,0.0
1,2,spotify:track:3Hb9kUdm4yf839Fle4RIdT,"MC L da Vinte, MC Gury",Parado no Bailão,Funk Explode,1,4,14,4439458,3Hb9kUdm4yf839Fle4RIdT,-0.9868,0.204,0.725,0.071
2,3,spotify:track:2qkNnJvQvhLiZ63X1L3eFz,Zé Neto & Cristiano,Notificação Preferida - Ao Vivo,Som Livre,2,2,29,4345439,2qkNnJvQvhLiZ63X1L3eFz,0.8402,0.0,0.962,0.038
3,4,spotify:track:2H1liABu20HXBOmbt5SQz1,Marília Mendonça,Ciumeira - Ao Vivo,Som Livre,1,3,19,4161551,2H1liABu20HXBOmbt5SQz1,0.4215,0.008,0.977,0.015
4,5,spotify:track:2lAyctg5FocS67eksHoyIg,"Márcia Fellipe, Jerry Smith",Quem Me Dera,Universal Music Ltda.,4,5,11,3989150,2lAyctg5FocS67eksHoyIg,0.0,0.0,1.0,0.0
5,6,spotify:track:5yH8pYxNckOU1cxfPsMIaz,"DENNIS, MC Kevinho",Agora é Tudo Meu,Sony Music Entertainment,6,7,4,3983314,5yH8pYxNckOU1cxfPsMIaz,0.0,0.0,1.0,0.0
6,7,spotify:track:2X8sssaxS5GReg6945B6RW,Wesley Safadão,Só Pra Castigar,Som Livre,4,6,16,3865219,2X8sssaxS5GReg6945B6RW,0.0,0.0,1.0,0.0
7,8,spotify:track:5ixqGGFu0hdHfErdp32QwT,Gabriel Diniz,Jenifer,Universal Music Ltda.,8,26,9,3409014,5ixqGGFu0hdHfErdp32QwT,-0.914,0.065,0.935,0.0
8,9,spotify:track:0PaAB17axL9hn88mHiw8g0,"Humberto & Ronaldo, Jerry Smith",Não Fala Não pra Mim,Humberto e Ronaldo,5,8,26,3334513,0PaAB17axL9hn88mHiw8g0,0.9794,0.0,0.928,0.072
9,10,spotify:track:0kCqaybZgYcLYxzZymmBoc,Henrique & Juliano,"Quem Pegou, Pegou - Ao Vivo",Virgin Music Label And Artist Services (S&D),7,9,19,3220191,0kCqaybZgYcLYxzZymmBoc,0.9911,0.016,0.833,0.151
10,11,spotify:track:7rLegaz7zKB6EtDNzcslKE,"MC Kevin o Chris, DENNIS",Medley da Gaiola - DENNIS Remix,Sony Music Entertainment,4,11,18,3219011,7rLegaz7zKB6EtDNzcslKE,-0.6458,0.012,0.988,0.0
11,12,spotify:track:1IJH7QjV5V99eJBtKXqGXE,Zé Neto & Cristiano,Largado Às Traças - Ao Vivo,Som Livre,1,10,33,2991084,1IJH7QjV5V99eJBtKXqGXE,-0.5267,0.015,0.985,0.0
12,13,spotify:track:4xc6RrWzEOdprPqYn9Cyen,"DENNIS, MC G15",Só Você,Sony Music Entertainment,2,13,23,2873252,4xc6RrWzEOdprPqYn9Cyen,0.0,0.0,1.0,0.0
13,14,spotify:track:51HrDv54pSe1IqynORNXBd,"MC Kevinho, MC Kekel",O Bebê,KondZilla,2,15,17,2677255,51HrDv54pSe1IqynORNXBd,0.8284,0.016,0.95,0.034
14,15,spotify:track:2dmGj5Nf01FcR6N4HPzAbL,Yasmin Santos,Saudade Nível Hard,Sony Music Entertainment,7,12,21,2536616,2dmGj5Nf01FcR6N4HPzAbL,-0.6369,0.046,0.954,0.0
15,16,spotify:track:0IQCOAw9ZAI6WnXIrl481F,"Mc Livinho, Rennan da Penha",Hoje Eu Vou Parar Na Gaiola,GR6 Music,16,20,8,2521353,0IQCOAw9ZAI6WnXIrl481F,-0.5803,0.016,0.984,0.0
16,17,spotify:track:7KdcbYcVF8LkQeQcTYOixJ,"Luan Santana, MC Kekel",Vingança - Ao Vivo,Som Livre,14,14,16,2519282,7KdcbYcVF8LkQeQcTYOixJ,0.9349,0.023,0.921,0.056
17,18,spotify:track:3o67Yt3Ua1qlSNV22zWUAn,"Maiara & Maraisa, Zé Neto & Cristiano",Traí Sim - Ao Vivo,Som Livre,18,19,5,2432518,3o67Yt3Ua1qlSNV22zWUAn,0.0,0.0,1.0,0.0
18,19,spotify:track:2PMLdLt5QeOuOgxfAvx1in,"Luan Santana, Jorge & Mateus",Sofazinho - Ao Vivo,Som Livre,6,17,16,2394842,2PMLdLt5QeOuOgxfAvx1in,0.9662,0.034,0.886,0.08
19,20,spotify:track:7LPR6AdkOQR9WpEixCGNCk,"Lexa, MC Lan",Sapequinha,Som Livre,12,21,18,2360132,7LPR6AdkOQR9WpEixCGNCk,-0.7746,0.022,0.978,0.0
20,21,spotify:track:74n5d5M21JnC4WJ6gdkggK,Jorge & Mateus,Propaganda - Ao Vivo,Som Livre,2,18,45,2347688,74n5d5M21JnC4WJ6gdkggK,0.6808,0.067,0.869,0.065
21,22,spotify:track:1KFN3kB4hc6r7ILpifFsqf,Anitta,Veneno,WM Brazil,1,16,8,2238012,1KFN3kB4hc6r7ILpifFsqf,-0.8402,0.033,0.967,0.0
22,23,spotify:track:7uU04pPMnKELpv8mIJ3yLa,Gusttavo Lima,Zé da Recaída - Ao Vivo,Som Livre,23,23,10,2186859,7uU04pPMnKELpv8mIJ3yLa,0.0,0.0,1.0,0.0
23,24,spotify:track:1qCLx3nX25NuhfPjM5E1qV,Melim,Ouvi Dizer,Universal Music Ltda.,13,25,24,2177994,1qCLx3nX25NuhfPjM5E1qV,0.4939,0.0,0.985,0.015
24,25,spotify:track:6pgoGpBkKUvXrrU95j0khl,Henrique & Juliano,Cidade Vizinha - Ao Vivo,Virgin Music Label And Artist Services (S&D),6,24,15,2080719,6pgoGpBkKUvXrrU95j0khl,0.0,0.0,1.0,0.0
25,26,spotify:track:0E5S49GCejjIo9Bjmo5Q4z,Marília Mendonça,Sem Sal - Ao Vivo,Som Livre,22,22,10,2048746,0E5S49GCejjIo9Bjmo5Q4z,0.0,0.0,1.0,0.0
26,27,spotify:track:5Vw6ZLNB6Ko7VZM6vmNIbr,"Diego & Victor Hugo, Henrique & Juliano",O Alvo (feat. Henrique & Juliano) - Ao Vivo,Sony Music Entertainment,12,27,50,1964970,5Vw6ZLNB6Ko7VZM6vmNIbr,0.0,0.0,1.0,0.0
27,28,spotify:track:3mNmUjoDHYDYj08IaRPtg0,"Lucas Lucco, Wesley Safadão",Posto 24h (feat. Wesley Safadão) - Ao Vivo,Sony Music Entertainment,28,28,11,1957220,3mNmUjoDHYDYj08IaRPtg0,0.8541,0.0,0.967,0.033
28,29,spotify:track:2Ab1wPTEqulaCGoBak1gUo,"Matheus & Kauan, Anitta",Ao Vivo E A Cores,Universal Music Ltda.,1,29,34,1858109,2Ab1wPTEqulaCGoBak1gUo,0.8604,0.027,0.921,0.052
29,30,spotify:track:0XEJ7eph2IWFYZc73Jm3n2,Diego & Victor Hugo,Infarto,Sony Music Entertainment,30,31,8,1832680,0XEJ7eph2IWFYZc73Jm3n2,0.9517,0.0,0.924,0.076
30,31,spotify:track:5U28PY9MekLyCBYtLHGQpe,Melim,Meu Abrigo,Universal Music Ltda.,3,33,32,1787715,5U28PY9MekLyCBYtLHGQpe,0.9022,0.04,0.886,0.074
31,32,spotify:track:2PADJK4rhdklqFLQFa5oMX,Atitude 67,Cerveja De Garrafa (Fumaça Que Eu Faço) - Ao Vivo,Universal Music Ltda.,15,34,54,1768522,2PADJK4rhdklqFLQFa5oMX,0.128,0.0,0.992,0.008
32,33,spotify:track:3HEb6Y5dv8PgD6JgsIQNac,Zé Neto & Cristiano,Bebida Na Ferida - Ao Vivo,Som Livre,25,32,33,1718671,3HEb6Y5dv8PgD6JgsIQNac,-0.296,0.011,0.989,0.0
33,34,spotify:track:0H8CBal2Dcu5Yc001VotZN,IZA,Dona de mim,WM Brazil,26,30,14,1663937,0H8CBal2Dcu5Yc001VotZN,0.0,0.0,1.0,0.0
34,35,spotify:track:13Rf6RaZT13TW4xLQR3MQr,"Pineapple StormTv, MC Cabelinho, Bob do Contra, Azzy, Filipe Ret, Dudu, Xamã, Orochi, Maquiny, Salve Malak, Hunter",Poesia Acústica #6: Era uma Vez,Pineapple StormTV,35,-1,1,1646948,13Rf6RaZT13TW4xLQR3MQr,-0.9606,0.033,0.948,0.018
35,36,spotify:track:2odzriVVZBwYOiYJEj30tm,"Clau, Cortesia Da Casa, Haikaiss",Pouca Pausa,Universal Music Ltda.,8,36,29,1637617,2odzriVVZBwYOiYJEj30tm,0.9999,0.122,0.736,0.142
36,37,spotify:track:1xyVMQx51Kab6eLVtE6twx,"Lauana Prado, Maiara & Maraisa",Cobaia,Universal Music Ltda.,37,37,21,1567177,1xyVMQx51Kab6eLVtE6twx,0.9413,0.007,0.939,0.053
37,38,spotify:track:0qFHLde09T8wwoxQOhGtJQ,"MC Kekel, Dani Russo",Solteiro Nunca Está Só,KondZilla,27,43,11,1555604,0qFHLde09T8wwoxQOhGtJQ,0.0,0.0,1.0,0.0
