,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:0qxLQ6opocOGyFnlXqJ53x,"Mc Davi, Mc Pedrinho, Mc Don Juan",Bipolar,GR6 Music,1,1,9,5687146,0qxLQ6opocOGyFnlXqJ53x,0.0,0.0,1.0,0.0
1,2,spotify:track:4wQUopWk9Ed7Ng5qpKN5qd,"Dj Guuga, DJ Ivis","Volta Bebê, Volta Neném",GR6 Music,2,2,11,5326579,4wQUopWk9Ed7Ng5qpKN5qd,0.0,0.0,1.0,0.0
2,3,spotify:track:5R9KPXQVeyqsHZoPLMgfNy,"Matheus Fernandes, Dilsinho",Baby Me Atende,Som Livre,3,3,13,5080667,5R9KPXQVeyqsHZoPLMgfNy,0.8402,0.0,0.976,0.024
3,4,spotify:track:2MZQAvsA7aZDssppBLRxYp,Israel & Rodolffo,Batom de Cereja - Ao Vivo,Som Livre,1,4,20,4889125,2MZQAvsA7aZDssppBLRxYp,-0.7757,0.03,0.97,0.0
4,5,spotify:track:7Kba4OaxQFQ1zlknQUpNqN,"Israel & Rodolffo, Wesley Safadão",Faz Amor Comigo Só Hoje - Ao Vivo,Som Livre,5,8,4,4528860,7Kba4OaxQFQ1zlknQUpNqN,0.9963,0.021,0.776,0.204
5,6,spotify:track:6pQKUKBpwr6GhfhcFFFozo,"MC Zaquin, MC Rick",Não Nasceu pra Namorar,Funk Explode Records,6,14,15,4434394,6pQKUKBpwr6GhfhcFFFozo,-0.296,0.007,0.993,0.0
6,7,spotify:track:6HV630GY0GT3RN2efFRmbP,Jorge & Mateus,Troca,Som Livre,7,7,9,4263296,6HV630GY0GT3RN2efFRmbP,0.0,0.0,1.0,0.0
7,8,spotify:track:7IG7laqVpcvIIULrwWP5SA,"Mc Poze do Rodo, Neo Beats, Mainstreet",Vida Louca,Mainstreet Records,6,6,12,4257225,7IG7laqVpcvIIULrwWP5SA,-0.5267,0.03,0.952,0.018
8,9,spotify:track:3HquWF2pZmWYu3WAEP9Heb,"Fernando & Sorocaba, Tarcísio do Acordeon",Só Não Divulga,Sony Music Entertainment,6,9,17,4169572,3HquWF2pZmWYu3WAEP9Heb,0.0,0.0,1.0,0.0
9,10,spotify:track:0xBQvhJAm6f7J142ympKOn,Mari Fernandez,"Não, Não Vou",Sony Music Entertainment,10,35,3,4117581,0xBQvhJAm6f7J142ympKOn,0.7303,0.013,0.96,0.026
