,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:5eMmT4Ava5BGThju0AD8vQ,Gusttavo Lima,Cem Mil - Ao Vivo,Som Livre,1,4,23,3171028,5eMmT4Ava5BGThju0AD8vQ,0.128,0.015,0.966,0.019
1,2,spotify:track:1OUPXna2MCgAt3VNmXJBtg,"Tropkillaz, J Balvin, Anitta, Mc Zaac",Bola Rebola,Universal Music Ltda.,1,1,6,2996776,1OUPXna2MCgAt3VNmXJBtg,-0.8164,0.041,0.934,0.025
2,3,spotify:track:2x8TNY9KwNvD19gVGs4WOP,MC Kevin o Chris,Ela É do Tipo,ADpar,3,45,3,2869054,2x8TNY9KwNvD19gVGs4WOP,0.7998,0.0,0.975,0.025
3,4,spotify:track:6sRLrSetyIwIKhW1eMlUNP,"Matheus & Kauan, Marília Mendonça",Vou Ter Que Superar - Ao Vivo,Universal Music Ltda.,4,6,2,2845907,6sRLrSetyIwIKhW1eMlUNP,0.9304,0.0,0.962,0.038
4,5,spotify:track:7FiIQXpIeLo3ITfGGpb8PB,"MC Kevin o Chris, FP do Trem Bala",Vamos pra Gaiola,ADPAR Produções,2,3,12,2658099,7FiIQXpIeLo3ITfGGpb8PB,0.5837,0.0,0.987,0.013
5,6,spotify:track:5EKHbW7mXcAR4hCyS3YXjb,"Felipe Araújo, Ferrugem",Atrasadinha - Live,Universal Music Ltda.,1,2,28,2642013,5EKHbW7mXcAR4hCyS3YXjb,-0.4314,0.01,0.99,0.0
6,7,spotify:track:3RbXsVQr4jeTxvT35Hssq3,Marília Mendonça,Bebi Liguei - Ao Vivo,Som Livre,2,5,16,2584133,3RbXsVQr4jeTxvT35Hssq3,-0.8402,0.043,0.957,0.0
7,8,spotify:track:7oEr56KG6odStlQH0nvdyr,Gustavo Mioto,Solteiro Não Trai - Ao Vivo,Gustavo Mioto,8,9,17,2311060,7oEr56KG6odStlQH0nvdyr,0.0,0.0,1.0,0.0
8,9,spotify:track:2lAyctg5FocS67eksHoyIg,"Márcia Fellipe, Jerry Smith",Quem Me Dera,Universal Music Ltda.,4,7,24,2298154,2lAyctg5FocS67eksHoyIg,0.0,0.0,1.0,0.0
9,10,spotify:track:7KdcbYcVF8LkQeQcTYOixJ,"Luan Santana, MC Kekel",Vingança - Ao Vivo,Som Livre,10,10,29,2250448,7KdcbYcVF8LkQeQcTYOixJ,0.9349,0.023,0.921,0.056
10,11,spotify:track:6YjyT6MEMsMc41NNWk2dYg,"Marília Mendonça, Maiara & Maraisa",Bebaça - Ao Vivo,Som Livre,11,15,6,2188814,6YjyT6MEMsMc41NNWk2dYg,0.0,0.0,1.0,0.0
11,12,spotify:track:4eB8rsNNm5791m3uvEBNLR,Zé Neto & Cristiano,Estado Decadente - Acústico,Som Livre,10,12,12,2139179,4eB8rsNNm5791m3uvEBNLR,0.9347,0.064,0.833,0.102
12,13,spotify:track:2VxeLyX666F8uXCJ0dZF8B,"Lady Gaga, Bradley Cooper",Shallow,A Star is Born OST,3,8,27,2102648,2VxeLyX666F8uXCJ0dZF8B,0.0,0.0,1.0,0.0
13,14,spotify:track:5yH8pYxNckOU1cxfPsMIaz,"DENNIS, MC Kevinho",Agora é Tudo Meu,Sony Music Entertainment,3,11,17,2069482,5yH8pYxNckOU1cxfPsMIaz,0.0,0.0,1.0,0.0
14,15,spotify:track:0IQCOAw9ZAI6WnXIrl481F,"Mc Livinho, Rennan da Penha",Hoje Eu Vou Parar Na Gaiola,GR6 Music,5,13,21,2058639,0IQCOAw9ZAI6WnXIrl481F,-0.5803,0.016,0.984,0.0
15,16,spotify:track:1xyVMQx51Kab6eLVtE6twx,"Lauana Prado, Maiara & Maraisa",Cobaia,Universal Music Ltda.,16,17,34,2024690,1xyVMQx51Kab6eLVtE6twx,0.9413,0.007,0.939,0.053
16,17,spotify:track:5pRGXCDY0eT6R1QicAn7Uk,"João Gustavo e Murilo, Analaga",Lençol Dobrado,WM Brazil,17,40,22,2020416,5pRGXCDY0eT6R1QicAn7Uk,0.0,0.0,1.0,0.0
