,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:3tv697PZNnaQN0Mn2zGhS5,Gusttavo Lima,A Gente Fez Amor - Ao Vivo,Sony Music Entertainment,1,1,23,4598092,3tv697PZNnaQN0Mn2zGhS5,0.9946,0.029,0.823,0.148
1,2,spotify:track:3Ghyp3X5Ua9ypHnBIgOObI,Henrique & Juliano,Liberdade Provisória - Live - Ibirapuera / 2019,Virgin Music Label And Artist Services (S&D),1,2,23,3419103,3Ghyp3X5Ua9ypHnBIgOObI,-0.6808,0.023,0.977,0.0
2,3,spotify:track:2WlZuBDgLfT7Kc0admhFdg,Luísa Sonza,BRABA,Universal Music Ltda.,2,4,8,3198413,2WlZuBDgLfT7Kc0admhFdg,-0.5267,0.017,0.983,0.0
3,4,spotify:track:3PfIrDoz19wz7qK7tYeu62,Dua Lipa,Don't Start Now,Warner Records,2,3,28,2981757,3PfIrDoz19wz7qK7tYeu62,-0.9873,0.129,0.839,0.032
4,5,spotify:track:60wF0XnX7A0jVpDNA5v8vi,"Vytinho NG, Bianca",Tudo no Sigilo,Vytinho Ng,5,6,8,2955795,60wF0XnX7A0jVpDNA5v8vi,-0.8642,0.03,0.97,0.0
5,6,spotify:track:3tc8Z4lGzOIwmIVftsxO6o,Marília Mendonça,Graveto - Ao Vivo,Som Livre,3,5,18,2913417,3tc8Z4lGzOIwmIVftsxO6o,0.34,0.015,0.968,0.017
6,7,spotify:track:5W1kqz2l1lDX77DXBMeXZg,Matheus & Kauan,Litrão - Ao Vivo Em Recife / 2020,Universal Music Ltda.,3,7,15,2702814,5W1kqz2l1lDX77DXBMeXZg,-0.7989,0.029,0.971,0.0
7,8,spotify:track:1K7WzjKDcDdVbKNGrB0gej,"Major Lazer, MC Lan, Anitta, BEAM",Rave de Favela (feat. BEAM),WM Brazil,3,8,13,2665794,1K7WzjKDcDdVbKNGrB0gej,-0.9959,0.211,0.724,0.065
8,9,spotify:track:0RaIjuKU5hudMteEXwr4RS,Jorge & Mateus,Ranking,Som Livre,9,10,10,2625902,0RaIjuKU5hudMteEXwr4RS,-0.89,0.045,0.955,0.0
9,10,spotify:track:3J5Pu25BODMex4Jpy4l6FL,"Luíza & Maurílio, Zé Neto & Cristiano",S de Saudade,Som Livre,7,9,28,2541388,3J5Pu25BODMex4Jpy4l6FL,0.0,0.0,1.0,0.0
10,11,spotify:track:24Yi9hE78yPEbZ4kxyoXAI,"SAINt JHN, Imanbek",Roses - Imanbek Remix,Columbia/B1 Recordings,11,11,11,2351086,24Yi9hE78yPEbZ4kxyoXAI,-0.9724,0.11,0.825,0.065
11,12,spotify:track:7Ac3BmqTQoLdAt7HtZyfgN,"DENNIS, Mc Don Juan",Te Prometo,Sony Music Entertainment,9,12,14,2290825,7Ac3BmqTQoLdAt7HtZyfgN,-0.9874,0.021,0.965,0.013
12,13,spotify:track:6nI98wtHOJAYSASq22TCYu,Luan Santana,água com açúcar - ao vivo,Som Livre,10,14,9,2262404,6nI98wtHOJAYSASq22TCYu,0.9809,0.018,0.859,0.123
13,14,spotify:track:7o9LwQmTuIDm4LyyHFIWul,Henrique & Juliano,Volta Por Baixo - Ao Vivo,Virgin Music Label And Artist Services (S&D),13,15,18,2222623,7o9LwQmTuIDm4LyyHFIWul,0.9798,0.0,0.907,0.093
14,15,spotify:track:146Vb458Y5RbqEa0fYFPzm,Felipe Araújo,Mentira - Ao Vivo,Universal Music Ltda.,15,18,24,2084942,146Vb458Y5RbqEa0fYFPzm,0.0,0.0,1.0,0.0
15,16,spotify:track:5L8ZEyIdZ2KE4Wf51SsuOF,Gustavo Mioto,Com Ou Sem Mim - Ao Vivo,Universal Music Ltda.,6,16,25,2061344,5L8ZEyIdZ2KE4Wf51SsuOF,0.8541,0.0,0.963,0.037
16,17,spotify:track:67mqU3FeErlvWwsxnMfvQo,"MC Du Black, Delacruz",Tudo Aconteceu,Universal Music Ltda.,17,32,7,1980912,67mqU3FeErlvWwsxnMfvQo,-0.9413,0.05,0.95,0.0
