,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:1OUPXna2MCgAt3VNmXJBtg,"Tropkillaz, J Balvin, Anitta, Mc Zaac",Bola Rebola,Universal Music Ltda.,1,1,5,3027344,1OUPXna2MCgAt3VNmXJBtg,-0.8164,0.041,0.934,0.025
1,2,spotify:track:5EKHbW7mXcAR4hCyS3YXjb,"Felipe Araújo, Ferrugem",Atrasadinha - Live,Universal Music Ltda.,1,2,27,2770180,5EKHbW7mXcAR4hCyS3YXjb,-0.4314,0.01,0.99,0.0
2,3,spotify:track:7FiIQXpIeLo3ITfGGpb8PB,"MC Kevin o Chris, FP do Trem Bala",Vamos pra Gaiola,ADPAR Produções,2,3,11,2698115,7FiIQXpIeLo3ITfGGpb8PB,0.5837,0.0,0.987,0.013
3,4,spotify:track:5eMmT4Ava5BGThju0AD8vQ,Gusttavo Lima,Cem Mil - Ao Vivo,Som Livre,4,8,22,2612707,5eMmT4Ava5BGThju0AD8vQ,0.128,0.015,0.966,0.019
4,5,spotify:track:3RbXsVQr4jeTxvT35Hssq3,Marília Mendonça,Bebi Liguei - Ao Vivo,Som Livre,2,4,15,2554109,3RbXsVQr4jeTxvT35Hssq3,-0.8402,0.043,0.957,0.0
5,6,spotify:track:6sRLrSetyIwIKhW1eMlUNP,"Matheus & Kauan, Marília Mendonça",Vou Ter Que Superar - Ao Vivo,Universal Music Ltda.,6,-1,1,2389677,6sRLrSetyIwIKhW1eMlUNP,0.9304,0.0,0.962,0.038
6,7,spotify:track:2lAyctg5FocS67eksHoyIg,"Márcia Fellipe, Jerry Smith",Quem Me Dera,Universal Music Ltda.,4,6,23,2361927,2lAyctg5FocS67eksHoyIg,0.0,0.0,1.0,0.0
7,8,spotify:track:2VxeLyX666F8uXCJ0dZF8B,"Lady Gaga, Bradley Cooper",Shallow,A Star is Born OST,3,5,26,2297368,2VxeLyX666F8uXCJ0dZF8B,0.0,0.0,1.0,0.0
8,9,spotify:track:7oEr56KG6odStlQH0nvdyr,Gustavo Mioto,Solteiro Não Trai - Ao Vivo,Gustavo Mioto,9,15,16,2273063,7oEr56KG6odStlQH0nvdyr,0.0,0.0,1.0,0.0
9,10,spotify:track:7KdcbYcVF8LkQeQcTYOixJ,"Luan Santana, MC Kekel",Vingança - Ao Vivo,Som Livre,10,10,28,2136595,7KdcbYcVF8LkQeQcTYOixJ,0.9349,0.023,0.921,0.056
10,11,spotify:track:5yH8pYxNckOU1cxfPsMIaz,"DENNIS, MC Kevinho",Agora é Tudo Meu,Sony Music Entertainment,3,7,16,2132867,5yH8pYxNckOU1cxfPsMIaz,0.0,0.0,1.0,0.0
11,12,spotify:track:4eB8rsNNm5791m3uvEBNLR,Zé Neto & Cristiano,Estado Decadente - Acústico,Som Livre,10,17,11,2115681,4eB8rsNNm5791m3uvEBNLR,0.9347,0.064,0.833,0.102
12,13,spotify:track:0IQCOAw9ZAI6WnXIrl481F,"Mc Livinho, Rennan da Penha",Hoje Eu Vou Parar Na Gaiola,GR6 Music,5,9,20,2114375,0IQCOAw9ZAI6WnXIrl481F,-0.5803,0.016,0.984,0.0
13,14,spotify:track:6PqUdUGS4h5aGY7YyEGXr8,"Alok, Felix Jaehn, The Vamps",All The Lies,Spinnin' Records,14,39,2,2085965,6PqUdUGS4h5aGY7YyEGXr8,0.9848,0.087,0.76,0.154
14,15,spotify:track:6YjyT6MEMsMc41NNWk2dYg,"Marília Mendonça, Maiara & Maraisa",Bebaça - Ao Vivo,Som Livre,13,13,5,2062957,6YjyT6MEMsMc41NNWk2dYg,0.0,0.0,1.0,0.0
15,16,spotify:track:2qkNnJvQvhLiZ63X1L3eFz,Zé Neto & Cristiano,Notificação Preferida - Ao Vivo,Som Livre,2,11,41,2038591,2qkNnJvQvhLiZ63X1L3eFz,0.8402,0.0,0.962,0.038
16,17,spotify:track:1xyVMQx51Kab6eLVtE6twx,"Lauana Prado, Maiara & Maraisa",Cobaia,Universal Music Ltda.,17,29,33,1988198,1xyVMQx51Kab6eLVtE6twx,0.9413,0.007,0.939,0.053
17,18,spotify:track:0XEJ7eph2IWFYZc73Jm3n2,Diego & Victor Hugo,Infarto,Sony Music Entertainment,9,14,20,1958577,0XEJ7eph2IWFYZc73Jm3n2,0.9517,0.0,0.924,0.076
18,19,spotify:track:2caDAj0O4uD8OlJ8bap9nz,"LUDMILLA, Anitta",Favela chegou - Ao vivo,WM Brazil,12,16,5,1943280,2caDAj0O4uD8OlJ8bap9nz,0.0,0.0,1.0,0.0
19,20,spotify:track:7G2XZhDNHo7SSDWSVxC0UT,"Anitta, MC Kevinho",Terremoto,WM Brazil,1,12,8,1850007,7G2XZhDNHo7SSDWSVxC0UT,-0.995,0.139,0.854,0.007
