,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:2x8TNY9KwNvD19gVGs4WOP,MC Kevin o Chris,Ela É do Tipo,ADpar,1,1,7,4003444,2x8TNY9KwNvD19gVGs4WOP,0.7998,0.0,0.975,0.025
1,2,spotify:track:5eMmT4Ava5BGThju0AD8vQ,Gusttavo Lima,Cem Mil - Ao Vivo,Som Livre,1,2,27,3179164,5eMmT4Ava5BGThju0AD8vQ,0.128,0.015,0.966,0.019
2,3,spotify:track:6sRLrSetyIwIKhW1eMlUNP,"Matheus & Kauan, Marília Mendonça",Vou Ter Que Superar - Ao Vivo,Universal Music Ltda.,3,3,6,3088055,6sRLrSetyIwIKhW1eMlUNP,0.9304,0.0,0.962,0.038
3,4,spotify:track:5pRGXCDY0eT6R1QicAn7Uk,"João Gustavo e Murilo, Analaga",Lençol Dobrado,WM Brazil,4,4,26,2997284,5pRGXCDY0eT6R1QicAn7Uk,0.0,0.0,1.0,0.0
4,5,spotify:track:7KdcbYcVF8LkQeQcTYOixJ,"Luan Santana, MC Kekel",Vingança - Ao Vivo,Som Livre,5,6,33,2983003,7KdcbYcVF8LkQeQcTYOixJ,0.9349,0.023,0.921,0.056
5,6,spotify:track:6YjyT6MEMsMc41NNWk2dYg,"Marília Mendonça, Maiara & Maraisa",Bebaça - Ao Vivo,Som Livre,6,7,10,2568494,6YjyT6MEMsMc41NNWk2dYg,0.0,0.0,1.0,0.0
6,7,spotify:track:2H8ETIUEoN9YMf56X66bxd,"Anitta, LUDMILLA, Snoop Dogg, Papatinho",Onda diferente (feat. Papatinho),WM Brazil,4,5,4,2530635,2H8ETIUEoN9YMf56X66bxd,-0.31,0.086,0.827,0.087
7,8,spotify:track:3RbXsVQr4jeTxvT35Hssq3,Marília Mendonça,Bebi Liguei - Ao Vivo,Som Livre,2,8,20,2416367,3RbXsVQr4jeTxvT35Hssq3,-0.8402,0.043,0.957,0.0
8,9,spotify:track:7oEr56KG6odStlQH0nvdyr,Gustavo Mioto,Solteiro Não Trai - Ao Vivo,Gustavo Mioto,8,11,21,2232978,7oEr56KG6odStlQH0nvdyr,0.0,0.0,1.0,0.0
9,10,spotify:track:4eB8rsNNm5791m3uvEBNLR,Zé Neto & Cristiano,Estado Decadente - Acústico,Som Livre,10,14,16,2196804,4eB8rsNNm5791m3uvEBNLR,0.9347,0.064,0.833,0.102
10,11,spotify:track:1OUPXna2MCgAt3VNmXJBtg,"Tropkillaz, J Balvin, Anitta, Mc Zaac",Bola Rebola,Universal Music Ltda.,1,10,10,2167364,1OUPXna2MCgAt3VNmXJBtg,-0.8164,0.041,0.934,0.025
11,12,spotify:track:3mNmUjoDHYDYj08IaRPtg0,"Lucas Lucco, Wesley Safadão",Posto 24h (feat. Wesley Safadão) - Ao Vivo,Sony Music Entertainment,12,13,28,2081361,3mNmUjoDHYDYj08IaRPtg0,0.8541,0.0,0.967,0.033
12,13,spotify:track:2lAyctg5FocS67eksHoyIg,"Márcia Fellipe, Jerry Smith",Quem Me Dera,Universal Music Ltda.,4,12,28,2041948,2lAyctg5FocS67eksHoyIg,0.0,0.0,1.0,0.0
13,14,spotify:track:5EKHbW7mXcAR4hCyS3YXjb,"Felipe Araújo, Ferrugem",Atrasadinha - Live,Universal Music Ltda.,1,9,32,2035398,5EKHbW7mXcAR4hCyS3YXjb,-0.4314,0.01,0.99,0.0
14,15,spotify:track:1xyVMQx51Kab6eLVtE6twx,"Lauana Prado, Maiara & Maraisa",Cobaia,Universal Music Ltda.,15,16,38,2004403,1xyVMQx51Kab6eLVtE6twx,0.9413,0.007,0.939,0.053
15,16,spotify:track:0XEJ7eph2IWFYZc73Jm3n2,Diego & Victor Hugo,Infarto,Sony Music Entertainment,9,15,25,1982233,0XEJ7eph2IWFYZc73Jm3n2,0.9517,0.0,0.924,0.076
16,17,spotify:track:7FiIQXpIeLo3ITfGGpb8PB,"MC Kevin o Chris, FP do Trem Bala",Vamos pra Gaiola,ADPAR Produções,2,18,16,1851532,7FiIQXpIeLo3ITfGGpb8PB,0.5837,0.0,0.987,0.013
17,18,spotify:track:2qkNnJvQvhLiZ63X1L3eFz,Zé Neto & Cristiano,Notificação Preferida - Ao Vivo,Som Livre,2,17,46,1833187,2qkNnJvQvhLiZ63X1L3eFz,0.8402,0.0,0.962,0.038
18,19,spotify:track:0IQCOAw9ZAI6WnXIrl481F,"Mc Livinho, Rennan da Penha",Hoje Eu Vou Parar Na Gaiola,GR6 Music,5,20,25,1713053,0IQCOAw9ZAI6WnXIrl481F,-0.5803,0.016,0.984,0.0
19,20,spotify:track:4Sib57MmYGJzSvkW84jTwh,"Taylor Swift, Brendon Urie, Panic! At The Disco",ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,20,-1,1,1660544,4Sib57MmYGJzSvkW84jTwh,0.9969,0.041,0.664,0.295
20,21,spotify:track:5yH8pYxNckOU1cxfPsMIaz,"DENNIS, MC Kevinho",Agora é Tudo Meu,Sony Music Entertainment,3,21,21,1592374,5yH8pYxNckOU1cxfPsMIaz,0.0,0.0,1.0,0.0
21,22,spotify:track:0nkDm27DGppCSk8dnGtvPa,POCAH,Não sou obrigada,WM Brazil,22,33,4,1591027,0nkDm27DGppCSk8dnGtvPa,0.8516,0.0,0.972,0.028
22,23,spotify:track:7D5F5BzIon5zhzQrOU2pdN,Marília Mendonça,Ciumeira - Ao Vivo,Som Livre,1,23,36,1583807,7D5F5BzIon5zhzQrOU2pdN,0.4215,0.008,0.977,0.015
23,24,spotify:track:1qCLx3nX25NuhfPjM5E1qV,Melim,Ouvi Dizer,Universal Music Ltda.,13,24,41,1550613,1qCLx3nX25NuhfPjM5E1qV,0.4939,0.0,0.985,0.015
24,25,spotify:track:0EZuXcsnjEmGuRYdFdcctX,Marília Mendonça,Sem Sal - Ao Vivo,Som Livre,20,25,27,1530560,0EZuXcsnjEmGuRYdFdcctX,0.0,0.0,1.0,0.0
25,26,spotify:track:2VxeLyX666F8uXCJ0dZF8B,"Lady Gaga, Bradley Cooper",Shallow,A Star is Born OST,3,22,31,1522506,2VxeLyX666F8uXCJ0dZF8B,0.0,0.0,1.0,0.0
26,27,spotify:track:4gDvg62vG96w0qJaF6wzcd,"Diego & Victor Hugo, Zé Neto & Cristiano",A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília,Sony Music Entertainment,27,27,6,1508955,4gDvg62vG96w0qJaF6wzcd,0.0,0.0,1.0,0.0
27,28,spotify:track:5MMrkwK6AgNAsgHVdC7daZ,Dilsinho,Péssimo Negócio (Ao Vivo),Sony Music Entertainment,24,26,26,1480998,5MMrkwK6AgNAsgHVdC7daZ,0.0,0.0,1.0,0.0
28,29,spotify:track:3L2uyIJoJPjYkSETVNSPBQ,Maiara & Maraisa,Não Abro Mão - Ao Vivo,Som Livre,29,41,13,1455580,3L2uyIJoJPjYkSETVNSPBQ,0.0,0.0,1.0,0.0
29,30,spotify:track:1oQppEGTHYN53xfEaTz4ua,PEDRO SAMPAIO,VAI MENINA,WM Brazil,30,34,7,1442256,1oQppEGTHYN53xfEaTz4ua,-0.8402,0.062,0.938,0.0
30,31,spotify:track:6PqUdUGS4h5aGY7YyEGXr8,"Alok, Felix Jaehn, The Vamps",All The Lies,Spinnin' Records,14,19,7,1433408,6PqUdUGS4h5aGY7YyEGXr8,0.9848,0.087,0.76,0.154
31,32,spotify:track:2mJOngYlqgfdLMBSxPcJL3,"Jerry Smith, Wesley Safadão",Quem Tem o Dom,Start Music,15,28,14,1392103,2mJOngYlqgfdLMBSxPcJL3,-0.6667,0.053,0.906,0.041
32,33,spotify:track:2caDAj0O4uD8OlJ8bap9nz,"LUDMILLA, Anitta",Favela chegou - Ao vivo,WM Brazil,12,31,10,1380003,2caDAj0O4uD8OlJ8bap9nz,0.0,0.0,1.0,0.0
33,34,spotify:track:3o67Yt3Ua1qlSNV22zWUAn,"Maiara & Maraisa, Zé Neto & Cristiano",Traí Sim - Ao Vivo,Som Livre,18,32,22,1370912,3o67Yt3Ua1qlSNV22zWUAn,0.0,0.0,1.0,0.0
34,35,spotify:track:3NpRkAnxexTh4TklAZNjag,"Mc Don Juan, Mc Davi",Bye Bye,GR6 Music,28,29,7,1362124,3NpRkAnxexTh4TklAZNjag,0.998,0.0,0.853,0.147
35,36,spotify:track:2X8sssaxS5GReg6945B6RW,Wesley Safadão,Só Pra Castigar,Som Livre,4,30,33,1358654,2X8sssaxS5GReg6945B6RW,0.0,0.0,1.0,0.0
36,37,spotify:track:6QMPzYhqjhoK5v4Vx1PWzQ,Xand Avião,Casal Raiz - Ao Vivo,Som Livre,37,60,3,1335127,6QMPzYhqjhoK5v4Vx1PWzQ,0.4871,0.03,0.945,0.025
37,38,spotify:track:2dEkETSUpO8oZoCOcKT1yN,"Marcos & Belutti, Ferrugem",Tonelada de Solidão (feat. Ferrugem) - Ao Vivo,Sony Music Entertainment,38,38,12,1283740,2dEkETSUpO8oZoCOcKT1yN,0.0,0.0,1.0,0.0
38,39,spotify:track:13Rf6RaZT13TW4xLQR3MQr,"Pineapple StormTv, MC Cabelinho, Bob do Contra, Azzy, Filipe Ret, Dudu, Xamã, Orochi, Maquiny, Salve Malak, Hunter",Poesia Acústica #6: Era uma Vez,Pineapple StormTV,18,36,18,1247272,13Rf6RaZT13TW4xLQR3MQr,-0.9606,0.033,0.948,0.018
39,40,spotify:track:26WpOBpHiIMoBuMEIwtOCH,"Pk, PK Delas",Quando a vontade bater (Participação especial de PK Delas),WM Brazil,40,52,7,1225125,26WpOBpHiIMoBuMEIwtOCH,0.0,0.0,1.0,0.0
40,41,spotify:track:39aWBx86ZdvXQ9d0fRAXxH,"Mano Walter, Gustavo Mioto",Fingindo Maturidade - Ao Vivo,Som Livre,41,92,7,1198012,39aWBx86ZdvXQ9d0fRAXxH,-0.296,0.009,0.991,0.0
41,42,spotify:track:7G2XZhDNHo7SSDWSVxC0UT,"Anitta, MC Kevinho",Terremoto,WM Brazil,1,37,13,1197851,7G2XZhDNHo7SSDWSVxC0UT,-0.995,0.139,0.854,0.007
42,43,spotify:track:5U28PY9MekLyCBYtLHGQpe,Melim,Meu Abrigo,Universal Music Ltda.,3,39,49,1192924,5U28PY9MekLyCBYtLHGQpe,0.9022,0.04,0.886,0.074
43,44,spotify:track:7nJJKm0R90xM1nGlxTHTme,Matheus & Kauan,"Cerveja, Sal E Limão - Ao Vivo",Universal Music Ltda.,22,42,17,1146559,7nJJKm0R90xM1nGlxTHTme,-0.5267,0.016,0.984,0.0
44,45,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,7 rings,Republic Records,9,44,15,1112187,6ocbgoVGwYJhOv1GgI9NsF,0.9983,0.057,0.694,0.249
45,46,spotify:track:0kCqaybZgYcLYxzZymmBoc,Henrique & Juliano,"Quem Pegou, Pegou - Ao Vivo",Virgin Music Label And Artist Services (S&D),7,40,36,1105469,0kCqaybZgYcLYxzZymmBoc,0.9911,0.016,0.833,0.151
46,47,spotify:track:5rwdmpN5eMWIIwK4R96vv1,Dynho Alves,Malemolência,GR6 Music,47,57,10,1099210,5rwdmpN5eMWIIwK4R96vv1,0.6412,0.0,0.982,0.018
47,48,spotify:track:3wB81eGupHVv9W4mF9IsHh,MC Kevinho,Facilita,WM Brazil,46,46,6,1097583,3wB81eGupHVv9W4mF9IsHh,-0.6553,0.017,0.983,0.0
48,49,spotify:track:0H8CBal2Dcu5Yc001VotZN,IZA,Dona de mim,WM Brazil,26,43,31,1090937,0H8CBal2Dcu5Yc001VotZN,0.0,0.0,1.0,0.0
49,50,spotify:track:4SBQSroThFQ98U29IwnJ2g,Gloria Groove,Coisa Boa,SB MUSIC,33,47,16,1088931,4SBQSroThFQ98U29IwnJ2g,-0.7599,0.021,0.979,0.0
50,51,spotify:track:5mFn4teAi2HMi7kRHliyFL,"Bruno & Marrone, Jorge & Mateus",Surto De Amor - Ao Vivo Em Uberlândia / 2018,Universal Music Ltda.,23,35,7,1055397,5mFn4teAi2HMi7kRHliyFL,0.9682,0.0,0.919,0.081
51,52,spotify:track:1ekX8JX7LF3AyxI0nyOzvB,"Dilsinho, Luan Santana",Santo Forte (Ao Vivo) (feat. Luan Santana),Sony Music Entertainment,52,55,20,1012484,1ekX8JX7LF3AyxI0nyOzvB,0.0,0.0,1.0,0.0
52,53,spotify:track:7oe0Ix6qnvqZhK0zDzOPie,"Mano Walter, Claudia Leitte",Então Vem Cá - Ao Vivo,Som Livre,43,48,17,1012132,7oe0Ix6qnvqZhK0zDzOPie,0.932,0.015,0.931,0.054
53,54,spotify:track:1IJH7QjV5V99eJBtKXqGXE,Zé Neto & Cristiano,Largado Às Traças - Ao Vivo,Som Livre,1,49,50,1007927,1IJH7QjV5V99eJBtKXqGXE,-0.5267,0.015,0.985,0.0
54,55,spotify:track:2Fxmhks0bxGSBdJ92vM42m,Billie Eilish,bad guy,Darkroom/Interscope Records,30,50,5,1005726,2Fxmhks0bxGSBdJ92vM42m,-0.9962,0.255,0.659,0.086
55,56,spotify:track:3Hb9kUdm4yf839Fle4RIdT,"MC L da Vinte, MC Gury",Parado no Bailão,Funk Explode,1,51,31,1002915,3Hb9kUdm4yf839Fle4RIdT,-0.9868,0.204,0.725,0.071
56,57,spotify:track:4UANYptjv2kpV6IY7IjXoJ,Marília Mendonça,Bem Pior Que Eu - Ao Vivo,Som Livre,27,54,34,1002652,4UANYptjv2kpV6IY7IjXoJ,0.0,0.0,1.0,0.0
57,58,spotify:track:6XGhqvxCMCcBy5XiqG7SWV,Wesley Safadão,Igual Ela Só Uma,Som Livre,58,70,3,980146,6XGhqvxCMCcBy5XiqG7SWV,0.6553,0.0,0.969,0.031
58,59,spotify:track:53CJANUxooaqGOtdsBTh7O,Lil Nas X,Old Town Road,Columbia,59,102,2,978145,53CJANUxooaqGOtdsBTh7O,0.7936,0.015,0.92,0.065
59,60,spotify:track:4HTrlT5mmxPaZZKs4JSPeI,Mc Don Juan,To Gostando Tanto de Você,GR6 Music,33,58,22,974847,4HTrlT5mmxPaZZKs4JSPeI,0.0,0.0,1.0,0.0
60,61,spotify:track:6HtVFR6WAeJRgYtleNcEE8,Lexa,Só Depois do Carnaval,Som Livre,28,45,13,960795,6HtVFR6WAeJRgYtleNcEE8,-0.6458,0.018,0.982,0.0
61,62,spotify:track:0vT797IpZpF5o1XLCnWCUL,"Ferrugem, Bruno Cardoso",É natural (Participação especial de Bruno Cardoso) - Ao vivo,WM Brazil,36,56,38,955668,0vT797IpZpF5o1XLCnWCUL,0.0,0.0,1.0,0.0
62,63,spotify:track:6NgwHmEgfQVIYQBq8QcWMi,"Diego & Victor Hugo, Marília Mendonça",Do Copo Eu Vim (feat. Marília Mendonça) - Ao Vivo em Brasília,Sony Music Entertainment,51,53,8,942940,6NgwHmEgfQVIYQBq8QcWMi,-0.9249,0.048,0.952,0.0
63,64,spotify:track:28SWsF1IQxfc9bP5yua35K,"Lexa, Gloria Groove",Provocar,Som Livre,34,59,23,934264,28SWsF1IQxfc9bP5yua35K,-0.2924,0.024,0.963,0.013
64,65,spotify:track:3KkXRkHbMCARz0aVfEt68P,"Post Malone, Swae Lee",Sunflower - Spider-Man: Into the Spider-Verse,Universal Records,56,63,25,918366,3KkXRkHbMCARz0aVfEt68P,-0.7105,0.097,0.84,0.063
65,66,spotify:track:3HEb6Y5dv8PgD6JgsIQNac,Zé Neto & Cristiano,Bebida Na Ferida - Ao Vivo,Som Livre,25,64,50,914352,3HEb6Y5dv8PgD6JgsIQNac,-0.296,0.011,0.989,0.0
66,67,spotify:track:6i9ToXS6CAfjpp8veBklg1,Vitão,Café,Universal Music Ltda.,66,79,8,906551,6i9ToXS6CAfjpp8veBklg1,0.9874,0.0,0.932,0.068
67,68,spotify:track:5lYKob6hewwt3dcy5kWMfF,"Oriente, Cynthia Luz, Delacruz",Praia do Rosa - Acústico,Sony Music Entertainment,61,71,22,893940,5lYKob6hewwt3dcy5kWMfF,0.7783,0.004,0.983,0.013
68,69,spotify:track:11DkUDkBt9kaha1QRnuCMU,Diego & Arnaldo,Regras - Ao Vivo,Sony Music Entertainment,27,77,20,893089,11DkUDkBt9kaha1QRnuCMU,0.0,0.0,1.0,0.0
69,70,spotify:track:2dpaYNEQHiRxtZbfNsse99,"Marshmello, Bastille",Happier,Astralwerks,43,68,37,892788,2dpaYNEQHiRxtZbfNsse99,0.9967,0.033,0.777,0.189
70,71,spotify:track:2dmGj5Nf01FcR6N4HPzAbL,Yasmin Santos,Saudade Nível Hard,Sony Music Entertainment,7,65,38,884183,2dmGj5Nf01FcR6N4HPzAbL,-0.6369,0.046,0.954,0.0
71,72,spotify:track:1xg3EbmhAr1cfNOA55pvKH,"Turma do Pagode, Henrique & Diego",Pesquisa no Google (feat. Henrique & Diego) - Ao Vivo,Sony Music Entertainment,66,67,16,874675,1xg3EbmhAr1cfNOA55pvKH,-0.9081,0.114,0.829,0.057
