,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:2x8TNY9KwNvD19gVGs4WOP,MC Kevin o Chris,Ela É do Tipo,ADpar,1,3,4,4434194,2x8TNY9KwNvD19gVGs4WOP,0.7998,0.0,0.975,0.025
1,2,spotify:track:5eMmT4Ava5BGThju0AD8vQ,Gusttavo Lima,Cem Mil - Ao Vivo,Som Livre,1,1,24,3322925,5eMmT4Ava5BGThju0AD8vQ,0.128,0.015,0.966,0.019
2,3,spotify:track:6sRLrSetyIwIKhW1eMlUNP,"Matheus & Kauan, Marília Mendonça",Vou Ter Que Superar - Ao Vivo,Universal Music Ltda.,3,4,3,3128945,6sRLrSetyIwIKhW1eMlUNP,0.9304,0.0,0.962,0.038
3,4,spotify:track:2H8ETIUEoN9YMf56X66bxd,"Anitta, LUDMILLA, Snoop Dogg, Papatinho",Onda diferente (feat. Papatinho),WM Brazil,4,-1,1,3013077,2H8ETIUEoN9YMf56X66bxd,-0.31,0.086,0.827,0.087
4,5,spotify:track:1OUPXna2MCgAt3VNmXJBtg,"Tropkillaz, J Balvin, Anitta, Mc Zaac",Bola Rebola,Universal Music Ltda.,1,2,7,2776094,1OUPXna2MCgAt3VNmXJBtg,-0.8164,0.041,0.934,0.025
5,6,spotify:track:3RbXsVQr4jeTxvT35Hssq3,Marília Mendonça,Bebi Liguei - Ao Vivo,Som Livre,2,7,17,2553754,3RbXsVQr4jeTxvT35Hssq3,-0.8402,0.043,0.957,0.0
6,7,spotify:track:5EKHbW7mXcAR4hCyS3YXjb,"Felipe Araújo, Ferrugem",Atrasadinha - Live,Universal Music Ltda.,1,6,29,2513569,5EKHbW7mXcAR4hCyS3YXjb,-0.4314,0.01,0.99,0.0
7,8,spotify:track:5pRGXCDY0eT6R1QicAn7Uk,"João Gustavo e Murilo, Analaga",Lençol Dobrado,WM Brazil,8,17,23,2483923,5pRGXCDY0eT6R1QicAn7Uk,0.0,0.0,1.0,0.0
8,9,spotify:track:7KdcbYcVF8LkQeQcTYOixJ,"Luan Santana, MC Kekel",Vingança - Ao Vivo,Som Livre,9,10,30,2384794,7KdcbYcVF8LkQeQcTYOixJ,0.9349,0.023,0.921,0.056
9,10,spotify:track:7oEr56KG6odStlQH0nvdyr,Gustavo Mioto,Solteiro Não Trai - Ao Vivo,Gustavo Mioto,8,8,18,2265395,7oEr56KG6odStlQH0nvdyr,0.0,0.0,1.0,0.0
10,11,spotify:track:6YjyT6MEMsMc41NNWk2dYg,"Marília Mendonça, Maiara & Maraisa",Bebaça - Ao Vivo,Som Livre,11,11,7,2234533,6YjyT6MEMsMc41NNWk2dYg,0.0,0.0,1.0,0.0
11,12,spotify:track:2lAyctg5FocS67eksHoyIg,"Márcia Fellipe, Jerry Smith",Quem Me Dera,Universal Music Ltda.,4,9,25,2205027,2lAyctg5FocS67eksHoyIg,0.0,0.0,1.0,0.0
12,13,spotify:track:7FiIQXpIeLo3ITfGGpb8PB,"MC Kevin o Chris, FP do Trem Bala",Vamos pra Gaiola,ADPAR Produções,2,5,13,2188399,7FiIQXpIeLo3ITfGGpb8PB,0.5837,0.0,0.987,0.013
13,14,spotify:track:4eB8rsNNm5791m3uvEBNLR,Zé Neto & Cristiano,Estado Decadente - Acústico,Som Livre,10,12,13,2097170,4eB8rsNNm5791m3uvEBNLR,0.9347,0.064,0.833,0.102
14,15,spotify:track:6PqUdUGS4h5aGY7YyEGXr8,"Alok, Felix Jaehn, The Vamps",All The Lies,Spinnin' Records,14,19,4,2017312,6PqUdUGS4h5aGY7YyEGXr8,0.9848,0.087,0.76,0.154
15,16,spotify:track:1xyVMQx51Kab6eLVtE6twx,"Lauana Prado, Maiara & Maraisa",Cobaia,Universal Music Ltda.,16,16,35,1956642,1xyVMQx51Kab6eLVtE6twx,0.9413,0.007,0.939,0.053
16,17,spotify:track:0IQCOAw9ZAI6WnXIrl481F,"Mc Livinho, Rennan da Penha",Hoje Eu Vou Parar Na Gaiola,GR6 Music,5,15,22,1950970,0IQCOAw9ZAI6WnXIrl481F,-0.5803,0.016,0.984,0.0
17,18,spotify:track:5yH8pYxNckOU1cxfPsMIaz,"DENNIS, MC Kevinho",Agora é Tudo Meu,Sony Music Entertainment,3,14,18,1919323,5yH8pYxNckOU1cxfPsMIaz,0.0,0.0,1.0,0.0
18,19,spotify:track:0XEJ7eph2IWFYZc73Jm3n2,Diego & Victor Hugo,Infarto,Sony Music Entertainment,9,21,22,1865655,0XEJ7eph2IWFYZc73Jm3n2,0.9517,0.0,0.924,0.076
19,20,spotify:track:2eSnW4d3A4SyEVhVPmBffa,"Anitta, Becky G",Banana,WM Brazil,20,-1,1,1847149,2eSnW4d3A4SyEVhVPmBffa,0.9973,0.0,0.868,0.132
20,21,spotify:track:2VxeLyX666F8uXCJ0dZF8B,"Lady Gaga, Bradley Cooper",Shallow,A Star is Born OST,3,13,28,1846374,2VxeLyX666F8uXCJ0dZF8B,0.0,0.0,1.0,0.0
21,22,spotify:track:2qkNnJvQvhLiZ63X1L3eFz,Zé Neto & Cristiano,Notificação Preferida - Ao Vivo,Som Livre,2,20,43,1840952,2qkNnJvQvhLiZ63X1L3eFz,0.8402,0.0,0.962,0.038
22,23,spotify:track:2caDAj0O4uD8OlJ8bap9nz,"LUDMILLA, Anitta",Favela chegou - Ao vivo,WM Brazil,12,18,7,1824769,2caDAj0O4uD8OlJ8bap9nz,0.0,0.0,1.0,0.0
23,24,spotify:track:5qm2otRZaeZaqdLVVohUjq,"Anitta, Swae Lee",Poquito,WM Brazil,24,-1,1,1808083,5qm2otRZaeZaqdLVVohUjq,0.9965,0.055,0.784,0.161
24,25,spotify:track:1qCLx3nX25NuhfPjM5E1qV,Melim,Ouvi Dizer,Universal Music Ltda.,13,23,38,1727452,1qCLx3nX25NuhfPjM5E1qV,0.4939,0.0,0.985,0.015
25,26,spotify:track:7G2XZhDNHo7SSDWSVxC0UT,"Anitta, MC Kevinho",Terremoto,WM Brazil,1,22,10,1692211,7G2XZhDNHo7SSDWSVxC0UT,-0.995,0.139,0.854,0.007
26,27,spotify:track:1U62BQhqoJK5j9SI03aBys,Anitta,Atención,WM Brazil,27,-1,1,1640063,1U62BQhqoJK5j9SI03aBys,-0.6759,0.051,0.914,0.035
27,28,spotify:track:5MMrkwK6AgNAsgHVdC7daZ,Dilsinho,Péssimo Negócio (Ao Vivo),Sony Music Entertainment,24,24,23,1586891,5MMrkwK6AgNAsgHVdC7daZ,0.0,0.0,1.0,0.0
28,29,spotify:track:4pUCKHjJ4Ijewc37rRrvHn,BLACKPINK,Kill This Love,"YG Entertainment, distributed through Interscope Records",29,-1,1,1578373,4pUCKHjJ4Ijewc37rRrvHn,0.987,0.191,0.54,0.27
29,30,spotify:track:2mJOngYlqgfdLMBSxPcJL3,"Jerry Smith, Wesley Safadão",Quem Tem o Dom,Start Music,15,26,11,1544624,2mJOngYlqgfdLMBSxPcJL3,-0.6667,0.053,0.906,0.041
30,31,spotify:track:3mNmUjoDHYDYj08IaRPtg0,"Lucas Lucco, Wesley Safadão",Posto 24h (feat. Wesley Safadão) - Ao Vivo,Sony Music Entertainment,23,29,25,1487589,3mNmUjoDHYDYj08IaRPtg0,0.8541,0.0,0.967,0.033
31,32,spotify:track:3NpRkAnxexTh4TklAZNjag,"Mc Don Juan, Mc Davi",Bye Bye,GR6 Music,32,42,4,1465286,3NpRkAnxexTh4TklAZNjag,0.998,0.0,0.853,0.147
32,33,spotify:track:7wMAgaPiKzTNxpDWu2BPfk,Gabriel Diniz,Jenifer,Universal Music Ltda.,1,28,23,1459439,7wMAgaPiKzTNxpDWu2BPfk,-0.914,0.065,0.935,0.0
33,34,spotify:track:7D5F5BzIon5zhzQrOU2pdN,Marília Mendonça,Ciumeira - Ao Vivo,Som Livre,1,27,33,1458205,7D5F5BzIon5zhzQrOU2pdN,0.4215,0.008,0.977,0.015
34,35,spotify:track:7KicgcwT4Pz6wENOTJCNTp,"Anitta, Prince Royce",Rosa,WM Brazil,35,-1,1,1428055,7KicgcwT4Pz6wENOTJCNTp,-0.9953,0.161,0.834,0.005
35,36,spotify:track:0EZuXcsnjEmGuRYdFdcctX,Marília Mendonça,Sem Sal - Ao Vivo,Som Livre,20,31,24,1399767,0EZuXcsnjEmGuRYdFdcctX,0.0,0.0,1.0,0.0
36,37,spotify:track:2X8sssaxS5GReg6945B6RW,Wesley Safadão,Só Pra Castigar,Som Livre,4,32,30,1393898,2X8sssaxS5GReg6945B6RW,0.0,0.0,1.0,0.0
37,38,spotify:track:3o67Yt3Ua1qlSNV22zWUAn,"Maiara & Maraisa, Zé Neto & Cristiano",Traí Sim - Ao Vivo,Som Livre,18,36,19,1386761,3o67Yt3Ua1qlSNV22zWUAn,0.0,0.0,1.0,0.0
38,39,spotify:track:13Rf6RaZT13TW4xLQR3MQr,"Pineapple StormTv, MC Cabelinho, Bob do Contra, Azzy, Filipe Ret, Dudu, Xamã, Orochi, Maquiny, Salve Malak, Hunter",Poesia Acústica #6: Era uma Vez,Pineapple StormTV,18,33,15,1362858,13Rf6RaZT13TW4xLQR3MQr,-0.9606,0.033,0.948,0.018
39,40,spotify:track:6p6sG45DypURkhhXsVr6MN,"Anitta, DJ Luian, Mambo Kingz",Sin miedo,WM Brazil,40,-1,1,1353718,6p6sG45DypURkhhXsVr6MN,-0.9968,0.21,0.784,0.005
40,41,spotify:track:2YHR2QhK6nWta7rbY1on6i,"Anitta, Chris Marshall",Tu y yo,WM Brazil,41,-1,1,1319288,2YHR2QhK6nWta7rbY1on6i,0.9715,0.047,0.866,0.087
41,42,spotify:track:7nJJKm0R90xM1nGlxTHTme,Matheus & Kauan,"Cerveja, Sal E Limão - Ao Vivo",Universal Music Ltda.,22,35,14,1291406,7nJJKm0R90xM1nGlxTHTme,-0.5267,0.016,0.984,0.0
42,43,spotify:track:0ituhG5DzBFsBdp6ECz030,"Simone & Simaria, LUDMILLA",Qualidade De Vida - Ao Vivo,Universal Music Ltda.,8,38,13,1290819,0ituhG5DzBFsBdp6ECz030,0.0,0.0,1.0,0.0
43,44,spotify:track:32lyOiqQrmCUICCcBfkBeG,"Anitta, Alesso",Get To Know Me,WM Brazil,44,-1,1,1286859,32lyOiqQrmCUICCcBfkBeG,0.8961,0.04,0.894,0.065
44,45,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,Ariana Grande,7 rings,Republic Records,9,34,12,1268069,6ocbgoVGwYJhOv1GgI9NsF,0.9983,0.057,0.694,0.249
45,46,spotify:track:4SBQSroThFQ98U29IwnJ2g,Gloria Groove,Coisa Boa,SB MUSIC,33,41,13,1247472,4SBQSroThFQ98U29IwnJ2g,-0.7599,0.021,0.979,0.0
46,47,spotify:track:6HtVFR6WAeJRgYtleNcEE8,Lexa,Só Depois do Carnaval,Som Livre,28,44,10,1233961,6HtVFR6WAeJRgYtleNcEE8,-0.6458,0.018,0.982,0.0
47,48,spotify:track:5U28PY9MekLyCBYtLHGQpe,Melim,Meu Abrigo,Universal Music Ltda.,3,43,46,1229817,5U28PY9MekLyCBYtLHGQpe,0.9022,0.04,0.886,0.074
48,49,spotify:track:7LPR6AdkOQR9WpEixCGNCk,"Lexa, MC Lan",Sapequinha,Som Livre,12,40,32,1191388,7LPR6AdkOQR9WpEixCGNCk,-0.7746,0.022,0.978,0.0
49,50,spotify:track:28SWsF1IQxfc9bP5yua35K,"Lexa, Gloria Groove",Provocar,Som Livre,34,45,20,1189045,28SWsF1IQxfc9bP5yua35K,-0.2924,0.024,0.963,0.013
50,51,spotify:track:3Hb9kUdm4yf839Fle4RIdT,"MC L da Vinte, MC Gury",Parado no Bailão,Funk Explode,1,25,28,1164411,3Hb9kUdm4yf839Fle4RIdT,-0.9868,0.204,0.725,0.071
51,52,spotify:track:7rLegaz7zKB6EtDNzcslKE,"MC Kevin o Chris, DENNIS",Medley da Gaiola - DENNIS Remix,Sony Music Entertainment,4,39,32,1161140,7rLegaz7zKB6EtDNzcslKE,-0.6458,0.012,0.988,0.0
52,53,spotify:track:0kCqaybZgYcLYxzZymmBoc,Henrique & Juliano,"Quem Pegou, Pegou - Ao Vivo",Virgin Music Label And Artist Services (S&D),7,37,33,1147499,0kCqaybZgYcLYxzZymmBoc,0.9911,0.016,0.833,0.151
53,54,spotify:track:0H8CBal2Dcu5Yc001VotZN,IZA,Dona de mim,WM Brazil,26,47,28,1141643,0H8CBal2Dcu5Yc001VotZN,0.0,0.0,1.0,0.0
54,55,spotify:track:3m9zvjbilaBUMKNFcROBfF,Anitta,Juego,WM Brazil,55,-1,1,1130511,3m9zvjbilaBUMKNFcROBfF,-0.9803,0.109,0.891,0.0
