,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:58pgi1RpcU2fVJsxhm7BIr,Raí Saia Rodada,Tapão Na Raba,Som Livre,1,2,5,5862696,58pgi1RpcU2fVJsxhm7BIr,-0.6808,0.072,0.896,0.033
1,2,spotify:track:27X3qzgB0Show6qfw5wNOK,"DJ Ivis, Tarcísio do Acordeon",Esquema Preferido (feat. Tarcísio do Acordeon),Sony Music Entertainment,1,1,8,5382781,27X3qzgB0Show6qfw5wNOK,-0.7622,0.022,0.978,0.0
2,3,spotify:track:7EWXP47VlXKO3r7mNxuWHw,"Wesley Safadão, Os Barões Da Pisadinha","Ele É Ele, Eu Sou Eu",Som Livre,1,3,16,5299414,7EWXP47VlXKO3r7mNxuWHw,-0.3331,0.023,0.958,0.019
3,4,spotify:track:1ere9b9vDw2N3m9d4uiXxa,"Diego & Victor Hugo, Bruno & Marrone",Facas - Ao Vivo,Sony Music Entertainment,3,4,20,4999512,1ere9b9vDw2N3m9d4uiXxa,0.0,0.0,1.0,0.0
4,5,spotify:track:2nZj5YymF54qhAu7RneVP6,Hugo & Guilherme,Coração Na Cama - Ao Vivo,Som Livre,5,5,14,4529027,2nZj5YymF54qhAu7RneVP6,0.0,0.0,1.0,0.0
5,6,spotify:track:07AQkmp456NpEnT8HR7WLy,"Teto, Matuê",M4,30PRAUM,6,8,11,4064652,07AQkmp456NpEnT8HR7WLy,0.5908,0.058,0.889,0.053
6,7,spotify:track:5m5aY6S9ttfIG157xli2Rs,Zé Neto & Cristiano,Alô Ambev (Segue Sua Vida) - Ao Vivo,Som Livre,4,7,27,4032096,5m5aY6S9ttfIG157xli2Rs,0.0,0.0,1.0,0.0
7,8,spotify:track:6sPBi0qLI6KM3yXX56NxsA,Tarcísio do Acordeon,Meia Noite (Você tem meu Whatsapp),Sua Música,1,6,13,3822960,6sPBi0qLI6KM3yXX56NxsA,0.9769,0.02,0.896,0.084
8,9,spotify:track:2MZQAvsA7aZDssppBLRxYp,Israel & Rodolffo,Batom de Cereja - Ao Vivo,Som Livre,9,24,4,3741572,2MZQAvsA7aZDssppBLRxYp,-0.7757,0.03,0.97,0.0
9,10,spotify:track:0QglpM23kl9ldvVdoYNZwF,"Kawe, Mc Lele JP",Mds,OQProduções,3,9,10,3607805,0QglpM23kl9ldvVdoYNZwF,-0.5848,0.022,0.966,0.012
