,rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,ID,compound,neg,neu,pos
0,1,spotify:track:2x8TNY9KwNvD19gVGs4WOP,MC Kevin o Chris,Ela É do Tipo,ADpar,1,1,9,3368642,2x8TNY9KwNvD19gVGs4WOP,0.7998,0.0,0.975,0.025
1,2,spotify:track:5eMmT4Ava5BGThju0AD8vQ,Gusttavo Lima,Cem Mil - Ao Vivo,Som Livre,1,5,29,3121820,5eMmT4Ava5BGThju0AD8vQ,0.128,0.015,0.966,0.019
2,3,spotify:track:6sRLrSetyIwIKhW1eMlUNP,"Matheus & Kauan, Marília Mendonça",Vou Ter Que Superar - Ao Vivo,Universal Music Ltda.,2,2,8,3054476,6sRLrSetyIwIKhW1eMlUNP,0.9304,0.0,0.962,0.038
3,4,spotify:track:5pRGXCDY0eT6R1QicAn7Uk,"João Gustavo e Murilo, Analaga",Lençol Dobrado,WM Brazil,3,3,28,3039318,5pRGXCDY0eT6R1QicAn7Uk,0.0,0.0,1.0,0.0
4,5,spotify:track:3HVWdVOQ0ZA45FuZGSfvns,"Ed Sheeran, Justin Bieber",I Don't Care (with Justin Bieber),Atlantic Records UK,5,-1,1,2574124,3HVWdVOQ0ZA45FuZGSfvns,0.9177,0.094,0.798,0.108
5,6,spotify:track:6YjyT6MEMsMc41NNWk2dYg,"Marília Mendonça, Maiara & Maraisa",Bebaça - Ao Vivo,Som Livre,6,6,12,2391609,6YjyT6MEMsMc41NNWk2dYg,0.0,0.0,1.0,0.0
6,7,spotify:track:7KdcbYcVF8LkQeQcTYOixJ,"Luan Santana, MC Kekel",Vingança - Ao Vivo,Som Livre,4,4,35,2383528,7KdcbYcVF8LkQeQcTYOixJ,0.9349,0.023,0.921,0.056
7,8,spotify:track:3RbXsVQr4jeTxvT35Hssq3,Marília Mendonça,Bebi Liguei - Ao Vivo,Som Livre,2,9,22,2343142,3RbXsVQr4jeTxvT35Hssq3,-0.8402,0.043,0.957,0.0
8,9,spotify:track:7oEr56KG6odStlQH0nvdyr,Gustavo Mioto,Solteiro Não Trai - Ao Vivo,Gustavo Mioto,8,10,23,2185911,7oEr56KG6odStlQH0nvdyr,0.0,0.0,1.0,0.0
9,10,spotify:track:0WhDotK0QXigmsrlw0DxKK,"MC Kevin o Chris, Sodré",Evoluiu,ADpar,10,19,4,2110482,0WhDotK0QXigmsrlw0DxKK,-0.9001,0.056,0.929,0.015
10,11,spotify:track:2H8ETIUEoN9YMf56X66bxd,"Anitta, LUDMILLA, Snoop Dogg, Papatinho",Onda diferente (feat. Papatinho),WM Brazil,4,7,6,2087524,2H8ETIUEoN9YMf56X66bxd,-0.31,0.086,0.827,0.087
11,12,spotify:track:4eB8rsNNm5791m3uvEBNLR,Zé Neto & Cristiano,Estado Decadente - Acústico,Som Livre,10,11,18,2036503,4eB8rsNNm5791m3uvEBNLR,0.9347,0.064,0.833,0.102
12,13,spotify:track:3mNmUjoDHYDYj08IaRPtg0,"Lucas Lucco, Wesley Safadão",Posto 24h (feat. Wesley Safadão) - Ao Vivo,Sony Music Entertainment,12,13,30,1929595,3mNmUjoDHYDYj08IaRPtg0,0.8541,0.0,0.967,0.033
13,14,spotify:track:1xyVMQx51Kab6eLVtE6twx,"Lauana Prado, Maiara & Maraisa",Cobaia,Universal Music Ltda.,14,17,40,1921862,1xyVMQx51Kab6eLVtE6twx,0.9413,0.007,0.939,0.053
